Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	0.092720	2	0.134456	0.259192	0.127036	0.118213	0.246820	0.114283	0.134456	0.259192	0.127036	0.118213	0.246820	0.114283	0.134456	0.259192	0.127036	0.118213	0.246820	0.114283	0.211126	0.133940	0.121539	0.141080	0.133352	0.258962	0.211126	0.133940	0.121539	0.141080	0.133352	0.258962	0.211126	0.133940	0.121539	0.141080	0.133352	0.258962	
2000	0.092720	2	0.114965	0.249651	0.131171	0.123219	0.252410	0.128583	0.114965	0.249651	0.131171	0.123219	0.252410	0.128583	0.114965	0.249651	0.131171	0.123219	0.252410	0.128583	0.226625	0.118557	0.136923	0.130766	0.122968	0.264161	0.226625	0.118557	0.136923	0.130766	0.122968	0.264161	0.226625	0.118557	0.136923	0.130766	0.122968	0.264161	
3000	0.092720	2	0.123368	0.263219	0.132023	0.117521	0.244642	0.119226	0.123368	0.263219	0.132023	0.117521	0.244642	0.119226	0.123368	0.263219	0.132023	0.117521	0.244642	0.119226	0.232754	0.111559	0.135239	0.135748	0.123159	0.261541	0.232754	0.111559	0.135239	0.135748	0.123159	0.261541	0.232754	0.111559	0.135239	0.135748	0.123159	0.261541	
4000	0.092720	2	0.114666	0.245723	0.136929	0.128890	0.249117	0.124675	0.114666	0.245723	0.136929	0.128890	0.249117	0.124675	0.114666	0.245723	0.136929	0.128890	0.249117	0.124675	0.228984	0.105040	0.152558	0.136806	0.121116	0.255495	0.228984	0.105040	0.152558	0.136806	0.121116	0.255495	0.228984	0.105040	0.152558	0.136806	0.121116	0.255495	
5000	0.092720	2	0.118693	0.259170	0.127607	0.116019	0.242760	0.135749	0.118693	0.259170	0.127607	0.116019	0.242760	0.135749	0.118693	0.259170	0.127607	0.116019	0.242760	0.135749	0.241633	0.121809	0.133271	0.126968	0.121018	0.255301	0.241633	0.121809	0.133271	0.126968	0.121018	0.255301	0.241633	0.121809	0.133271	0.126968	0.121018	0.255301	
6000	0.092720	2	0.119324	0.261534	0.124628	0.120347	0.250811	0.123357	0.119324	0.261534	0.124628	0.120347	0.250811	0.123357	0.119324	0.261534	0.124628	0.120347	0.250811	0.123357	0.230853	0.113412	0.137473	0.131883	0.124138	0.262242	0.230853	0.113412	0.137473	0.131883	0.124138	0.262242	0.230853	0.113412	0.137473	0.131883	0.124138	0.262242	
7000	0.092720	2	0.127016	0.251542	0.121459	0.126503	0.257438	0.116042	0.127016	0.251542	0.121459	0.126503	0.257438	0.116042	0.127016	0.251542	0.121459	0.126503	0.257438	0.116042	0.216993	0.120192	0.144353	0.123513	0.118921	0.276029	0.216993	0.120192	0.144353	0.123513	0.118921	0.276029	0.216993	0.120192	0.144353	0.123513	0.118921	0.276029	
8000	0.092720	2	0.126850	0.255808	0.126070	0.115443	0.248096	0.127733	0.126850	0.255808	0.126070	0.115443	0.248096	0.127733	0.126850	0.255808	0.126070	0.115443	0.248096	0.127733	0.221859	0.122229	0.137274	0.126644	0.127455	0.264539	0.221859	0.122229	0.137274	0.126644	0.127455	0.264539	0.221859	0.122229	0.137274	0.126644	0.127455	0.264539	
9000	0.092720	2	0.117436	0.245952	0.131677	0.123158	0.250856	0.130920	0.117436	0.245952	0.131677	0.123158	0.250856	0.130920	0.117436	0.245952	0.131677	0.123158	0.250856	0.130920	0.229412	0.121574	0.135781	0.135372	0.125933	0.251929	0.229412	0.121574	0.135781	0.135372	0.125933	0.251929	0.229412	0.121574	0.135781	0.135372	0.125933	0.251929	
10000	0.092720	2	0.122003	0.248797	0.125146	0.121149	0.250911	0.131995	0.122003	0.248797	0.125146	0.121149	0.250911	0.131995	0.122003	0.248797	0.125146	0.121149	0.250911	0.131995	0.226391	0.124407	0.138553	0.132912	0.115645	0.262092	0.226391	0.124407	0.138553	0.132912	0.115645	0.262092	0.226391	0.124407	0.138553	0.132912	0.115645	0.262092	
11000	0.092720	2	0.113408	0.250255	0.122410	0.117089	0.252037	0.144801	0.113408	0.250255	0.122410	0.117089	0.252037	0.144801	0.113408	0.250255	0.122410	0.117089	0.252037	0.144801	0.227222	0.118770	0.148635	0.132188	0.123051	0.250134	0.227222	0.118770	0.148635	0.132188	0.123051	0.250134	0.227222	0.118770	0.148635	0.132188	0.123051	0.250134	
12000	0.092720	2	0.124095	0.244009	0.135124	0.118177	0.258222	0.120373	0.124095	0.244009	0.135124	0.118177	0.258222	0.120373	0.124095	0.244009	0.135124	0.118177	0.258222	0.120373	0.229347	0.130257	0.144079	0.124939	0.118461	0.252916	0.229347	0.130257	0.144079	0.124939	0.118461	0.252916	0.229347	0.130257	0.144079	0.124939	0.118461	0.252916	
13000	0.092720	2	0.113677	0.248497	0.127261	0.125635	0.256019	0.128911	0.113677	0.248497	0.127261	0.125635	0.256019	0.128911	0.113677	0.248497	0.127261	0.125635	0.256019	0.128911	0.235323	0.119412	0.140138	0.135493	0.116235	0.253399	0.235323	0.119412	0.140138	0.135493	0.116235	0.253399	0.235323	0.119412	0.140138	0.135493	0.116235	0.253399	
14000	0.092720	2	0.118191	0.244625	0.124437	0.124460	0.255632	0.132656	0.118191	0.244625	0.124437	0.124460	0.255632	0.132656	0.118191	0.244625	0.124437	0.124460	0.255632	0.132656	0.212790	0.123454	0.156537	0.129500	0.119499	0.258220	0.212790	0.123454	0.156537	0.129500	0.119499	0.258220	0.212790	0.123454	0.156537	0.129500	0.119499	0.258220	
15000	0.092720	2	0.113642	0.256912	0.127864	0.117311	0.255089	0.129181	0.113642	0.256912	0.127864	0.117311	0.255089	0.129181	0.113642	0.256912	0.127864	0.117311	0.255089	0.129181	0.234212	0.115076	0.129772	0.135727	0.119355	0.265858	0.234212	0.115076	0.129772	0.135727	0.119355	0.265858	0.234212	0.115076	0.129772	0.135727	0.119355	0.265858	
16000	0.092720	2	0.113502	0.258862	0.123818	0.121932	0.254343	0.127542	0.113502	0.258862	0.123818	0.121932	0.254343	0.127542	0.113502	0.258862	0.123818	0.121932	0.254343	0.127542	0.223262	0.114965	0.148441	0.135259	0.113248	0.264826	0.223262	0.114965	0.148441	0.135259	0.113248	0.264826	0.223262	0.114965	0.148441	0.135259	0.113248	0.264826	
17000	0.092720	2	0.116655	0.256654	0.132932	0.123132	0.240361	0.130266	0.116655	0.256654	0.132932	0.123132	0.240361	0.130266	0.116655	0.256654	0.132932	0.123132	0.240361	0.130266	0.222556	0.118005	0.137000	0.136744	0.132191	0.253503	0.222556	0.118005	0.137000	0.136744	0.132191	0.253503	0.222556	0.118005	0.137000	0.136744	0.132191	0.253503	
18000	0.092720	2	0.113759	0.256088	0.128157	0.122924	0.249924	0.129148	0.113759	0.256088	0.128157	0.122924	0.249924	0.129148	0.113759	0.256088	0.128157	0.122924	0.249924	0.129148	0.228690	0.125661	0.136857	0.136335	0.117850	0.254608	0.228690	0.125661	0.136857	0.136335	0.117850	0.254608	0.228690	0.125661	0.136857	0.136335	0.117850	0.254608	
19000	0.092720	2	0.109463	0.253856	0.122054	0.131366	0.248151	0.135111	0.109463	0.253856	0.122054	0.131366	0.248151	0.135111	0.109463	0.253856	0.122054	0.131366	0.248151	0.135111	0.217943	0.120861	0.144987	0.136985	0.124755	0.254469	0.217943	0.120861	0.144987	0.136985	0.124755	0.254469	0.217943	0.120861	0.144987	0.136985	0.124755	0.254469	
20000	0.092720	2	0.114659	0.244045	0.126812	0.124419	0.256011	0.134055	0.114659	0.244045	0.126812	0.124419	0.256011	0.134055	0.114659	0.244045	0.126812	0.124419	0.256011	0.134055	0.229577	0.120010	0.137545	0.131900	0.130839	0.250129	0.229577	0.120010	0.137545	0.131900	0.130839	0.250129	0.229577	0.120010	0.137545	0.131900	0.130839	0.250129	
21000	0.092720	2	0.114843	0.261493	0.124613	0.132111	0.238857	0.128084	0.114843	0.261493	0.124613	0.132111	0.238857	0.128084	0.114843	0.261493	0.124613	0.132111	0.238857	0.128084	0.227092	0.115850	0.141941	0.127972	0.124511	0.262634	0.227092	0.115850	0.141941	0.127972	0.124511	0.262634	0.227092	0.115850	0.141941	0.127972	0.124511	0.262634	
22000	0.092720	2	0.115433	0.257099	0.126956	0.121988	0.250057	0.128467	0.115433	0.257099	0.126956	0.121988	0.250057	0.128467	0.115433	0.257099	0.126956	0.121988	0.250057	0.128467	0.237040	0.117785	0.135990	0.123642	0.122644	0.262898	0.237040	0.117785	0.135990	0.123642	0.122644	0.262898	0.237040	0.117785	0.135990	0.123642	0.122644	0.262898	
23000	0.092720	2	0.127188	0.251433	0.126670	0.120443	0.248483	0.125784	0.127188	0.251433	0.126670	0.120443	0.248483	0.125784	0.127188	0.251433	0.126670	0.120443	0.248483	0.125784	0.220290	0.118162	0.144243	0.134749	0.121333	0.261223	0.220290	0.118162	0.144243	0.134749	0.121333	0.261223	0.220290	0.118162	0.144243	0.134749	0.121333	0.261223	
24000	0.092720	2	0.128995	0.251152	0.129894	0.114961	0.250186	0.124811	0.128995	0.251152	0.129894	0.114961	0.250186	0.124811	0.128995	0.251152	0.129894	0.114961	0.250186	0.124811	0.238994	0.121998	0.141220	0.126674	0.119893	0.251221	0.238994	0.121998	0.141220	0.126674	0.119893	0.251221	0.238994	0.121998	0.141220	0.126674	0.119893	0.251221	
25000	0.092720	2	0.117254	0.257264	0.120336	0.124803	0.253366	0.126977	0.117254	0.257264	0.120336	0.124803	0.253366	0.126977	0.117254	0.257264	0.120336	0.124803	0.253366	0.126977	0.238281	0.126952	0.139792	0.128156	0.126092	0.240726	0.238281	0.126952	0.139792	0.128156	0.126092	0.240726	0.238281	0.126952	0.139792	0.128156	0.126092	0.240726	
26000	0.092720	2	0.115452	0.261993	0.118870	0.124345	0.249065	0.130275	0.115452	0.261993	0.118870	0.124345	0.249065	0.130275	0.115452	0.261993	0.118870	0.124345	0.249065	0.130275	0.239646	0.126844	0.142846	0.127072	0.113048	0.250545	0.239646	0.126844	0.142846	0.127072	0.113048	0.250545	0.239646	0.126844	0.142846	0.127072	0.113048	0.250545	
27000	0.092720	2	0.131572	0.260393	0.126349	0.118711	0.239324	0.123652	0.131572	0.260393	0.126349	0.118711	0.239324	0.123652	0.131572	0.260393	0.126349	0.118711	0.239324	0.123652	0.229638	0.115632	0.136489	0.137992	0.114403	0.265846	0.229638	0.115632	0.136489	0.137992	0.114403	0.265846	0.229638	0.115632	0.136489	0.137992	0.114403	0.265846	
28000	0.092720	2	0.121273	0.246756	0.129486	0.123148	0.256029	0.123308	0.121273	0.246756	0.129486	0.123148	0.256029	0.123308	0.121273	0.246756	0.129486	0.123148	0.256029	0.123308	0.232879	0.112369	0.131768	0.135830	0.134692	0.252462	0.232879	0.112369	0.131768	0.135830	0.134692	0.252462	0.232879	0.112369	0.131768	0.135830	0.134692	0.252462	
29000	0.092720	2	0.113686	0.241770	0.131538	0.110873	0.263423	0.138711	0.113686	0.241770	0.131538	0.110873	0.263423	0.138711	0.113686	0.241770	0.131538	0.110873	0.263423	0.138711	0.238847	0.115745	0.139627	0.127481	0.130926	0.247373	0.238847	0.115745	0.139627	0.127481	0.130926	0.247373	0.238847	0.115745	0.139627	0.127481	0.130926	0.247373	
30000	0.092720	2	0.121430	0.234324	0.129004	0.123392	0.252806	0.139043	0.121430	0.234324	0.129004	0.123392	0.252806	0.139043	0.121430	0.234324	0.129004	0.123392	0.252806	0.139043	0.218584	0.110622	0.146025	0.131083	0.125092	0.268593	0.218584	0.110622	0.146025	0.131083	0.125092	0.268593	0.218584	0.110622	0.146025	0.131083	0.125092	0.268593	
31000	0.092720	2	0.122089	0.255226	0.127258	0.129513	0.245868	0.120047	0.122089	0.255226	0.127258	0.129513	0.245868	0.120047	0.122089	0.255226	0.127258	0.129513	0.245868	0.120047	0.233936	0.115208	0.136349	0.126998	0.122815	0.264694	0.233936	0.115208	0.136349	0.126998	0.122815	0.264694	0.233936	0.115208	0.136349	0.126998	0.122815	0.264694	
32000	0.092720	2	0.116437	0.254884	0.123374	0.116393	0.256839	0.132074	0.116437	0.254884	0.123374	0.116393	0.256839	0.132074	0.116437	0.254884	0.123374	0.116393	0.256839	0.132074	0.230027	0.122534	0.142146	0.134964	0.114097	0.256233	0.230027	0.122534	0.142146	0.134964	0.114097	0.256233	0.230027	0.122534	0.142146	0.134964	0.114097	0.256233	
33000	0.092720	2	0.122779	0.260461	0.121164	0.115253	0.251491	0.128852	0.122779	0.260461	0.121164	0.115253	0.251491	0.128852	0.122779	0.260461	0.121164	0.115253	0.251491	0.128852	0.241870	0.120070	0.149943	0.137428	0.109778	0.240910	0.241870	0.120070	0.149943	0.137428	0.109778	0.240910	0.241870	0.120070	0.149943	0.137428	0.109778	0.240910	
34000	0.092720	2	0.115992	0.243638	0.129019	0.117540	0.258703	0.135108	0.115992	0.243638	0.129019	0.117540	0.258703	0.135108	0.115992	0.243638	0.129019	0.117540	0.258703	0.135108	0.210102	0.114851	0.148355	0.127568	0.128735	0.270388	0.210102	0.114851	0.148355	0.127568	0.128735	0.270388	0.210102	0.114851	0.148355	0.127568	0.128735	0.270388	
