Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	
1000	0.092720	4	10.396685	9.785290	21.292776	7.557034	9.785290	21.292776	
2000	0.092720	3	9.745257	9.745257	20.836878	9.111556	9.745257	20.836878	
3000	0.092720	3	10.243844	10.243844	19.290731	7.526339	10.243844	19.290731	
4000	0.092720	3	9.178611	9.178611	18.999392	8.495100	9.178611	18.999392	
5000	0.092720	4	9.154263	10.081345	18.253505	7.992534	10.081345	18.253505	
6000	0.092720	4	9.357778	10.433020	19.382318	6.724267	10.433020	19.382318	
7000	0.092720	4	9.238571	10.490375	17.867216	7.811408	10.490375	17.867216	
8000	0.092720	3	10.116365	10.116365	18.355082	9.138562	10.116365	18.355082	
9000	0.092720	3	9.719125	9.719125	18.314124	9.531667	9.719125	18.314124	
10000	0.092720	4	8.390104	10.609390	17.329178	8.113645	10.609390	17.329178	
11000	0.092720	3	8.399303	10.545549	18.016011	8.399303	10.545549	18.016011	
12000	0.092720	4	10.765896	11.048243	17.746466	7.707386	10.765896	17.746466	
13000	0.092720	3	10.933628	10.933628	17.951505	7.599651	10.933628	17.951505	
14000	0.092720	3	10.242686	10.242686	18.484829	7.921427	10.242686	18.484829	
15000	0.092720	4	9.509612	9.856900	17.052855	8.188616	9.856900	17.052855	
16000	0.092720	3	10.114872	10.114872	17.392551	8.536931	10.114872	17.392551	
17000	0.092720	3	10.610516	10.610516	18.240764	8.306877	10.610516	18.240764	
18000	0.092720	3	8.159542	10.849289	17.429125	8.159542	10.849289	17.429125	
19000	0.092720	3	10.163604	10.163604	17.789172	8.600623	10.163604	17.789172	
20000	0.092720	3	10.343273	10.343273	17.398971	8.263319	10.343273	17.398971	
21000	0.092720	3	9.917821	9.917821	17.916574	7.152553	9.917821	17.916574	
22000	0.092720	3	10.228222	10.228222	16.406199	7.866088	10.228222	16.406199	
23000	0.092720	3	9.673078	9.673078	16.226997	7.701551	9.673078	16.226997	
24000	0.092720	3	9.854651	9.854651	16.408180	8.018995	9.854651	16.408180	
25000	0.092720	3	10.296427	10.296427	17.331885	8.046749	10.296427	17.331885	
26000	0.092720	3	10.340219	10.340219	16.978508	8.544409	10.340219	16.978508	
27000	0.092720	3	9.689277	9.689277	16.600590	8.079005	9.689277	16.600590	
28000	0.092720	3	9.925671	9.925671	16.725978	9.061282	9.925671	16.725978	
29000	0.092720	3	9.662376	9.662376	17.026230	7.718687	9.662376	17.026230	
30000	0.092720	3	10.189689	10.189689	16.722988	7.812566	10.189689	16.722988	
31000	0.092720	3	9.698000	9.698000	16.428371	8.824831	9.698000	16.428371	
32000	0.092720	3	10.455831	10.455831	16.721759	7.612091	10.455831	16.721759	
33000	0.092720	3	9.946538	9.946538	16.559956	9.570246	9.570246	16.559956	
34000	0.092720	3	10.189228	10.189228	15.834247	8.002502	10.189228	15.834247	
35000	0.092720	3	9.897195	9.897195	17.131956	7.969212	9.897195	17.131956	
36000	0.092720	3	10.745496	10.745496	16.391657	9.123119	10.745496	16.391657	
37000	0.092720	3	10.221638	10.221638	16.641122	7.545690	10.221638	16.641122	
38000	0.092720	3	10.318289	10.318289	16.222833	8.884833	10.318289	16.222833	
39000	0.092720	4	9.439939	9.925016	16.630690	8.998355	9.925016	16.630690	
40000	0.092720	3	10.544760	10.544760	16.774925	8.617171	10.544760	16.774925	
41000	0.092720	3	9.518091	9.518091	16.979374	8.814521	9.518091	16.979374	
42000	0.092720	4	8.923224	10.160826	17.089518	7.942308	10.160826	17.089518	
43000	0.092720	3	10.049005	10.049005	15.990696	8.500668	10.049005	15.990696	
44000	0.092720	3	10.459484	10.459484	17.041737	7.827792	10.459484	17.041737	
45000	0.092720	3	8.975891	9.943481	16.484769	8.975891	9.943481	16.484769	
46000	0.092720	4	9.387017	10.170933	16.585817	8.131063	10.170933	16.585817	
47000	0.092720	3	9.444542	9.444542	15.995285	8.318175	9.444542	15.995285	
48000	0.092720	4	9.935811	9.935811	16.035267	8.900831	10.040338	16.035267	
49000	0.092720	2	8.790566	8.790566	15.575147	8.790566	8.790566	15.575147	
50000	0.092720	3	9.659671	9.659671	15.514347	8.296061	8.296061	15.514347	
51000	0.092720	3	9.381927	9.381927	16.115199	8.445243	9.381927	16.115199	
52000	0.092720	3	10.029060	10.029060	15.660004	9.521477	10.029060	15.660004	
53000	0.092720	2	8.791210	8.791210	15.595211	8.791210	8.791210	15.595211	
54000	0.092720	2	8.438807	8.438807	15.042447	8.438807	8.438807	15.042447	
55000	0.092720	3	8.827880	8.827880	15.212854	8.035125	8.035125	15.212854	
56000	0.092720	3	8.991757	8.991757	15.115182	8.029097	8.991757	15.115182	
57000	0.092720	3	8.800921	8.800921	15.690803	7.764131	8.800921	15.690803	
58000	0.092720	2	8.564374	8.564374	14.716826	8.564374	8.564374	14.716826	
59000	0.092720	5	8.458315	9.031441	14.969690	7.131936	9.713153	14.969690	
60000	0.092720	3	8.390652	8.390652	15.032199	7.883464	8.390652	15.032199	
61000	0.092720	3	8.818541	8.818541	14.919559	8.276385	8.276385	14.919559	
62000	0.092720	3	7.245153	9.271515	14.500168	7.245153	9.271515	14.500168	
63000	0.092720	3	8.951282	8.951282	15.033517	8.366179	8.951282	15.033517	
64000	0.092720	2	8.471316	8.471316	15.207173	8.471316	8.471316	15.207173	
65000	0.092720	3	8.270743	9.815166	14.902260	8.270743	9.815166	14.902260	
66000	0.092720	3	8.578798	8.578798	15.921242	7.352922	8.578798	15.921242	
67000	0.092720	3	9.033653	9.033653	15.095503	8.702818	8.702818	15.095503	
68000	0.092720	3	9.526747	9.526747	14.176145	8.271139	9.526747	14.176145	
69000	0.092720	3	8.643151	8.643151	15.191477	7.984650	8.643151	15.191477	
70000	0.092720	3	9.009135	9.009135	14.870825	8.018878	8.018878	14.870825	
71000	0.092720	3	8.882869	8.882869	14.602842	7.223235	8.882869	14.602842	
72000	0.092720	3	9.082964	9.082964	14.553031	7.344725	9.082964	14.553031	
73000	0.092720	3	9.094434	9.094434	14.903866	7.978930	9.094434	14.903866	
74000	0.092720	3	8.868517	8.868517	14.364231	8.331887	8.868517	14.364231	
75000	0.092720	2	8.661355	8.661355	14.493901	8.661355	8.661355	14.493901	
76000	0.092720	2	8.367377	8.367377	14.860917	8.367377	8.367377	14.860917	
77000	0.092720	2	8.601490	8.601490	14.495516	8.601490	8.601490	14.495516	
78000	0.092720	2	9.117057	9.117057	14.895977	9.117057	9.117057	14.895977	
79000	0.092720	2	8.483057	8.483057	14.448595	8.483057	8.483057	14.448595	
80000	0.092720	2	8.564572	8.564572	14.820750	8.564572	8.564572	14.820750	
81000	0.092720	2	8.894596	8.894596	14.560881	8.894596	8.894596	14.560881	
82000	0.092720	2	8.285063	8.285063	15.390244	8.285063	8.285063	15.390244	
83000	0.092720	3	7.425353	7.425353	14.990106	7.425353	8.895239	14.990106	
84000	0.092720	4	9.056371	8.974897	15.893486	8.319143	9.056371	15.893486	
85000	0.092720	3	8.911115	8.911115	14.999419	7.582088	8.911115	14.999419	
86000	0.092720	4	8.953547	8.702700	15.172362	8.023482	8.953547	15.172362	
87000	0.092720	4	8.679199	8.679199	14.562060	7.579454	9.746282	14.562060	
88000	0.092720	3	9.408465	9.408465	14.619749	8.414216	9.408465	14.619749	
89000	0.092720	3	9.239359	9.239359	14.912887	7.686762	9.239359	14.912887	
90000	0.092720	4	8.964820	8.836236	15.072679	7.798103	8.964820	15.072679	
91000	0.092720	2	8.997233	8.997233	15.247027	8.997233	8.997233	15.247027	
92000	0.092720	4	9.238215	9.529452	15.159263	7.787335	9.238215	15.159263	
93000	0.092720	3	8.682980	8.682980	14.910840	7.665335	8.682980	14.910840	
94000	0.092720	2	8.618937	8.618937	15.381604	8.618937	8.618937	15.381604	
95000	0.092720	3	9.569296	9.569296	15.413839	7.969344	9.569296	15.413839	
96000	0.092720	3	8.325699	8.325699	15.117260	6.969856	8.325699	15.117260	
97000	0.092720	2	8.279322	8.279322	15.282655	8.279322	8.279322	15.282655	
98000	0.092720	2	8.212221	8.212221	14.774555	8.212221	8.212221	14.774555	
99000	0.092720	3	9.072320	9.072320	14.504225	8.033045	9.072320	14.504225	
100000	0.092720	3	9.048265	9.048265	15.014645	6.632809	9.048265	15.014645	
101000	0.092720	3	7.354222	8.530263	15.115491	7.354222	8.530263	15.115491	
102000	0.092720	2	8.179124	8.179124	15.109904	8.179124	8.179124	15.109904	
103000	0.092720	3	7.922636	8.852121	15.079312	7.922636	8.852121	15.079312	
104000	0.092720	3	8.856680	8.856680	14.342434	7.425982	8.856680	14.342434	
105000	0.092720	2	8.003487	8.003487	14.845500	8.003487	8.003487	14.845500	
106000	0.092720	2	8.877492	8.877492	15.290534	8.877492	8.877492	15.290534	
107000	0.092720	2	8.091145	8.091145	14.206987	8.091145	8.091145	14.206987	
108000	0.092720	2	8.671000	8.671000	15.345935	8.671000	8.671000	15.345935	
109000	0.092720	2	8.531776	8.531776	15.016590	8.531776	8.531776	15.016590	
110000	0.092720	3	8.651314	8.651314	14.125144	7.882170	8.651314	14.125144	
111000	0.092720	2	7.423125	7.423125	15.087358	7.423125	7.423125	15.087358	
112000	0.092720	3	8.686481	8.686481	15.283429	7.206385	8.686481	15.283429	
113000	0.092720	3	9.183565	9.183565	15.172627	7.988503	9.183565	15.172627	
114000	0.092720	3	8.701840	8.701840	15.042523	7.458968	7.458968	15.042523	
115000	0.092720	3	8.909155	8.909155	14.424661	7.370912	8.909155	14.424661	
116000	0.092720	3	9.230263	9.230263	14.344452	8.397552	9.230263	14.344452	
117000	0.092720	3	8.996911	8.996911	15.531788	8.452994	8.452994	15.531788	
118000	0.092720	3	9.040462	9.040462	15.074337	6.895231	9.040462	15.074337	
119000	0.092720	2	9.296372	9.296372	14.756786	9.296372	9.296372	14.756786	
120000	0.092720	4	7.970118	9.063491	14.739473	7.445660	9.063491	14.739473	
121000	0.092720	2	8.203092	8.203092	14.853602	8.203092	8.203092	14.853602	
122000	0.092720	3	8.637479	9.393606	14.238577	8.637479	9.393606	14.238577	
123000	0.092720	3	8.712266	8.712266	14.416392	7.474137	7.474137	14.416392	
124000	0.092720	3	8.698401	8.698401	14.729170	7.983158	8.698401	14.729170	
125000	0.092720	3	8.652862	8.652862	14.270871	7.899547	8.652862	14.270871	
126000	0.092720	3	7.981051	7.981051	15.236403	6.859469	7.981051	15.236403	
127000	0.092720	3	9.281343	9.281343	14.728828	7.702576	9.281343	14.728828	
128000	0.092720	2	7.512599	7.512599	15.001793	7.512599	7.512599	15.001793	
129000	0.092720	2	8.131092	8.131092	15.002970	8.131092	8.131092	15.002970	
130000	0.092720	3	8.290904	8.290904	14.758013	8.290904	9.660399	14.758013	
131000	0.092720	2	7.822953	7.822953	15.309087	7.822953	7.822953	15.309087	
132000	0.092720	3	9.584203	9.584203	14.955849	8.210058	9.584203	14.955849	
133000	0.092720	3	9.256595	9.256595	15.111750	7.503884	9.256595	15.111750	
134000	0.092720	3	9.369000	9.369000	14.578541	7.608724	9.369000	14.578541	
135000	0.092720	2	8.293465	8.293465	14.787124	8.293465	8.293465	14.787124	
136000	0.092720	3	9.678111	9.678111	15.073661	7.287998	9.678111	15.073661	
137000	0.092720	3	9.361049	9.361049	15.091887	8.079971	9.361049	15.091887	
138000	0.092720	3	7.452658	7.452658	14.672436	7.452658	9.181488	14.672436	
139000	0.092720	2	7.611137	7.611137	14.623525	7.611137	7.611137	14.623525	
140000	0.092720	2	7.935387	7.935387	14.650493	7.935387	7.935387	14.650493	
141000	0.092720	2	8.224955	8.224955	15.267579	8.224955	8.224955	15.267579	
142000	0.092720	2	8.605669	8.605669	14.890496	8.605669	8.605669	14.890496	
143000	0.092720	3	9.179207	9.179207	15.111801	8.079414	9.179207	15.111801	
144000	0.092720	2	8.634668	8.634668	15.229137	8.634668	8.634668	15.229137	
145000	0.092720	3	9.162895	9.162895	15.403786	7.916572	9.162895	15.403786	
146000	0.092720	3	9.095369	9.095369	15.525818	8.588793	8.588793	15.525818	
147000	0.092720	3	8.979751	8.979751	15.755298	7.535808	8.979751	15.755298	
148000	0.092720	3	8.874331	8.874331	15.444767	8.165298	8.874331	15.444767	
149000	0.092720	4	9.127290	8.729718	16.143073	7.569295	9.127290	16.143073	
150000	0.092720	3	8.882727	8.882727	14.415947	7.958023	8.882727	14.415947	
151000	0.092720	3	9.210943	9.210943	15.491162	7.938581	9.210943	15.491162	
152000	0.092720	2	8.484651	8.484651	14.392305	8.484651	8.484651	14.392305	
153000	0.092720	2	8.561559	8.561559	15.214394	8.561559	8.561559	15.214394	
154000	0.092720	2	8.817679	8.817679	14.225924	8.817679	8.817679	14.225924	
155000	0.092720	3	9.054905	9.054905	14.705105	8.498321	9.054905	14.705105	
156000	0.092720	3	9.356944	9.356944	14.573752	7.673041	9.356944	14.573752	
157000	0.092720	3	9.264596	9.264596	15.797255	7.039945	9.264596	15.797255	
158000	0.092720	3	9.090312	9.090312	14.950733	8.723653	9.090312	14.950733	
159000	0.092720	3	7.717569	9.504681	14.945219	7.717569	7.717569	14.945219	
160000	0.092720	4	8.904176	9.282279	15.014081	8.134930	8.904176	15.014081	
161000	0.092720	4	9.741662	9.160734	15.258725	7.834538	7.834538	15.258725	
162000	0.092720	2	7.872199	7.872199	15.163559	7.872199	7.872199	15.163559	
163000	0.092720	3	8.925892	9.590187	16.011408	8.925892	8.925892	16.011408	
164000	0.092720	3	9.165322	9.165322	15.238444	7.214258	9.165322	15.238444	
165000	0.092720	4	9.375035	8.415742	15.716972	7.466825	9.375035	15.716972	
166000	0.092720	3	8.787432	8.787432	15.568065	8.081293	8.787432	15.568065	
167000	0.092720	3	8.908000	8.908000	15.776048	8.102779	8.908000	15.776048	
168000	0.092720	2	8.413507	8.413507	14.995469	8.413507	8.413507	14.995469	
169000	0.092720	4	9.112288	9.112288	15.539317	7.927505	9.509334	15.539317	
170000	0.092720	3	9.739557	9.739557	15.012292	8.332353	9.739557	15.012292	
171000	0.092720	4	8.774669	8.774669	14.053657	7.702810	9.404039	14.053657	
172000	0.092720	2	8.262343	8.262343	15.166318	8.262343	8.262343	15.166318	
173000	0.092720	3	8.910041	8.910041	14.954977	7.933390	8.910041	14.954977	
174000	0.092720	3	9.354654	9.354654	14.094546	8.915117	8.915117	14.094546	
175000	0.092720	3	9.504503	9.504503	14.967937	7.942579	9.504503	14.967937	
176000	0.092720	4	9.236238	9.236238	15.070238	7.976884	9.771768	15.070238	
177000	0.092720	3	8.662388	8.662388	14.583663	7.770757	8.662388	14.583663	
178000	0.092720	3	8.158567	9.182704	15.012425	8.158567	8.158567	15.012425	
179000	0.092720	2	8.163703	8.163703	14.869034	8.163703	8.163703	14.869034	
180000	0.092720	2	8.565645	8.565645	15.431143	8.565645	8.565645	15.431143	
181000	0.092720	4	9.686025	9.686025	14.787144	7.223468	9.434170	14.787144	
182000	0.092720	3	9.189884	9.189884	15.117324	7.390862	9.189884	15.117324	
183000	0.092720	3	8.669161	8.669161	15.089188	8.250249	8.669161	15.089188	
184000	0.092720	2	8.551549	8.551549	15.260806	8.551549	8.551549	15.260806	
185000	0.092720	3	9.350240	9.350240	15.019931	7.849207	9.350240	15.019931	
186000	0.092720	2	8.024661	8.024661	15.248366	8.024661	8.024661	15.248366	
187000	0.092720	3	8.649216	8.649216	14.857511	7.287072	8.649216	14.857511	
188000	0.092720	3	7.500496	9.009456	15.312761	7.500496	9.009456	15.312761	
189000	0.092720	4	8.768085	10.017787	15.212162	7.764760	8.768085	15.212162	
190000	0.092720	4	8.891019	8.891019	15.621498	7.704014	9.822428	15.621498	
191000	0.092720	3	8.985325	8.985325	14.911156	7.569870	8.985325	14.911156	
192000	0.092720	3	9.224106	9.224106	14.738706	9.025003	9.025003	14.738706	
193000	0.092720	3	8.857475	8.857475	15.385746	8.451985	8.857475	15.385746	
194000	0.092720	3	8.382610	8.382610	14.549614	8.382610	8.888549	14.549614	
195000	0.092720	3	8.867508	8.867508	15.501514	7.873232	8.867508	15.501514	
196000	0.092720	3	9.143986	9.143986	15.296728	8.486540	9.143986	15.296728	
197000	0.092720	3	9.333854	9.333854	15.153389	8.451387	9.333854	15.153389	
198000	0.092720	2	8.402656	8.402656	14.666250	8.402656	8.402656	14.666250	
199000	0.092720	3	9.551776	9.551776	15.553542	7.725048	9.551776	15.553542	
200000	0.092720	3	9.275925	9.275925	14.867965	8.989013	9.275925	14.867965	
201000	0.092720	2	7.774545	7.774545	15.016637	7.774545	7.774545	15.016637	
202000	0.092720	3	9.103186	9.103186	15.635468	8.494926	9.103186	15.635468	
203000	0.092720	3	7.936808	9.663081	15.049673	7.936808	9.663081	15.049673	
204000	0.092720	3	9.363173	9.363173	14.504609	7.771457	9.363173	14.504609	
205000	0.092720	3	7.654356	9.063026	15.418352	7.654356	9.063026	15.418352	
206000	0.092720	3	8.973002	8.973002	15.444921	6.914703	8.973002	15.444921	
207000	0.092720	4	8.695933	10.059865	15.138935	7.225177	10.059865	15.138935	
208000	0.092720	3	8.546716	8.546716	15.679313	7.770159	8.546716	15.679313	
209000	0.092720	2	8.367640	8.367640	15.006542	8.367640	8.367640	15.006542	
210000	0.092720	4	8.882026	8.882026	15.074631	7.806441	9.446787	15.074631	
211000	0.092720	2	8.265426	8.265426	15.118964	8.265426	8.265426	15.118964	
212000	0.092720	3	8.263900	9.538376	14.074344	8.263900	9.538376	14.074344	
213000	0.092720	2	7.907338	7.907338	14.089364	7.907338	7.907338	14.089364	
214000	0.092720	3	9.116392	9.116392	14.949230	8.282912	9.116392	14.949230	
215000	0.092720	2	8.309699	8.309699	15.471901	8.309699	8.309699	15.471901	
216000	0.092720	3	9.403598	9.403598	15.175602	7.402794	9.403598	15.175602	
