Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	71.353907	3	0.102554	0.395487	0.397508	0.104451	0.239959	0.230051	0.252280	0.277710	0.395041	0.096523	0.099590	0.408845	0.102554	0.395487	0.397508	0.104451	0.239959	0.230051	0.252280	0.277710	0.395041	0.096523	0.099590	0.408845	
2000	71.353907	3	0.108653	0.406614	0.379732	0.105002	0.250619	0.259591	0.237077	0.252712	0.395041	0.096523	0.099590	0.408845	0.108653	0.406614	0.379732	0.105002	0.250619	0.259591	0.237077	0.252712	0.395041	0.096523	0.099590	0.408845	
3000	71.353907	3	0.110379	0.391280	0.386818	0.111523	0.248464	0.254258	0.247708	0.249571	0.407401	0.093496	0.091907	0.407196	0.110379	0.391280	0.386818	0.111523	0.248464	0.254258	0.247708	0.249571	0.407401	0.093496	0.091907	0.407196	
4000	71.353907	3	0.110379	0.391280	0.386818	0.111523	0.241435	0.254816	0.246201	0.257548	0.402603	0.088877	0.095119	0.413401	0.110379	0.391280	0.386818	0.111523	0.241435	0.254816	0.246201	0.257548	0.402603	0.088877	0.095119	0.413401	
5000	71.353907	3	0.105494	0.407132	0.384922	0.102452	0.242383	0.252487	0.244620	0.260510	0.397310	0.094967	0.098921	0.408801	0.105494	0.407132	0.384922	0.102452	0.242383	0.252487	0.244620	0.260510	0.397310	0.094967	0.098921	0.408801	
6000	71.353907	3	0.101815	0.402794	0.381471	0.113920	0.242383	0.252487	0.244620	0.260510	0.397310	0.094967	0.098921	0.408801	0.101815	0.402794	0.381471	0.113920	0.242383	0.252487	0.244620	0.260510	0.397310	0.094967	0.098921	0.408801	
7000	71.353907	3	0.101815	0.402794	0.381471	0.113920	0.250238	0.237226	0.259637	0.252899	0.399324	0.093791	0.097376	0.409509	0.101815	0.402794	0.381471	0.113920	0.250238	0.237226	0.259637	0.252899	0.399324	0.093791	0.097376	0.409509	
8000	71.353907	3	0.104038	0.410765	0.375445	0.109752	0.249469	0.249788	0.238663	0.262081	0.399324	0.093791	0.097376	0.409509	0.104038	0.410765	0.375445	0.109752	0.249469	0.249788	0.238663	0.262081	0.399324	0.093791	0.097376	0.409509	
9000	71.353907	3	0.107676	0.397938	0.390835	0.103551	0.246350	0.237113	0.241861	0.274676	0.399324	0.093791	0.097376	0.409509	0.107676	0.397938	0.390835	0.103551	0.246350	0.237113	0.241861	0.274676	0.399324	0.093791	0.097376	0.409509	
10000	71.353907	3	0.110863	0.402537	0.380661	0.105940	0.241817	0.249502	0.248178	0.260503	0.399324	0.093791	0.097376	0.409509	0.110863	0.402537	0.380661	0.105940	0.241817	0.249502	0.248178	0.260503	0.399324	0.093791	0.097376	0.409509	
11000	71.353907	3	0.110863	0.402537	0.380661	0.105940	0.245293	0.240201	0.256856	0.257650	0.399324	0.093791	0.097376	0.409509	0.110863	0.402537	0.380661	0.105940	0.245293	0.240201	0.256856	0.257650	0.399324	0.093791	0.097376	0.409509	
12000	71.353907	3	0.105410	0.409801	0.378037	0.106752	0.244037	0.252401	0.245609	0.257952	0.394764	0.095820	0.100152	0.409264	0.105410	0.409801	0.378037	0.106752	0.244037	0.252401	0.245609	0.257952	0.394764	0.095820	0.100152	0.409264	
13000	71.353907	3	0.105410	0.409801	0.378037	0.106752	0.247477	0.257694	0.243632	0.251197	0.394764	0.095820	0.100152	0.409264	0.105410	0.409801	0.378037	0.106752	0.247477	0.257694	0.243632	0.251197	0.394764	0.095820	0.100152	0.409264	
14000	71.353907	3	0.104002	0.405454	0.378901	0.111643	0.246347	0.245398	0.252415	0.255841	0.405434	0.096358	0.092812	0.405397	0.104002	0.405454	0.378901	0.111643	0.246347	0.245398	0.252415	0.255841	0.405434	0.096358	0.092812	0.405397	
15000	71.353907	3	0.109723	0.409399	0.376019	0.104859	0.257689	0.233831	0.246636	0.261844	0.405434	0.096358	0.092812	0.405397	0.109723	0.409399	0.376019	0.104859	0.257689	0.233831	0.246636	0.261844	0.405434	0.096358	0.092812	0.405397	
16000	71.353907	3	0.108549	0.399290	0.381207	0.110954	0.253087	0.253286	0.230846	0.262781	0.389272	0.095833	0.095349	0.419545	0.108549	0.399290	0.381207	0.110954	0.253087	0.253286	0.230846	0.262781	0.389272	0.095833	0.095349	0.419545	
17000	71.353907	3	0.108549	0.399290	0.381207	0.110954	0.251073	0.243505	0.245537	0.259884	0.389272	0.095833	0.095349	0.419545	0.108549	0.399290	0.381207	0.110954	0.251073	0.243505	0.245537	0.259884	0.389272	0.095833	0.095349	0.419545	
18000	71.353907	3	0.108968	0.398884	0.383173	0.108975	0.251814	0.247261	0.232879	0.268046	0.394525	0.095522	0.095846	0.414107	0.108968	0.398884	0.383173	0.108975	0.251814	0.247261	0.232879	0.268046	0.394525	0.095522	0.095846	0.414107	
19000	71.353907	3	0.108968	0.398884	0.383173	0.108975	0.253579	0.254710	0.241344	0.250367	0.396298	0.092798	0.097064	0.413840	0.108968	0.398884	0.383173	0.108975	0.253579	0.254710	0.241344	0.250367	0.396298	0.092798	0.097064	0.413840	
20000	71.353907	3	0.106489	0.397205	0.386173	0.110133	0.251826	0.239520	0.249800	0.258854	0.396298	0.092798	0.097064	0.413840	0.106489	0.397205	0.386173	0.110133	0.251826	0.239520	0.249800	0.258854	0.396298	0.092798	0.097064	0.413840	
21000	71.353907	3	0.106489	0.397205	0.386173	0.110133	0.238311	0.246750	0.256628	0.258311	0.396298	0.092798	0.097064	0.413840	0.106489	0.397205	0.386173	0.110133	0.238311	0.246750	0.256628	0.258311	0.396298	0.092798	0.097064	0.413840	
22000	71.353907	3	0.106489	0.397205	0.386173	0.110133	0.248778	0.246431	0.242613	0.262177	0.402991	0.098013	0.098752	0.400244	0.106489	0.397205	0.386173	0.110133	0.248778	0.246431	0.242613	0.262177	0.402991	0.098013	0.098752	0.400244	
23000	71.353907	3	0.106489	0.397205	0.386173	0.110133	0.268123	0.245433	0.242840	0.243604	0.402991	0.098013	0.098752	0.400244	0.106489	0.397205	0.386173	0.110133	0.268123	0.245433	0.242840	0.243604	0.402991	0.098013	0.098752	0.400244	
24000	71.353907	3	0.108776	0.409881	0.372381	0.108962	0.238873	0.247460	0.240256	0.273411	0.397027	0.100033	0.095258	0.407682	0.108776	0.409881	0.372381	0.108962	0.238873	0.247460	0.240256	0.273411	0.397027	0.100033	0.095258	0.407682	
25000	71.353907	3	0.108776	0.409881	0.372381	0.108962	0.258689	0.233873	0.237253	0.270186	0.397027	0.100033	0.095258	0.407682	0.108776	0.409881	0.372381	0.108962	0.258689	0.233873	0.237253	0.270186	0.397027	0.100033	0.095258	0.407682	
26000	71.353907	3	0.106159	0.408749	0.370450	0.114642	0.244031	0.243928	0.251685	0.260355	0.397969	0.096553	0.096419	0.409059	0.106159	0.408749	0.370450	0.114642	0.244031	0.243928	0.251685	0.260355	0.397969	0.096553	0.096419	0.409059	
27000	71.353907	3	0.103360	0.403866	0.380077	0.112697	0.246396	0.252360	0.255033	0.246211	0.397969	0.096553	0.096419	0.409059	0.103360	0.403866	0.380077	0.112697	0.246396	0.252360	0.255033	0.246211	0.397969	0.096553	0.096419	0.409059	
28000	71.353907	3	0.103360	0.403866	0.380077	0.112697	0.259989	0.259382	0.233865	0.246764	0.387878	0.098793	0.100576	0.412754	0.103360	0.403866	0.380077	0.112697	0.259989	0.259382	0.233865	0.246764	0.387878	0.098793	0.100576	0.412754	
29000	71.353907	3	0.103360	0.403866	0.380077	0.112697	0.251868	0.253715	0.237929	0.256488	0.397403	0.095399	0.094678	0.412520	0.103360	0.403866	0.380077	0.112697	0.251868	0.253715	0.237929	0.256488	0.397403	0.095399	0.094678	0.412520	
30000	71.353907	3	0.103360	0.403866	0.380077	0.112697	0.250766	0.251708	0.232230	0.265296	0.397403	0.095399	0.094678	0.412520	0.103360	0.403866	0.380077	0.112697	0.250766	0.251708	0.232230	0.265296	0.397403	0.095399	0.094678	0.412520	
31000	71.353907	3	0.106645	0.404757	0.380245	0.108353	0.241144	0.242139	0.253126	0.263591	0.397403	0.095399	0.094678	0.412520	0.106645	0.404757	0.380245	0.108353	0.241144	0.242139	0.253126	0.263591	0.397403	0.095399	0.094678	0.412520	
32000	71.353907	3	0.106645	0.404757	0.380245	0.108353	0.270220	0.236594	0.266163	0.227023	0.397403	0.095399	0.094678	0.412520	0.106645	0.404757	0.380245	0.108353	0.270220	0.236594	0.266163	0.227023	0.397403	0.095399	0.094678	0.412520	
33000	71.353907	3	0.106645	0.404757	0.380245	0.108353	0.242999	0.253849	0.255355	0.247796	0.397403	0.095399	0.094678	0.412520	0.106645	0.404757	0.380245	0.108353	0.242999	0.253849	0.255355	0.247796	0.397403	0.095399	0.094678	0.412520	
34000	71.353907	3	0.101749	0.406671	0.379932	0.111648	0.248568	0.258104	0.227930	0.265398	0.397403	0.095399	0.094678	0.412520	0.101749	0.406671	0.379932	0.111648	0.248568	0.258104	0.227930	0.265398	0.397403	0.095399	0.094678	0.412520	
35000	71.353907	3	0.104808	0.401868	0.386654	0.106671	0.248580	0.246218	0.235064	0.270138	0.399423	0.093270	0.095849	0.411458	0.104808	0.401868	0.386654	0.106671	0.248580	0.246218	0.235064	0.270138	0.399423	0.093270	0.095849	0.411458	
36000	71.353907	3	0.104808	0.401868	0.386654	0.106671	0.260963	0.233819	0.262202	0.243016	0.399423	0.093270	0.095849	0.411458	0.104808	0.401868	0.386654	0.106671	0.260963	0.233819	0.262202	0.243016	0.399423	0.093270	0.095849	0.411458	
37000	71.353907	3	0.107910	0.404251	0.380321	0.107517	0.235782	0.251143	0.252100	0.260976	0.399423	0.093270	0.095849	0.411458	0.107910	0.404251	0.380321	0.107517	0.235782	0.251143	0.252100	0.260976	0.399423	0.093270	0.095849	0.411458	
38000	71.353907	3	0.113552	0.394974	0.381532	0.109941	0.241181	0.255377	0.234149	0.269293	0.400415	0.090868	0.096825	0.411892	0.113552	0.394974	0.381532	0.109941	0.241181	0.255377	0.234149	0.269293	0.400415	0.090868	0.096825	0.411892	
39000	71.353907	3	0.117143	0.398719	0.382868	0.101270	0.248794	0.243951	0.250863	0.256392	0.403791	0.092765	0.097963	0.405481	0.117143	0.398719	0.382868	0.101270	0.248794	0.243951	0.250863	0.256392	0.403791	0.092765	0.097963	0.405481	
40000	71.353907	3	0.114793	0.409516	0.369823	0.105868	0.252050	0.243544	0.252181	0.252225	0.397325	0.093464	0.099139	0.410073	0.114793	0.409516	0.369823	0.105868	0.252050	0.243544	0.252181	0.252225	0.397325	0.093464	0.099139	0.410073	
41000	71.353907	3	0.113893	0.394001	0.378755	0.113350	0.249432	0.228921	0.265210	0.256438	0.397325	0.093464	0.099139	0.410073	0.113893	0.394001	0.378755	0.113350	0.249432	0.228921	0.265210	0.256438	0.397325	0.093464	0.099139	0.410073	
42000	71.353907	3	0.096456	0.419057	0.379158	0.105330	0.249793	0.248506	0.233706	0.267995	0.396274	0.095401	0.102647	0.405678	0.096456	0.419057	0.379158	0.105330	0.249793	0.248506	0.233706	0.267995	0.396274	0.095401	0.102647	0.405678	
43000	71.353907	3	0.103802	0.411262	0.374262	0.110674	0.248932	0.244248	0.245627	0.261192	0.396274	0.095401	0.102647	0.405678	0.103802	0.411262	0.374262	0.110674	0.248932	0.244248	0.245627	0.261192	0.396274	0.095401	0.102647	0.405678	
44000	71.353907	3	0.104267	0.402313	0.381137	0.112283	0.246027	0.242242	0.252311	0.259421	0.399748	0.092590	0.098705	0.408957	0.104267	0.402313	0.381137	0.112283	0.246027	0.242242	0.252311	0.259421	0.399748	0.092590	0.098705	0.408957	
45000	71.353907	3	0.105862	0.409386	0.386689	0.098063	0.241784	0.250835	0.237624	0.269757	0.397038	0.095061	0.101355	0.406547	0.105862	0.409386	0.386689	0.098063	0.241784	0.250835	0.237624	0.269757	0.397038	0.095061	0.101355	0.406547	
46000	71.353907	3	0.106151	0.401841	0.389678	0.102331	0.241535	0.255249	0.239123	0.264094	0.397038	0.095061	0.101355	0.406547	0.106151	0.401841	0.389678	0.102331	0.241535	0.255249	0.239123	0.264094	0.397038	0.095061	0.101355	0.406547	
47000	71.353907	3	0.106151	0.401841	0.389678	0.102331	0.246664	0.264573	0.241023	0.247741	0.400372	0.097989	0.100167	0.401472	0.106151	0.401841	0.389678	0.102331	0.246664	0.264573	0.241023	0.247741	0.400372	0.097989	0.100167	0.401472	
48000	71.353907	3	0.106151	0.401841	0.389678	0.102331	0.246166	0.255919	0.249450	0.248465	0.398915	0.096548	0.097540	0.406996	0.106151	0.401841	0.389678	0.102331	0.246166	0.255919	0.249450	0.248465	0.398915	0.096548	0.097540	0.406996	
49000	71.353907	3	0.109206	0.411969	0.369761	0.109063	0.245316	0.255490	0.253814	0.245380	0.398915	0.096548	0.097540	0.406996	0.109206	0.411969	0.369761	0.109063	0.245316	0.255490	0.253814	0.245380	0.398915	0.096548	0.097540	0.406996	
50000	71.353907	3	0.108977	0.391490	0.393862	0.105670	0.236073	0.260428	0.237449	0.266050	0.398915	0.096548	0.097540	0.406996	0.108977	0.391490	0.393862	0.105670	0.236073	0.260428	0.237449	0.266050	0.398915	0.096548	0.097540	0.406996	
51000	71.353907	3	0.109950	0.404912	0.377540	0.107598	0.253251	0.243279	0.230235	0.273235	0.398915	0.096548	0.097540	0.406996	0.109950	0.404912	0.377540	0.107598	0.253251	0.243279	0.230235	0.273235	0.398915	0.096548	0.097540	0.406996	
52000	71.353907	3	0.111586	0.402629	0.378955	0.106830	0.241193	0.248547	0.243236	0.267024	0.403090	0.098349	0.099056	0.399505	0.111586	0.402629	0.378955	0.106830	0.241193	0.248547	0.243236	0.267024	0.403090	0.098349	0.099056	0.399505	
53000	71.353907	3	0.108507	0.406370	0.376022	0.109101	0.241327	0.251222	0.245286	0.262165	0.403090	0.098349	0.099056	0.399505	0.108507	0.406370	0.376022	0.109101	0.241327	0.251222	0.245286	0.262165	0.403090	0.098349	0.099056	0.399505	
