Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	0.092720	2	0.133397	0.258889	0.139016	0.110342	0.231883	0.126473	0.133397	0.258889	0.139016	0.110342	0.231883	0.126473	0.133397	0.258889	0.139016	0.110342	0.231883	0.126473	0.230470	0.155437	0.134701	0.136244	0.121944	0.221203	0.230470	0.155437	0.134701	0.136244	0.121944	0.221203	0.230470	0.155437	0.134701	0.136244	0.121944	0.221203	
2000	0.092720	2	0.122006	0.240325	0.123651	0.134863	0.242954	0.136201	0.122006	0.240325	0.123651	0.134863	0.242954	0.136201	0.122006	0.240325	0.123651	0.134863	0.242954	0.136201	0.238975	0.141298	0.129507	0.130172	0.132574	0.227475	0.238975	0.141298	0.129507	0.130172	0.132574	0.227475	0.238975	0.141298	0.129507	0.130172	0.132574	0.227475	
3000	0.092720	2	0.125382	0.255557	0.124663	0.137871	0.230875	0.125653	0.125382	0.255557	0.124663	0.137871	0.230875	0.125653	0.125382	0.255557	0.124663	0.137871	0.230875	0.125653	0.238022	0.132267	0.129655	0.130970	0.131817	0.237268	0.238022	0.132267	0.129655	0.130970	0.131817	0.237268	0.238022	0.132267	0.129655	0.130970	0.131817	0.237268	
4000	0.092720	2	0.119854	0.252548	0.123639	0.139132	0.242278	0.122550	0.119854	0.252548	0.123639	0.139132	0.242278	0.122550	0.119854	0.252548	0.123639	0.139132	0.242278	0.122550	0.247964	0.135626	0.134078	0.127464	0.131436	0.223431	0.247964	0.135626	0.134078	0.127464	0.131436	0.223431	0.247964	0.135626	0.134078	0.127464	0.131436	0.223431	
5000	0.092720	2	0.120440	0.255663	0.124243	0.131778	0.243462	0.124414	0.120440	0.255663	0.124243	0.131778	0.243462	0.124414	0.120440	0.255663	0.124243	0.131778	0.243462	0.124414	0.222483	0.134421	0.127790	0.130544	0.137205	0.247557	0.222483	0.134421	0.127790	0.130544	0.137205	0.247557	0.222483	0.134421	0.127790	0.130544	0.137205	0.247557	
6000	0.092720	2	0.115023	0.253200	0.131485	0.131611	0.240756	0.127924	0.115023	0.253200	0.131485	0.131611	0.240756	0.127924	0.115023	0.253200	0.131485	0.131611	0.240756	0.127924	0.244937	0.134331	0.141117	0.128375	0.126312	0.224928	0.244937	0.134331	0.141117	0.128375	0.126312	0.224928	0.244937	0.134331	0.141117	0.128375	0.126312	0.224928	
7000	0.092720	2	0.111195	0.264660	0.121013	0.145282	0.239942	0.117909	0.111195	0.264660	0.121013	0.145282	0.239942	0.117909	0.111195	0.264660	0.121013	0.145282	0.239942	0.117909	0.245975	0.139504	0.126223	0.129711	0.130239	0.228347	0.245975	0.139504	0.126223	0.129711	0.130239	0.228347	0.245975	0.139504	0.126223	0.129711	0.130239	0.228347	
8000	0.092720	2	0.120879	0.273617	0.122541	0.131201	0.231285	0.120478	0.120879	0.273617	0.122541	0.131201	0.231285	0.120478	0.120879	0.273617	0.122541	0.131201	0.231285	0.120478	0.237297	0.134648	0.118083	0.133625	0.136672	0.239675	0.237297	0.134648	0.118083	0.133625	0.136672	0.239675	0.237297	0.134648	0.118083	0.133625	0.136672	0.239675	
9000	0.092720	2	0.118077	0.261561	0.125975	0.128492	0.242822	0.123074	0.118077	0.261561	0.125975	0.128492	0.242822	0.123074	0.118077	0.261561	0.125975	0.128492	0.242822	0.123074	0.223905	0.139368	0.121386	0.131426	0.136365	0.247550	0.223905	0.139368	0.121386	0.131426	0.136365	0.247550	0.223905	0.139368	0.121386	0.131426	0.136365	0.247550	
10000	0.092720	2	0.120638	0.253438	0.123479	0.140573	0.239331	0.122542	0.120638	0.253438	0.123479	0.140573	0.239331	0.122542	0.120638	0.253438	0.123479	0.140573	0.239331	0.122542	0.226184	0.139472	0.116870	0.130058	0.142590	0.244825	0.226184	0.139472	0.116870	0.130058	0.142590	0.244825	0.226184	0.139472	0.116870	0.130058	0.142590	0.244825	
11000	0.092720	2	0.122169	0.259395	0.125325	0.139336	0.230476	0.123300	0.122169	0.259395	0.125325	0.139336	0.230476	0.123300	0.122169	0.259395	0.125325	0.139336	0.230476	0.123300	0.245314	0.141864	0.126348	0.131719	0.124148	0.230606	0.245314	0.141864	0.126348	0.131719	0.124148	0.230606	0.245314	0.141864	0.126348	0.131719	0.124148	0.230606	
12000	0.092720	2	0.122280	0.251599	0.128478	0.131764	0.241223	0.124657	0.122280	0.251599	0.128478	0.131764	0.241223	0.124657	0.122280	0.251599	0.128478	0.131764	0.241223	0.124657	0.241107	0.133948	0.124862	0.138912	0.126697	0.234473	0.241107	0.133948	0.124862	0.138912	0.126697	0.234473	0.241107	0.133948	0.124862	0.138912	0.126697	0.234473	
13000	0.092720	2	0.114076	0.266360	0.125836	0.138342	0.232984	0.122401	0.114076	0.266360	0.125836	0.138342	0.232984	0.122401	0.114076	0.266360	0.125836	0.138342	0.232984	0.122401	0.232898	0.139559	0.130571	0.134348	0.129196	0.233428	0.232898	0.139559	0.130571	0.134348	0.129196	0.233428	0.232898	0.139559	0.130571	0.134348	0.129196	0.233428	
14000	0.092720	2	0.133845	0.251233	0.124017	0.138328	0.235079	0.117498	0.133845	0.251233	0.124017	0.138328	0.235079	0.117498	0.133845	0.251233	0.124017	0.138328	0.235079	0.117498	0.232347	0.131617	0.121957	0.136791	0.134273	0.243015	0.232347	0.131617	0.121957	0.136791	0.134273	0.243015	0.232347	0.131617	0.121957	0.136791	0.134273	0.243015	
15000	0.092720	2	0.122674	0.253825	0.124989	0.130487	0.240591	0.127434	0.122674	0.253825	0.124989	0.130487	0.240591	0.127434	0.122674	0.253825	0.124989	0.130487	0.240591	0.127434	0.232663	0.140259	0.132527	0.130908	0.141222	0.222421	0.232663	0.140259	0.132527	0.130908	0.141222	0.222421	0.232663	0.140259	0.132527	0.130908	0.141222	0.222421	
16000	0.092720	2	0.122705	0.245812	0.125021	0.143273	0.240654	0.122534	0.122705	0.245812	0.125021	0.143273	0.240654	0.122534	0.122705	0.245812	0.125021	0.143273	0.240654	0.122534	0.232203	0.131898	0.135888	0.127052	0.129348	0.243611	0.232203	0.131898	0.135888	0.127052	0.129348	0.243611	0.232203	0.131898	0.135888	0.127052	0.129348	0.243611	
17000	0.092720	2	0.118295	0.257103	0.121762	0.143520	0.240883	0.118437	0.118295	0.257103	0.121762	0.143520	0.240883	0.118437	0.118295	0.257103	0.121762	0.143520	0.240883	0.118437	0.224126	0.126689	0.134926	0.131288	0.136911	0.246062	0.224126	0.126689	0.134926	0.131288	0.136911	0.246062	0.224126	0.126689	0.134926	0.131288	0.136911	0.246062	
