Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	1.695768	3	0.095324	0.411890	0.396086	0.096700	0.262135	0.254663	0.244057	0.239145	0.384799	0.106277	0.104384	0.404539	0.095324	0.411890	0.396086	0.096700	0.262135	0.254663	0.244057	0.239145	0.384799	0.106277	0.104384	0.404539	
2000	1.695768	3	0.095457	0.385355	0.419883	0.099304	0.256432	0.236695	0.250209	0.256664	0.398505	0.100764	0.104244	0.396486	0.095457	0.385355	0.419883	0.099304	0.256432	0.236695	0.250209	0.256664	0.398505	0.100764	0.104244	0.396486	
3000	1.695768	3	0.095457	0.385355	0.419883	0.099304	0.277935	0.262234	0.242966	0.216865	0.398505	0.100764	0.104244	0.396486	0.095457	0.385355	0.419883	0.099304	0.277935	0.262234	0.242966	0.216865	0.398505	0.100764	0.104244	0.396486	
4000	1.695768	3	0.097738	0.392050	0.403546	0.106666	0.250766	0.254558	0.244909	0.249767	0.398505	0.100764	0.104244	0.396486	0.097738	0.392050	0.403546	0.106666	0.250766	0.254558	0.244909	0.249767	0.398505	0.100764	0.104244	0.396486	
5000	1.695768	3	0.104989	0.386347	0.410206	0.098459	0.255351	0.255619	0.240942	0.248087	0.407873	0.095610	0.094888	0.401628	0.104989	0.386347	0.410206	0.098459	0.255351	0.255619	0.240942	0.248087	0.407873	0.095610	0.094888	0.401628	
6000	1.695768	3	0.104989	0.386347	0.410206	0.098459	0.280223	0.246802	0.231098	0.241876	0.406822	0.098800	0.102618	0.391760	0.104989	0.386347	0.410206	0.098459	0.280223	0.246802	0.231098	0.241876	0.406822	0.098800	0.102618	0.391760	
7000	1.695768	3	0.104989	0.386347	0.410206	0.098459	0.254742	0.254364	0.236823	0.254071	0.406822	0.098800	0.102618	0.391760	0.104989	0.386347	0.410206	0.098459	0.254742	0.254364	0.236823	0.254071	0.406822	0.098800	0.102618	0.391760	
8000	1.695768	3	0.103054	0.398429	0.401937	0.096580	0.246814	0.265295	0.246762	0.241129	0.406822	0.098800	0.102618	0.391760	0.103054	0.398429	0.401937	0.096580	0.246814	0.265295	0.246762	0.241129	0.406822	0.098800	0.102618	0.391760	
9000	1.695768	3	0.103054	0.398429	0.401937	0.096580	0.242113	0.249441	0.245626	0.262820	0.406822	0.098800	0.102618	0.391760	0.103054	0.398429	0.401937	0.096580	0.242113	0.249441	0.245626	0.262820	0.406822	0.098800	0.102618	0.391760	
10000	1.695768	3	0.103054	0.398429	0.401937	0.096580	0.253486	0.245417	0.243247	0.257849	0.406822	0.098800	0.102618	0.391760	0.103054	0.398429	0.401937	0.096580	0.253486	0.245417	0.243247	0.257849	0.406822	0.098800	0.102618	0.391760	
11000	1.695768	3	0.098577	0.395517	0.402182	0.103724	0.253585	0.254937	0.240889	0.250588	0.406822	0.098800	0.102618	0.391760	0.098577	0.395517	0.402182	0.103724	0.253585	0.254937	0.240889	0.250588	0.406822	0.098800	0.102618	0.391760	
12000	1.695768	3	0.098577	0.395517	0.402182	0.103724	0.248587	0.260606	0.245958	0.244850	0.406822	0.098800	0.102618	0.391760	0.098577	0.395517	0.402182	0.103724	0.248587	0.260606	0.245958	0.244850	0.406822	0.098800	0.102618	0.391760	
13000	1.695768	3	0.098577	0.395517	0.402182	0.103724	0.259457	0.242792	0.255069	0.242683	0.406822	0.098800	0.102618	0.391760	0.098577	0.395517	0.402182	0.103724	0.259457	0.242792	0.255069	0.242683	0.406822	0.098800	0.102618	0.391760	
14000	1.695768	3	0.096487	0.395775	0.404987	0.102751	0.256871	0.254449	0.249739	0.238942	0.406822	0.098800	0.102618	0.391760	0.096487	0.395775	0.404987	0.102751	0.256871	0.254449	0.249739	0.238942	0.406822	0.098800	0.102618	0.391760	
15000	1.695768	3	0.103514	0.389463	0.412156	0.094867	0.246206	0.258608	0.250287	0.244900	0.404499	0.097264	0.101641	0.396596	0.103514	0.389463	0.412156	0.094867	0.246206	0.258608	0.250287	0.244900	0.404499	0.097264	0.101641	0.396596	
16000	1.695768	3	0.096291	0.385647	0.414291	0.103771	0.268627	0.238424	0.239658	0.253291	0.404499	0.097264	0.101641	0.396596	0.096291	0.385647	0.414291	0.103771	0.268627	0.238424	0.239658	0.253291	0.404499	0.097264	0.101641	0.396596	
17000	1.695768	3	0.106339	0.389032	0.405486	0.099144	0.259970	0.253152	0.238708	0.248171	0.405542	0.096115	0.107065	0.391278	0.106339	0.389032	0.405486	0.099144	0.259970	0.253152	0.238708	0.248171	0.405542	0.096115	0.107065	0.391278	
