Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	1.695768	3	0.086642	0.428320	0.389699	0.095338	0.253985	0.250101	0.257301	0.238613	0.407548	0.096898	0.107698	0.387857	0.086642	0.428320	0.389699	0.095338	0.253985	0.250101	0.257301	0.238613	0.407548	0.096898	0.107698	0.387857	
2000	1.695768	3	0.097326	0.404925	0.404537	0.093213	0.231630	0.272393	0.262236	0.233740	0.403942	0.099154	0.096725	0.400179	0.097326	0.404925	0.404537	0.093213	0.231630	0.272393	0.262236	0.233740	0.403942	0.099154	0.096725	0.400179	
3000	1.695768	3	0.101458	0.403714	0.402843	0.091985	0.232683	0.256206	0.265712	0.245399	0.403942	0.099154	0.096725	0.400179	0.101458	0.403714	0.402843	0.091985	0.232683	0.256206	0.265712	0.245399	0.403942	0.099154	0.096725	0.400179	
4000	1.695768	3	0.099792	0.400817	0.404446	0.094945	0.244743	0.251122	0.254906	0.249229	0.403942	0.099154	0.096725	0.400179	0.099792	0.400817	0.404446	0.094945	0.244743	0.251122	0.254906	0.249229	0.403942	0.099154	0.096725	0.400179	
5000	1.695768	3	0.099792	0.400817	0.404446	0.094945	0.239749	0.261418	0.268281	0.230552	0.403942	0.099154	0.096725	0.400179	0.099792	0.400817	0.404446	0.094945	0.239749	0.261418	0.268281	0.230552	0.403942	0.099154	0.096725	0.400179	
6000	1.695768	3	0.099792	0.400817	0.404446	0.094945	0.231225	0.260379	0.267321	0.241075	0.403942	0.099154	0.096725	0.400179	0.099792	0.400817	0.404446	0.094945	0.231225	0.260379	0.267321	0.241075	0.403942	0.099154	0.096725	0.400179	
7000	1.695768	3	0.099792	0.400817	0.404446	0.094945	0.243047	0.264674	0.256705	0.235573	0.400698	0.101784	0.098556	0.398963	0.099792	0.400817	0.404446	0.094945	0.243047	0.264674	0.256705	0.235573	0.400698	0.101784	0.098556	0.398963	
8000	1.695768	3	0.094868	0.403839	0.407612	0.093681	0.254773	0.258853	0.254928	0.231447	0.400698	0.101784	0.098556	0.398963	0.094868	0.403839	0.407612	0.093681	0.254773	0.258853	0.254928	0.231447	0.400698	0.101784	0.098556	0.398963	
9000	1.695768	3	0.094868	0.403839	0.407612	0.093681	0.237505	0.252933	0.263436	0.246125	0.400698	0.101784	0.098556	0.398963	0.094868	0.403839	0.407612	0.093681	0.237505	0.252933	0.263436	0.246125	0.400698	0.101784	0.098556	0.398963	
10000	1.695768	3	0.099873	0.392846	0.414963	0.092318	0.242595	0.257075	0.251657	0.248673	0.400698	0.101784	0.098556	0.398963	0.099873	0.392846	0.414963	0.092318	0.242595	0.257075	0.251657	0.248673	0.400698	0.101784	0.098556	0.398963	
11000	1.695768	3	0.098051	0.391698	0.416617	0.093634	0.248931	0.249354	0.263088	0.238627	0.410215	0.097543	0.097495	0.394748	0.098051	0.391698	0.416617	0.093634	0.248931	0.249354	0.263088	0.238627	0.410215	0.097543	0.097495	0.394748	
12000	1.695768	3	0.100242	0.395457	0.409747	0.094554	0.243406	0.257857	0.260647	0.238090	0.410215	0.097543	0.097495	0.394748	0.100242	0.395457	0.409747	0.094554	0.243406	0.257857	0.260647	0.238090	0.410215	0.097543	0.097495	0.394748	
13000	1.695768	3	0.100242	0.395457	0.409747	0.094554	0.234286	0.257239	0.270806	0.237669	0.410215	0.097543	0.097495	0.394748	0.100242	0.395457	0.409747	0.094554	0.234286	0.257239	0.270806	0.237669	0.410215	0.097543	0.097495	0.394748	
14000	1.695768	3	0.100242	0.395457	0.409747	0.094554	0.236963	0.250741	0.260234	0.252062	0.410215	0.097543	0.097495	0.394748	0.100242	0.395457	0.409747	0.094554	0.236963	0.250741	0.260234	0.252062	0.410215	0.097543	0.097495	0.394748	
15000	1.695768	3	0.099279	0.399078	0.407592	0.094051	0.235298	0.260178	0.258326	0.246198	0.410215	0.097543	0.097495	0.394748	0.099279	0.399078	0.407592	0.094051	0.235298	0.260178	0.258326	0.246198	0.410215	0.097543	0.097495	0.394748	
16000	1.695768	3	0.099207	0.402818	0.404302	0.093673	0.235298	0.260178	0.258326	0.246198	0.410215	0.097543	0.097495	0.394748	0.099207	0.402818	0.404302	0.093673	0.235298	0.260178	0.258326	0.246198	0.410215	0.097543	0.097495	0.394748	
17000	1.695768	3	0.102924	0.403402	0.396492	0.097183	0.235298	0.260178	0.258326	0.246198	0.406315	0.099343	0.101656	0.392686	0.102924	0.403402	0.396492	0.097183	0.235298	0.260178	0.258326	0.246198	0.406315	0.099343	0.101656	0.392686	
18000	1.695768	3	0.102924	0.403402	0.396492	0.097183	0.233399	0.257096	0.262666	0.246839	0.406315	0.099343	0.101656	0.392686	0.102924	0.403402	0.396492	0.097183	0.233399	0.257096	0.262666	0.246839	0.406315	0.099343	0.101656	0.392686	
19000	1.695768	3	0.097697	0.406023	0.398460	0.097820	0.233687	0.252321	0.261078	0.252914	0.406315	0.099343	0.101656	0.392686	0.097697	0.406023	0.398460	0.097820	0.233687	0.252321	0.261078	0.252914	0.406315	0.099343	0.101656	0.392686	
20000	1.695768	3	0.097697	0.406023	0.398460	0.097820	0.241337	0.264387	0.251072	0.243204	0.406315	0.099343	0.101656	0.392686	0.097697	0.406023	0.398460	0.097820	0.241337	0.264387	0.251072	0.243204	0.406315	0.099343	0.101656	0.392686	
21000	1.695768	3	0.097697	0.406023	0.398460	0.097820	0.231196	0.253209	0.262893	0.252702	0.406315	0.099343	0.101656	0.392686	0.097697	0.406023	0.398460	0.097820	0.231196	0.253209	0.262893	0.252702	0.406315	0.099343	0.101656	0.392686	
22000	1.695768	3	0.095517	0.411139	0.400187	0.093157	0.241105	0.255277	0.252228	0.251390	0.406315	0.099343	0.101656	0.392686	0.095517	0.411139	0.400187	0.093157	0.241105	0.255277	0.252228	0.251390	0.406315	0.099343	0.101656	0.392686	
23000	1.695768	3	0.099733	0.394629	0.414974	0.090664	0.235298	0.258639	0.275896	0.230167	0.406315	0.099343	0.101656	0.392686	0.099733	0.394629	0.414974	0.090664	0.235298	0.258639	0.275896	0.230167	0.406315	0.099343	0.101656	0.392686	
24000	1.695768	3	0.100807	0.396120	0.404954	0.098118	0.248234	0.252881	0.260306	0.238578	0.407083	0.103469	0.098656	0.390792	0.100807	0.396120	0.404954	0.098118	0.248234	0.252881	0.260306	0.238578	0.407083	0.103469	0.098656	0.390792	
25000	1.695768	3	0.097039	0.398719	0.405708	0.098534	0.235605	0.259628	0.263419	0.241347	0.407094	0.103212	0.095592	0.394102	0.097039	0.398719	0.405708	0.098534	0.235605	0.259628	0.263419	0.241347	0.407094	0.103212	0.095592	0.394102	
