Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	1.695768	3	0.098200	0.392438	0.408128	0.101234	0.244406	0.269208	0.245698	0.240688	0.397838	0.094629	0.098388	0.409145	0.098200	0.392438	0.408128	0.101234	0.244406	0.269208	0.245698	0.240688	0.397838	0.094629	0.098388	0.409145	
2000	1.695768	3	0.093714	0.383913	0.416554	0.105819	0.262685	0.246413	0.268397	0.222505	0.397838	0.094629	0.098388	0.409145	0.093714	0.383913	0.416554	0.105819	0.262685	0.246413	0.268397	0.222505	0.397838	0.094629	0.098388	0.409145	
3000	1.695768	3	0.099614	0.377577	0.414558	0.108251	0.243440	0.256919	0.263928	0.235713	0.397838	0.094629	0.098388	0.409145	0.099614	0.377577	0.414558	0.108251	0.243440	0.256919	0.263928	0.235713	0.397838	0.094629	0.098388	0.409145	
4000	1.695768	3	0.098219	0.384115	0.414283	0.103382	0.254373	0.262734	0.244435	0.238458	0.397838	0.094629	0.098388	0.409145	0.098219	0.384115	0.414283	0.103382	0.254373	0.262734	0.244435	0.238458	0.397838	0.094629	0.098388	0.409145	
5000	1.695768	3	0.097698	0.390563	0.411195	0.100544	0.240179	0.257541	0.257826	0.244454	0.397838	0.094629	0.098388	0.409145	0.097698	0.390563	0.411195	0.100544	0.240179	0.257541	0.257826	0.244454	0.397838	0.094629	0.098388	0.409145	
6000	1.695768	3	0.098254	0.390291	0.407537	0.103918	0.243908	0.246631	0.262823	0.246639	0.396962	0.095843	0.099470	0.407726	0.098254	0.390291	0.407537	0.103918	0.243908	0.246631	0.262823	0.246639	0.396962	0.095843	0.099470	0.407726	
7000	1.695768	3	0.103979	0.394710	0.397452	0.103859	0.254424	0.261457	0.258947	0.225172	0.403925	0.100869	0.096208	0.398998	0.103979	0.394710	0.397452	0.103859	0.254424	0.261457	0.258947	0.225172	0.403925	0.100869	0.096208	0.398998	
8000	1.695768	3	0.103979	0.394710	0.397452	0.103859	0.257336	0.249787	0.260061	0.232816	0.403925	0.100869	0.096208	0.398998	0.103979	0.394710	0.397452	0.103859	0.257336	0.249787	0.260061	0.232816	0.403925	0.100869	0.096208	0.398998	
9000	1.695768	3	0.093036	0.396546	0.407600	0.102819	0.254575	0.251377	0.244861	0.249187	0.398055	0.097854	0.099964	0.404126	0.093036	0.396546	0.407600	0.102819	0.254575	0.251377	0.244861	0.249187	0.398055	0.097854	0.099964	0.404126	
10000	1.695768	3	0.098426	0.382716	0.414269	0.104588	0.249225	0.240558	0.264119	0.246097	0.398055	0.097854	0.099964	0.404126	0.098426	0.382716	0.414269	0.104588	0.249225	0.240558	0.264119	0.246097	0.398055	0.097854	0.099964	0.404126	
