Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	1.695768	2	0.124258	0.232023	0.146218	0.106667	0.255986	0.134849	0.124258	0.232023	0.146218	0.106667	0.255986	0.134849	0.124258	0.232023	0.146218	0.106667	0.255986	0.134849	0.273277	0.151442	0.135943	0.113486	0.122392	0.203459	0.273277	0.151442	0.135943	0.113486	0.122392	0.203459	0.273277	0.151442	0.135943	0.113486	0.122392	0.203459	
2000	1.695768	2	0.124695	0.259122	0.135352	0.113077	0.234857	0.132897	0.124695	0.259122	0.135352	0.113077	0.234857	0.132897	0.124695	0.259122	0.135352	0.113077	0.234857	0.132897	0.261569	0.156671	0.137366	0.120958	0.113441	0.209995	0.261569	0.156671	0.137366	0.120958	0.113441	0.209995	0.261569	0.156671	0.137366	0.120958	0.113441	0.209995	
3000	1.695768	2	0.121165	0.250373	0.136262	0.116199	0.239655	0.136347	0.121165	0.250373	0.136262	0.116199	0.239655	0.136347	0.121165	0.250373	0.136262	0.116199	0.239655	0.136347	0.243464	0.158883	0.138003	0.121521	0.113441	0.224688	0.243464	0.158883	0.138003	0.121521	0.113441	0.224688	0.243464	0.158883	0.138003	0.121521	0.113441	0.224688	
4000	1.695768	2	0.119728	0.250271	0.129086	0.114251	0.256825	0.129840	0.119728	0.250271	0.129086	0.114251	0.256825	0.129840	0.119728	0.250271	0.129086	0.114251	0.256825	0.129840	0.257443	0.145573	0.132225	0.127783	0.106514	0.230462	0.257443	0.145573	0.132225	0.127783	0.106514	0.230462	0.257443	0.145573	0.132225	0.127783	0.106514	0.230462	
5000	1.695768	2	0.121768	0.243239	0.136683	0.122364	0.242314	0.133632	0.121768	0.243239	0.136683	0.122364	0.242314	0.133632	0.121768	0.243239	0.136683	0.122364	0.242314	0.133632	0.255209	0.144353	0.124451	0.129578	0.117855	0.228553	0.255209	0.144353	0.124451	0.129578	0.117855	0.228553	0.255209	0.144353	0.124451	0.129578	0.117855	0.228553	
6000	1.695768	2	0.123488	0.251303	0.135388	0.124899	0.230660	0.134263	0.123488	0.251303	0.135388	0.124899	0.230660	0.134263	0.123488	0.251303	0.135388	0.124899	0.230660	0.134263	0.251745	0.161246	0.127549	0.128374	0.110309	0.220777	0.251745	0.161246	0.127549	0.128374	0.110309	0.220777	0.251745	0.161246	0.127549	0.128374	0.110309	0.220777	
7000	1.695768	2	0.124833	0.253380	0.132418	0.114199	0.232684	0.142485	0.124833	0.253380	0.132418	0.114199	0.232684	0.142485	0.124833	0.253380	0.132418	0.114199	0.232684	0.142485	0.253715	0.163812	0.122090	0.123694	0.116579	0.220109	0.253715	0.163812	0.122090	0.123694	0.116579	0.220109	0.253715	0.163812	0.122090	0.123694	0.116579	0.220109	
8000	1.695768	2	0.119310	0.249396	0.135804	0.123926	0.240460	0.131103	0.119310	0.249396	0.135804	0.123926	0.240460	0.131103	0.119310	0.249396	0.135804	0.123926	0.240460	0.131103	0.252609	0.158855	0.129424	0.119902	0.113782	0.225428	0.252609	0.158855	0.129424	0.119902	0.113782	0.225428	0.252609	0.158855	0.129424	0.119902	0.113782	0.225428	
9000	1.695768	2	0.121915	0.264208	0.135123	0.118415	0.228708	0.131631	0.121915	0.264208	0.135123	0.118415	0.228708	0.131631	0.121915	0.264208	0.135123	0.118415	0.228708	0.131631	0.244427	0.153261	0.129815	0.126647	0.115856	0.229993	0.244427	0.153261	0.129815	0.126647	0.115856	0.229993	0.244427	0.153261	0.129815	0.126647	0.115856	0.229993	
10000	1.695768	2	0.119201	0.257637	0.130827	0.117390	0.236404	0.138540	0.119201	0.257637	0.130827	0.117390	0.236404	0.138540	0.119201	0.257637	0.130827	0.117390	0.236404	0.138540	0.257434	0.137627	0.124859	0.128618	0.116302	0.235161	0.257434	0.137627	0.124859	0.128618	0.116302	0.235161	0.257434	0.137627	0.124859	0.128618	0.116302	0.235161	
11000	1.695768	2	0.124465	0.253467	0.127614	0.118122	0.239427	0.136904	0.124465	0.253467	0.127614	0.118122	0.239427	0.136904	0.124465	0.253467	0.127614	0.118122	0.239427	0.136904	0.251269	0.145160	0.127468	0.127499	0.113901	0.234703	0.251269	0.145160	0.127468	0.127499	0.113901	0.234703	0.251269	0.145160	0.127468	0.127499	0.113901	0.234703	
12000	1.695768	2	0.124977	0.264792	0.125637	0.119055	0.233604	0.131936	0.124977	0.264792	0.125637	0.119055	0.233604	0.131936	0.124977	0.264792	0.125637	0.119055	0.233604	0.131936	0.258812	0.146766	0.125026	0.123898	0.115017	0.230481	0.258812	0.146766	0.125026	0.123898	0.115017	0.230481	0.258812	0.146766	0.125026	0.123898	0.115017	0.230481	
13000	1.695768	2	0.120573	0.251652	0.132028	0.112375	0.245263	0.138109	0.120573	0.251652	0.132028	0.112375	0.245263	0.138109	0.120573	0.251652	0.132028	0.112375	0.245263	0.138109	0.250338	0.141696	0.127632	0.137460	0.112617	0.230257	0.250338	0.141696	0.127632	0.137460	0.112617	0.230257	0.250338	0.141696	0.127632	0.137460	0.112617	0.230257	
14000	1.695768	2	0.124482	0.253223	0.131627	0.105387	0.244517	0.140765	0.124482	0.253223	0.131627	0.105387	0.244517	0.140765	0.124482	0.253223	0.131627	0.105387	0.244517	0.140765	0.254947	0.142433	0.117166	0.135222	0.120935	0.229298	0.254947	0.142433	0.117166	0.135222	0.120935	0.229298	0.254947	0.142433	0.117166	0.135222	0.120935	0.229298	
15000	1.695768	2	0.121368	0.241050	0.133472	0.112757	0.253556	0.137797	0.121368	0.241050	0.133472	0.112757	0.253556	0.137797	0.121368	0.241050	0.133472	0.112757	0.253556	0.137797	0.254294	0.147604	0.115963	0.130365	0.119458	0.232317	0.254294	0.147604	0.115963	0.130365	0.119458	0.232317	0.254294	0.147604	0.115963	0.130365	0.119458	0.232317	
16000	1.695768	2	0.122144	0.248308	0.131789	0.120867	0.234661	0.142231	0.122144	0.248308	0.131789	0.120867	0.234661	0.142231	0.122144	0.248308	0.131789	0.120867	0.234661	0.142231	0.254785	0.153005	0.117349	0.125750	0.119095	0.230015	0.254785	0.153005	0.117349	0.125750	0.119095	0.230015	0.254785	0.153005	0.117349	0.125750	0.119095	0.230015	
17000	1.695768	2	0.113211	0.247030	0.132137	0.118305	0.246823	0.142494	0.113211	0.247030	0.132137	0.118305	0.246823	0.142494	0.113211	0.247030	0.132137	0.118305	0.246823	0.142494	0.252041	0.159469	0.126519	0.117621	0.118960	0.225390	0.252041	0.159469	0.126519	0.117621	0.118960	0.225390	0.252041	0.159469	0.126519	0.117621	0.118960	0.225390	
18000	1.695768	2	0.121630	0.247036	0.131736	0.108876	0.260055	0.130668	0.121630	0.247036	0.131736	0.108876	0.260055	0.130668	0.121630	0.247036	0.131736	0.108876	0.260055	0.130668	0.252935	0.151383	0.128132	0.119610	0.113384	0.234556	0.252935	0.151383	0.128132	0.119610	0.113384	0.234556	0.252935	0.151383	0.128132	0.119610	0.113384	0.234556	
19000	1.695768	2	0.125241	0.238495	0.128255	0.117667	0.265012	0.125330	0.125241	0.238495	0.128255	0.117667	0.265012	0.125330	0.125241	0.238495	0.128255	0.117667	0.265012	0.125330	0.258003	0.146595	0.121187	0.129762	0.113836	0.230616	0.258003	0.146595	0.121187	0.129762	0.113836	0.230616	0.258003	0.146595	0.121187	0.129762	0.113836	0.230616	
20000	1.695768	2	0.120934	0.251276	0.130325	0.103856	0.260988	0.132621	0.120934	0.251276	0.130325	0.103856	0.260988	0.132621	0.120934	0.251276	0.130325	0.103856	0.260988	0.132621	0.251615	0.165158	0.121790	0.126797	0.117078	0.217562	0.251615	0.165158	0.121790	0.126797	0.117078	0.217562	0.251615	0.165158	0.121790	0.126797	0.117078	0.217562	
21000	1.695768	2	0.129647	0.249052	0.129849	0.112206	0.241677	0.137569	0.129647	0.249052	0.129849	0.112206	0.241677	0.137569	0.129647	0.249052	0.129849	0.112206	0.241677	0.137569	0.255489	0.148070	0.122193	0.131674	0.117259	0.225314	0.255489	0.148070	0.122193	0.131674	0.117259	0.225314	0.255489	0.148070	0.122193	0.131674	0.117259	0.225314	
22000	1.695768	2	0.118423	0.245439	0.132367	0.109465	0.260131	0.134176	0.118423	0.245439	0.132367	0.109465	0.260131	0.134176	0.118423	0.245439	0.132367	0.109465	0.260131	0.134176	0.244524	0.141170	0.116401	0.133112	0.129541	0.235253	0.244524	0.141170	0.116401	0.133112	0.129541	0.235253	0.244524	0.141170	0.116401	0.133112	0.129541	0.235253	
