Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	1.695768	2	0.111911	0.250602	0.139900	0.143774	0.224743	0.129071	0.111911	0.250602	0.139900	0.143774	0.224743	0.129071	0.111911	0.250602	0.139900	0.143774	0.224743	0.129071	0.236606	0.151954	0.114172	0.137735	0.116462	0.243071	0.236606	0.151954	0.114172	0.137735	0.116462	0.243071	0.236606	0.151954	0.114172	0.137735	0.116462	0.243071	
2000	1.695768	2	0.118144	0.239961	0.138871	0.130737	0.244642	0.127646	0.118144	0.239961	0.138871	0.130737	0.244642	0.127646	0.118144	0.239961	0.138871	0.130737	0.244642	0.127646	0.255132	0.140999	0.128440	0.129201	0.120189	0.226040	0.255132	0.140999	0.128440	0.129201	0.120189	0.226040	0.255132	0.140999	0.128440	0.129201	0.120189	0.226040	
3000	1.695768	2	0.122759	0.232796	0.142282	0.132638	0.234267	0.135258	0.122759	0.232796	0.142282	0.132638	0.234267	0.135258	0.122759	0.232796	0.142282	0.132638	0.234267	0.135258	0.228051	0.133055	0.129232	0.129345	0.134866	0.245452	0.228051	0.133055	0.129232	0.129345	0.134866	0.245452	0.228051	0.133055	0.129232	0.129345	0.134866	0.245452	
4000	1.695768	2	0.125499	0.251672	0.125922	0.130348	0.246788	0.119771	0.125499	0.251672	0.125922	0.130348	0.246788	0.119771	0.125499	0.251672	0.125922	0.130348	0.246788	0.119771	0.250752	0.138827	0.122410	0.127445	0.134310	0.226255	0.250752	0.138827	0.122410	0.127445	0.134310	0.226255	0.250752	0.138827	0.122410	0.127445	0.134310	0.226255	
5000	1.695768	2	0.131842	0.228187	0.129871	0.142079	0.237204	0.130817	0.131842	0.228187	0.129871	0.142079	0.237204	0.130817	0.131842	0.228187	0.129871	0.142079	0.237204	0.130817	0.221684	0.137502	0.130276	0.134394	0.134001	0.242144	0.221684	0.137502	0.130276	0.134394	0.134001	0.242144	0.221684	0.137502	0.130276	0.134394	0.134001	0.242144	
6000	1.695768	2	0.128381	0.247774	0.126092	0.118894	0.245175	0.133684	0.128381	0.247774	0.126092	0.118894	0.245175	0.133684	0.128381	0.247774	0.126092	0.118894	0.245175	0.133684	0.238541	0.136093	0.113715	0.135657	0.127232	0.248763	0.238541	0.136093	0.113715	0.135657	0.127232	0.248763	0.238541	0.136093	0.113715	0.135657	0.127232	0.248763	
7000	1.695768	2	0.135480	0.245603	0.129347	0.124844	0.228436	0.136290	0.135480	0.245603	0.129347	0.124844	0.228436	0.136290	0.135480	0.245603	0.129347	0.124844	0.228436	0.136290	0.219183	0.137296	0.133887	0.122740	0.133512	0.253383	0.219183	0.137296	0.133887	0.122740	0.133512	0.253383	0.219183	0.137296	0.133887	0.122740	0.133512	0.253383	
8000	1.695768	2	0.126265	0.258419	0.131057	0.122483	0.229260	0.132516	0.126265	0.258419	0.131057	0.122483	0.229260	0.132516	0.126265	0.258419	0.131057	0.122483	0.229260	0.132516	0.234521	0.154121	0.119762	0.127248	0.120876	0.243471	0.234521	0.154121	0.119762	0.127248	0.120876	0.243471	0.234521	0.154121	0.119762	0.127248	0.120876	0.243471	
9000	1.695768	2	0.129525	0.244779	0.136173	0.119176	0.234462	0.135885	0.129525	0.244779	0.136173	0.119176	0.234462	0.135885	0.129525	0.244779	0.136173	0.119176	0.234462	0.135885	0.218028	0.152925	0.125739	0.121746	0.125119	0.256442	0.218028	0.152925	0.125739	0.121746	0.125119	0.256442	0.218028	0.152925	0.125739	0.121746	0.125119	0.256442	
10000	1.695768	2	0.124696	0.251155	0.134465	0.116806	0.233183	0.139695	0.124696	0.251155	0.134465	0.116806	0.233183	0.139695	0.124696	0.251155	0.134465	0.116806	0.233183	0.139695	0.232140	0.145255	0.129618	0.124390	0.125707	0.242891	0.232140	0.145255	0.129618	0.124390	0.125707	0.242891	0.232140	0.145255	0.129618	0.124390	0.125707	0.242891	
11000	1.695768	2	0.121402	0.247149	0.132995	0.132192	0.229442	0.136820	0.121402	0.247149	0.132995	0.132192	0.229442	0.136820	0.121402	0.247149	0.132995	0.132192	0.229442	0.136820	0.228565	0.139567	0.130438	0.127739	0.125670	0.248021	0.228565	0.139567	0.130438	0.127739	0.125670	0.248021	0.228565	0.139567	0.130438	0.127739	0.125670	0.248021	
12000	1.695768	2	0.126068	0.231286	0.137425	0.128888	0.245209	0.131124	0.126068	0.231286	0.137425	0.128888	0.245209	0.131124	0.126068	0.231286	0.137425	0.128888	0.245209	0.131124	0.222985	0.140599	0.116766	0.135760	0.142757	0.241134	0.222985	0.140599	0.116766	0.135760	0.142757	0.241134	0.222985	0.140599	0.116766	0.135760	0.142757	0.241134	
13000	1.695768	2	0.123608	0.254652	0.125690	0.127296	0.239621	0.129133	0.123608	0.254652	0.125690	0.127296	0.239621	0.129133	0.123608	0.254652	0.125690	0.127296	0.239621	0.129133	0.230521	0.145147	0.124856	0.121975	0.135805	0.241695	0.230521	0.145147	0.124856	0.121975	0.135805	0.241695	0.230521	0.145147	0.124856	0.121975	0.135805	0.241695	
14000	1.695768	2	0.137497	0.237847	0.128022	0.121576	0.243717	0.131340	0.137497	0.237847	0.128022	0.121576	0.243717	0.131340	0.137497	0.237847	0.128022	0.121576	0.243717	0.131340	0.232902	0.135052	0.130471	0.114974	0.135176	0.251425	0.232902	0.135052	0.130471	0.114974	0.135176	0.251425	0.232902	0.135052	0.130471	0.114974	0.135176	0.251425	
15000	1.695768	2	0.126038	0.247442	0.136154	0.135018	0.234492	0.120857	0.126038	0.247442	0.136154	0.135018	0.234492	0.120857	0.126038	0.247442	0.136154	0.135018	0.234492	0.120857	0.243037	0.147501	0.136659	0.116773	0.125796	0.230235	0.243037	0.147501	0.136659	0.116773	0.125796	0.230235	0.243037	0.147501	0.136659	0.116773	0.125796	0.230235	
16000	1.695768	2	0.131664	0.240693	0.129691	0.128878	0.246406	0.122668	0.131664	0.240693	0.129691	0.128878	0.246406	0.122668	0.131664	0.240693	0.129691	0.128878	0.246406	0.122668	0.229085	0.140845	0.129903	0.136620	0.127120	0.236427	0.229085	0.140845	0.129903	0.136620	0.127120	0.236427	0.229085	0.140845	0.129903	0.136620	0.127120	0.236427	
17000	1.695768	2	0.130907	0.249560	0.128417	0.127493	0.228128	0.135495	0.130907	0.249560	0.128417	0.127493	0.228128	0.135495	0.130907	0.249560	0.128417	0.127493	0.228128	0.135495	0.232472	0.155517	0.123644	0.117626	0.116770	0.253972	0.232472	0.155517	0.123644	0.117626	0.116770	0.253972	0.232472	0.155517	0.123644	0.117626	0.116770	0.253972	
18000	1.695768	2	0.130761	0.251004	0.132031	0.115745	0.237120	0.133338	0.130761	0.251004	0.132031	0.115745	0.237120	0.133338	0.130761	0.251004	0.132031	0.115745	0.237120	0.133338	0.238791	0.143634	0.133494	0.124326	0.124220	0.235536	0.238791	0.143634	0.133494	0.124326	0.124220	0.235536	0.238791	0.143634	0.133494	0.124326	0.124220	0.235536	
19000	1.695768	2	0.128411	0.251321	0.132371	0.120960	0.240235	0.126703	0.128411	0.251321	0.132371	0.120960	0.240235	0.126703	0.128411	0.251321	0.132371	0.120960	0.240235	0.126703	0.240700	0.137393	0.117528	0.138488	0.127443	0.238447	0.240700	0.137393	0.117528	0.138488	0.127443	0.238447	0.240700	0.137393	0.117528	0.138488	0.127443	0.238447	
20000	1.695768	2	0.126519	0.245174	0.129158	0.138065	0.242293	0.118790	0.126519	0.245174	0.129158	0.138065	0.242293	0.118790	0.126519	0.245174	0.129158	0.138065	0.242293	0.118790	0.228891	0.137215	0.108024	0.135118	0.130867	0.259884	0.228891	0.137215	0.108024	0.135118	0.130867	0.259884	0.228891	0.137215	0.108024	0.135118	0.130867	0.259884	
21000	1.695768	2	0.120082	0.251502	0.133837	0.130708	0.238091	0.125781	0.120082	0.251502	0.133837	0.130708	0.238091	0.125781	0.120082	0.251502	0.133837	0.130708	0.238091	0.125781	0.230525	0.134230	0.130202	0.132560	0.127872	0.244612	0.230525	0.134230	0.130202	0.132560	0.127872	0.244612	0.230525	0.134230	0.130202	0.132560	0.127872	0.244612	
22000	1.695768	2	0.134875	0.239612	0.125458	0.127935	0.227601	0.144520	0.134875	0.239612	0.125458	0.127935	0.227601	0.144520	0.134875	0.239612	0.125458	0.127935	0.227601	0.144520	0.226345	0.133488	0.126553	0.136829	0.122366	0.254418	0.226345	0.133488	0.126553	0.136829	0.122366	0.254418	0.226345	0.133488	0.126553	0.136829	0.122366	0.254418	
23000	1.695768	2	0.117908	0.250484	0.133950	0.126088	0.236264	0.135307	0.117908	0.250484	0.133950	0.126088	0.236264	0.135307	0.117908	0.250484	0.133950	0.126088	0.236264	0.135307	0.230438	0.137684	0.122366	0.135108	0.126372	0.248032	0.230438	0.137684	0.122366	0.135108	0.126372	0.248032	0.230438	0.137684	0.122366	0.135108	0.126372	0.248032	
