Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	1.695768	2	0.133751	0.231158	0.124545	0.153526	0.234892	0.122128	0.133751	0.231158	0.124545	0.153526	0.234892	0.122128	0.133751	0.231158	0.124545	0.153526	0.234892	0.122128	0.291432	0.144859	0.102267	0.134725	0.124500	0.202217	0.291432	0.144859	0.102267	0.134725	0.124500	0.202217	0.291432	0.144859	0.102267	0.134725	0.124500	0.202217	
2000	1.695768	2	0.144177	0.228173	0.133653	0.141106	0.242041	0.110850	0.144177	0.228173	0.133653	0.141106	0.242041	0.110850	0.144177	0.228173	0.133653	0.141106	0.242041	0.110850	0.256445	0.135099	0.110299	0.136100	0.135256	0.226802	0.256445	0.135099	0.110299	0.136100	0.135256	0.226802	0.256445	0.135099	0.110299	0.136100	0.135256	0.226802	
3000	1.695768	2	0.142353	0.232095	0.124913	0.149317	0.239329	0.111993	0.142353	0.232095	0.124913	0.149317	0.239329	0.111993	0.142353	0.232095	0.124913	0.149317	0.239329	0.111993	0.332316	0.132058	0.110709	0.082643	0.124047	0.218228	0.332316	0.132058	0.110709	0.082643	0.124047	0.218228	0.332316	0.132058	0.110709	0.082643	0.124047	0.218228	
4000	1.695768	2	0.134452	0.226375	0.128584	0.148959	0.252521	0.109109	0.134452	0.226375	0.128584	0.148959	0.252521	0.109109	0.134452	0.226375	0.128584	0.148959	0.252521	0.109109	0.286490	0.123762	0.109417	0.136506	0.126962	0.216863	0.286490	0.123762	0.109417	0.136506	0.126962	0.216863	0.286490	0.123762	0.109417	0.136506	0.126962	0.216863	
5000	1.695768	2	0.139594	0.227063	0.131663	0.132623	0.248706	0.120352	0.139594	0.227063	0.131663	0.132623	0.248706	0.120352	0.139594	0.227063	0.131663	0.132623	0.248706	0.120352	0.264788	0.141896	0.120360	0.123551	0.124243	0.225161	0.264788	0.141896	0.120360	0.123551	0.124243	0.225161	0.264788	0.141896	0.120360	0.123551	0.124243	0.225161	
6000	1.695768	2	0.131342	0.226605	0.131470	0.137788	0.253909	0.118886	0.131342	0.226605	0.131470	0.137788	0.253909	0.118886	0.131342	0.226605	0.131470	0.137788	0.253909	0.118886	0.272393	0.135077	0.119451	0.122584	0.132614	0.217881	0.272393	0.135077	0.119451	0.122584	0.132614	0.217881	0.272393	0.135077	0.119451	0.122584	0.132614	0.217881	
7000	1.695768	2	0.141010	0.228122	0.131972	0.138938	0.250791	0.109167	0.141010	0.228122	0.131972	0.138938	0.250791	0.109167	0.141010	0.228122	0.131972	0.138938	0.250791	0.109167	0.266862	0.134683	0.116772	0.128405	0.123543	0.229736	0.266862	0.134683	0.116772	0.128405	0.123543	0.229736	0.266862	0.134683	0.116772	0.128405	0.123543	0.229736	
8000	1.695768	2	0.125253	0.222747	0.121334	0.150895	0.261141	0.118630	0.125253	0.222747	0.121334	0.150895	0.261141	0.118630	0.125253	0.222747	0.121334	0.150895	0.261141	0.118630	0.271632	0.126033	0.124527	0.122150	0.131324	0.224335	0.271632	0.126033	0.124527	0.122150	0.131324	0.224335	0.271632	0.126033	0.124527	0.122150	0.131324	0.224335	
9000	1.695768	2	0.136198	0.228402	0.125879	0.127393	0.255092	0.127036	0.136198	0.228402	0.125879	0.127393	0.255092	0.127036	0.136198	0.228402	0.125879	0.127393	0.255092	0.127036	0.270368	0.137781	0.122517	0.124891	0.114613	0.229831	0.270368	0.137781	0.122517	0.124891	0.114613	0.229831	0.270368	0.137781	0.122517	0.124891	0.114613	0.229831	
10000	1.695768	2	0.139861	0.222946	0.131340	0.129018	0.261454	0.115380	0.139861	0.222946	0.131340	0.129018	0.261454	0.115380	0.139861	0.222946	0.131340	0.129018	0.261454	0.115380	0.271245	0.133599	0.123086	0.117784	0.129906	0.224380	0.271245	0.133599	0.123086	0.117784	0.129906	0.224380	0.271245	0.133599	0.123086	0.117784	0.129906	0.224380	
