Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	1.695768	2	0.124721	0.219935	0.124094	0.157173	0.240691	0.133386	0.124721	0.219935	0.124094	0.157173	0.240691	0.133386	0.124721	0.219935	0.124094	0.157173	0.240691	0.133386	0.228100	0.126581	0.093575	0.159840	0.128964	0.262940	0.228100	0.126581	0.093575	0.159840	0.128964	0.262940	0.228100	0.126581	0.093575	0.159840	0.128964	0.262940	
2000	1.695768	2	0.121388	0.225792	0.128106	0.137371	0.245445	0.141899	0.121388	0.225792	0.128106	0.137371	0.245445	0.141899	0.121388	0.225792	0.128106	0.137371	0.245445	0.141899	0.226678	0.128466	0.115784	0.145578	0.117911	0.265583	0.226678	0.128466	0.115784	0.145578	0.117911	0.265583	0.226678	0.128466	0.115784	0.145578	0.117911	0.265583	
3000	1.695768	2	0.130230	0.230717	0.125294	0.149684	0.227988	0.136087	0.130230	0.230717	0.125294	0.149684	0.227988	0.136087	0.130230	0.230717	0.125294	0.149684	0.227988	0.136087	0.227146	0.129969	0.110459	0.141443	0.129729	0.261254	0.227146	0.129969	0.110459	0.141443	0.129729	0.261254	0.227146	0.129969	0.110459	0.141443	0.129729	0.261254	
4000	1.695768	2	0.131719	0.222884	0.123286	0.141305	0.246702	0.134104	0.131719	0.222884	0.123286	0.141305	0.246702	0.134104	0.131719	0.222884	0.123286	0.141305	0.246702	0.134104	0.249080	0.117691	0.131917	0.131169	0.120897	0.249246	0.249080	0.117691	0.131917	0.131169	0.120897	0.249246	0.249080	0.117691	0.131917	0.131169	0.120897	0.249246	
5000	1.695768	2	0.129666	0.232832	0.130933	0.122915	0.252152	0.131501	0.129666	0.232832	0.130933	0.122915	0.252152	0.131501	0.129666	0.232832	0.130933	0.122915	0.252152	0.131501	0.235280	0.119808	0.128179	0.139428	0.125946	0.251358	0.235280	0.119808	0.128179	0.139428	0.125946	0.251358	0.235280	0.119808	0.128179	0.139428	0.125946	0.251358	
6000	1.695768	2	0.116314	0.233867	0.124361	0.121945	0.268678	0.134836	0.116314	0.233867	0.124361	0.121945	0.268678	0.134836	0.116314	0.233867	0.124361	0.121945	0.268678	0.134836	0.233487	0.114289	0.130997	0.131143	0.128924	0.261160	0.233487	0.114289	0.130997	0.131143	0.128924	0.261160	0.233487	0.114289	0.130997	0.131143	0.128924	0.261160	
7000	1.695768	2	0.119876	0.234053	0.125509	0.116112	0.258686	0.145763	0.119876	0.234053	0.125509	0.116112	0.258686	0.145763	0.119876	0.234053	0.125509	0.116112	0.258686	0.145763	0.242275	0.130212	0.123432	0.133706	0.119801	0.250573	0.242275	0.130212	0.123432	0.133706	0.119801	0.250573	0.242275	0.130212	0.123432	0.133706	0.119801	0.250573	
8000	1.695768	2	0.126143	0.232058	0.120124	0.117835	0.264672	0.139168	0.126143	0.232058	0.120124	0.117835	0.264672	0.139168	0.126143	0.232058	0.120124	0.117835	0.264672	0.139168	0.238107	0.120146	0.133178	0.115864	0.137427	0.255277	0.238107	0.120146	0.133178	0.115864	0.137427	0.255277	0.238107	0.120146	0.133178	0.115864	0.137427	0.255277	
9000	1.695768	2	0.118305	0.238092	0.129223	0.111894	0.262016	0.140470	0.118305	0.238092	0.129223	0.111894	0.262016	0.140470	0.118305	0.238092	0.129223	0.111894	0.262016	0.140470	0.235059	0.124946	0.123555	0.125395	0.136751	0.254293	0.235059	0.124946	0.123555	0.125395	0.136751	0.254293	0.235059	0.124946	0.123555	0.125395	0.136751	0.254293	
10000	1.695768	2	0.122321	0.229529	0.128025	0.106905	0.276056	0.137163	0.122321	0.229529	0.128025	0.106905	0.276056	0.137163	0.122321	0.229529	0.128025	0.106905	0.276056	0.137163	0.231624	0.119593	0.124840	0.123373	0.133016	0.267554	0.231624	0.119593	0.124840	0.123373	0.133016	0.267554	0.231624	0.119593	0.124840	0.123373	0.133016	0.267554	
11000	1.695768	2	0.125723	0.240842	0.122684	0.112496	0.260199	0.138056	0.125723	0.240842	0.122684	0.112496	0.260199	0.138056	0.125723	0.240842	0.122684	0.112496	0.260199	0.138056	0.237396	0.121453	0.130236	0.122611	0.133173	0.255130	0.237396	0.121453	0.130236	0.122611	0.133173	0.255130	0.237396	0.121453	0.130236	0.122611	0.133173	0.255130	
12000	1.695768	2	0.125784	0.226754	0.125670	0.115501	0.272551	0.133740	0.125784	0.226754	0.125670	0.115501	0.272551	0.133740	0.125784	0.226754	0.125670	0.115501	0.272551	0.133740	0.236292	0.122306	0.123506	0.128002	0.127911	0.261982	0.236292	0.122306	0.123506	0.128002	0.127911	0.261982	0.236292	0.122306	0.123506	0.128002	0.127911	0.261982	
13000	1.695768	2	0.116157	0.228837	0.126582	0.123266	0.269950	0.135208	0.116157	0.228837	0.126582	0.123266	0.269950	0.135208	0.116157	0.228837	0.126582	0.123266	0.269950	0.135208	0.239983	0.120021	0.132235	0.125770	0.141998	0.239994	0.239983	0.120021	0.132235	0.125770	0.141998	0.239994	0.239983	0.120021	0.132235	0.125770	0.141998	0.239994	
14000	1.695768	2	0.122541	0.227421	0.130460	0.118636	0.272651	0.128291	0.122541	0.227421	0.130460	0.118636	0.272651	0.128291	0.122541	0.227421	0.130460	0.118636	0.272651	0.128291	0.255763	0.113084	0.126869	0.129841	0.142143	0.232301	0.255763	0.113084	0.126869	0.129841	0.142143	0.232301	0.255763	0.113084	0.126869	0.129841	0.142143	0.232301	
