Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	1.695768	2	0.141935	0.220768	0.136225	0.138158	0.235934	0.126980	0.141935	0.220768	0.136225	0.138158	0.235934	0.126980	0.141935	0.220768	0.136225	0.138158	0.235934	0.126980	0.260376	0.116900	0.146712	0.127198	0.133777	0.215036	0.260376	0.116900	0.146712	0.127198	0.133777	0.215036	0.260376	0.116900	0.146712	0.127198	0.133777	0.215036	
2000	1.695768	2	0.127158	0.238877	0.142785	0.121071	0.232540	0.137570	0.127158	0.238877	0.142785	0.121071	0.232540	0.137570	0.127158	0.238877	0.142785	0.121071	0.232540	0.137570	0.259782	0.115518	0.143479	0.116996	0.128051	0.236175	0.259782	0.115518	0.143479	0.116996	0.128051	0.236175	0.259782	0.115518	0.143479	0.116996	0.128051	0.236175	
3000	1.695768	2	0.125776	0.247308	0.134665	0.126071	0.227798	0.138383	0.125776	0.247308	0.134665	0.126071	0.227798	0.138383	0.125776	0.247308	0.134665	0.126071	0.227798	0.138383	0.256012	0.122119	0.142130	0.121751	0.120425	0.237563	0.256012	0.122119	0.142130	0.121751	0.120425	0.237563	0.256012	0.122119	0.142130	0.121751	0.120425	0.237563	
4000	1.695768	2	0.121159	0.253421	0.135388	0.128370	0.229608	0.132055	0.121159	0.253421	0.135388	0.128370	0.229608	0.132055	0.121159	0.253421	0.135388	0.128370	0.229608	0.132055	0.246902	0.125981	0.138746	0.126858	0.120177	0.241336	0.246902	0.125981	0.138746	0.126858	0.120177	0.241336	0.246902	0.125981	0.138746	0.126858	0.120177	0.241336	
5000	1.695768	2	0.148280	0.213510	0.127059	0.133158	0.236735	0.141258	0.148280	0.213510	0.127059	0.133158	0.236735	0.141258	0.148280	0.213510	0.127059	0.133158	0.236735	0.141258	0.242709	0.128947	0.142408	0.117705	0.130669	0.237563	0.242709	0.128947	0.142408	0.117705	0.130669	0.237563	0.242709	0.128947	0.142408	0.117705	0.130669	0.237563	
6000	1.695768	2	0.143208	0.240634	0.124474	0.126287	0.232952	0.132445	0.143208	0.240634	0.124474	0.126287	0.232952	0.132445	0.143208	0.240634	0.124474	0.126287	0.232952	0.132445	0.260730	0.114306	0.130767	0.118039	0.130696	0.245462	0.260730	0.114306	0.130767	0.118039	0.130696	0.245462	0.260730	0.114306	0.130767	0.118039	0.130696	0.245462	
7000	1.695768	2	0.125917	0.245263	0.129148	0.140056	0.224073	0.135544	0.125917	0.245263	0.129148	0.140056	0.224073	0.135544	0.125917	0.245263	0.129148	0.140056	0.224073	0.135544	0.263351	0.119336	0.130811	0.124995	0.127083	0.234424	0.263351	0.119336	0.130811	0.124995	0.127083	0.234424	0.263351	0.119336	0.130811	0.124995	0.127083	0.234424	
8000	1.695768	2	0.139012	0.247702	0.123227	0.119623	0.232990	0.137446	0.139012	0.247702	0.123227	0.119623	0.232990	0.137446	0.139012	0.247702	0.123227	0.119623	0.232990	0.137446	0.246307	0.113910	0.128753	0.112894	0.142938	0.255199	0.246307	0.113910	0.128753	0.112894	0.142938	0.255199	0.246307	0.113910	0.128753	0.112894	0.142938	0.255199	
9000	1.695768	2	0.131013	0.243995	0.128555	0.126550	0.229664	0.140224	0.131013	0.243995	0.128555	0.126550	0.229664	0.140224	0.131013	0.243995	0.128555	0.126550	0.229664	0.140224	0.239480	0.130662	0.134419	0.119082	0.138936	0.237421	0.239480	0.130662	0.134419	0.119082	0.138936	0.237421	0.239480	0.130662	0.134419	0.119082	0.138936	0.237421	
10000	1.695768	2	0.123298	0.235269	0.123660	0.141501	0.246977	0.129294	0.123298	0.235269	0.123660	0.141501	0.246977	0.129294	0.123298	0.235269	0.123660	0.141501	0.246977	0.129294	0.255533	0.128117	0.138781	0.112007	0.120681	0.244882	0.255533	0.128117	0.138781	0.112007	0.120681	0.244882	0.255533	0.128117	0.138781	0.112007	0.120681	0.244882	
