Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	TL[8]	TL[9]	
1000	2.544640	2	12.359274	12.359274	12.359274	82.673381	12.359274	12.359274	12.359274	12.359274	82.673381	
2000	1.620732	2	8.833545	8.833545	8.833545	63.310525	8.833545	8.833545	8.833545	8.833545	63.310525	
3000	1.497584	2	8.370514	8.370514	8.370514	56.920573	8.370514	8.370514	8.370514	8.370514	56.920573	
4000	3.954084	2	7.607030	7.607030	7.607030	53.544703	7.607030	7.607030	7.607030	7.607030	53.544703	
5000	1.266203	2	7.793518	7.793518	7.793518	55.202741	7.793518	7.793518	7.793518	7.793518	55.202741	
6000	3.312459	2	7.679673	7.679673	7.679673	52.525504	7.679673	7.679673	7.679673	7.679673	52.525504	
7000	3.006239	2	7.258333	7.258333	7.258333	50.650061	7.258333	7.258333	7.258333	7.258333	50.650061	
8000	4.951027	2	7.683127	7.683127	7.683127	50.615738	7.683127	7.683127	7.683127	7.683127	50.615738	
9000	2.533322	2	8.024157	8.024157	8.024157	50.053501	8.024157	8.024157	8.024157	8.024157	50.053501	
10000	1.579735	2	7.869075	7.869075	7.869075	49.275817	7.869075	7.869075	7.869075	7.869075	49.275817	
11000	1.407661	2	7.381844	7.381844	7.381844	51.687463	7.381844	7.381844	7.381844	7.381844	51.687463	
12000	2.884634	2	7.947814	7.947814	7.947814	49.975792	7.947814	7.947814	7.947814	7.947814	49.975792	
13000	2.246928	2	7.865266	7.865266	7.865266	49.718375	7.865266	7.865266	7.865266	7.865266	49.718375	
14000	1.818462	2	7.716508	7.716508	7.716508	48.991784	7.716508	7.716508	7.716508	7.716508	48.991784	
15000	2.990163	2	8.057103	8.057103	8.057103	49.154628	8.057103	8.057103	8.057103	8.057103	49.154628	
16000	7.313457	2	7.018100	7.018100	7.018100	48.270247	7.018100	7.018100	7.018100	7.018100	48.270247	
17000	2.944771	2	7.417935	7.417935	7.417935	48.749417	7.417935	7.417935	7.417935	7.417935	48.749417	
18000	2.644515	2	8.077649	8.077649	8.077649	49.169780	8.077649	8.077649	8.077649	8.077649	49.169780	
19000	2.317311	2	7.750845	7.750845	7.750845	47.040294	7.750845	7.750845	7.750845	7.750845	47.040294	
20000	6.098298	2	7.839904	7.839904	7.839904	47.202433	7.839904	7.839904	7.839904	7.839904	47.202433	
21000	4.420708	2	7.340924	7.340924	7.340924	47.192203	7.340924	7.340924	7.340924	7.340924	47.192203	
22000	4.764666	2	7.572862	7.572862	7.572862	48.278850	7.572862	7.572862	7.572862	7.572862	48.278850	
23000	3.825927	2	7.448546	7.448546	7.448546	45.933745	7.448546	7.448546	7.448546	7.448546	45.933745	
24000	4.906563	2	7.374016	7.374016	7.374016	47.133503	7.374016	7.374016	7.374016	7.374016	47.133503	
25000	1.491217	2	7.428175	7.428175	7.428175	47.583952	7.428175	7.428175	7.428175	7.428175	47.583952	
26000	3.580508	2	7.340334	7.340334	7.340334	44.545299	7.340334	7.340334	7.340334	7.340334	44.545299	
27000	5.511739	2	7.198659	7.198659	7.198659	46.083900	7.198659	7.198659	7.198659	7.198659	46.083900	
28000	3.974160	2	7.266097	7.266097	7.266097	47.798738	7.266097	7.266097	7.266097	7.266097	47.798738	
29000	3.184144	2	7.068303	7.068303	7.068303	44.547135	7.068303	7.068303	7.068303	7.068303	44.547135	
30000	2.901755	2	7.148513	7.148513	7.148513	45.120531	7.148513	7.148513	7.148513	7.148513	45.120531	
31000	3.402902	2	7.179729	7.179729	7.179729	46.379440	7.179729	7.179729	7.179729	7.179729	46.379440	
32000	1.732254	2	7.222049	7.222049	7.222049	46.973122	7.222049	7.222049	7.222049	7.222049	46.973122	
33000	2.881432	2	7.458071	7.458071	7.458071	45.161092	7.458071	7.458071	7.458071	7.458071	45.161092	
34000	1.885089	2	6.687786	6.687786	6.687786	44.590470	6.687786	6.687786	6.687786	6.687786	44.590470	
35000	3.043245	2	6.741263	6.741263	6.741263	45.677330	6.741263	6.741263	6.741263	6.741263	45.677330	
36000	3.566052	2	7.495967	7.495967	7.495967	45.254324	7.495967	7.495967	7.495967	7.495967	45.254324	
37000	1.634559	2	6.939934	6.939934	6.939934	46.726747	6.939934	6.939934	6.939934	6.939934	46.726747	
38000	2.498926	2	6.997892	6.997892	6.997892	46.262317	6.997892	6.997892	6.997892	6.997892	46.262317	
39000	3.368216	2	7.280363	7.280363	7.280363	44.977496	7.280363	7.280363	7.280363	7.280363	44.977496	
40000	5.187562	2	7.323856	7.323856	7.323856	44.935072	7.323856	7.323856	7.323856	7.323856	44.935072	
41000	3.128254	2	7.406256	7.406256	7.406256	45.227236	7.406256	7.406256	7.406256	7.406256	45.227236	
42000	1.912746	2	7.551905	7.551905	7.551905	44.704168	7.551905	7.551905	7.551905	7.551905	44.704168	
43000	2.782616	2	7.124442	7.124442	7.124442	45.588912	7.124442	7.124442	7.124442	7.124442	45.588912	
44000	2.260355	2	7.265784	7.265784	7.265784	46.249231	7.265784	7.265784	7.265784	7.265784	46.249231	
45000	1.757256	2	6.918726	6.918726	6.918726	47.685886	6.918726	6.918726	6.918726	6.918726	47.685886	
46000	4.329151	2	7.300937	7.300937	7.300937	45.727320	7.300937	7.300937	7.300937	7.300937	45.727320	
47000	4.583634	2	7.391389	7.391389	7.391389	46.115881	7.391389	7.391389	7.391389	7.391389	46.115881	
