Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	
21000	3.926248	3	0.411732	0.387142	0.058431	0.142696	0.411732	0.387142	0.058431	0.142696	0.252183	0.369639	0.175843	0.202334	0.411732	0.387142	0.058431	0.142696	0.252183	0.369639	0.175843	0.202334	0.260824	0.251210	0.170314	0.317652	0.411732	0.387142	0.058431	0.142696	0.260824	0.251210	0.170314	0.317652	0.411732	0.387142	0.058431	0.142696	
22000	4.075365	2	0.411732	0.387142	0.058431	0.142696	0.411732	0.387142	0.058431	0.142696	0.244515	0.288444	0.151260	0.315781	0.411732	0.387142	0.058431	0.142696	0.244515	0.288444	0.151260	0.315781	0.244515	0.288444	0.151260	0.315781	0.411732	0.387142	0.058431	0.142696	0.244515	0.288444	0.151260	0.315781	0.411732	0.387142	0.058431	0.142696	
23000	5.974978	3	0.406681	0.338001	0.071518	0.183800	0.406681	0.338001	0.071518	0.183800	0.241848	0.273879	0.164096	0.320177	0.411732	0.387142	0.058431	0.142696	0.241848	0.273879	0.164096	0.320177	0.241848	0.273879	0.164096	0.320177	0.411732	0.387142	0.058431	0.142696	0.241848	0.273879	0.164096	0.320177	0.411732	0.387142	0.058431	0.142696	
24000	5.603224	3	0.411732	0.387142	0.058431	0.142696	0.411732	0.387142	0.058431	0.142696	0.255147	0.329071	0.164206	0.251576	0.411732	0.387142	0.058431	0.142696	0.255147	0.329071	0.164206	0.251576	0.255147	0.329071	0.164206	0.251576	0.411732	0.387142	0.058431	0.142696	0.136886	0.283365	0.146926	0.432823	0.411732	0.387142	0.058431	0.142696	
25000	5.033755	2	0.411732	0.387142	0.058431	0.142696	0.411732	0.387142	0.058431	0.142696	0.225225	0.287295	0.196956	0.290524	0.411732	0.387142	0.058431	0.142696	0.225225	0.287295	0.196956	0.290524	0.225225	0.287295	0.196956	0.290524	0.411732	0.387142	0.058431	0.142696	0.225225	0.287295	0.196956	0.290524	0.411732	0.387142	0.058431	0.142696	
26000	4.853517	2	0.411732	0.387142	0.058431	0.142696	0.411732	0.387142	0.058431	0.142696	0.245993	0.302411	0.161247	0.290349	0.411732	0.387142	0.058431	0.142696	0.245993	0.302411	0.161247	0.290349	0.245993	0.302411	0.161247	0.290349	0.411732	0.387142	0.058431	0.142696	0.245993	0.302411	0.161247	0.290349	0.411732	0.387142	0.058431	0.142696	
27000	6.953159	3	0.314175	0.386262	0.050141	0.249422	0.411732	0.387142	0.058431	0.142696	0.264143	0.274600	0.177883	0.283374	0.411732	0.387142	0.058431	0.142696	0.264143	0.274600	0.177883	0.283374	0.264143	0.274600	0.177883	0.283374	0.411732	0.387142	0.058431	0.142696	0.264143	0.274600	0.177883	0.283374	0.411732	0.387142	0.058431	0.142696	
28000	6.525336	2	0.411732	0.387142	0.058431	0.142696	0.411732	0.387142	0.058431	0.142696	0.261116	0.281755	0.170523	0.286606	0.411732	0.387142	0.058431	0.142696	0.261116	0.281755	0.170523	0.286606	0.261116	0.281755	0.170523	0.286606	0.411732	0.387142	0.058431	0.142696	0.261116	0.281755	0.170523	0.286606	0.411732	0.387142	0.058431	0.142696	
29000	3.083162	2	0.411732	0.387142	0.058431	0.142696	0.411732	0.387142	0.058431	0.142696	0.244305	0.280032	0.185860	0.289803	0.411732	0.387142	0.058431	0.142696	0.244305	0.280032	0.185860	0.289803	0.244305	0.280032	0.185860	0.289803	0.411732	0.387142	0.058431	0.142696	0.244305	0.280032	0.185860	0.289803	0.411732	0.387142	0.058431	0.142696	
30000	6.693459	2	0.411732	0.387142	0.058431	0.142696	0.411732	0.387142	0.058431	0.142696	0.191145	0.367536	0.132504	0.308815	0.411732	0.387142	0.058431	0.142696	0.191145	0.367536	0.132504	0.308815	0.191145	0.367536	0.132504	0.308815	0.411732	0.387142	0.058431	0.142696	0.191145	0.367536	0.132504	0.308815	0.411732	0.387142	0.058431	0.142696	
31000	4.567837	2	0.411732	0.387142	0.058431	0.142696	0.411732	0.387142	0.058431	0.142696	0.236877	0.266694	0.161935	0.334493	0.411732	0.387142	0.058431	0.142696	0.236877	0.266694	0.161935	0.334493	0.236877	0.266694	0.161935	0.334493	0.411732	0.387142	0.058431	0.142696	0.236877	0.266694	0.161935	0.334493	0.411732	0.387142	0.058431	0.142696	
32000	4.044436	2	0.411732	0.387142	0.058431	0.142696	0.411732	0.387142	0.058431	0.142696	0.242206	0.284605	0.174634	0.298555	0.411732	0.387142	0.058431	0.142696	0.242206	0.284605	0.174634	0.298555	0.242206	0.284605	0.174634	0.298555	0.411732	0.387142	0.058431	0.142696	0.242206	0.284605	0.174634	0.298555	0.411732	0.387142	0.058431	0.142696	
33000	5.319196	4	0.378359	0.376072	0.065000	0.180570	0.378359	0.376072	0.065000	0.180570	0.257980	0.265692	0.174759	0.301570	0.411732	0.387142	0.058431	0.142696	0.221677	0.387940	0.157061	0.233322	0.257980	0.265692	0.174759	0.301570	0.411732	0.387142	0.058431	0.142696	0.257980	0.265692	0.174759	0.301570	0.411732	0.387142	0.058431	0.142696	
34000	5.153688	3	0.345509	0.289576	0.082256	0.282659	0.411732	0.387142	0.058431	0.142696	0.345509	0.289576	0.082256	0.282659	0.411732	0.387142	0.058431	0.142696	0.257980	0.265692	0.174759	0.301570	0.257980	0.265692	0.174759	0.301570	0.411732	0.387142	0.058431	0.142696	0.257980	0.265692	0.174759	0.301570	0.411732	0.387142	0.058431	0.142696	
35000	4.539295	3	0.411732	0.387142	0.058431	0.142696	0.411732	0.387142	0.058431	0.142696	0.250407	0.233258	0.077036	0.439299	0.411732	0.387142	0.058431	0.142696	0.271345	0.261491	0.177133	0.290031	0.271345	0.261491	0.177133	0.290031	0.411732	0.387142	0.058431	0.142696	0.271345	0.261491	0.177133	0.290031	0.411732	0.387142	0.058431	0.142696	
36000	3.825621	3	0.411732	0.387142	0.058431	0.142696	0.411732	0.387142	0.058431	0.142696	0.260355	0.262270	0.175873	0.301503	0.411732	0.387142	0.058431	0.142696	0.260355	0.262270	0.175873	0.301503	0.260355	0.262270	0.175873	0.301503	0.411732	0.387142	0.058431	0.142696	0.266695	0.261475	0.188121	0.283709	0.411732	0.387142	0.058431	0.142696	
37000	7.161481	3	0.401693	0.344512	0.074376	0.179419	0.401693	0.344512	0.074376	0.179419	0.249860	0.298403	0.169948	0.281790	0.411732	0.387142	0.058431	0.142696	0.249860	0.298403	0.169948	0.281790	0.249860	0.298403	0.169948	0.281790	0.411732	0.387142	0.058431	0.142696	0.249860	0.298403	0.169948	0.281790	0.411732	0.387142	0.058431	0.142696	
38000	5.708219	3	0.402055	0.351450	0.072998	0.173498	0.402055	0.351450	0.072998	0.173498	0.256543	0.261354	0.183990	0.298112	0.411732	0.387142	0.058431	0.142696	0.256543	0.261354	0.183990	0.298112	0.256543	0.261354	0.183990	0.298112	0.411732	0.387142	0.058431	0.142696	0.256543	0.261354	0.183990	0.298112	0.411732	0.387142	0.058431	0.142696	
39000	1.718964	3	0.408097	0.346212	0.075574	0.170118	0.408097	0.346212	0.075574	0.170118	0.241279	0.242593	0.208872	0.307255	0.386084	0.414851	0.055451	0.143614	0.241279	0.242593	0.208872	0.307255	0.241279	0.242593	0.208872	0.307255	0.386084	0.414851	0.055451	0.143614	0.241279	0.242593	0.208872	0.307255	0.386084	0.414851	0.055451	0.143614	
40000	6.890206	3	0.272384	0.371949	0.083131	0.272536	0.386084	0.414851	0.055451	0.143614	0.272384	0.371949	0.083131	0.272536	0.386084	0.414851	0.055451	0.143614	0.266593	0.278617	0.152701	0.302089	0.266593	0.278617	0.152701	0.302089	0.386084	0.414851	0.055451	0.143614	0.266593	0.278617	0.152701	0.302089	0.386084	0.414851	0.055451	0.143614	
41000	4.547424	3	0.415375	0.329765	0.039650	0.215210	0.386888	0.401655	0.056829	0.154628	0.260686	0.250666	0.188748	0.299900	0.386888	0.401655	0.056829	0.154628	0.260686	0.250666	0.188748	0.299900	0.260686	0.250666	0.188748	0.299900	0.386888	0.401655	0.056829	0.154628	0.260686	0.250666	0.188748	0.299900	0.386888	0.401655	0.056829	0.154628	
42000	6.168560	2	0.386888	0.401655	0.056829	0.154628	0.386888	0.401655	0.056829	0.154628	0.238132	0.271356	0.190744	0.299768	0.386888	0.401655	0.056829	0.154628	0.238132	0.271356	0.190744	0.299768	0.238132	0.271356	0.190744	0.299768	0.386888	0.401655	0.056829	0.154628	0.238132	0.271356	0.190744	0.299768	0.386888	0.401655	0.056829	0.154628	
43000	5.029816	2	0.386888	0.401655	0.056829	0.154628	0.386888	0.401655	0.056829	0.154628	0.279499	0.242050	0.190996	0.287455	0.386888	0.401655	0.056829	0.154628	0.279499	0.242050	0.190996	0.287455	0.279499	0.242050	0.190996	0.287455	0.386888	0.401655	0.056829	0.154628	0.279499	0.242050	0.190996	0.287455	0.386888	0.401655	0.056829	0.154628	
44000	6.290027	3	0.386888	0.401655	0.056829	0.154628	0.386888	0.401655	0.056829	0.154628	0.216439	0.314098	0.144201	0.325262	0.386888	0.401655	0.056829	0.154628	0.288789	0.257604	0.197135	0.256472	0.288789	0.257604	0.197135	0.256472	0.386888	0.401655	0.056829	0.154628	0.216439	0.314098	0.144201	0.325262	0.386888	0.401655	0.056829	0.154628	
45000	6.158854	3	0.386888	0.401655	0.056829	0.154628	0.386888	0.401655	0.056829	0.154628	0.148364	0.302363	0.102874	0.446398	0.386888	0.401655	0.056829	0.154628	0.191643	0.264241	0.214622	0.329495	0.191643	0.264241	0.214622	0.329495	0.386888	0.401655	0.056829	0.154628	0.191643	0.264241	0.214622	0.329495	0.386888	0.401655	0.056829	0.154628	
46000	5.451328	2	0.399621	0.394375	0.056236	0.149768	0.399621	0.394375	0.056236	0.149768	0.266727	0.269662	0.184725	0.278886	0.399621	0.394375	0.056236	0.149768	0.266727	0.269662	0.184725	0.278886	0.266727	0.269662	0.184725	0.278886	0.399621	0.394375	0.056236	0.149768	0.266727	0.269662	0.184725	0.278886	0.399621	0.394375	0.056236	0.149768	
47000	6.376564	2	0.399621	0.394375	0.056236	0.149768	0.399621	0.394375	0.056236	0.149768	0.256255	0.255573	0.200963	0.287209	0.399621	0.394375	0.056236	0.149768	0.256255	0.255573	0.200963	0.287209	0.256255	0.255573	0.200963	0.287209	0.399621	0.394375	0.056236	0.149768	0.256255	0.255573	0.200963	0.287209	0.399621	0.394375	0.056236	0.149768	
48000	7.524907	2	0.399621	0.394375	0.056236	0.149768	0.399621	0.394375	0.056236	0.149768	0.267512	0.267615	0.173356	0.291517	0.399621	0.394375	0.056236	0.149768	0.267512	0.267615	0.173356	0.291517	0.267512	0.267615	0.173356	0.291517	0.399621	0.394375	0.056236	0.149768	0.267512	0.267615	0.173356	0.291517	0.399621	0.394375	0.056236	0.149768	
49000	4.454112	2	0.399621	0.394375	0.056236	0.149768	0.399621	0.394375	0.056236	0.149768	0.282923	0.250464	0.172166	0.294446	0.399621	0.394375	0.056236	0.149768	0.282923	0.250464	0.172166	0.294446	0.282923	0.250464	0.172166	0.294446	0.399621	0.394375	0.056236	0.149768	0.282923	0.250464	0.172166	0.294446	0.399621	0.394375	0.056236	0.149768	
50000	4.878179	2	0.399621	0.394375	0.056236	0.149768	0.399621	0.394375	0.056236	0.149768	0.237786	0.290001	0.169468	0.302745	0.399621	0.394375	0.056236	0.149768	0.237786	0.290001	0.169468	0.302745	0.237786	0.290001	0.169468	0.302745	0.399621	0.394375	0.056236	0.149768	0.237786	0.290001	0.169468	0.302745	0.399621	0.394375	0.056236	0.149768	
51000	4.257337	2	0.399621	0.394375	0.056236	0.149768	0.399621	0.394375	0.056236	0.149768	0.268425	0.245940	0.179561	0.306073	0.399621	0.394375	0.056236	0.149768	0.268425	0.245940	0.179561	0.306073	0.268425	0.245940	0.179561	0.306073	0.399621	0.394375	0.056236	0.149768	0.268425	0.245940	0.179561	0.306073	0.399621	0.394375	0.056236	0.149768	
52000	5.139382	2	0.399621	0.394375	0.056236	0.149768	0.399621	0.394375	0.056236	0.149768	0.259534	0.277898	0.159667	0.302901	0.399621	0.394375	0.056236	0.149768	0.259534	0.277898	0.159667	0.302901	0.259534	0.277898	0.159667	0.302901	0.399621	0.394375	0.056236	0.149768	0.259534	0.277898	0.159667	0.302901	0.399621	0.394375	0.056236	0.149768	
53000	5.734002	2	0.399621	0.394375	0.056236	0.149768	0.399621	0.394375	0.056236	0.149768	0.206704	0.304737	0.187012	0.301546	0.399621	0.394375	0.056236	0.149768	0.206704	0.304737	0.187012	0.301546	0.206704	0.304737	0.187012	0.301546	0.399621	0.394375	0.056236	0.149768	0.206704	0.304737	0.187012	0.301546	0.399621	0.394375	0.056236	0.149768	
54000	3.153073	2	0.399621	0.394375	0.056236	0.149768	0.399621	0.394375	0.056236	0.149768	0.262881	0.292135	0.174079	0.270905	0.399621	0.394375	0.056236	0.149768	0.262881	0.292135	0.174079	0.270905	0.262881	0.292135	0.174079	0.270905	0.399621	0.394375	0.056236	0.149768	0.262881	0.292135	0.174079	0.270905	0.399621	0.394375	0.056236	0.149768	
55000	5.519741	2	0.399621	0.394375	0.056236	0.149768	0.399621	0.394375	0.056236	0.149768	0.207705	0.353674	0.155714	0.282907	0.399621	0.394375	0.056236	0.149768	0.207705	0.353674	0.155714	0.282907	0.207705	0.353674	0.155714	0.282907	0.399621	0.394375	0.056236	0.149768	0.207705	0.353674	0.155714	0.282907	0.399621	0.394375	0.056236	0.149768	
56000	8.054958	2	0.389958	0.396770	0.059212	0.154060	0.389958	0.396770	0.059212	0.154060	0.223235	0.284707	0.153217	0.338841	0.389958	0.396770	0.059212	0.154060	0.223235	0.284707	0.153217	0.338841	0.223235	0.284707	0.153217	0.338841	0.389958	0.396770	0.059212	0.154060	0.223235	0.284707	0.153217	0.338841	0.389958	0.396770	0.059212	0.154060	
57000	5.721319	3	0.402213	0.397328	0.059151	0.141308	0.402213	0.397328	0.059151	0.141308	0.169434	0.355143	0.118020	0.357402	0.402213	0.397328	0.059151	0.141308	0.273705	0.253374	0.171973	0.300948	0.273705	0.253374	0.171973	0.300948	0.402213	0.397328	0.059151	0.141308	0.169434	0.355143	0.118020	0.357402	0.402213	0.397328	0.059151	0.141308	
58000	4.130603	3	0.396973	0.399915	0.056324	0.146787	0.396973	0.399915	0.056324	0.146787	0.270313	0.299479	0.098150	0.332058	0.396973	0.399915	0.056324	0.146787	0.209380	0.277809	0.224686	0.288125	0.209380	0.277809	0.224686	0.288125	0.396973	0.399915	0.056324	0.146787	0.209380	0.277809	0.224686	0.288125	0.396973	0.399915	0.056324	0.146787	
59000	5.956342	2	0.396973	0.399915	0.056324	0.146787	0.396973	0.399915	0.056324	0.146787	0.251726	0.260309	0.209026	0.278939	0.396973	0.399915	0.056324	0.146787	0.251726	0.260309	0.209026	0.278939	0.251726	0.260309	0.209026	0.278939	0.396973	0.399915	0.056324	0.146787	0.251726	0.260309	0.209026	0.278939	0.396973	0.399915	0.056324	0.146787	
60000	4.085992	3	0.395119	0.399643	0.056938	0.148300	0.382769	0.397345	0.073880	0.146006	0.229006	0.279343	0.197467	0.294185	0.395119	0.399643	0.056938	0.148300	0.229006	0.279343	0.197467	0.294185	0.229006	0.279343	0.197467	0.294185	0.395119	0.399643	0.056938	0.148300	0.229006	0.279343	0.197467	0.294185	0.395119	0.399643	0.056938	0.148300	
61000	4.556822	2	0.395119	0.399643	0.056938	0.148300	0.395119	0.399643	0.056938	0.148300	0.254656	0.273968	0.177216	0.294159	0.395119	0.399643	0.056938	0.148300	0.254656	0.273968	0.177216	0.294159	0.254656	0.273968	0.177216	0.294159	0.395119	0.399643	0.056938	0.148300	0.254656	0.273968	0.177216	0.294159	0.395119	0.399643	0.056938	0.148300	
62000	4.840388	3	0.395119	0.399643	0.056938	0.148300	0.395119	0.399643	0.056938	0.148300	0.156897	0.370707	0.145763	0.326633	0.395119	0.399643	0.056938	0.148300	0.285703	0.234392	0.212117	0.267789	0.285703	0.234392	0.212117	0.267789	0.395119	0.399643	0.056938	0.148300	0.156897	0.370707	0.145763	0.326633	0.395119	0.399643	0.056938	0.148300	
63000	8.223851	3	0.395119	0.399643	0.056938	0.148300	0.395119	0.399643	0.056938	0.148300	0.196450	0.334806	0.145615	0.323129	0.395119	0.399643	0.056938	0.148300	0.184055	0.218550	0.244293	0.353102	0.184055	0.218550	0.244293	0.353102	0.395119	0.399643	0.056938	0.148300	0.196450	0.334806	0.145615	0.323129	0.395119	0.399643	0.056938	0.148300	
64000	5.644003	3	0.395119	0.399643	0.056938	0.148300	0.395119	0.399643	0.056938	0.148300	0.155602	0.346309	0.145459	0.352630	0.395119	0.399643	0.056938	0.148300	0.231105	0.279582	0.188274	0.301039	0.231105	0.279582	0.188274	0.301039	0.395119	0.399643	0.056938	0.148300	0.231105	0.279582	0.188274	0.301039	0.395119	0.399643	0.056938	0.148300	
65000	4.942065	2	0.395119	0.399643	0.056938	0.148300	0.395119	0.399643	0.056938	0.148300	0.240996	0.284407	0.179837	0.294761	0.395119	0.399643	0.056938	0.148300	0.240996	0.284407	0.179837	0.294761	0.240996	0.284407	0.179837	0.294761	0.395119	0.399643	0.056938	0.148300	0.240996	0.284407	0.179837	0.294761	0.395119	0.399643	0.056938	0.148300	
66000	9.330558	3	0.395119	0.399643	0.056938	0.148300	0.395119	0.399643	0.056938	0.148300	0.175790	0.350164	0.128039	0.346006	0.395119	0.399643	0.056938	0.148300	0.308776	0.214107	0.212078	0.265039	0.308776	0.214107	0.212078	0.265039	0.395119	0.399643	0.056938	0.148300	0.175790	0.350164	0.128039	0.346006	0.395119	0.399643	0.056938	0.148300	
67000	3.752953	3	0.395119	0.399643	0.056938	0.148300	0.395119	0.399643	0.056938	0.148300	0.206658	0.308478	0.169479	0.315385	0.395119	0.399643	0.056938	0.148300	0.218808	0.285623	0.201948	0.293621	0.218808	0.285623	0.201948	0.293621	0.395119	0.399643	0.056938	0.148300	0.206658	0.308478	0.169479	0.315385	0.395119	0.399643	0.056938	0.148300	
68000	3.596723	2	0.395119	0.399643	0.056938	0.148300	0.395119	0.399643	0.056938	0.148300	0.239579	0.301066	0.176546	0.282810	0.395119	0.399643	0.056938	0.148300	0.239579	0.301066	0.176546	0.282810	0.239579	0.301066	0.176546	0.282810	0.395119	0.399643	0.056938	0.148300	0.239579	0.301066	0.176546	0.282810	0.395119	0.399643	0.056938	0.148300	
69000	4.007300	3	0.395119	0.399643	0.056938	0.148300	0.395119	0.399643	0.056938	0.148300	0.252228	0.256890	0.186698	0.304183	0.395119	0.399643	0.056938	0.148300	0.252228	0.256890	0.186698	0.304183	0.252228	0.256890	0.186698	0.304183	0.395119	0.399643	0.056938	0.148300	0.139245	0.348950	0.190977	0.320828	0.395119	0.399643	0.056938	0.148300	
