Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	TL[8]	TL[9]	
1000	1.166667	2	14.237492	14.237492	14.237492	74.581784	14.237492	14.237492	14.237492	14.237492	74.581784	
2000	1.277588	2	8.492489	8.492489	8.492489	62.162674	8.492489	8.492489	8.492489	8.492489	62.162674	
3000	1.001484	2	7.951697	7.951697	7.951697	56.591706	7.951697	7.951697	7.951697	7.951697	56.591706	
4000	0.658739	2	7.715367	7.715367	7.715367	53.214834	7.715367	7.715367	7.715367	7.715367	53.214834	
5000	2.214700	2	7.856753	7.856753	7.856753	48.311206	7.856753	7.856753	7.856753	7.856753	48.311206	
6000	0.100362	2	7.477183	7.477183	7.477183	47.743632	7.477183	7.477183	7.477183	7.477183	47.743632	
7000	0.452744	2	6.797320	6.797320	6.797320	47.588835	6.797320	6.797320	6.797320	6.797320	47.588835	
8000	0.616549	2	7.611055	7.611055	7.611055	49.150595	7.611055	7.611055	7.611055	7.611055	49.150595	
9000	0.342896	2	6.859375	6.859375	6.859375	47.682142	6.859375	6.859375	6.859375	6.859375	47.682142	
10000	0.548619	2	7.355183	7.355183	7.355183	46.300338	7.355183	7.355183	7.355183	7.355183	46.300338	
11000	0.444016	2	7.167347	7.167347	7.167347	45.182256	7.167347	7.167347	7.167347	7.167347	45.182256	
12000	0.807298	2	7.051148	7.051148	7.051148	48.359109	7.051148	7.051148	7.051148	7.051148	48.359109	
13000	0.637683	2	7.143353	7.143353	7.143353	46.861418	7.143353	7.143353	7.143353	7.143353	46.861418	
14000	1.354561	2	6.976487	6.976487	6.976487	44.397329	6.976487	6.976487	6.976487	6.976487	44.397329	
15000	0.795363	2	7.123932	7.123932	7.123932	46.427517	7.123932	7.123932	7.123932	7.123932	46.427517	
16000	0.496539	2	7.055049	7.055049	7.055049	46.360089	7.055049	7.055049	7.055049	7.055049	46.360089	
17000	0.731459	2	6.984222	6.984222	6.984222	44.884665	6.984222	6.984222	6.984222	6.984222	44.884665	
18000	1.206213	2	7.266356	7.266356	7.266356	44.822107	7.266356	7.266356	7.266356	7.266356	44.822107	
19000	2.184792	2	6.892868	6.892868	6.892868	46.511358	6.892868	6.892868	6.892868	6.892868	46.511358	
20000	1.666325	2	6.713726	6.713726	6.713726	46.608262	6.713726	6.713726	6.713726	6.713726	46.608262	
21000	1.918106	2	7.176527	7.176527	7.176527	45.198119	7.176527	7.176527	7.176527	7.176527	45.198119	
22000	0.689900	2	6.712255	6.712255	6.712255	46.994408	6.712255	6.712255	6.712255	6.712255	46.994408	
23000	1.381307	2	6.973327	6.973327	6.973327	46.081566	6.973327	6.973327	6.973327	6.973327	46.081566	
24000	1.026943	2	6.754276	6.754276	6.754276	44.726040	6.754276	6.754276	6.754276	6.754276	44.726040	
25000	0.855095	2	7.078663	7.078663	7.078663	48.794980	7.078663	7.078663	7.078663	7.078663	48.794980	
26000	0.894313	2	6.986715	6.986715	6.986715	47.299050	6.986715	6.986715	6.986715	6.986715	47.299050	
27000	2.396445	2	7.517042	7.517042	7.517042	46.750657	7.517042	7.517042	7.517042	7.517042	46.750657	
28000	0.753774	2	6.837283	6.837283	6.837283	45.888573	6.837283	6.837283	6.837283	6.837283	45.888573	
29000	0.662279	2	7.333893	7.333893	7.333893	45.914336	7.333893	7.333893	7.333893	7.333893	45.914336	
30000	2.175021	2	7.325504	7.325504	7.325504	46.687601	7.325504	7.325504	7.325504	7.325504	46.687601	
31000	2.010328	2	6.897328	6.897328	6.897328	46.770228	6.897328	6.897328	6.897328	6.897328	46.770228	
32000	2.189704	2	7.286934	7.286934	7.286934	46.002342	7.286934	7.286934	7.286934	7.286934	46.002342	
33000	1.516003	2	7.337224	7.337224	7.337224	45.683866	7.337224	7.337224	7.337224	7.337224	45.683866	
34000	0.534959	2	7.556312	7.556312	7.556312	45.003139	7.556312	7.556312	7.556312	7.556312	45.003139	
35000	2.605096	2	7.573141	7.573141	7.573141	46.676127	7.573141	7.573141	7.573141	7.573141	46.676127	
36000	0.482715	2	7.482762	7.482762	7.482762	47.778911	7.482762	7.482762	7.482762	7.482762	47.778911	
37000	0.618225	2	7.812373	7.812373	7.812373	48.526396	7.812373	7.812373	7.812373	7.812373	48.526396	
38000	2.497136	2	7.196551	7.196551	7.196551	45.942059	7.196551	7.196551	7.196551	7.196551	45.942059	
39000	0.939353	2	7.074137	7.074137	7.074137	47.352296	7.074137	7.074137	7.074137	7.074137	47.352296	
40000	0.467958	2	6.587212	6.587212	6.587212	47.696308	6.587212	6.587212	6.587212	6.587212	47.696308	
41000	1.625258	2	7.419502	7.419502	7.419502	45.320497	7.419502	7.419502	7.419502	7.419502	45.320497	
42000	0.452263	2	7.255400	7.255400	7.255400	45.832460	7.255400	7.255400	7.255400	7.255400	45.832460	
43000	1.152116	2	7.547939	7.547939	7.547939	47.657300	7.547939	7.547939	7.547939	7.547939	47.657300	
44000	0.197539	2	7.114303	7.114303	7.114303	48.307915	7.114303	7.114303	7.114303	7.114303	48.307915	
45000	0.723542	2	6.750650	6.750650	6.750650	48.217828	6.750650	6.750650	6.750650	6.750650	48.217828	
46000	3.936246	2	7.266960	7.266960	7.266960	46.367236	7.266960	7.266960	7.266960	7.266960	46.367236	
47000	0.493536	2	7.691048	7.691048	7.691048	45.613015	7.691048	7.691048	7.691048	7.691048	45.613015	
48000	0.254522	2	7.160861	7.160861	7.160861	47.614692	7.160861	7.160861	7.160861	7.160861	47.614692	
49000	1.427358	2	7.250975	7.250975	7.250975	45.840604	7.250975	7.250975	7.250975	7.250975	45.840604	
50000	2.085358	2	7.075889	7.075889	7.075889	47.061710	7.075889	7.075889	7.075889	7.075889	47.061710	
51000	2.127405	2	7.274561	7.274561	7.274561	46.367928	7.274561	7.274561	7.274561	7.274561	46.367928	
52000	1.992778	2	7.555910	7.555910	7.555910	47.665571	7.555910	7.555910	7.555910	7.555910	47.665571	
53000	3.016689	2	7.192993	7.192993	7.192993	47.835738	7.192993	7.192993	7.192993	7.192993	47.835738	
54000	0.894866	2	7.413554	7.413554	7.413554	46.532223	7.413554	7.413554	7.413554	7.413554	46.532223	
55000	1.315845	2	7.294897	7.294897	7.294897	46.351873	7.294897	7.294897	7.294897	7.294897	46.351873	
56000	0.653434	2	7.357830	7.357830	7.357830	48.723107	7.357830	7.357830	7.357830	7.357830	48.723107	
57000	1.041298	2	7.090693	7.090693	7.090693	46.320919	7.090693	7.090693	7.090693	7.090693	46.320919	
58000	0.297337	2	8.080286	8.080286	8.080286	48.249982	8.080286	8.080286	8.080286	8.080286	48.249982	
59000	0.677904	2	7.757280	7.757280	7.757280	46.430042	7.757280	7.757280	7.757280	7.757280	46.430042	
60000	2.271078	2	7.381648	7.381648	7.381648	49.041418	7.381648	7.381648	7.381648	7.381648	49.041418	
61000	2.354453	2	7.476103	7.476103	7.476103	46.185275	7.476103	7.476103	7.476103	7.476103	46.185275	
62000	0.255273	2	7.286692	7.286692	7.286692	47.619800	7.286692	7.286692	7.286692	7.286692	47.619800	
63000	1.237310	2	7.476841	7.476841	7.476841	47.894689	7.476841	7.476841	7.476841	7.476841	47.894689	
64000	1.144087	2	8.174618	8.174618	8.174618	48.301418	8.174618	8.174618	8.174618	8.174618	48.301418	
65000	1.913420	2	7.492642	7.492642	7.492642	48.235921	7.492642	7.492642	7.492642	7.492642	48.235921	
66000	1.244242	2	7.470456	7.470456	7.470456	48.120483	7.470456	7.470456	7.470456	7.470456	48.120483	
67000	0.562004	2	7.820496	7.820496	7.820496	48.955557	7.820496	7.820496	7.820496	7.820496	48.955557	
68000	0.445544	2	8.625306	8.625306	8.625306	48.025291	8.625306	8.625306	8.625306	8.625306	48.025291	
69000	0.301615	2	7.654263	7.654263	7.654263	49.532967	7.654263	7.654263	7.654263	7.654263	49.532967	
70000	0.526573	2	7.873198	7.873198	7.873198	47.392810	7.873198	7.873198	7.873198	7.873198	47.392810	
71000	2.496222	2	7.663833	7.663833	7.663833	48.420596	7.663833	7.663833	7.663833	7.663833	48.420596	
72000	1.342049	2	7.458434	7.458434	7.458434	48.753023	7.458434	7.458434	7.458434	7.458434	48.753023	
73000	1.084758	2	6.943130	6.943130	6.943130	47.602695	6.943130	6.943130	6.943130	6.943130	47.602695	
74000	2.144056	2	7.380164	7.380164	7.380164	46.100600	7.380164	7.380164	7.380164	7.380164	46.100600	
75000	0.498883	2	7.274139	7.274139	7.274139	44.704425	7.274139	7.274139	7.274139	7.274139	44.704425	
76000	0.982296	2	7.047869	7.047869	7.047869	46.199330	7.047869	7.047869	7.047869	7.047869	46.199330	
77000	1.690176	2	7.412238	7.412238	7.412238	48.288971	7.412238	7.412238	7.412238	7.412238	48.288971	
78000	0.669974	2	7.503642	7.503642	7.503642	47.775771	7.503642	7.503642	7.503642	7.503642	47.775771	
79000	0.695591	2	7.447854	7.447854	7.447854	47.477265	7.447854	7.447854	7.447854	7.447854	47.477265	
80000	0.423175	2	7.451985	7.451985	7.451985	46.142818	7.451985	7.451985	7.451985	7.451985	46.142818	
81000	0.941066	2	7.372487	7.372487	7.372487	46.778174	7.372487	7.372487	7.372487	7.372487	46.778174	
82000	1.215869	2	7.671194	7.671194	7.671194	48.118849	7.671194	7.671194	7.671194	7.671194	48.118849	
83000	0.988328	2	6.808576	6.808576	6.808576	47.776481	6.808576	6.808576	6.808576	6.808576	47.776481	
84000	0.454281	2	7.481768	7.481768	7.481768	47.004580	7.481768	7.481768	7.481768	7.481768	47.004580	
