Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	TL[8]	TL[9]	
1000	7.749543	2	17.970771	17.970771	17.970771	52.169146	17.970771	17.970771	17.970771	17.970771	52.169146	
2000	6.865705	2	8.725736	8.725736	8.725736	50.285866	8.725736	8.725736	8.725736	8.725736	50.285866	
3000	8.380635	2	8.232959	8.232959	8.232959	49.432207	8.232959	8.232959	8.232959	8.232959	49.432207	
4000	8.828773	2	8.067498	8.067498	8.067498	49.337251	8.067498	8.067498	8.067498	8.067498	49.337251	
5000	4.761934	2	8.272686	8.272686	8.272686	46.390245	8.272686	8.272686	8.272686	8.272686	46.390245	
6000	6.680002	2	7.775740	7.775740	7.775740	47.128077	7.775740	7.775740	7.775740	7.775740	47.128077	
7000	5.989681	2	7.138291	7.138291	7.138291	46.514247	7.138291	7.138291	7.138291	7.138291	46.514247	
8000	7.685450	2	7.084785	7.084785	7.084785	46.639937	7.084785	7.084785	7.084785	7.084785	46.639937	
9000	6.519672	2	7.157542	7.157542	7.157542	46.090020	7.157542	7.157542	7.157542	7.157542	46.090020	
10000	7.118559	2	7.207240	7.207240	7.207240	48.685250	7.207240	7.207240	7.207240	7.207240	48.685250	
11000	10.083420	2	6.849300	6.849300	6.849300	46.226784	6.849300	6.849300	6.849300	6.849300	46.226784	
12000	4.328473	2	7.168394	7.168394	7.168394	46.179403	7.168394	7.168394	7.168394	7.168394	46.179403	
13000	5.827224	2	7.137911	7.137911	7.137911	43.759345	7.137911	7.137911	7.137911	7.137911	43.759345	
14000	6.249322	2	7.121177	7.121177	7.121177	47.081316	7.121177	7.121177	7.121177	7.121177	47.081316	
15000	5.211027	2	7.381388	7.381388	7.381388	49.114151	7.381388	7.381388	7.381388	7.381388	49.114151	
16000	7.143746	2	7.095752	7.095752	7.095752	44.055087	7.095752	7.095752	7.095752	7.095752	44.055087	
17000	4.755486	2	7.325244	7.325244	7.325244	45.317902	7.325244	7.325244	7.325244	7.325244	45.317902	
18000	10.370168	2	7.534880	7.534880	7.534880	45.170056	7.534880	7.534880	7.534880	7.534880	45.170056	
19000	6.519568	2	6.975361	6.975361	6.975361	48.484334	6.975361	6.975361	6.975361	6.975361	48.484334	
20000	8.627254	2	7.206119	7.206119	7.206119	44.570980	7.206119	7.206119	7.206119	7.206119	44.570980	
21000	7.587976	2	8.205017	8.205017	8.205017	46.848248	8.205017	8.205017	8.205017	8.205017	46.848248	
22000	9.681211	2	7.750881	7.750881	7.750881	47.471937	7.750881	7.750881	7.750881	7.750881	47.471937	
23000	7.371473	2	6.915163	6.915163	6.915163	46.164413	6.915163	6.915163	6.915163	6.915163	46.164413	
24000	7.211788	2	7.143665	7.143665	7.143665	46.423410	7.143665	7.143665	7.143665	7.143665	46.423410	
25000	6.847195	2	6.864575	6.864575	6.864575	43.281433	6.864575	6.864575	6.864575	6.864575	43.281433	
26000	6.286134	2	7.192974	7.192974	7.192974	44.091288	7.192974	7.192974	7.192974	7.192974	44.091288	
27000	8.721076	2	7.425005	7.425005	7.425005	45.222334	7.425005	7.425005	7.425005	7.425005	45.222334	
28000	6.758802	2	7.180819	7.180819	7.180819	47.535456	7.180819	7.180819	7.180819	7.180819	47.535456	
29000	6.776999	2	7.040064	7.040064	7.040064	47.577424	7.040064	7.040064	7.040064	7.040064	47.577424	
30000	7.596275	2	6.759569	6.759569	6.759569	46.350599	6.759569	6.759569	6.759569	6.759569	46.350599	
31000	6.205650	2	7.507181	7.507181	7.507181	46.428372	7.507181	7.507181	7.507181	7.507181	46.428372	
32000	6.427834	2	6.959897	6.959897	6.959897	45.578565	6.959897	6.959897	6.959897	6.959897	45.578565	
33000	5.975976	2	7.189999	7.189999	7.189999	47.016406	7.189999	7.189999	7.189999	7.189999	47.016406	
34000	8.388988	2	7.404896	7.404896	7.404896	45.663883	7.404896	7.404896	7.404896	7.404896	45.663883	
35000	5.456516	2	7.186618	7.186618	7.186618	45.329781	7.186618	7.186618	7.186618	7.186618	45.329781	
36000	6.220140	2	7.311494	7.311494	7.311494	43.677492	7.311494	7.311494	7.311494	7.311494	43.677492	
37000	7.865913	2	6.901287	6.901287	6.901287	44.833064	6.901287	6.901287	6.901287	6.901287	44.833064	
38000	8.736793	2	6.995200	6.995200	6.995200	45.541302	6.995200	6.995200	6.995200	6.995200	45.541302	
39000	9.846373	2	7.265023	7.265023	7.265023	46.086548	7.265023	7.265023	7.265023	7.265023	46.086548	
40000	6.310204	2	7.136044	7.136044	7.136044	46.143571	7.136044	7.136044	7.136044	7.136044	46.143571	
41000	4.429175	2	7.283743	7.283743	7.283743	45.189989	7.283743	7.283743	7.283743	7.283743	45.189989	
42000	5.585376	2	6.998541	6.998541	6.998541	45.124499	6.998541	6.998541	6.998541	6.998541	45.124499	
43000	5.181854	2	7.748872	7.748872	7.748872	46.719753	7.748872	7.748872	7.748872	7.748872	46.719753	
44000	7.771850	2	6.877286	6.877286	6.877286	45.892434	6.877286	6.877286	6.877286	6.877286	45.892434	
45000	7.718186	2	7.070337	7.070337	7.070337	45.416510	7.070337	7.070337	7.070337	7.070337	45.416510	
46000	8.043818	2	7.188143	7.188143	7.188143	46.621901	7.188143	7.188143	7.188143	7.188143	46.621901	
47000	5.779478	2	7.200692	7.200692	7.200692	45.935241	7.200692	7.200692	7.200692	7.200692	45.935241	
48000	6.193498	2	6.709422	6.709422	6.709422	45.545970	6.709422	6.709422	6.709422	6.709422	45.545970	
49000	8.164619	2	7.441535	7.441535	7.441535	45.276150	7.441535	7.441535	7.441535	7.441535	45.276150	
50000	7.411642	2	6.928986	6.928986	6.928986	45.491822	6.928986	6.928986	6.928986	6.928986	45.491822	
51000	4.831336	2	6.965684	6.965684	6.965684	46.541527	6.965684	6.965684	6.965684	6.965684	46.541527	
52000	8.823677	2	6.728547	6.728547	6.728547	46.692080	6.728547	6.728547	6.728547	6.728547	46.692080	
53000	5.624318	2	7.597747	7.597747	7.597747	45.999291	7.597747	7.597747	7.597747	7.597747	45.999291	
54000	9.145976	2	7.067613	7.067613	7.067613	46.878616	7.067613	7.067613	7.067613	7.067613	46.878616	
55000	10.846028	2	7.507422	7.507422	7.507422	48.059825	7.507422	7.507422	7.507422	7.507422	48.059825	
56000	6.095118	2	7.336308	7.336308	7.336308	48.139253	7.336308	7.336308	7.336308	7.336308	48.139253	
57000	6.377326	2	6.894837	6.894837	6.894837	45.249779	6.894837	6.894837	6.894837	6.894837	45.249779	
58000	6.473841	2	7.202808	7.202808	7.202808	45.485670	7.202808	7.202808	7.202808	7.202808	45.485670	
59000	7.739736	2	7.561658	7.561658	7.561658	45.833191	7.561658	7.561658	7.561658	7.561658	45.833191	
60000	7.069565	2	6.965117	6.965117	6.965117	45.384805	6.965117	6.965117	6.965117	6.965117	45.384805	
61000	4.705538	2	7.392804	7.392804	7.392804	46.073803	7.392804	7.392804	7.392804	7.392804	46.073803	
62000	7.528983	2	6.870850	6.870850	6.870850	47.067319	6.870850	6.870850	6.870850	6.870850	47.067319	
63000	5.631804	2	7.236696	7.236696	7.236696	46.085682	7.236696	7.236696	7.236696	7.236696	46.085682	
64000	6.929787	2	6.977698	6.977698	6.977698	47.876462	6.977698	6.977698	6.977698	6.977698	47.876462	
65000	6.819200	2	7.387669	7.387669	7.387669	45.547607	7.387669	7.387669	7.387669	7.387669	45.547607	
66000	7.410108	2	7.079835	7.079835	7.079835	46.038162	7.079835	7.079835	7.079835	7.079835	46.038162	
67000	6.605288	2	7.077747	7.077747	7.077747	46.036961	7.077747	7.077747	7.077747	7.077747	46.036961	
68000	6.721029	2	7.102987	7.102987	7.102987	47.343115	7.102987	7.102987	7.102987	7.102987	47.343115	
69000	10.811062	2	7.248467	7.248467	7.248467	48.096387	7.248467	7.248467	7.248467	7.248467	48.096387	
70000	7.786257	2	7.372376	7.372376	7.372376	47.367588	7.372376	7.372376	7.372376	7.372376	47.367588	
71000	7.797370	2	7.536553	7.536553	7.536553	46.921331	7.536553	7.536553	7.536553	7.536553	46.921331	
72000	7.015290	2	7.294808	7.294808	7.294808	47.716442	7.294808	7.294808	7.294808	7.294808	47.716442	
73000	5.365588	2	7.532273	7.532273	7.532273	49.163681	7.532273	7.532273	7.532273	7.532273	49.163681	
74000	4.591556	2	7.198467	7.198467	7.198467	46.711179	7.198467	7.198467	7.198467	7.198467	46.711179	
75000	5.471754	2	7.705578	7.705578	7.705578	47.824027	7.705578	7.705578	7.705578	7.705578	47.824027	
76000	6.179895	2	7.444887	7.444887	7.444887	48.128849	7.444887	7.444887	7.444887	7.444887	48.128849	
77000	5.276117	2	7.763790	7.763790	7.763790	48.080502	7.763790	7.763790	7.763790	7.763790	48.080502	
78000	4.399056	2	7.776798	7.776798	7.776798	48.581767	7.776798	7.776798	7.776798	7.776798	48.581767	
79000	8.448306	2	7.627920	7.627920	7.627920	46.967093	7.627920	7.627920	7.627920	7.627920	46.967093	
80000	5.846658	2	7.824383	7.824383	7.824383	47.904819	7.824383	7.824383	7.824383	7.824383	47.904819	
81000	7.548377	2	7.965438	7.965438	7.965438	46.542560	7.965438	7.965438	7.965438	7.965438	46.542560	
82000	5.593235	2	7.824870	7.824870	7.824870	46.917633	7.824870	7.824870	7.824870	7.824870	46.917633	
83000	8.037498	2	7.920755	7.920755	7.920755	46.412142	7.920755	7.920755	7.920755	7.920755	46.412142	
84000	6.267449	2	7.452487	7.452487	7.452487	47.298051	7.452487	7.452487	7.452487	7.452487	47.298051	
85000	6.563164	2	6.779131	6.779131	6.779131	48.790951	6.779131	6.779131	6.779131	6.779131	48.790951	
86000	6.948083	2	7.661191	7.661191	7.661191	48.170979	7.661191	7.661191	7.661191	7.661191	48.170979	
87000	6.977823	2	7.237906	7.237906	7.237906	47.266904	7.237906	7.237906	7.237906	7.237906	47.266904	
88000	7.209111	2	7.207002	7.207002	7.207002	48.676121	7.207002	7.207002	7.207002	7.207002	48.676121	
89000	7.057398	2	6.848464	6.848464	6.848464	47.699481	6.848464	6.848464	6.848464	6.848464	47.699481	
90000	7.761390	2	7.079923	7.079923	7.079923	47.521254	7.079923	7.079923	7.079923	7.079923	47.521254	
91000	9.062695	2	7.298363	7.298363	7.298363	47.154442	7.298363	7.298363	7.298363	7.298363	47.154442	
92000	6.160206	2	7.675177	7.675177	7.675177	47.692637	7.675177	7.675177	7.675177	7.675177	47.692637	
93000	5.457094	2	7.086953	7.086953	7.086953	47.861180	7.086953	7.086953	7.086953	7.086953	47.861180	
94000	5.188637	2	7.657259	7.657259	7.657259	46.884385	7.657259	7.657259	7.657259	7.657259	46.884385	
95000	8.165434	2	7.049272	7.049272	7.049272	46.873943	7.049272	7.049272	7.049272	7.049272	46.873943	
96000	8.328968	2	6.742080	6.742080	6.742080	46.162841	6.742080	6.742080	6.742080	6.742080	46.162841	
97000	8.908667	2	6.813604	6.813604	6.813604	46.807907	6.813604	6.813604	6.813604	6.813604	46.807907	
