Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	Alpha[7]	Alpha[8]	Alpha[9]	
1000	5.756927	5	0.260343	0.398310	0.260343	1.219162	0.339108	0.354582	0.339108	0.260343	1.219162	
2000	7.221922	3	0.267306	0.267306	0.267306	2.360352	0.456589	0.456589	0.267306	0.267306	2.360352	
3000	6.218313	6	0.264481	0.264481	0.274231	2.199203	0.402270	0.607859	0.264481	0.264481	1.753852	
4000	7.230872	6	0.259235	0.259235	0.259235	2.011619	0.416394	0.518273	0.259235	0.209264	2.048267	
5000	9.314600	4	0.266582	0.266582	0.266582	2.277608	0.448017	0.448017	0.266582	0.250594	2.277608	
6000	6.646162	5	0.252670	0.253519	0.252670	2.057370	0.413754	0.403796	0.252670	0.252670	2.057370	
7000	7.600263	7	0.228916	0.228916	0.241626	2.389247	0.480215	0.571438	0.256420	0.213415	2.389247	
8000	7.967837	4	0.241701	0.241701	0.241701	2.176666	0.539796	0.539796	0.241701	0.126727	2.176666	
9000	7.406054	4	0.265984	0.265984	0.240973	2.478705	0.479664	0.479664	0.240973	0.240973	2.478705	
10000	7.453290	3	0.253644	0.253644	0.253644	2.280108	0.564257	0.564257	0.253644	0.253644	2.280108	
11000	6.952775	4	0.265964	0.265964	0.265964	2.478094	0.536883	0.536883	0.266326	0.265964	2.478094	
12000	7.260996	4	0.272142	0.234110	0.272142	2.133113	0.449719	0.449719	0.272142	0.234110	2.133113	
13000	8.620751	4	0.250988	0.250988	0.250988	2.769777	0.469242	0.469242	0.250988	0.225907	2.769777	
14000	6.858185	6	0.255121	0.260541	0.260541	2.272026	0.493014	0.506005	0.255121	0.167183	2.272026	
15000	6.945328	5	0.239034	0.261053	0.261053	2.256905	0.466554	0.466554	0.261053	0.163916	2.256905	
16000	6.624265	5	0.251199	0.251199	0.251199	2.730886	0.378687	0.519788	0.251199	0.161125	2.730886	
17000	7.988596	4	0.262544	0.262544	0.262544	2.081378	0.507269	0.507269	0.262544	0.262544	1.943418	
18000	6.635209	3	0.262069	0.262069	0.262069	2.692067	0.455469	0.455469	0.262069	0.262069	2.692067	
19000	4.419089	4	0.298081	0.238103	0.238103	2.441687	0.466270	0.466270	0.238103	0.238103	2.441687	
20000	6.495997	3	0.245186	0.245186	0.245186	2.169756	0.488803	0.488803	0.245186	0.245186	2.169756	
21000	5.641186	5	0.250914	0.250914	0.261177	2.598648	0.419272	0.419272	0.250914	0.215596	2.598648	
22000	6.772889	5	0.262852	0.242162	0.262852	2.489621	0.461543	0.461543	0.262852	0.246615	2.489621	
23000	6.791672	4	0.239351	0.239351	0.239351	2.434937	0.473530	0.494844	0.239351	0.239351	2.434937	
24000	6.195772	4	0.243254	0.246636	0.243254	2.588330	0.483973	0.483973	0.243254	0.243254	2.588330	
25000	7.470706	3	0.236257	0.236257	0.236257	1.794616	0.512932	0.512932	0.236257	0.236257	1.794616	
26000	5.149572	3	0.237556	0.237556	0.237556	1.816202	0.487996	0.487996	0.237556	0.237556	1.816202	
27000	6.366081	4	0.252273	0.252273	0.252273	3.004893	0.480861	0.480861	0.252273	0.180500	3.004893	
28000	6.534934	4	0.264330	0.264330	0.264330	2.418591	0.438648	0.438648	0.264330	0.228822	2.418591	
29000	7.090365	4	0.251599	0.236979	0.236979	1.875042	0.523459	0.523459	0.236979	0.236979	1.875042	
30000	6.630109	3	0.258125	0.258125	0.258125	3.126336	0.520057	0.520057	0.258125	0.258125	3.126336	
31000	8.977559	3	0.258846	0.258846	0.258846	3.012710	0.352003	0.352003	0.258846	0.258846	3.012710	
32000	6.376521	4	0.246766	0.246766	0.246766	2.797245	0.486906	0.486906	0.246766	0.144229	2.797245	
33000	4.813088	4	0.269918	0.253586	0.253586	1.928536	0.506857	0.506857	0.269918	0.253586	1.928536	
34000	6.185873	5	0.260031	0.260031	0.260031	3.022754	0.550087	0.550087	0.223257	0.223257	2.492673	
35000	11.900429	4	0.262539	0.262539	0.262539	2.870127	0.615183	0.615183	0.262539	0.139833	2.870127	
36000	3.783279	3	0.268193	0.268193	0.268193	2.561715	0.436544	0.436544	0.268193	0.268193	2.561715	
37000	7.394009	3	0.238348	0.238348	0.238348	2.696961	0.497317	0.497317	0.238348	0.238348	2.696961	
38000	6.801984	4	0.247991	0.247991	0.247991	2.964364	0.447846	0.482336	0.247991	0.247991	2.964364	
39000	4.549937	5	0.237856	0.237856	0.237856	2.610264	0.448822	0.527480	0.237856	0.202621	2.610264	
40000	6.970179	4	0.239027	0.256585	0.239027	2.620471	0.469992	0.469992	0.239027	0.239027	2.620471	
41000	5.429072	5	0.240387	0.240387	0.240387	1.650648	0.510008	0.510008	0.225672	0.240387	1.696598	
42000	7.923180	4	0.264621	0.260183	0.264621	2.618339	0.576116	0.576116	0.264621	0.260183	2.618339	
43000	5.807841	4	0.281974	0.281974	0.281974	3.191411	0.412330	0.412330	0.281974	0.144854	3.191411	
44000	7.082723	3	0.249192	0.249192	0.249192	2.543198	0.555710	0.555710	0.249192	0.249192	2.543198	
45000	8.590016	5	0.246681	0.246681	0.246681	2.599957	0.406452	0.469617	0.246681	0.175147	2.599957	
46000	6.974472	3	0.248948	0.248948	0.248948	1.941037	0.488918	0.488918	0.248948	0.248948	1.941037	
47000	10.275255	7	0.253946	0.240246	0.290036	2.494472	0.386383	0.553167	0.260387	0.240246	2.494472	
48000	7.146524	3	0.250032	0.250032	0.250032	2.569753	0.534496	0.534496	0.250032	0.250032	2.569753	
49000	8.640301	8	0.242294	0.273021	0.240088	3.005139	0.323629	0.388358	0.223508	0.182377	3.005139	
50000	10.583669	3	0.229221	0.229221	0.229221	3.458572	0.498647	0.498647	0.229221	0.229221	3.458572	
51000	9.686909	4	0.247452	0.239162	0.247452	2.598330	0.569238	0.569238	0.239162	0.239162	2.598330	
52000	7.101927	5	0.233165	0.239642	0.239642	2.905345	0.404717	0.428961	0.233165	0.233165	2.905345	
53000	8.908537	5	0.264985	0.264985	0.264985	2.635269	0.417748	0.537773	0.264985	0.264985	2.504252	
54000	7.978519	4	0.250439	0.250439	0.250439	2.720441	0.492612	0.492612	0.250439	0.207508	2.720441	
55000	7.500505	5	0.264314	0.264314	0.264314	2.556494	0.264314	0.512058	0.249412	0.165635	2.556494	
56000	6.620795	4	0.248957	0.248957	0.248957	3.284460	0.394339	0.620216	0.248957	0.248957	3.284460	
57000	5.051679	5	0.246135	0.232415	0.246135	2.189806	0.570896	0.570896	0.246135	0.209164	2.189806	
58000	5.830530	4	0.248974	0.248974	0.248974	2.848338	0.478729	0.478729	0.248974	0.189551	2.848338	
59000	9.791335	4	0.230796	0.230796	0.230796	2.824098	0.433175	0.433175	0.230796	0.230796	2.033119	
60000	8.588171	4	0.265433	0.265433	0.265433	2.676983	0.455396	0.455396	0.234840	0.234840	2.676983	
61000	6.743926	5	0.231976	0.273850	0.273850	3.040240	0.416915	0.489811	0.231976	0.231976	3.040240	
62000	8.722395	5	0.227033	0.227033	0.227033	1.900782	0.484408	0.525514	0.227033	0.141364	1.900782	
63000	9.082766	4	0.246298	0.246298	0.246298	3.364853	0.451231	0.451231	0.246298	0.190051	3.364853	
64000	8.646542	4	0.241063	0.241063	0.241063	1.697416	0.518265	0.518265	0.241063	0.164010	1.697416	
65000	7.529099	3	0.257424	0.257424	0.257424	2.782790	0.537939	0.537939	0.257424	0.257424	2.782790	
66000	7.190140	4	0.233386	0.233386	0.233386	2.202187	0.515312	0.500725	0.233386	0.233386	2.202187	
67000	5.964598	3	0.249023	0.249023	0.249023	2.156357	0.432223	0.432223	0.249023	0.249023	2.156357	
68000	7.047716	5	0.233178	0.253931	0.253931	2.198675	0.511293	0.511293	0.253931	0.148681	2.198675	
69000	7.415484	7	0.211985	0.246105	0.230420	2.404066	0.434157	0.533333	0.251843	0.211985	2.404066	
70000	9.064490	5	0.239282	0.248319	0.248319	2.535445	0.519341	0.519341	0.239282	0.239282	2.272721	
71000	7.522522	3	0.240258	0.240258	0.240258	2.255547	0.471355	0.471355	0.240258	0.240258	2.255547	
72000	8.574524	3	0.242217	0.242217	0.242217	3.086661	0.395357	0.395357	0.242217	0.242217	3.086661	
73000	8.697428	4	0.248002	0.248002	0.248002	2.391544	0.427424	0.427424	0.248002	0.254470	2.391544	
74000	7.822134	5	0.250933	0.250933	0.250933	2.337057	0.506260	0.506260	0.250933	0.228390	2.927162	
75000	6.366075	4	0.252351	0.252351	0.236174	2.815075	0.421327	0.421327	0.252351	0.236174	2.815075	
76000	8.059175	5	0.242956	0.242956	0.266888	2.248707	0.556655	0.556655	0.258769	0.242956	2.248707	
77000	10.139923	3	0.255696	0.255696	0.255696	2.182777	0.458762	0.458762	0.255696	0.255696	2.182777	
78000	6.263698	5	0.235600	0.260962	0.260962	2.802478	0.441622	0.441622	0.260962	0.182178	2.802478	
79000	6.317643	3	0.236249	0.236249	0.236249	2.609776	0.495212	0.495212	0.236249	0.236249	2.609776	
80000	5.902694	4	0.240706	0.240706	0.240706	2.652481	0.369320	0.544976	0.240706	0.240706	2.652481	
81000	7.103146	5	0.250567	0.250567	0.250567	2.803078	0.425789	0.533074	0.250567	0.211165	2.803078	
82000	9.483578	4	0.260520	0.260520	0.260520	3.122946	0.516058	0.516058	0.260520	0.161235	3.122946	
83000	6.397692	4	0.251017	0.251017	0.251017	2.762834	0.438541	0.438541	0.251017	0.141172	2.762834	
84000	7.465281	4	0.248336	0.248336	0.248336	1.991261	0.481582	0.516659	0.248336	0.248336	1.991261	
85000	8.441637	4	0.238920	0.238920	0.231420	2.874869	0.607479	0.607479	0.231420	0.238920	2.874869	
86000	8.056273	5	0.249075	0.249075	0.243426	2.650290	0.382062	0.432315	0.243426	0.243426	2.650290	
87000	10.171885	5	0.207608	0.228973	0.228944	2.600441	0.414674	0.414674	0.228973	0.207608	2.600441	
88000	7.326768	4	0.248497	0.248497	0.248497	2.689930	0.509874	0.509874	0.248497	0.142662	2.689930	
89000	4.430742	4	0.240757	0.240757	0.264832	2.443469	0.421755	0.421755	0.240757	0.240757	2.443469	
90000	9.066374	3	0.236706	0.236706	0.236706	2.174575	0.582386	0.582386	0.236706	0.236706	2.174575	
91000	8.210522	4	0.243660	0.243660	0.243660	2.788875	0.473403	0.473403	0.243660	0.149367	2.788875	
92000	7.115191	4	0.250423	0.256464	0.250423	2.575796	0.491588	0.491588	0.256464	0.250423	2.575796	
93000	8.347032	3	0.249522	0.249522	0.249522	2.242064	0.446480	0.446480	0.249522	0.249522	2.242064	
94000	7.082649	4	0.254939	0.254939	0.254939	2.409189	0.451123	0.488080	0.254939	0.254939	2.409189	
95000	5.229085	4	0.233312	0.248432	0.248432	2.029748	0.505702	0.505702	0.248432	0.248432	2.029748	
96000	5.217158	4	0.237258	0.237258	0.237258	2.968454	0.501685	0.501685	0.237258	0.132862	2.968454	
97000	8.283383	3	0.245921	0.245921	0.245921	1.892151	0.602007	0.602007	0.245921	0.245921	1.892151	
98000	6.658278	4	0.241312	0.241312	0.241312	2.966261	0.481923	0.481923	0.241312	0.202759	2.966261	
99000	6.365736	4	0.253847	0.253847	0.296773	2.249876	0.522009	0.522009	0.253847	0.253847	2.249876	
