Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	Alpha[7]	Alpha[8]	Alpha[9]	
1000	4.882416	4	0.261189	0.261189	0.261189	1.347783	0.399112	0.399112	0.261189	0.261189	1.160282	
2000	5.423126	6	0.239326	0.259252	0.238453	1.340084	0.454377	0.506884	0.259252	0.238453	1.340084	
3000	1.674658	5	0.243766	0.243766	0.243766	1.639003	0.431662	0.532953	0.243766	0.192392	1.639003	
4000	7.440986	4	0.263115	0.263115	0.263115	1.968984	0.387425	0.387425	0.263115	0.228354	1.968984	
5000	1.960499	3	0.265094	0.265094	0.265094	2.102463	0.446332	0.446332	0.265094	0.265094	2.102463	
6000	1.455542	4	0.257693	0.257693	0.257693	1.914827	0.485312	0.485312	0.257693	0.245351	1.914827	
7000	2.009664	4	0.245006	0.245006	0.245006	1.803959	0.460743	0.460743	0.245006	0.128024	1.803959	
8000	0.852394	5	0.279890	0.279890	0.279890	1.911120	0.342660	0.556236	0.251522	0.251522	1.911120	
9000	1.143663	4	0.295635	0.295635	0.295635	2.274322	0.545291	0.545291	0.262771	0.262771	2.274322	
10000	0.671920	4	0.249836	0.249836	0.249836	2.315049	0.559416	0.559416	0.249836	0.166474	2.315049	
11000	3.381430	4	0.259999	0.259999	0.259999	2.700033	0.479732	0.479732	0.259999	0.166757	2.700033	
12000	0.912536	3	0.245677	0.245677	0.245677	2.208958	0.550274	0.550274	0.245677	0.245677	2.208958	
13000	1.438005	3	0.247870	0.247870	0.247870	2.300216	0.490444	0.490444	0.247870	0.247870	2.300216	
14000	1.749271	4	0.273186	0.273186	0.273186	2.312190	0.405136	0.652177	0.273186	0.273186	2.312190	
15000	2.684899	3	0.247592	0.247592	0.247592	2.325976	0.414410	0.414410	0.247592	0.247592	2.325976	
16000	6.434731	5	0.270567	0.270567	0.270567	1.912268	0.428150	0.615225	0.270567	0.161011	1.912268	
17000	2.484832	3	0.251150	0.251150	0.251150	2.380031	0.480660	0.480660	0.251150	0.251150	2.380031	
18000	1.470975	3	0.239476	0.239476	0.239476	1.969536	0.524576	0.524576	0.239476	0.239476	1.969536	
19000	1.978857	4	0.290275	0.251509	0.251509	2.581607	0.533408	0.533408	0.251509	0.251509	2.581607	
20000	1.722431	3	0.255619	0.255619	0.255619	2.725936	0.559944	0.559944	0.255619	0.255619	2.725936	
21000	3.027970	4	0.266432	0.266432	0.245725	2.105234	0.515931	0.515931	0.245725	0.245725	2.105234	
22000	0.480660	4	0.247955	0.247955	0.247955	3.011226	0.647020	0.647020	0.247955	0.247955	2.423012	
23000	2.297528	5	0.251246	0.251246	0.251246	2.419597	0.483655	0.624341	0.251246	0.205213	2.419597	
24000	4.599810	4	0.242915	0.242915	0.242915	2.191953	0.468586	0.468586	0.242915	0.152129	2.191953	
25000	0.998831	4	0.235444	0.267149	0.267149	2.012867	0.459178	0.459178	0.267149	0.235444	2.012867	
26000	2.117126	3	0.246757	0.246757	0.246757	2.699014	0.536562	0.536562	0.246757	0.246757	2.699014	
27000	0.720969	5	0.273276	0.277409	0.273276	2.220199	0.437406	0.437406	0.273276	0.199396	2.220199	
28000	1.336071	3	0.262943	0.262943	0.262943	2.126020	0.541325	0.541325	0.262943	0.262943	2.126020	
