Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	
22000	1.240124	3	0.412287	0.388071	0.061750	0.137892	0.412287	0.388071	0.061750	0.137892	0.173252	0.340751	0.134634	0.351363	0.412287	0.388071	0.061750	0.137892	0.282287	0.237676	0.208585	0.271451	0.282287	0.237676	0.208585	0.271451	0.412287	0.388071	0.061750	0.137892	0.173252	0.340751	0.134634	0.351363	0.412287	0.388071	0.061750	0.137892	
23000	2.156067	3	0.412287	0.388071	0.061750	0.137892	0.412287	0.388071	0.061750	0.137892	0.174270	0.380681	0.137000	0.308048	0.412287	0.388071	0.061750	0.137892	0.195129	0.279314	0.282934	0.242623	0.195129	0.279314	0.282934	0.242623	0.412287	0.388071	0.061750	0.137892	0.174270	0.380681	0.137000	0.308048	0.412287	0.388071	0.061750	0.137892	
24000	0.887571	3	0.403677	0.393717	0.058389	0.144217	0.403677	0.393717	0.058389	0.144217	0.196584	0.280599	0.134226	0.388590	0.403677	0.393717	0.058389	0.144217	0.276170	0.251076	0.194936	0.277818	0.276170	0.251076	0.194936	0.277818	0.403677	0.393717	0.058389	0.144217	0.196584	0.280599	0.134226	0.388590	0.403677	0.393717	0.058389	0.144217	
25000	0.979539	3	0.403677	0.393717	0.058389	0.144217	0.403677	0.393717	0.058389	0.144217	0.233896	0.347108	0.099976	0.319020	0.403677	0.393717	0.058389	0.144217	0.276405	0.279845	0.207246	0.236503	0.276405	0.279845	0.207246	0.236503	0.403677	0.393717	0.058389	0.144217	0.233896	0.347108	0.099976	0.319020	0.403677	0.393717	0.058389	0.144217	
26000	1.384971	3	0.403677	0.393717	0.058389	0.144217	0.403677	0.393717	0.058389	0.144217	0.178793	0.408196	0.106804	0.306207	0.403677	0.393717	0.058389	0.144217	0.143582	0.332857	0.228235	0.295327	0.143582	0.332857	0.228235	0.295327	0.403677	0.393717	0.058389	0.144217	0.178793	0.408196	0.106804	0.306207	0.403677	0.393717	0.058389	0.144217	
27000	0.303105	2	0.403677	0.393717	0.058389	0.144217	0.403677	0.393717	0.058389	0.144217	0.219805	0.309049	0.185774	0.285371	0.403677	0.393717	0.058389	0.144217	0.219805	0.309049	0.185774	0.285371	0.219805	0.309049	0.185774	0.285371	0.403677	0.393717	0.058389	0.144217	0.219805	0.309049	0.185774	0.285371	0.403677	0.393717	0.058389	0.144217	
28000	0.194382	2	0.402630	0.398150	0.058561	0.140660	0.402630	0.398150	0.058561	0.140660	0.261552	0.306153	0.151564	0.280731	0.402630	0.398150	0.058561	0.140660	0.261552	0.306153	0.151564	0.280731	0.261552	0.306153	0.151564	0.280731	0.402630	0.398150	0.058561	0.140660	0.261552	0.306153	0.151564	0.280731	0.402630	0.398150	0.058561	0.140660	
29000	0.083115	3	0.402630	0.398150	0.058561	0.140660	0.402630	0.398150	0.058561	0.140660	0.142792	0.355104	0.099577	0.402527	0.402630	0.398150	0.058561	0.140660	0.249493	0.256119	0.181833	0.312555	0.249493	0.256119	0.181833	0.312555	0.402630	0.398150	0.058561	0.140660	0.249493	0.256119	0.181833	0.312555	0.402630	0.398150	0.058561	0.140660	
30000	0.393478	3	0.402630	0.398150	0.058561	0.140660	0.402630	0.398150	0.058561	0.140660	0.203361	0.353743	0.134572	0.308324	0.402630	0.398150	0.058561	0.140660	0.327922	0.235266	0.197291	0.239521	0.327922	0.235266	0.197291	0.239521	0.402630	0.398150	0.058561	0.140660	0.203361	0.353743	0.134572	0.308324	0.402630	0.398150	0.058561	0.140660	
31000	0.568727	3	0.402144	0.359630	0.069642	0.168584	0.402144	0.359630	0.069642	0.168584	0.184844	0.334921	0.133788	0.346447	0.402630	0.398150	0.058561	0.140660	0.184844	0.334921	0.133788	0.346447	0.184844	0.334921	0.133788	0.346447	0.402630	0.398150	0.058561	0.140660	0.184844	0.334921	0.133788	0.346447	0.402630	0.398150	0.058561	0.140660	
32000	0.993386	3	0.404766	0.357261	0.071063	0.166910	0.404766	0.357261	0.071063	0.166910	0.224608	0.292316	0.164261	0.318816	0.402630	0.398150	0.058561	0.140660	0.224608	0.292316	0.164261	0.318816	0.224608	0.292316	0.164261	0.318816	0.402630	0.398150	0.058561	0.140660	0.224608	0.292316	0.164261	0.318816	0.402630	0.398150	0.058561	0.140660	
33000	0.409120	3	0.406922	0.347885	0.073333	0.171860	0.406922	0.347885	0.073333	0.171860	0.285243	0.286423	0.134131	0.294203	0.402630	0.398150	0.058561	0.140660	0.285243	0.286423	0.134131	0.294203	0.285243	0.286423	0.134131	0.294203	0.402630	0.398150	0.058561	0.140660	0.285243	0.286423	0.134131	0.294203	0.402630	0.398150	0.058561	0.140660	
34000	0.490309	3	0.402867	0.342431	0.077921	0.176781	0.402867	0.342431	0.077921	0.176781	0.265006	0.272195	0.159196	0.303603	0.402630	0.398150	0.058561	0.140660	0.265006	0.272195	0.159196	0.303603	0.265006	0.272195	0.159196	0.303603	0.402630	0.398150	0.058561	0.140660	0.265006	0.272195	0.159196	0.303603	0.402630	0.398150	0.058561	0.140660	
35000	1.145968	2	0.396440	0.405749	0.055445	0.142365	0.396440	0.405749	0.055445	0.142365	0.251934	0.255063	0.180980	0.312024	0.396440	0.405749	0.055445	0.142365	0.251934	0.255063	0.180980	0.312024	0.251934	0.255063	0.180980	0.312024	0.396440	0.405749	0.055445	0.142365	0.251934	0.255063	0.180980	0.312024	0.396440	0.405749	0.055445	0.142365	
36000	1.374606	3	0.372018	0.376156	0.068674	0.183152	0.372018	0.376156	0.068674	0.183152	0.301131	0.251379	0.167851	0.279638	0.396440	0.405749	0.055445	0.142365	0.301131	0.251379	0.167851	0.279638	0.301131	0.251379	0.167851	0.279638	0.396440	0.405749	0.055445	0.142365	0.301131	0.251379	0.167851	0.279638	0.396440	0.405749	0.055445	0.142365	
37000	1.352949	4	0.365851	0.379508	0.076400	0.178241	0.365851	0.379508	0.076400	0.178241	0.222942	0.291369	0.170317	0.315372	0.396440	0.405749	0.055445	0.142365	0.222942	0.291369	0.170317	0.315372	0.299152	0.229521	0.228476	0.242851	0.396440	0.405749	0.055445	0.142365	0.222942	0.291369	0.170317	0.315372	0.396440	0.405749	0.055445	0.142365	
38000	0.676947	3	0.400693	0.355517	0.065069	0.178721	0.400693	0.355517	0.065069	0.178721	0.235197	0.278731	0.166861	0.319212	0.396440	0.405749	0.055445	0.142365	0.235197	0.278731	0.166861	0.319212	0.235197	0.278731	0.166861	0.319212	0.396440	0.405749	0.055445	0.142365	0.235197	0.278731	0.166861	0.319212	0.396440	0.405749	0.055445	0.142365	
39000	0.684014	3	0.419371	0.325912	0.076993	0.177725	0.419371	0.325912	0.076993	0.177725	0.240935	0.281440	0.174304	0.303321	0.396440	0.405749	0.055445	0.142365	0.240935	0.281440	0.174304	0.303321	0.240935	0.281440	0.174304	0.303321	0.396440	0.405749	0.055445	0.142365	0.240935	0.281440	0.174304	0.303321	0.396440	0.405749	0.055445	0.142365	
40000	1.606799	3	0.416166	0.325265	0.073400	0.185168	0.416166	0.325265	0.073400	0.185168	0.255168	0.253031	0.167999	0.323803	0.396440	0.405749	0.055445	0.142365	0.255168	0.253031	0.167999	0.323803	0.255168	0.253031	0.167999	0.323803	0.396440	0.405749	0.055445	0.142365	0.255168	0.253031	0.167999	0.323803	0.396440	0.405749	0.055445	0.142365	
41000	0.500006	3	0.338253	0.360120	0.060201	0.241426	0.396440	0.405749	0.055445	0.142365	0.279138	0.246763	0.167644	0.306454	0.396440	0.405749	0.055445	0.142365	0.279138	0.246763	0.167644	0.306454	0.279138	0.246763	0.167644	0.306454	0.396440	0.405749	0.055445	0.142365	0.279138	0.246763	0.167644	0.306454	0.396440	0.405749	0.055445	0.142365	
42000	0.595173	3	0.431635	0.339486	0.070630	0.158249	0.431635	0.339486	0.070630	0.158249	0.257978	0.300594	0.151558	0.289870	0.396440	0.405749	0.055445	0.142365	0.257978	0.300594	0.151558	0.289870	0.257978	0.300594	0.151558	0.289870	0.396440	0.405749	0.055445	0.142365	0.257978	0.300594	0.151558	0.289870	0.396440	0.405749	0.055445	0.142365	
43000	0.552609	2	0.396440	0.405749	0.055445	0.142365	0.396440	0.405749	0.055445	0.142365	0.238911	0.266262	0.193995	0.300832	0.396440	0.405749	0.055445	0.142365	0.238911	0.266262	0.193995	0.300832	0.238911	0.266262	0.193995	0.300832	0.396440	0.405749	0.055445	0.142365	0.238911	0.266262	0.193995	0.300832	0.396440	0.405749	0.055445	0.142365	
44000	1.168034	3	0.377288	0.371311	0.090025	0.161376	0.377288	0.371311	0.090025	0.161376	0.224042	0.274687	0.168218	0.333053	0.396440	0.405749	0.055445	0.142365	0.224042	0.274687	0.168218	0.333053	0.224042	0.274687	0.168218	0.333053	0.396440	0.405749	0.055445	0.142365	0.224042	0.274687	0.168218	0.333053	0.396440	0.405749	0.055445	0.142365	
45000	0.552163	2	0.396440	0.405749	0.055445	0.142365	0.396440	0.405749	0.055445	0.142365	0.267149	0.266982	0.165970	0.299899	0.396440	0.405749	0.055445	0.142365	0.267149	0.266982	0.165970	0.299899	0.267149	0.266982	0.165970	0.299899	0.396440	0.405749	0.055445	0.142365	0.267149	0.266982	0.165970	0.299899	0.396440	0.405749	0.055445	0.142365	
46000	0.468405	2	0.396440	0.405749	0.055445	0.142365	0.396440	0.405749	0.055445	0.142365	0.255009	0.272858	0.151103	0.321030	0.396440	0.405749	0.055445	0.142365	0.255009	0.272858	0.151103	0.321030	0.255009	0.272858	0.151103	0.321030	0.396440	0.405749	0.055445	0.142365	0.255009	0.272858	0.151103	0.321030	0.396440	0.405749	0.055445	0.142365	
47000	0.502009	2	0.396440	0.405749	0.055445	0.142365	0.396440	0.405749	0.055445	0.142365	0.274663	0.235648	0.180714	0.308976	0.396440	0.405749	0.055445	0.142365	0.274663	0.235648	0.180714	0.308976	0.274663	0.235648	0.180714	0.308976	0.396440	0.405749	0.055445	0.142365	0.274663	0.235648	0.180714	0.308976	0.396440	0.405749	0.055445	0.142365	
48000	0.742446	2	0.396440	0.405749	0.055445	0.142365	0.396440	0.405749	0.055445	0.142365	0.251291	0.278430	0.166370	0.303909	0.396440	0.405749	0.055445	0.142365	0.251291	0.278430	0.166370	0.303909	0.251291	0.278430	0.166370	0.303909	0.396440	0.405749	0.055445	0.142365	0.251291	0.278430	0.166370	0.303909	0.396440	0.405749	0.055445	0.142365	
49000	0.678179	2	0.396440	0.405749	0.055445	0.142365	0.396440	0.405749	0.055445	0.142365	0.248397	0.272215	0.172605	0.306784	0.396440	0.405749	0.055445	0.142365	0.248397	0.272215	0.172605	0.306784	0.248397	0.272215	0.172605	0.306784	0.396440	0.405749	0.055445	0.142365	0.248397	0.272215	0.172605	0.306784	0.396440	0.405749	0.055445	0.142365	
50000	1.012482	3	0.425150	0.344132	0.071290	0.159428	0.425150	0.344132	0.071290	0.159428	0.272334	0.242823	0.165349	0.319494	0.396440	0.405749	0.055445	0.142365	0.272334	0.242823	0.165349	0.319494	0.272334	0.242823	0.165349	0.319494	0.396440	0.405749	0.055445	0.142365	0.272334	0.242823	0.165349	0.319494	0.396440	0.405749	0.055445	0.142365	
51000	0.637293	2	0.396440	0.405749	0.055445	0.142365	0.396440	0.405749	0.055445	0.142365	0.265872	0.257775	0.162195	0.314159	0.396440	0.405749	0.055445	0.142365	0.265872	0.257775	0.162195	0.314159	0.265872	0.257775	0.162195	0.314159	0.396440	0.405749	0.055445	0.142365	0.265872	0.257775	0.162195	0.314159	0.396440	0.405749	0.055445	0.142365	
52000	1.538366	2	0.392899	0.402214	0.058560	0.146326	0.392899	0.402214	0.058560	0.146326	0.268977	0.272526	0.162292	0.296204	0.392899	0.402214	0.058560	0.146326	0.268977	0.272526	0.162292	0.296204	0.268977	0.272526	0.162292	0.296204	0.392899	0.402214	0.058560	0.146326	0.268977	0.272526	0.162292	0.296204	0.392899	0.402214	0.058560	0.146326	
53000	2.210962	2	0.392899	0.402214	0.058560	0.146326	0.392899	0.402214	0.058560	0.146326	0.271620	0.256377	0.195991	0.276011	0.392899	0.402214	0.058560	0.146326	0.271620	0.256377	0.195991	0.276011	0.271620	0.256377	0.195991	0.276011	0.392899	0.402214	0.058560	0.146326	0.271620	0.256377	0.195991	0.276011	0.392899	0.402214	0.058560	0.146326	
54000	0.940181	3	0.392899	0.402214	0.058560	0.146326	0.392899	0.402214	0.058560	0.146326	0.249061	0.277102	0.140291	0.333546	0.392899	0.402214	0.058560	0.146326	0.285569	0.258732	0.185207	0.270492	0.285569	0.258732	0.185207	0.270492	0.392899	0.402214	0.058560	0.146326	0.249061	0.277102	0.140291	0.333546	0.392899	0.402214	0.058560	0.146326	
55000	1.177228	2	0.392899	0.402214	0.058560	0.146326	0.392899	0.402214	0.058560	0.146326	0.295914	0.260100	0.161518	0.282468	0.392899	0.402214	0.058560	0.146326	0.295914	0.260100	0.161518	0.282468	0.295914	0.260100	0.161518	0.282468	0.392899	0.402214	0.058560	0.146326	0.295914	0.260100	0.161518	0.282468	0.392899	0.402214	0.058560	0.146326	
56000	0.712367	2	0.392899	0.402214	0.058560	0.146326	0.392899	0.402214	0.058560	0.146326	0.252916	0.251933	0.212155	0.282996	0.392899	0.402214	0.058560	0.146326	0.252916	0.251933	0.212155	0.282996	0.252916	0.251933	0.212155	0.282996	0.392899	0.402214	0.058560	0.146326	0.252916	0.251933	0.212155	0.282996	0.392899	0.402214	0.058560	0.146326	
57000	1.032837	2	0.392899	0.402214	0.058560	0.146326	0.392899	0.402214	0.058560	0.146326	0.264560	0.246916	0.187730	0.300795	0.392899	0.402214	0.058560	0.146326	0.264560	0.246916	0.187730	0.300795	0.264560	0.246916	0.187730	0.300795	0.392899	0.402214	0.058560	0.146326	0.264560	0.246916	0.187730	0.300795	0.392899	0.402214	0.058560	0.146326	
58000	1.711863	2	0.392899	0.402214	0.058560	0.146326	0.392899	0.402214	0.058560	0.146326	0.267763	0.249963	0.188579	0.293695	0.392899	0.402214	0.058560	0.146326	0.267763	0.249963	0.188579	0.293695	0.267763	0.249963	0.188579	0.293695	0.392899	0.402214	0.058560	0.146326	0.267763	0.249963	0.188579	0.293695	0.392899	0.402214	0.058560	0.146326	
59000	0.138390	2	0.392899	0.402214	0.058560	0.146326	0.392899	0.402214	0.058560	0.146326	0.267763	0.249963	0.188579	0.293695	0.392899	0.402214	0.058560	0.146326	0.267763	0.249963	0.188579	0.293695	0.267763	0.249963	0.188579	0.293695	0.392899	0.402214	0.058560	0.146326	0.267763	0.249963	0.188579	0.293695	0.392899	0.402214	0.058560	0.146326	
60000	0.681420	2	0.392899	0.402214	0.058560	0.146326	0.392899	0.402214	0.058560	0.146326	0.267763	0.249963	0.188579	0.293695	0.392899	0.402214	0.058560	0.146326	0.267763	0.249963	0.188579	0.293695	0.267763	0.249963	0.188579	0.293695	0.392899	0.402214	0.058560	0.146326	0.267763	0.249963	0.188579	0.293695	0.392899	0.402214	0.058560	0.146326	
61000	1.043487	3	0.393232	0.359303	0.083295	0.164170	0.393232	0.359303	0.083295	0.164170	0.262224	0.247038	0.178140	0.312598	0.394254	0.414463	0.052511	0.138772	0.262224	0.247038	0.178140	0.312598	0.262224	0.247038	0.178140	0.312598	0.394254	0.414463	0.052511	0.138772	0.262224	0.247038	0.178140	0.312598	0.394254	0.414463	0.052511	0.138772	
62000	0.795927	3	0.384021	0.369564	0.074412	0.172003	0.384021	0.369564	0.074412	0.172003	0.253341	0.283712	0.159921	0.303025	0.394254	0.414463	0.052511	0.138772	0.253341	0.283712	0.159921	0.303025	0.253341	0.283712	0.159921	0.303025	0.394254	0.414463	0.052511	0.138772	0.253341	0.283712	0.159921	0.303025	0.394254	0.414463	0.052511	0.138772	
63000	7.728116	4	0.405024	0.335935	0.080908	0.178132	0.405024	0.335935	0.080908	0.178132	0.266704	0.254289	0.177195	0.301813	0.394254	0.414463	0.052511	0.138772	0.262528	0.290458	0.200764	0.246250	0.266704	0.254289	0.177195	0.301813	0.394254	0.414463	0.052511	0.138772	0.266704	0.254289	0.177195	0.301813	0.394254	0.414463	0.052511	0.138772	
64000	0.507381	4	0.396614	0.308824	0.100884	0.193679	0.394254	0.414463	0.052511	0.138772	0.110690	0.265036	0.144406	0.479867	0.394254	0.414463	0.052511	0.138772	0.262807	0.255921	0.182012	0.299260	0.262807	0.255921	0.182012	0.299260	0.394254	0.414463	0.052511	0.138772	0.262807	0.255921	0.182012	0.299260	0.394254	0.414463	0.052511	0.138772	
65000	0.048496	2	0.391832	0.398514	0.054160	0.155494	0.391832	0.398514	0.054160	0.155494	0.253165	0.296467	0.179974	0.270394	0.391832	0.398514	0.054160	0.155494	0.253165	0.296467	0.179974	0.270394	0.253165	0.296467	0.179974	0.270394	0.391832	0.398514	0.054160	0.155494	0.253165	0.296467	0.179974	0.270394	0.391832	0.398514	0.054160	0.155494	
66000	0.978929	2	0.391832	0.398514	0.054160	0.155494	0.391832	0.398514	0.054160	0.155494	0.262917	0.272817	0.166948	0.297318	0.391832	0.398514	0.054160	0.155494	0.262917	0.272817	0.166948	0.297318	0.262917	0.272817	0.166948	0.297318	0.391832	0.398514	0.054160	0.155494	0.262917	0.272817	0.166948	0.297318	0.391832	0.398514	0.054160	0.155494	
67000	0.856054	2	0.391832	0.398514	0.054160	0.155494	0.391832	0.398514	0.054160	0.155494	0.272287	0.252401	0.184567	0.290745	0.391832	0.398514	0.054160	0.155494	0.272287	0.252401	0.184567	0.290745	0.272287	0.252401	0.184567	0.290745	0.391832	0.398514	0.054160	0.155494	0.272287	0.252401	0.184567	0.290745	0.391832	0.398514	0.054160	0.155494	
68000	0.819223	2	0.387333	0.403876	0.056032	0.152759	0.387333	0.403876	0.056032	0.152759	0.267533	0.255751	0.194096	0.282620	0.387333	0.403876	0.056032	0.152759	0.267533	0.255751	0.194096	0.282620	0.267533	0.255751	0.194096	0.282620	0.387333	0.403876	0.056032	0.152759	0.267533	0.255751	0.194096	0.282620	0.387333	0.403876	0.056032	0.152759	
69000	0.468716	2	0.387333	0.403876	0.056032	0.152759	0.387333	0.403876	0.056032	0.152759	0.277821	0.270313	0.160580	0.291286	0.387333	0.403876	0.056032	0.152759	0.277821	0.270313	0.160580	0.291286	0.277821	0.270313	0.160580	0.291286	0.387333	0.403876	0.056032	0.152759	0.277821	0.270313	0.160580	0.291286	0.387333	0.403876	0.056032	0.152759	
