Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	TL[8]	TL[9]	
1000	5.179134	2	16.105771	16.105771	16.105771	48.621102	16.105771	16.105771	16.105771	16.105771	48.621102	
2000	3.918404	2	8.848241	8.848241	8.848241	51.210518	8.848241	8.848241	8.848241	8.848241	51.210518	
3000	4.523595	2	7.636519	7.636519	7.636519	47.371302	7.636519	7.636519	7.636519	7.636519	47.371302	
4000	3.924605	2	7.342643	7.342643	7.342643	45.196083	7.342643	7.342643	7.342643	7.342643	45.196083	
5000	5.042882	2	7.619364	7.619364	7.619364	46.046210	7.619364	7.619364	7.619364	7.619364	46.046210	
6000	4.895500	2	7.547063	7.547063	7.547063	44.679047	7.547063	7.547063	7.547063	7.547063	44.679047	
7000	4.314166	2	7.712652	7.712652	7.712652	45.583021	7.712652	7.712652	7.712652	7.712652	45.583021	
8000	2.821971	2	7.326372	7.326372	7.326372	44.379785	7.326372	7.326372	7.326372	7.326372	44.379785	
9000	5.338544	2	6.597213	6.597213	6.597213	42.234566	6.597213	6.597213	6.597213	6.597213	42.234566	
10000	4.311088	2	6.767797	6.767797	6.767797	42.988089	6.767797	6.767797	6.767797	6.767797	42.988089	
11000	5.330547	2	6.757793	6.757793	6.757793	43.737687	6.757793	6.757793	6.757793	6.757793	43.737687	
12000	5.753847	2	7.004005	7.004005	7.004005	42.325129	7.004005	7.004005	7.004005	7.004005	42.325129	
13000	4.668599	2	7.391082	7.391082	7.391082	43.709795	7.391082	7.391082	7.391082	7.391082	43.709795	
14000	5.194685	2	6.881709	6.881709	6.881709	42.978257	6.881709	6.881709	6.881709	6.881709	42.978257	
15000	4.654520	2	6.763190	6.763190	6.763190	43.057285	6.763190	6.763190	6.763190	6.763190	43.057285	
16000	3.068306	2	6.690497	6.690497	6.690497	43.519208	6.690497	6.690497	6.690497	6.690497	43.519208	
17000	6.045289	2	6.508340	6.508340	6.508340	41.631340	6.508340	6.508340	6.508340	6.508340	41.631340	
18000	2.415537	2	6.856662	6.856662	6.856662	42.442922	6.856662	6.856662	6.856662	6.856662	42.442922	
19000	5.326862	2	6.284385	6.284385	6.284385	42.619667	6.284385	6.284385	6.284385	6.284385	42.619667	
20000	3.181095	2	7.165928	7.165928	7.165928	40.862396	7.165928	7.165928	7.165928	7.165928	40.862396	
21000	3.790970	2	6.875389	6.875389	6.875389	41.658758	6.875389	6.875389	6.875389	6.875389	41.658758	
22000	6.745139	2	7.173923	7.173923	7.173923	42.391037	7.173923	7.173923	7.173923	7.173923	42.391037	
23000	4.833138	2	6.995680	6.995680	6.995680	43.089888	6.995680	6.995680	6.995680	6.995680	43.089888	
24000	5.638135	2	7.029991	7.029991	7.029991	42.095587	7.029991	7.029991	7.029991	7.029991	42.095587	
25000	4.049749	2	7.307337	7.307337	7.307337	42.836075	7.307337	7.307337	7.307337	7.307337	42.836075	
26000	4.770811	2	6.688412	6.688412	6.688412	43.073435	6.688412	6.688412	6.688412	6.688412	43.073435	
27000	7.030716	2	6.879091	6.879091	6.879091	43.199294	6.879091	6.879091	6.879091	6.879091	43.199294	
28000	5.096268	2	6.628864	6.628864	6.628864	43.060940	6.628864	6.628864	6.628864	6.628864	43.060940	
