Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	
1000	1.508354	2	0.348011	0.432275	0.076388	0.143325	0.348011	0.432275	0.076388	0.143325	0.160532	0.439231	0.167482	0.232755	0.348011	0.432275	0.076388	0.143325	0.160532	0.439231	0.167482	0.232755	0.160532	0.439231	0.167482	0.232755	0.348011	0.432275	0.076388	0.143325	0.160532	0.439231	0.167482	0.232755	0.348011	0.432275	0.076388	0.143325	
2000	3.509570	2	0.350541	0.420639	0.066295	0.162525	0.350541	0.420639	0.066295	0.162525	0.260822	0.246726	0.154568	0.337884	0.350541	0.420639	0.066295	0.162525	0.260822	0.246726	0.154568	0.337884	0.260822	0.246726	0.154568	0.337884	0.350541	0.420639	0.066295	0.162525	0.260822	0.246726	0.154568	0.337884	0.350541	0.420639	0.066295	0.162525	
3000	7.034713	2	0.382160	0.416454	0.056021	0.145365	0.382160	0.416454	0.056021	0.145365	0.248222	0.256486	0.184556	0.310736	0.382160	0.416454	0.056021	0.145365	0.248222	0.256486	0.184556	0.310736	0.248222	0.256486	0.184556	0.310736	0.382160	0.416454	0.056021	0.145365	0.248222	0.256486	0.184556	0.310736	0.382160	0.416454	0.056021	0.145365	
4000	4.031986	4	0.298611	0.326904	0.086927	0.287558	0.382160	0.416454	0.056021	0.145365	0.298611	0.326904	0.086927	0.287558	0.382160	0.416454	0.056021	0.145365	0.224778	0.245641	0.204361	0.325220	0.224778	0.245641	0.204361	0.325220	0.382160	0.416454	0.056021	0.145365	0.150593	0.349686	0.153018	0.346703	0.382160	0.416454	0.056021	0.145365	
5000	5.394114	4	0.331264	0.379728	0.085301	0.203707	0.331264	0.379728	0.085301	0.203707	0.212243	0.395901	0.123246	0.268610	0.382160	0.416454	0.056021	0.145365	0.268024	0.235007	0.230647	0.266322	0.268024	0.235007	0.230647	0.266322	0.382160	0.416454	0.056021	0.145365	0.212243	0.395901	0.123246	0.268610	0.382160	0.416454	0.056021	0.145365	
6000	5.709780	4	0.387807	0.361250	0.070891	0.180052	0.387807	0.361250	0.070891	0.180052	0.163506	0.344656	0.133255	0.358583	0.382160	0.416454	0.056021	0.145365	0.276564	0.216744	0.218171	0.288521	0.276564	0.216744	0.218171	0.288521	0.382160	0.416454	0.056021	0.145365	0.163506	0.344656	0.133255	0.358583	0.382160	0.416454	0.056021	0.145365	
7000	4.056032	4	0.355856	0.419249	0.064804	0.160091	0.355856	0.419249	0.064804	0.160091	0.175352	0.333548	0.124360	0.366741	0.355856	0.419249	0.064804	0.160091	0.279785	0.246282	0.200798	0.273135	0.279785	0.246282	0.200798	0.273135	0.355856	0.419249	0.064804	0.160091	0.163479	0.321184	0.162316	0.353021	0.355856	0.419249	0.064804	0.160091	
8000	2.687572	2	0.355856	0.419249	0.064804	0.160091	0.355856	0.419249	0.064804	0.160091	0.200177	0.362138	0.164468	0.273217	0.355856	0.419249	0.064804	0.160091	0.200177	0.362138	0.164468	0.273217	0.200177	0.362138	0.164468	0.273217	0.355856	0.419249	0.064804	0.160091	0.200177	0.362138	0.164468	0.273217	0.355856	0.419249	0.064804	0.160091	
9000	5.647148	2	0.385660	0.405292	0.056186	0.152861	0.385660	0.405292	0.056186	0.152861	0.245652	0.248051	0.208842	0.297455	0.385660	0.405292	0.056186	0.152861	0.245652	0.248051	0.208842	0.297455	0.245652	0.248051	0.208842	0.297455	0.385660	0.405292	0.056186	0.152861	0.245652	0.248051	0.208842	0.297455	0.385660	0.405292	0.056186	0.152861	
10000	4.690745	2	0.385660	0.405292	0.056186	0.152861	0.385660	0.405292	0.056186	0.152861	0.227231	0.251593	0.212414	0.308762	0.385660	0.405292	0.056186	0.152861	0.227231	0.251593	0.212414	0.308762	0.227231	0.251593	0.212414	0.308762	0.385660	0.405292	0.056186	0.152861	0.227231	0.251593	0.212414	0.308762	0.385660	0.405292	0.056186	0.152861	
11000	5.187155	3	0.385660	0.405292	0.056186	0.152861	0.385660	0.405292	0.056186	0.152861	0.161997	0.349086	0.142647	0.346270	0.385660	0.405292	0.056186	0.152861	0.219555	0.300156	0.211812	0.268477	0.219555	0.300156	0.211812	0.268477	0.385660	0.405292	0.056186	0.152861	0.161997	0.349086	0.142647	0.346270	0.385660	0.405292	0.056186	0.152861	
