Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	TL[8]	TL[9]	
1000	6.506214	2	13.639334	13.639334	13.639334	72.081129	13.639334	13.639334	13.639334	13.639334	72.081129	
2000	7.808385	2	8.734130	8.734130	8.734130	60.183597	8.734130	8.734130	8.734130	8.734130	60.183597	
3000	7.079585	2	8.168865	8.168865	8.168865	52.451884	8.168865	8.168865	8.168865	8.168865	52.451884	
4000	8.657135	2	7.967488	7.967488	7.967488	48.832406	7.967488	7.967488	7.967488	7.967488	48.832406	
5000	7.744667	2	7.897940	7.897940	7.897940	49.597718	7.897940	7.897940	7.897940	7.897940	49.597718	
6000	8.382643	2	7.542229	7.542229	7.542229	49.967106	7.542229	7.542229	7.542229	7.542229	49.967106	
7000	7.672286	2	7.621132	7.621132	7.621132	49.271485	7.621132	7.621132	7.621132	7.621132	49.271485	
8000	5.459102	2	7.794163	7.794163	7.794163	48.402639	7.794163	7.794163	7.794163	7.794163	48.402639	
9000	6.265697	2	7.646267	7.646267	7.646267	47.356874	7.646267	7.646267	7.646267	7.646267	47.356874	
10000	9.367352	2	6.889361	6.889361	6.889361	46.262786	6.889361	6.889361	6.889361	6.889361	46.262786	
11000	7.473720	2	7.286025	7.286025	7.286025	46.039997	7.286025	7.286025	7.286025	7.286025	46.039997	
12000	8.224306	2	7.397762	7.397762	7.397762	46.670583	7.397762	7.397762	7.397762	7.397762	46.670583	
13000	6.395616	2	7.674146	7.674146	7.674146	45.593709	7.674146	7.674146	7.674146	7.674146	45.593709	
14000	7.029234	2	7.663796	7.663796	7.663796	45.733142	7.663796	7.663796	7.663796	7.663796	45.733142	
15000	5.869125	2	7.332610	7.332610	7.332610	47.099201	7.332610	7.332610	7.332610	7.332610	47.099201	
16000	6.228263	2	7.404438	7.404438	7.404438	46.565255	7.404438	7.404438	7.404438	7.404438	46.565255	
17000	7.888713	2	7.881588	7.881588	7.881588	47.318791	7.881588	7.881588	7.881588	7.881588	47.318791	
18000	4.925221	2	7.380438	7.380438	7.380438	46.942706	7.380438	7.380438	7.380438	7.380438	46.942706	
19000	5.471680	2	7.546188	7.546188	7.546188	46.688578	7.546188	7.546188	7.546188	7.546188	46.688578	
20000	8.244672	2	7.359739	7.359739	7.359739	46.785348	7.359739	7.359739	7.359739	7.359739	46.785348	
21000	5.812966	2	7.132932	7.132932	7.132932	47.427439	7.132932	7.132932	7.132932	7.132932	47.427439	
22000	6.588022	2	7.156260	7.156260	7.156260	47.043864	7.156260	7.156260	7.156260	7.156260	47.043864	
23000	7.048637	2	7.291242	7.291242	7.291242	46.185209	7.291242	7.291242	7.291242	7.291242	46.185209	
