Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	
34000	6.960025	3	0.380783	0.407367	0.060873	0.150977	0.380783	0.407367	0.060873	0.150977	0.165862	0.397094	0.127944	0.309100	0.380783	0.407367	0.060873	0.150977	0.283567	0.307057	0.227131	0.182245	0.283567	0.307057	0.227131	0.182245	0.380783	0.407367	0.060873	0.150977	0.165862	0.397094	0.127944	0.309100	0.380783	0.407367	0.060873	0.150977	
35000	8.992944	2	0.380783	0.407367	0.060873	0.150977	0.380783	0.407367	0.060873	0.150977	0.271363	0.281410	0.180892	0.266336	0.380783	0.407367	0.060873	0.150977	0.271363	0.281410	0.180892	0.266336	0.271363	0.281410	0.180892	0.266336	0.380783	0.407367	0.060873	0.150977	0.271363	0.281410	0.180892	0.266336	0.380783	0.407367	0.060873	0.150977	
36000	5.897982	3	0.380783	0.407367	0.060873	0.150977	0.380783	0.407367	0.060873	0.150977	0.186456	0.328070	0.156041	0.329432	0.380783	0.407367	0.060873	0.150977	0.287255	0.249973	0.191484	0.271289	0.287255	0.249973	0.191484	0.271289	0.380783	0.407367	0.060873	0.150977	0.186456	0.328070	0.156041	0.329432	0.380783	0.407367	0.060873	0.150977	
37000	7.539015	2	0.386624	0.398758	0.057837	0.156782	0.386624	0.398758	0.057837	0.156782	0.208936	0.318433	0.205024	0.267608	0.386624	0.398758	0.057837	0.156782	0.208936	0.318433	0.205024	0.267608	0.208936	0.318433	0.205024	0.267608	0.386624	0.398758	0.057837	0.156782	0.208936	0.318433	0.205024	0.267608	0.386624	0.398758	0.057837	0.156782	
38000	9.653127	2	0.396869	0.391605	0.056439	0.155087	0.396869	0.391605	0.056439	0.155087	0.240966	0.246167	0.207706	0.305161	0.396869	0.391605	0.056439	0.155087	0.240966	0.246167	0.207706	0.305161	0.240966	0.246167	0.207706	0.305161	0.396869	0.391605	0.056439	0.155087	0.240966	0.246167	0.207706	0.305161	0.396869	0.391605	0.056439	0.155087	
39000	6.625536	2	0.396869	0.391605	0.056439	0.155087	0.396869	0.391605	0.056439	0.155087	0.227999	0.256884	0.205229	0.309888	0.396869	0.391605	0.056439	0.155087	0.227999	0.256884	0.205229	0.309888	0.227999	0.256884	0.205229	0.309888	0.396869	0.391605	0.056439	0.155087	0.227999	0.256884	0.205229	0.309888	0.396869	0.391605	0.056439	0.155087	
40000	7.063583	3	0.339012	0.291292	0.109907	0.259789	0.395457	0.403840	0.056718	0.143986	0.241409	0.278533	0.177060	0.302997	0.395457	0.403840	0.056718	0.143986	0.241409	0.278533	0.177060	0.302997	0.241409	0.278533	0.177060	0.302997	0.395457	0.403840	0.056718	0.143986	0.241409	0.278533	0.177060	0.302997	0.395457	0.403840	0.056718	0.143986	
41000	8.649088	2	0.387957	0.407438	0.054816	0.149789	0.387957	0.407438	0.054816	0.149789	0.278676	0.260681	0.165288	0.295355	0.387957	0.407438	0.054816	0.149789	0.278676	0.260681	0.165288	0.295355	0.278676	0.260681	0.165288	0.295355	0.387957	0.407438	0.054816	0.149789	0.278676	0.260681	0.165288	0.295355	0.387957	0.407438	0.054816	0.149789	
42000	9.752502	2	0.387957	0.407438	0.054816	0.149789	0.387957	0.407438	0.054816	0.149789	0.259043	0.237544	0.201900	0.301513	0.387957	0.407438	0.054816	0.149789	0.259043	0.237544	0.201900	0.301513	0.259043	0.237544	0.201900	0.301513	0.387957	0.407438	0.054816	0.149789	0.259043	0.237544	0.201900	0.301513	0.387957	0.407438	0.054816	0.149789	
43000	9.241884	2	0.387957	0.407438	0.054816	0.149789	0.387957	0.407438	0.054816	0.149789	0.264185	0.237421	0.206827	0.291567	0.387957	0.407438	0.054816	0.149789	0.264185	0.237421	0.206827	0.291567	0.264185	0.237421	0.206827	0.291567	0.387957	0.407438	0.054816	0.149789	0.264185	0.237421	0.206827	0.291567	0.387957	0.407438	0.054816	0.149789	
44000	7.657451	3	0.385749	0.410481	0.056965	0.146805	0.385749	0.410481	0.056965	0.146805	0.178663	0.319844	0.140793	0.360700	0.385749	0.410481	0.056965	0.146805	0.255186	0.251562	0.183370	0.309883	0.255186	0.251562	0.183370	0.309883	0.385749	0.410481	0.056965	0.146805	0.255186	0.251562	0.183370	0.309883	0.385749	0.410481	0.056965	0.146805	
45000	7.366179	2	0.385749	0.410481	0.056965	0.146805	0.385749	0.410481	0.056965	0.146805	0.265753	0.254281	0.195094	0.284872	0.385749	0.410481	0.056965	0.146805	0.265753	0.254281	0.195094	0.284872	0.265753	0.254281	0.195094	0.284872	0.385749	0.410481	0.056965	0.146805	0.265753	0.254281	0.195094	0.284872	0.385749	0.410481	0.056965	0.146805	
46000	8.304477	3	0.385749	0.410481	0.056965	0.146805	0.385749	0.410481	0.056965	0.146805	0.179120	0.275744	0.171225	0.373911	0.385749	0.410481	0.056965	0.146805	0.256884	0.256057	0.182221	0.304838	0.256884	0.256057	0.182221	0.304838	0.385749	0.410481	0.056965	0.146805	0.179120	0.275744	0.171225	0.373911	0.385749	0.410481	0.056965	0.146805	
47000	7.451813	2	0.385749	0.410481	0.056965	0.146805	0.385749	0.410481	0.056965	0.146805	0.226726	0.309939	0.147056	0.316279	0.385749	0.410481	0.056965	0.146805	0.226726	0.309939	0.147056	0.316279	0.226726	0.309939	0.147056	0.316279	0.385749	0.410481	0.056965	0.146805	0.226726	0.309939	0.147056	0.316279	0.385749	0.410481	0.056965	0.146805	
48000	11.769631	2	0.385749	0.410481	0.056965	0.146805	0.385749	0.410481	0.056965	0.146805	0.262080	0.281508	0.179193	0.277219	0.385749	0.410481	0.056965	0.146805	0.262080	0.281508	0.179193	0.277219	0.262080	0.281508	0.179193	0.277219	0.385749	0.410481	0.056965	0.146805	0.262080	0.281508	0.179193	0.277219	0.385749	0.410481	0.056965	0.146805	
49000	8.009144	3	0.305968	0.284002	0.095047	0.314983	0.385749	0.410481	0.056965	0.146805	0.236177	0.308896	0.172478	0.282449	0.385749	0.410481	0.056965	0.146805	0.236177	0.308896	0.172478	0.282449	0.236177	0.308896	0.172478	0.282449	0.385749	0.410481	0.056965	0.146805	0.236177	0.308896	0.172478	0.282449	0.385749	0.410481	0.056965	0.146805	
50000	8.135671	2	0.378586	0.410825	0.056485	0.154104	0.378586	0.410825	0.056485	0.154104	0.253950	0.256246	0.184501	0.305304	0.378586	0.410825	0.056485	0.154104	0.253950	0.256246	0.184501	0.305304	0.253950	0.256246	0.184501	0.305304	0.378586	0.410825	0.056485	0.154104	0.253950	0.256246	0.184501	0.305304	0.378586	0.410825	0.056485	0.154104	
51000	8.856240	3	0.378586	0.410825	0.056485	0.154104	0.378586	0.410825	0.056485	0.154104	0.155688	0.312526	0.102761	0.429025	0.378586	0.410825	0.056485	0.154104	0.247834	0.259751	0.179539	0.312876	0.247834	0.259751	0.179539	0.312876	0.378586	0.410825	0.056485	0.154104	0.247834	0.259751	0.179539	0.312876	0.378586	0.410825	0.056485	0.154104	
52000	7.376465	2	0.378586	0.410825	0.056485	0.154104	0.378586	0.410825	0.056485	0.154104	0.244377	0.258943	0.191737	0.304943	0.378586	0.410825	0.056485	0.154104	0.244377	0.258943	0.191737	0.304943	0.244377	0.258943	0.191737	0.304943	0.378586	0.410825	0.056485	0.154104	0.244377	0.258943	0.191737	0.304943	0.378586	0.410825	0.056485	0.154104	
53000	8.877505	2	0.378586	0.410825	0.056485	0.154104	0.378586	0.410825	0.056485	0.154104	0.199839	0.325512	0.188169	0.286480	0.378586	0.410825	0.056485	0.154104	0.199839	0.325512	0.188169	0.286480	0.199839	0.325512	0.188169	0.286480	0.378586	0.410825	0.056485	0.154104	0.199839	0.325512	0.188169	0.286480	0.378586	0.410825	0.056485	0.154104	
54000	7.703141	2	0.378586	0.410825	0.056485	0.154104	0.378586	0.410825	0.056485	0.154104	0.265325	0.245909	0.189268	0.299498	0.378586	0.410825	0.056485	0.154104	0.265325	0.245909	0.189268	0.299498	0.265325	0.245909	0.189268	0.299498	0.378586	0.410825	0.056485	0.154104	0.265325	0.245909	0.189268	0.299498	0.378586	0.410825	0.056485	0.154104	
55000	6.606760	2	0.378586	0.410825	0.056485	0.154104	0.378586	0.410825	0.056485	0.154104	0.260728	0.267188	0.173664	0.298421	0.378586	0.410825	0.056485	0.154104	0.260728	0.267188	0.173664	0.298421	0.260728	0.267188	0.173664	0.298421	0.378586	0.410825	0.056485	0.154104	0.260728	0.267188	0.173664	0.298421	0.378586	0.410825	0.056485	0.154104	
56000	9.367469	3	0.352712	0.392671	0.078895	0.175722	0.352712	0.392671	0.078895	0.175722	0.260728	0.267188	0.173664	0.298421	0.368810	0.428405	0.054127	0.148659	0.260728	0.267188	0.173664	0.298421	0.260728	0.267188	0.173664	0.298421	0.368810	0.428405	0.054127	0.148659	0.260728	0.267188	0.173664	0.298421	0.368810	0.428405	0.054127	0.148659	
57000	8.728697	2	0.368810	0.428405	0.054127	0.148659	0.368810	0.428405	0.054127	0.148659	0.260728	0.267188	0.173664	0.298421	0.368810	0.428405	0.054127	0.148659	0.260728	0.267188	0.173664	0.298421	0.260728	0.267188	0.173664	0.298421	0.368810	0.428405	0.054127	0.148659	0.260728	0.267188	0.173664	0.298421	0.368810	0.428405	0.054127	0.148659	
58000	7.728104	4	0.383514	0.367176	0.069519	0.179791	0.383514	0.367176	0.069519	0.179791	0.244948	0.259190	0.173089	0.322773	0.361236	0.430311	0.054823	0.153630	0.260728	0.267188	0.173664	0.298421	0.260728	0.267188	0.173664	0.298421	0.361236	0.430311	0.054823	0.153630	0.260728	0.267188	0.173664	0.298421	0.361236	0.430311	0.054823	0.153630	
59000	10.580661	3	0.375005	0.367294	0.067873	0.189828	0.375005	0.367294	0.067873	0.189828	0.278460	0.238969	0.193262	0.289309	0.386828	0.414434	0.050205	0.148533	0.278460	0.238969	0.193262	0.289309	0.278460	0.238969	0.193262	0.289309	0.386828	0.414434	0.050205	0.148533	0.278460	0.238969	0.193262	0.289309	0.386828	0.414434	0.050205	0.148533	
60000	7.381886	3	0.397760	0.366902	0.065544	0.169794	0.397760	0.366902	0.065544	0.169794	0.259079	0.234612	0.179436	0.326873	0.386828	0.414434	0.050205	0.148533	0.259079	0.234612	0.179436	0.326873	0.259079	0.234612	0.179436	0.326873	0.386828	0.414434	0.050205	0.148533	0.259079	0.234612	0.179436	0.326873	0.386828	0.414434	0.050205	0.148533	
61000	8.623243	4	0.413847	0.330643	0.072784	0.182726	0.413847	0.330643	0.072784	0.182726	0.265069	0.248557	0.175579	0.310795	0.386828	0.414434	0.050205	0.148533	0.220130	0.285238	0.255554	0.239077	0.265069	0.248557	0.175579	0.310795	0.386828	0.414434	0.050205	0.148533	0.265069	0.248557	0.175579	0.310795	0.386828	0.414434	0.050205	0.148533	
62000	8.503687	2	0.386828	0.414434	0.050205	0.148533	0.386828	0.414434	0.050205	0.148533	0.248191	0.263461	0.181127	0.307221	0.386828	0.414434	0.050205	0.148533	0.248191	0.263461	0.181127	0.307221	0.248191	0.263461	0.181127	0.307221	0.386828	0.414434	0.050205	0.148533	0.248191	0.263461	0.181127	0.307221	0.386828	0.414434	0.050205	0.148533	
63000	7.022456	2	0.375430	0.420718	0.054223	0.149629	0.375430	0.420718	0.054223	0.149629	0.248191	0.263461	0.181127	0.307221	0.375430	0.420718	0.054223	0.149629	0.248191	0.263461	0.181127	0.307221	0.248191	0.263461	0.181127	0.307221	0.375430	0.420718	0.054223	0.149629	0.248191	0.263461	0.181127	0.307221	0.375430	0.420718	0.054223	0.149629	
64000	7.914199	2	0.375430	0.420718	0.054223	0.149629	0.375430	0.420718	0.054223	0.149629	0.253452	0.268540	0.174836	0.303173	0.375430	0.420718	0.054223	0.149629	0.253452	0.268540	0.174836	0.303173	0.253452	0.268540	0.174836	0.303173	0.375430	0.420718	0.054223	0.149629	0.253452	0.268540	0.174836	0.303173	0.375430	0.420718	0.054223	0.149629	
65000	7.037348	3	0.375430	0.420718	0.054223	0.149629	0.375430	0.420718	0.054223	0.149629	0.195711	0.361434	0.144556	0.298299	0.375430	0.420718	0.054223	0.149629	0.276629	0.279564	0.202969	0.240837	0.276629	0.279564	0.202969	0.240837	0.375430	0.420718	0.054223	0.149629	0.195711	0.361434	0.144556	0.298299	0.375430	0.420718	0.054223	0.149629	
66000	8.479013	3	0.357747	0.302582	0.103345	0.236326	0.375430	0.420718	0.054223	0.149629	0.182709	0.362296	0.150307	0.304688	0.375430	0.420718	0.054223	0.149629	0.182709	0.362296	0.150307	0.304688	0.357747	0.302582	0.103345	0.236326	0.375430	0.420718	0.054223	0.149629	0.182709	0.362296	0.150307	0.304688	0.375430	0.420718	0.054223	0.149629	
67000	8.776565	2	0.375430	0.420718	0.054223	0.149629	0.375430	0.420718	0.054223	0.149629	0.252612	0.281583	0.179842	0.285962	0.375430	0.420718	0.054223	0.149629	0.252612	0.281583	0.179842	0.285962	0.252612	0.281583	0.179842	0.285962	0.375430	0.420718	0.054223	0.149629	0.252612	0.281583	0.179842	0.285962	0.375430	0.420718	0.054223	0.149629	
68000	7.127635	2	0.390834	0.407428	0.051720	0.150018	0.390834	0.407428	0.051720	0.150018	0.260542	0.276668	0.189778	0.273013	0.390834	0.407428	0.051720	0.150018	0.260542	0.276668	0.189778	0.273013	0.260542	0.276668	0.189778	0.273013	0.390834	0.407428	0.051720	0.150018	0.260542	0.276668	0.189778	0.273013	0.390834	0.407428	0.051720	0.150018	
69000	7.424751	2	0.390834	0.407428	0.051720	0.150018	0.390834	0.407428	0.051720	0.150018	0.249811	0.252158	0.178772	0.319259	0.390834	0.407428	0.051720	0.150018	0.249811	0.252158	0.178772	0.319259	0.249811	0.252158	0.178772	0.319259	0.390834	0.407428	0.051720	0.150018	0.249811	0.252158	0.178772	0.319259	0.390834	0.407428	0.051720	0.150018	
