Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	Alpha[7]	Alpha[8]	Alpha[9]	
24000	0.806482	4	0.243312	0.243312	0.243312	2.138127	0.476524	0.476524	0.243312	0.156709	2.138127	
25000	1.225208	3	0.237574	0.237574	0.237574	2.721737	0.440004	0.440004	0.237574	0.237574	2.721737	
26000	1.167617	3	0.248121	0.248121	0.248121	2.564132	0.453992	0.453992	0.248121	0.248121	2.564132	
27000	0.825310	4	0.277221	0.240963	0.240963	1.977980	0.483624	0.483624	0.277221	0.240963	1.977980	
28000	0.950378	3	0.241664	0.241664	0.241664	2.666730	0.422172	0.422172	0.241664	0.241664	2.666730	
29000	2.351755	4	0.252459	0.252459	0.252459	2.581178	0.443161	0.443161	0.252459	0.199410	2.581178	
30000	0.563438	3	0.236642	0.236642	0.236642	2.753579	0.454889	0.454889	0.236642	0.236642	2.753579	
31000	1.187498	3	0.245903	0.245903	0.245903	2.474129	0.434495	0.434495	0.245903	0.245903	2.474129	
32000	1.219504	4	0.251529	0.251529	0.251529	2.624730	0.550977	0.550977	0.251529	0.191703	2.624730	
33000	0.576641	4	0.240738	0.252281	0.240738	3.157788	0.434791	0.434791	0.240738	0.240738	3.157788	
34000	0.618647	4	0.239158	0.239158	0.239158	2.823702	0.412081	0.419076	0.239158	0.239158	2.823702	
35000	2.619781	3	0.238270	0.238270	0.238270	2.092443	0.461738	0.461738	0.238270	0.238270	2.092443	
36000	1.146100	3	0.240545	0.240545	0.240545	2.586321	0.457074	0.457074	0.240545	0.240545	2.586321	
37000	1.404946	5	0.251016	0.251016	0.251016	2.425877	0.362574	0.395221	0.251016	0.213434	2.425877	
38000	1.474941	3	0.241230	0.241230	0.241230	2.800676	0.473467	0.473467	0.241230	0.241230	2.800676	
39000	1.735726	3	0.261629	0.261629	0.261629	3.565202	0.323677	0.323677	0.261629	0.261629	3.565202	
40000	2.712555	5	0.240280	0.240280	0.240280	2.436437	0.372046	0.667063	0.240280	0.212533	2.436437	
41000	1.398381	4	0.242197	0.242197	0.242197	2.783929	0.443710	0.453748	0.242197	0.242197	2.783929	
42000	0.652263	4	0.238875	0.238875	0.238875	2.906161	0.413344	0.453289	0.238875	0.238875	2.906161	
43000	2.438284	4	0.243171	0.243171	0.243171	3.448181	0.380100	0.432723	0.243171	0.243171	3.448181	
44000	2.701828	3	0.265423	0.265423	0.265423	2.776945	0.456509	0.456509	0.265423	0.265423	2.776945	
45000	4.167934	3	0.226280	0.226280	0.226280	2.986432	0.549388	0.549388	0.226280	0.226280	2.986432	
46000	5.550881	3	0.247942	0.247942	0.247942	2.653549	0.392830	0.392830	0.247942	0.247942	2.653549	
47000	0.965162	4	0.245116	0.245116	0.245116	2.837560	0.408279	0.445734	0.245116	0.245116	2.837560	
48000	1.795203	4	0.251888	0.251888	0.251888	2.488013	0.399678	0.579105	0.251888	0.251888	2.488013	
49000	1.135800	4	0.244963	0.244963	0.244963	2.351401	0.449893	0.449893	0.244963	0.176161	2.351401	
50000	2.243202	5	0.231125	0.247392	0.231125	2.610185	0.411954	0.411954	0.231125	0.169406	2.610185	
51000	0.872474	3	0.250936	0.250936	0.250936	2.230193	0.394916	0.394916	0.250936	0.250936	2.230193	
52000	1.014279	3	0.234591	0.234591	0.234591	2.487669	0.460408	0.460408	0.234591	0.234591	2.487669	
53000	1.807966	3	0.273368	0.273368	0.273368	2.897643	0.533102	0.533102	0.273368	0.273368	2.897643	
54000	0.906627	3	0.251933	0.251933	0.251933	2.597076	0.473316	0.473316	0.251933	0.251933	2.597076	
55000	5.233130	4	0.266875	0.266875	0.213182	2.537283	0.516733	0.516733	0.266875	0.213182	2.537283	
56000	0.428090	3	0.244628	0.244628	0.244628	2.540167	0.403546	0.403546	0.244628	0.244628	2.540167	
57000	2.038931	4	0.233362	0.243269	0.243269	2.264783	0.537064	0.537064	0.243269	0.233362	2.264783	
58000	3.150157	3	0.262074	0.262074	0.262074	2.493576	0.395258	0.395258	0.262074	0.262074	2.493576	
59000	1.707586	3	0.249622	0.249622	0.249622	2.141822	0.480197	0.480197	0.249622	0.249622	2.141822	
60000	1.807845	4	0.254233	0.254233	0.254233	3.182503	0.460538	0.460538	0.254233	0.174523	3.182503	
61000	1.918189	4	0.244116	0.244116	0.244116	2.132023	0.453360	0.453360	0.244116	0.205652	2.132023	
62000	1.192976	4	0.235242	0.235242	0.235242	2.658843	0.362740	0.478488	0.235242	0.235242	2.658843	
63000	1.908733	3	0.245454	0.245454	0.245454	2.307905	0.476790	0.476790	0.245454	0.245454	2.307905	
64000	1.357203	3	0.241637	0.241637	0.241637	2.031250	0.460613	0.460613	0.241637	0.241637	2.031250	
65000	1.142221	5	0.267731	0.267731	0.267731	2.645119	0.382173	0.485836	0.267731	0.163764	2.645119	
66000	2.693963	3	0.251897	0.251897	0.251897	2.201840	0.471349	0.471349	0.251897	0.251897	2.201840	
67000	0.282067	4	0.267962	0.254567	0.254567	2.408288	0.455088	0.455088	0.254567	0.254567	2.408288	
68000	1.436032	4	0.235144	0.243586	0.243586	2.549196	0.444401	0.444401	0.243586	0.235144	2.549196	
69000	2.663944	4	0.242684	0.242684	0.242684	2.788191	0.441723	0.441723	0.242684	0.184343	2.788191	
70000	2.849538	4	0.252343	0.252343	0.252343	2.627083	0.552843	0.552843	0.252343	0.252343	1.921629	
71000	0.851345	3	0.231093	0.231093	0.231093	2.581243	0.437684	0.437684	0.231093	0.231093	2.581243	
72000	1.951613	3	0.249333	0.249333	0.249333	3.089518	0.439351	0.439351	0.249333	0.249333	3.089518	
73000	1.424682	4	0.241249	0.241249	0.241249	2.513797	0.402056	0.478529	0.241249	0.241249	2.513797	
74000	0.223977	3	0.247780	0.247780	0.247780	3.227476	0.490664	0.490664	0.247780	0.247780	3.227476	
75000	1.974996	4	0.248670	0.248670	0.248670	2.463089	0.381129	0.381129	0.248670	0.170118	2.463089	
76000	1.322670	3	0.247847	0.247847	0.247847	2.588080	0.484464	0.484464	0.247847	0.247847	2.588080	
77000	1.229770	3	0.251675	0.251675	0.251675	2.385895	0.452869	0.452869	0.251675	0.251675	2.385895	
78000	2.902557	3	0.248157	0.248157	0.248157	2.391489	0.503731	0.503731	0.248157	0.248157	2.391489	
79000	0.222279	3	0.244267	0.244267	0.244267	3.061693	0.485155	0.485155	0.244267	0.244267	3.061693	
80000	0.884444	4	0.238785	0.238785	0.238785	2.847001	0.448555	0.448555	0.238785	0.223002	2.847001	
81000	3.136268	4	0.240564	0.267322	0.240564	2.252459	0.438849	0.438849	0.240564	0.240564	2.252459	
82000	1.682623	4	0.258578	0.258578	0.258578	2.813825	0.452529	0.534692	0.258578	0.258578	2.813825	
83000	2.204207	4	0.232605	0.232605	0.232605	2.421947	0.452885	0.501581	0.232605	0.232605	2.421947	
84000	0.837769	4	0.239420	0.239420	0.239420	3.048207	0.436468	0.436468	0.239420	0.186264	3.048207	
85000	0.343467	3	0.262146	0.262146	0.262146	2.598203	0.485384	0.485384	0.262146	0.262146	2.598203	
86000	1.030439	4	0.261972	0.261972	0.261972	2.518260	0.504154	0.504154	0.261972	0.147595	2.518260	
87000	1.671803	4	0.257822	0.257822	0.257822	2.406341	0.453255	0.453255	0.257822	0.238388	2.406341	
88000	1.625655	4	0.252032	0.252032	0.252032	3.014604	0.465666	0.465666	0.252032	0.161933	3.014604	
89000	0.382130	4	0.247366	0.247366	0.247366	2.994315	0.435644	0.435644	0.247366	0.177886	2.994315	
90000	2.335835	3	0.257015	0.257015	0.257015	3.493352	0.559163	0.559163	0.257015	0.257015	3.493352	
91000	1.771742	4	0.245852	0.247538	0.245852	2.895443	0.458966	0.458966	0.245852	0.245852	2.895443	
92000	1.740203	6	0.275304	0.275304	0.255969	2.692574	0.413524	0.480700	0.275304	0.132118	2.692574	
93000	1.480369	5	0.218568	0.251632	0.251632	2.932816	0.406100	0.406100	0.233805	0.218568	2.932816	
94000	2.570293	5	0.266244	0.266244	0.266244	3.421627	0.369303	0.369303	0.266244	0.121032	1.682989	
95000	0.866580	4	0.266037	0.266037	0.266037	1.930775	0.540251	0.540251	0.266037	0.181908	1.930775	
96000	1.067929	4	0.250993	0.250993	0.250993	3.036803	0.494368	0.494368	0.250993	0.190654	3.036803	
97000	0.640898	3	0.248709	0.248709	0.248709	2.812310	0.527116	0.527116	0.248709	0.248709	2.812310	
98000	0.516150	3	0.251379	0.251379	0.251379	1.900757	0.421428	0.421428	0.251379	0.251379	1.900757	
99000	0.588807	3	0.243375	0.243375	0.243375	2.845533	0.365124	0.365124	0.243375	0.243375	2.845533	
100000	0.313121	4	0.266901	0.266901	0.266901	2.188530	0.416159	0.468497	0.266901	0.266901	2.188530	
101000	2.280147	5	0.255108	0.255543	0.255543	2.518530	0.462670	0.462670	0.255108	0.199894	2.518530	
102000	0.705186	4	0.262679	0.262679	0.262679	2.522625	0.498427	0.498427	0.262679	0.186101	2.522625	
103000	0.525844	3	0.240309	0.240309	0.240309	2.489209	0.406920	0.406920	0.240309	0.240309	2.489209	
104000	2.508139	4	0.267289	0.267289	0.267289	1.864559	0.381698	0.463747	0.267289	0.267289	1.864559	
105000	1.595019	5	0.290023	0.290023	0.290023	2.970961	0.425061	0.420229	0.202026	0.202026	2.970961	
106000	1.734829	4	0.253477	0.285703	0.253477	2.311943	0.445504	0.445504	0.253477	0.253477	2.311943	
107000	0.254201	3	0.257168	0.257168	0.257168	3.223990	0.447959	0.447959	0.257168	0.257168	3.223990	
108000	1.800031	4	0.257740	0.257740	0.257740	2.587054	0.433340	0.433340	0.257740	0.172264	2.587054	
109000	3.681473	4	0.246688	0.246688	0.246688	3.004243	0.463690	0.463690	0.246688	0.186111	3.004243	
110000	0.978427	4	0.253034	0.253034	0.253034	2.992549	0.485722	0.485722	0.253034	0.188899	2.992549	
111000	0.657148	3	0.242916	0.242916	0.242916	2.708589	0.454314	0.454314	0.242916	0.242916	2.708589	
112000	1.260666	4	0.257542	0.257542	0.257542	2.518207	0.437962	0.494273	0.257542	0.257542	2.518207	
113000	1.664508	3	0.242593	0.242593	0.242593	2.327856	0.426830	0.426830	0.242593	0.242593	2.327856	
114000	1.322880	3	0.256593	0.256593	0.256593	1.920902	0.453041	0.453041	0.256593	0.256593	1.920902	
115000	5.266461	3	0.243183	0.243183	0.243183	2.893302	0.488339	0.488339	0.243183	0.243183	2.893302	
116000	0.525421	4	0.240709	0.240709	0.240709	3.358867	0.497871	0.497871	0.240709	0.240709	2.561153	
117000	2.786685	4	0.249922	0.242210	0.242210	2.659650	0.457251	0.457251	0.249922	0.242210	2.659650	
118000	1.320673	4	0.246042	0.246042	0.246042	2.886786	0.416938	0.416938	0.246042	0.202666	2.886786	
119000	1.525083	3	0.248768	0.248768	0.248768	2.967843	0.506050	0.506050	0.248768	0.248768	2.967843	
120000	1.303453	3	0.250410	0.250410	0.250410	2.577807	0.464542	0.464542	0.250410	0.250410	2.577807	
121000	1.433934	3	0.254559	0.254559	0.254559	2.312712	0.423256	0.423256	0.254559	0.254559	2.312712	
122000	0.984047	3	0.249335	0.249335	0.249335	2.618655	0.514620	0.514620	0.249335	0.249335	2.618655	
123000	3.875595	3	0.222488	0.222488	0.222488	2.998078	0.497355	0.497355	0.222488	0.222488	2.998078	
124000	2.250205	5	0.277226	0.241438	0.241438	2.538394	0.382696	0.382696	0.241438	0.151530	2.538394	
125000	1.667123	5	0.257553	0.257553	0.257553	2.783895	0.487521	0.530598	0.257553	0.204723	2.783895	
126000	1.386877	5	0.248172	0.235814	0.235814	2.304436	0.540682	0.540682	0.235814	0.170811	2.304436	
127000	0.175759	3	0.247379	0.247379	0.247379	2.387931	0.405024	0.405024	0.247379	0.247379	2.387931	
128000	0.891317	3	0.248793	0.248793	0.248793	2.413124	0.505741	0.505741	0.248793	0.248793	2.413124	
129000	1.267261	4	0.256949	0.256949	0.256949	2.758046	0.520865	0.520865	0.256949	0.187076	2.758046	
130000	0.924566	3	0.255275	0.255275	0.255275	2.906056	0.500490	0.500490	0.255275	0.255275	2.906056	
131000	1.517050	5	0.238922	0.253298	0.238922	2.716387	0.446342	0.446342	0.238922	0.238922	2.419740	
132000	0.213728	4	0.254364	0.254364	0.254364	2.925569	0.460603	0.460603	0.254364	0.211596	2.925569	
133000	1.700048	4	0.240150	0.240150	0.240150	2.838455	0.430817	0.430817	0.240150	0.191078	2.838455	
134000	1.002627	3	0.251003	0.251003	0.251003	2.857717	0.489550	0.489550	0.251003	0.251003	2.857717	
135000	1.255545	3	0.241397	0.241397	0.241397	2.669999	0.486999	0.486999	0.241397	0.241397	2.669999	
136000	3.916254	5	0.256031	0.256031	0.256031	3.155434	0.387506	0.437983	0.256031	0.154038	3.155434	
137000	0.847999	3	0.244829	0.244829	0.244829	2.892096	0.503941	0.503941	0.244829	0.244829	2.892096	
138000	1.923771	4	0.252581	0.252581	0.263129	3.136542	0.514820	0.514820	0.252581	0.252581	3.136542	
139000	1.229938	3	0.247556	0.247556	0.247556	2.095743	0.513184	0.513184	0.247556	0.247556	2.095743	
140000	5.189360	5	0.249150	0.249150	0.274055	2.281839	0.487906	0.487906	0.249150	0.132502	2.281839	
141000	4.416097	3	0.255294	0.255294	0.255294	2.823534	0.543866	0.543866	0.255294	0.255294	2.823534	
142000	0.861493	3	0.271765	0.271765	0.271765	2.803942	0.488012	0.488012	0.271765	0.271765	2.803942	
143000	2.052178	5	0.268046	0.268046	0.266541	2.244179	0.500442	0.500442	0.266541	0.156595	2.244179	
144000	2.140810	4	0.241818	0.241818	0.241818	2.303116	0.436827	0.436827	0.241818	0.205289	2.303116	
145000	1.633459	3	0.250043	0.250043	0.250043	2.504522	0.499075	0.499075	0.250043	0.250043	2.504522	
146000	1.558346	3	0.246735	0.246735	0.246735	3.044293	0.495707	0.495707	0.246735	0.246735	3.044293	
147000	1.189516	6	0.239121	0.252244	0.239121	2.265407	0.536381	0.551032	0.252244	0.195872	2.265407	
148000	2.263937	4	0.275985	0.275985	0.275985	2.619577	0.416532	0.416532	0.275985	0.173797	2.619577	
149000	0.609155	3	0.254637	0.254637	0.254637	3.154182	0.426953	0.426953	0.254637	0.254637	3.154182	
150000	2.181052	5	0.245766	0.245766	0.239206	3.000755	0.492445	0.492445	0.245766	0.169493	3.000755	
151000	0.551677	3	0.239660	0.239660	0.239660	2.944671	0.533649	0.533649	0.239660	0.239660	2.944671	
152000	2.272600	5	0.237516	0.237516	0.237516	2.879155	0.483384	0.483384	0.237516	0.134206	2.104582	
153000	1.822433	4	0.251261	0.251261	0.251261	3.229056	0.398464	0.398464	0.251261	0.147071	3.229056	
154000	2.436440	5	0.240248	0.240248	0.222724	2.707498	0.445661	0.546525	0.240248	0.222724	2.707498	
155000	3.093976	4	0.251817	0.251817	0.251817	2.603260	0.479107	0.479107	0.251817	0.191012	2.603260	
156000	2.166961	5	0.250979	0.250979	0.243175	3.011374	0.512181	0.512181	0.250979	0.150871	3.011374	
157000	1.214885	4	0.272545	0.272545	0.272545	2.815356	0.408649	0.408649	0.272545	0.128672	2.815356	
158000	4.007721	5	0.269291	0.320923	0.269291	2.625955	0.357020	0.404932	0.269291	0.269291	2.625955	
159000	0.728555	3	0.245552	0.245552	0.245552	2.867845	0.405755	0.405755	0.245552	0.245552	2.867845	
160000	0.566414	3	0.260278	0.260278	0.260278	2.468550	0.387616	0.387616	0.260278	0.260278	2.468550	
161000	1.367174	4	0.258661	0.258661	0.258661	2.932085	0.416737	0.416737	0.258661	0.193226	2.932085	
162000	4.517990	4	0.248754	0.248754	0.248754	3.061027	0.429257	0.429257	0.248754	0.205600	3.061027	
163000	0.422507	3	0.245161	0.245161	0.245161	2.537449	0.532186	0.532186	0.245161	0.245161	2.537449	
164000	1.921613	4	0.234896	0.249384	0.249384	2.746365	0.456311	0.456311	0.234896	0.234896	2.746365	
165000	0.637434	3	0.244322	0.244322	0.244322	2.452346	0.383439	0.383439	0.244322	0.244322	2.452346	
166000	1.471790	3	0.270094	0.270094	0.270094	2.844010	0.484516	0.484516	0.270094	0.270094	2.844010	
167000	2.605059	4	0.266195	0.266195	0.266195	2.984067	0.415971	0.415971	0.255699	0.266195	2.984067	
168000	4.623277	3	0.260722	0.260722	0.260722	2.905869	0.458921	0.458921	0.260722	0.260722	2.905869	
169000	2.769906	5	0.248616	0.248616	0.248616	2.700242	0.464468	0.602474	0.248616	0.185066	2.700242	
170000	2.087253	5	0.234206	0.257129	0.234206	2.040880	0.476728	0.476728	0.234206	0.193064	2.040880	
171000	0.895985	3	0.249688	0.249688	0.249688	2.165376	0.477367	0.477367	0.249688	0.249688	2.165376	
172000	6.693337	3	0.238313	0.238313	0.238313	3.273612	0.516112	0.516112	0.238313	0.238313	3.273612	
173000	1.192811	3	0.246618	0.246618	0.246618	3.265356	0.437881	0.437881	0.246618	0.246618	3.265356	
174000	0.879271	3	0.247971	0.247971	0.247971	3.414994	0.386769	0.386769	0.247971	0.247971	3.414994	
175000	1.530238	5	0.260176	0.260176	0.260176	3.033754	0.422692	0.422692	0.238659	0.232941	3.033754	
176000	1.310011	4	0.248463	0.248463	0.248463	2.663266	0.446105	0.446105	0.248463	0.189801	2.663266	
177000	2.676307	3	0.275831	0.275831	0.275831	2.776776	0.430405	0.430405	0.275831	0.275831	2.776776	
178000	0.865824	4	0.261590	0.261590	0.261590	3.048641	0.456983	0.456983	0.261590	0.174632	3.048641	
179000	0.411199	3	0.245283	0.245283	0.245283	2.437943	0.490374	0.490374	0.245283	0.245283	2.437943	
180000	0.582986	5	0.268294	0.294587	0.253631	3.790823	0.413945	0.413945	0.253631	0.253631	3.790823	
181000	1.756234	3	0.254110	0.254110	0.254110	2.265099	0.386968	0.386968	0.254110	0.254110	2.265099	
182000	0.925230	3	0.239354	0.239354	0.239354	3.182916	0.490621	0.490621	0.239354	0.239354	3.182916	
183000	1.269858	4	0.233167	0.243918	0.243918	2.804544	0.356167	0.356167	0.233167	0.243918	2.804544	
184000	2.220865	3	0.247798	0.247798	0.247798	2.701625	0.390022	0.390022	0.247798	0.247798	2.701625	
185000	1.102230	4	0.250033	0.250033	0.250033	2.410160	0.487080	0.487080	0.250033	0.148091	2.410160	
186000	0.816095	3	0.245253	0.245253	0.245253	2.647829	0.471178	0.471178	0.245253	0.245253	2.647829	
187000	2.445386	3	0.258427	0.258427	0.258427	3.278261	0.498033	0.498033	0.258427	0.258427	3.278261	
188000	0.788072	3	0.258382	0.258382	0.258382	2.687897	0.527543	0.527543	0.258382	0.258382	2.687897	
189000	1.305712	4	0.248701	0.248701	0.248701	2.948684	0.459462	0.459462	0.248701	0.187092	2.948684	
190000	0.433736	4	0.232614	0.320283	0.232614	3.030702	0.464210	0.464210	0.232614	0.232614	3.030702	
191000	1.589012	5	0.280752	0.280752	0.270007	2.227767	0.511082	0.531361	0.280752	0.270007	2.227767	
192000	2.196374	3	0.234761	0.234761	0.234761	2.111836	0.432505	0.432505	0.234761	0.234761	2.111836	
193000	0.398642	3	0.245477	0.245477	0.245477	2.692976	0.471934	0.471934	0.245477	0.245477	2.692976	
194000	2.631540	3	0.237272	0.237272	0.237272	2.579352	0.426063	0.426063	0.237272	0.237272	2.579352	
195000	3.365560	6	0.270103	0.270103	0.233241	3.531426	0.353373	0.524862	0.233241	0.182041	3.531426	
196000	4.734972	4	0.251767	0.251767	0.270356	2.970980	0.567990	0.567990	0.251767	0.251767	2.970980	
197000	2.537508	5	0.237616	0.237616	0.269048	2.187370	0.501591	0.501591	0.237616	0.237616	2.168312	
198000	3.177481	6	0.240578	0.241748	0.241748	3.076213	0.432570	0.467504	0.241748	0.187199	3.076213	
199000	2.609131	5	0.241037	0.241037	0.241037	2.945390	0.481054	0.533913	0.241037	0.226880	2.945390	
200000	1.185699	4	0.226296	0.258208	0.226296	3.187609	0.345586	0.345586	0.226296	0.226296	3.187609	
201000	0.648794	3	0.232017	0.232017	0.232017	2.809108	0.446206	0.446206	0.232017	0.232017	2.809108	
202000	1.451271	3	0.264221	0.264221	0.264221	3.093357	0.264221	0.586939	0.264221	0.264221	3.093357	
203000	0.200781	3	0.248782	0.248782	0.248782	2.094207	0.561544	0.561544	0.248782	0.248782	2.094207	
204000	0.922816	3	0.247593	0.247593	0.247593	3.097926	0.472236	0.472236	0.247593	0.247593	3.097926	
205000	2.473050	4	0.252518	0.252518	0.252518	2.475250	0.450029	0.450029	0.252518	0.232185	2.475250	
206000	1.420289	3	0.265005	0.265005	0.265005	2.895177	0.496776	0.496776	0.265005	0.265005	2.895177	
207000	1.107489	3	0.262812	0.262812	0.262812	3.055586	0.457315	0.457315	0.262812	0.262812	3.055586	
208000	1.344363	3	0.252188	0.252188	0.252188	2.367878	0.522137	0.522137	0.252188	0.252188	2.367878	
209000	3.667033	5	0.236139	0.236139	0.229853	2.880543	0.497801	0.497801	0.236139	0.150909	2.880543	
210000	0.504405	3	0.243084	0.243084	0.243084	2.753825	0.452159	0.452159	0.243084	0.243084	2.753825	
211000	0.815413	4	0.251399	0.251399	0.251399	2.343360	0.392613	0.557705	0.251399	0.251399	2.343360	
212000	3.623003	4	0.249688	0.249688	0.249688	2.696709	0.348840	0.348840	0.233052	0.233052	2.696709	
213000	1.310239	3	0.252188	0.252188	0.252188	2.697931	0.506368	0.506368	0.252188	0.252188	2.697931	
214000	2.450660	5	0.236497	0.236497	0.236497	2.859902	0.432802	0.524088	0.236497	0.165611	2.859902	
215000	2.315810	4	0.262375	0.262375	0.262375	2.712867	0.436249	0.436249	0.262375	0.258008	2.712867	
216000	1.152619	4	0.243957	0.243957	0.243957	2.622155	0.371336	0.485594	0.243957	0.243957	2.622155	
217000	0.889833	3	0.240736	0.240736	0.240736	2.941079	0.427163	0.427163	0.240736	0.240736	2.941079	
218000	1.176862	3	0.240263	0.240263	0.240263	2.719337	0.463439	0.463439	0.240263	0.240263	2.719337	
219000	3.501549	3	0.246413	0.246413	0.246413	2.154000	0.497865	0.497865	0.246413	0.246413	2.154000	
220000	0.974200	3	0.235193	0.235193	0.235193	2.503427	0.473531	0.473531	0.235193	0.235193	2.503427	
221000	1.269838	4	0.240395	0.240395	0.240395	2.680856	0.450981	0.450981	0.240395	0.128161	2.680856	
222000	0.897910	4	0.257202	0.257202	0.257202	2.974183	0.452316	0.452316	0.257202	0.231028	2.974183	
223000	0.683306	3	0.242026	0.242026	0.242026	3.123097	0.448769	0.448769	0.242026	0.242026	3.123097	
224000	1.850972	4	0.252680	0.252680	0.252680	2.513523	0.403778	0.475475	0.252680	0.252680	2.513523	
225000	5.894601	5	0.256309	0.256309	0.256309	2.802945	0.446463	0.481679	0.256309	0.134645	2.802945	
226000	0.985562	3	0.248175	0.248175	0.248175	2.349285	0.472187	0.472187	0.248175	0.248175	2.349285	
227000	6.257715	4	0.242044	0.242044	0.242044	3.125045	0.438586	0.438586	0.242044	0.165998	3.125045	
228000	1.051405	5	0.261256	0.261256	0.261256	2.055417	0.444145	0.444145	0.242919	0.216691	2.055417	
229000	6.191674	5	0.222653	0.265769	0.265769	2.564120	0.413637	0.491995	0.222653	0.222653	2.564120	
230000	1.249534	3	0.266579	0.266579	0.266579	2.440306	0.475203	0.475203	0.266579	0.266579	2.440306	
231000	5.990393	5	0.234624	0.276771	0.276771	3.444988	0.488569	0.488569	0.234624	0.182747	3.444988	
232000	0.844481	5	0.253173	0.253173	0.253173	3.175948	0.336001	0.456879	0.253173	0.176297	3.175948	
233000	2.806649	6	0.246846	0.246846	0.246846	3.065260	0.369729	0.482931	0.245548	0.156718	3.065260	
234000	6.681349	5	0.276013	0.253139	0.253139	2.914119	0.375666	0.375666	0.253139	0.196382	2.914119	
235000	2.682262	5	0.232376	0.243317	0.243317	2.815466	0.513767	0.513767	0.243317	0.206544	2.815466	
236000	3.821545	6	0.238970	0.225405	0.237994	2.871922	0.508206	0.526800	0.225405	0.225405	2.871922	
237000	0.650022	4	0.249043	0.249221	0.249221	2.710668	0.502931	0.502931	0.249221	0.249221	2.710668	
238000	3.964236	5	0.259019	0.259019	0.259019	3.183472	0.476890	0.476890	0.229458	0.147288	3.183472	
239000	0.275394	3	0.257107	0.257107	0.257107	2.370547	0.429068	0.429068	0.257107	0.257107	2.370547	
240000	0.839826	4	0.275058	0.275058	0.275058	3.722818	0.468131	0.468131	0.275058	0.138101	3.722818	
241000	5.765644	4	0.228044	0.252934	0.252934	2.915482	0.466804	0.466804	0.252934	0.228044	2.915482	
242000	0.967769	3	0.250714	0.250714	0.250714	3.020348	0.486408	0.486408	0.250714	0.250714	3.020348	
243000	1.277723	3	0.233599	0.233599	0.233599	2.379139	0.613058	0.613058	0.233599	0.233599	2.379139	
244000	1.683409	4	0.269172	0.269172	0.269172	2.928137	0.471890	0.471890	0.269172	0.138738	2.928137	
245000	1.961492	4	0.266349	0.266349	0.266349	3.329954	0.449946	0.449946	0.266349	0.226610	3.329954	
246000	0.405219	4	0.237007	0.237007	0.237007	2.852326	0.477197	0.477197	0.237007	0.219545	2.852326	
