Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	Alpha[7]	Alpha[8]	Alpha[9]	
1000	1.823592	3	0.250134	0.343619	0.250134	1.632470	0.343619	0.343619	0.343619	0.250134	1.632470	
2000	2.482494	3	0.250238	0.250238	0.250238	1.990560	0.499349	0.499349	0.250238	0.250238	1.990560	
3000	2.379029	4	0.251924	0.240142	0.251924	1.893818	0.456638	0.456638	0.240142	0.240142	1.893818	
4000	3.926046	4	0.259358	0.259358	0.259358	2.116510	0.424428	0.424428	0.259358	0.189092	2.116510	
5000	5.050844	4	0.244408	0.254449	0.254449	2.145270	0.485976	0.485976	0.254449	0.254449	2.145270	
6000	5.411063	4	0.272610	0.272610	0.272610	1.990014	0.445283	0.605730	0.272610	0.272610	1.990014	
7000	3.884115	5	0.220714	0.246000	0.246000	2.723570	0.424940	0.659146	0.246000	0.220714	2.723570	
8000	3.142658	4	0.238007	0.285210	0.238007	2.617980	0.532393	0.532393	0.238007	0.238007	2.617980	
9000	3.087526	5	0.250147	0.250147	0.250147	2.365344	0.347344	0.814840	0.250147	0.160490	2.365344	
10000	4.883709	3	0.261117	0.261117	0.261117	2.834137	0.478330	0.478330	0.261117	0.261117	2.834137	
11000	6.025209	4	0.257775	0.257775	0.257775	3.090131	0.409550	0.409550	0.257775	0.186474	3.090131	
12000	3.350774	3	0.250574	0.250574	0.250574	3.073534	0.475141	0.475141	0.250574	0.250574	3.073534	
13000	3.027225	4	0.260198	0.260198	0.260198	2.933401	0.473805	0.511949	0.260198	0.260198	2.933401	
14000	2.318179	4	0.281318	0.281318	0.257551	2.169460	0.490710	0.490710	0.257551	0.257551	2.169460	
15000	4.848950	6	0.301035	0.258083	0.258083	3.083146	0.409349	0.607955	0.258083	0.226164	3.083146	
16000	3.461316	3	0.262641	0.262641	0.262641	2.761335	0.498329	0.498329	0.262641	0.262641	2.761335	
17000	6.030300	3	0.247986	0.247986	0.247986	3.037966	0.498686	0.498686	0.247986	0.247986	3.037966	
18000	4.079947	4	0.243109	0.243109	0.243109	2.064760	0.435237	0.536246	0.243109	0.243109	2.064760	
19000	2.435544	3	0.249853	0.249853	0.249853	3.311652	0.541744	0.541744	0.249853	0.249853	3.311652	
20000	3.711986	3	0.242870	0.242870	0.242870	2.618186	0.476372	0.476372	0.242870	0.242870	2.618186	
21000	3.662885	5	0.260456	0.260456	0.260456	2.039101	0.497523	0.585552	0.260456	0.154704	2.039101	
22000	4.270184	3	0.248569	0.248569	0.248569	2.476524	0.512542	0.512542	0.248569	0.248569	2.476524	
23000	4.710742	5	0.242526	0.287211	0.242526	2.613011	0.512259	0.506090	0.242526	0.242526	2.613011	
