Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	TL[8]	TL[9]	
1000	3.395382	2	14.644387	14.644387	14.644387	60.643932	14.644387	14.644387	14.644387	14.644387	60.643932	
2000	2.130822	2	8.923986	8.923986	8.923986	57.923483	8.923986	8.923986	8.923986	8.923986	57.923483	
3000	2.633653	2	8.191795	8.191795	8.191795	52.294004	8.191795	8.191795	8.191795	8.191795	52.294004	
4000	3.750250	2	7.536698	7.536698	7.536698	48.244340	7.536698	7.536698	7.536698	7.536698	48.244340	
5000	2.043715	2	7.166805	7.166805	7.166805	45.924684	7.166805	7.166805	7.166805	7.166805	45.924684	
6000	1.631916	2	6.909727	6.909727	6.909727	45.673398	6.909727	6.909727	6.909727	6.909727	45.673398	
7000	3.164093	2	6.895204	6.895204	6.895204	46.214114	6.895204	6.895204	6.895204	6.895204	46.214114	
8000	2.288266	2	6.861820	6.861820	6.861820	43.446149	6.861820	6.861820	6.861820	6.861820	43.446149	
9000	3.738366	2	6.757119	6.757119	6.757119	44.247943	6.757119	6.757119	6.757119	6.757119	44.247943	
10000	1.577067	2	7.104505	7.104505	7.104505	43.959476	7.104505	7.104505	7.104505	7.104505	43.959476	
11000	2.220374	2	6.967679	6.967679	6.967679	44.806502	6.967679	6.967679	6.967679	6.967679	44.806502	
12000	5.226868	2	7.025712	7.025712	7.025712	44.621088	7.025712	7.025712	7.025712	7.025712	44.621088	
13000	4.021474	2	6.908469	6.908469	6.908469	43.889658	6.908469	6.908469	6.908469	6.908469	43.889658	
14000	2.779243	2	7.456456	7.456456	7.456456	46.738284	7.456456	7.456456	7.456456	7.456456	46.738284	
15000	3.424227	2	7.139863	7.139863	7.139863	45.932364	7.139863	7.139863	7.139863	7.139863	45.932364	
16000	1.755835	2	6.907187	6.907187	6.907187	45.303556	6.907187	6.907187	6.907187	6.907187	45.303556	
17000	2.251446	2	6.875565	6.875565	6.875565	46.343998	6.875565	6.875565	6.875565	6.875565	46.343998	
18000	2.848520	2	6.889979	6.889979	6.889979	43.813827	6.889979	6.889979	6.889979	6.889979	43.813827	
19000	1.765732	2	7.016319	7.016319	7.016319	46.197792	7.016319	7.016319	7.016319	7.016319	46.197792	
20000	2.951191	2	6.754530	6.754530	6.754530	44.076912	6.754530	6.754530	6.754530	6.754530	44.076912	
21000	2.873646	2	6.954608	6.954608	6.954608	44.267347	6.954608	6.954608	6.954608	6.954608	44.267347	
22000	2.516412	2	6.860576	6.860576	6.860576	44.661168	6.860576	6.860576	6.860576	6.860576	44.661168	
23000	4.125886	2	7.288242	7.288242	7.288242	45.805062	7.288242	7.288242	7.288242	7.288242	45.805062	
24000	2.751274	2	7.761902	7.761902	7.761902	45.741645	7.761902	7.761902	7.761902	7.761902	45.741645	
25000	2.046754	2	6.917558	6.917558	6.917558	43.205824	6.917558	6.917558	6.917558	6.917558	43.205824	
26000	0.892989	2	7.479179	7.479179	7.479179	44.386313	7.479179	7.479179	7.479179	7.479179	44.386313	
27000	2.101250	2	7.013908	7.013908	7.013908	46.309247	7.013908	7.013908	7.013908	7.013908	46.309247	
28000	2.710248	2	6.972657	6.972657	6.972657	45.102396	6.972657	6.972657	6.972657	6.972657	45.102396	
29000	2.098606	2	7.190090	7.190090	7.190090	44.937048	7.190090	7.190090	7.190090	7.190090	44.937048	
30000	2.949839	2	6.699930	6.699930	6.699930	44.210584	6.699930	6.699930	6.699930	6.699930	44.210584	
31000	2.926113	2	7.201641	7.201641	7.201641	45.535109	7.201641	7.201641	7.201641	7.201641	45.535109	
32000	3.005883	2	7.247810	7.247810	7.247810	44.060014	7.247810	7.247810	7.247810	7.247810	44.060014	
33000	1.706679	2	6.935733	6.935733	6.935733	47.059999	6.935733	6.935733	6.935733	6.935733	47.059999	
34000	2.807867	2	7.014824	7.014824	7.014824	43.549102	7.014824	7.014824	7.014824	7.014824	43.549102	
35000	3.068554	2	7.202070	7.202070	7.202070	43.877766	7.202070	7.202070	7.202070	7.202070	43.877766	
36000	3.981701	2	6.770958	6.770958	6.770958	45.332874	6.770958	6.770958	6.770958	6.770958	45.332874	
37000	1.407035	2	7.394565	7.394565	7.394565	44.552381	7.394565	7.394565	7.394565	7.394565	44.552381	
38000	2.791462	2	7.491826	7.491826	7.491826	45.276245	7.491826	7.491826	7.491826	7.491826	45.276245	
39000	4.286277	2	7.128806	7.128806	7.128806	45.113327	7.128806	7.128806	7.128806	7.128806	45.113327	
40000	2.676221	2	7.664037	7.664037	7.664037	45.200954	7.664037	7.664037	7.664037	7.664037	45.200954	
41000	2.126507	2	7.279017	7.279017	7.279017	45.815226	7.279017	7.279017	7.279017	7.279017	45.815226	
42000	3.664237	2	6.981266	6.981266	6.981266	45.849939	6.981266	6.981266	6.981266	6.981266	45.849939	
43000	1.921092	2	6.651728	6.651728	6.651728	45.084317	6.651728	6.651728	6.651728	6.651728	45.084317	
44000	3.267604	2	7.701968	7.701968	7.701968	44.688121	7.701968	7.701968	7.701968	7.701968	44.688121	
45000	2.009166	2	7.707573	7.707573	7.707573	44.882143	7.707573	7.707573	7.707573	7.707573	44.882143	
46000	2.632578	2	7.217797	7.217797	7.217797	45.455398	7.217797	7.217797	7.217797	7.217797	45.455398	
47000	2.994423	2	7.567461	7.567461	7.567461	45.127882	7.567461	7.567461	7.567461	7.567461	45.127882	
48000	3.502594	2	7.398917	7.398917	7.398917	45.245040	7.398917	7.398917	7.398917	7.398917	45.245040	
49000	3.509182	2	7.346768	7.346768	7.346768	45.173617	7.346768	7.346768	7.346768	7.346768	45.173617	
50000	4.115671	2	7.623134	7.623134	7.623134	45.549589	7.623134	7.623134	7.623134	7.623134	45.549589	
51000	1.519360	2	7.607912	7.607912	7.607912	47.055658	7.607912	7.607912	7.607912	7.607912	47.055658	
52000	3.657552	2	7.016689	7.016689	7.016689	44.257336	7.016689	7.016689	7.016689	7.016689	44.257336	
53000	1.869934	2	7.619511	7.619511	7.619511	46.502795	7.619511	7.619511	7.619511	7.619511	46.502795	
54000	2.980023	2	6.969829	6.969829	6.969829	45.895935	6.969829	6.969829	6.969829	6.969829	45.895935	
55000	2.675153	2	7.252196	7.252196	7.252196	46.947023	7.252196	7.252196	7.252196	7.252196	46.947023	
56000	2.770020	2	7.174008	7.174008	7.174008	46.513189	7.174008	7.174008	7.174008	7.174008	46.513189	
57000	1.350110	2	7.392106	7.392106	7.392106	45.687784	7.392106	7.392106	7.392106	7.392106	45.687784	
58000	4.651602	2	7.037157	7.037157	7.037157	46.289623	7.037157	7.037157	7.037157	7.037157	46.289623	
59000	3.946282	2	7.193279	7.193279	7.193279	45.815259	7.193279	7.193279	7.193279	7.193279	45.815259	
60000	1.904061	2	7.389909	7.389909	7.389909	47.838014	7.389909	7.389909	7.389909	7.389909	47.838014	
61000	1.199341	2	7.421450	7.421450	7.421450	48.209458	7.421450	7.421450	7.421450	7.421450	48.209458	
62000	2.597042	2	7.041013	7.041013	7.041013	46.723591	7.041013	7.041013	7.041013	7.041013	46.723591	
63000	4.408736	2	7.563536	7.563536	7.563536	47.410653	7.563536	7.563536	7.563536	7.563536	47.410653	
64000	2.882512	2	7.153633	7.153633	7.153633	47.150581	7.153633	7.153633	7.153633	7.153633	47.150581	
65000	4.419219	2	7.389446	7.389446	7.389446	46.235027	7.389446	7.389446	7.389446	7.389446	46.235027	
66000	2.851655	2	7.510314	7.510314	7.510314	45.244099	7.510314	7.510314	7.510314	7.510314	45.244099	
67000	1.428120	2	7.106737	7.106737	7.106737	47.950869	7.106737	7.106737	7.106737	7.106737	47.950869	
68000	2.444096	2	7.799862	7.799862	7.799862	47.973777	7.799862	7.799862	7.799862	7.799862	47.973777	
69000	0.456347	2	7.656532	7.656532	7.656532	50.075680	7.656532	7.656532	7.656532	7.656532	50.075680	
70000	3.714414	2	7.419624	7.419624	7.419624	48.531961	7.419624	7.419624	7.419624	7.419624	48.531961	
71000	4.589737	2	7.531234	7.531234	7.531234	46.163920	7.531234	7.531234	7.531234	7.531234	46.163920	
72000	1.742236	2	7.435727	7.435727	7.435727	45.870444	7.435727	7.435727	7.435727	7.435727	45.870444	
73000	2.060014	2	7.540859	7.540859	7.540859	49.090784	7.540859	7.540859	7.540859	7.540859	49.090784	
