Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	TL[8]	TL[9]	
1000	8.231214	2	15.631265	15.631265	15.631265	72.138528	15.631265	15.631265	15.631265	15.631265	72.138528	
2000	6.116488	2	7.895827	59.135386	7.895827	59.135386	7.895827	7.895827	7.895827	7.895827	59.135386	
3000	6.544732	2	7.826653	7.826653	7.826653	51.697156	7.826653	7.826653	7.826653	7.826653	51.697156	
4000	6.550437	2	7.430903	7.430903	7.430903	46.656620	7.430903	7.430903	7.430903	7.430903	46.656620	
5000	8.127057	2	7.592887	7.592887	7.592887	46.893585	7.592887	7.592887	7.592887	7.592887	46.893585	
6000	7.943619	2	7.574692	7.574692	7.574692	44.711084	7.574692	7.574692	7.574692	7.574692	44.711084	
7000	9.441806	2	7.017982	7.017982	7.017982	46.039283	7.017982	7.017982	7.017982	7.017982	46.039283	
8000	7.768230	2	7.073144	7.073144	7.073144	43.406794	7.073144	7.073144	7.073144	7.073144	43.406794	
9000	6.173535	2	7.099519	7.099519	7.099519	43.735837	7.099519	7.099519	7.099519	7.099519	43.735837	
10000	8.833069	2	6.932774	6.932774	6.932774	44.818135	6.932774	6.932774	6.932774	6.932774	44.818135	
11000	8.990815	2	7.031622	7.031622	7.031622	44.094576	7.031622	7.031622	7.031622	7.031622	44.094576	
12000	7.434202	2	7.224546	7.224546	7.224546	44.388849	7.224546	7.224546	7.224546	7.224546	44.388849	
13000	7.727791	2	7.434040	7.434040	7.434040	43.753737	7.434040	7.434040	7.434040	7.434040	43.753737	
14000	8.800032	2	7.802348	7.802348	7.802348	42.551572	7.802348	7.802348	7.802348	7.802348	42.551572	
15000	9.683022	2	7.963621	7.963621	7.963621	43.957572	7.963621	7.963621	7.963621	7.963621	43.957572	
16000	8.805187	2	6.831304	6.831304	6.831304	44.272518	6.831304	6.831304	6.831304	6.831304	44.272518	
17000	7.845918	2	7.020659	7.020659	7.020659	43.997036	7.020659	7.020659	7.020659	7.020659	43.997036	
18000	7.656852	2	7.455652	7.455652	7.455652	43.345780	7.455652	7.455652	7.455652	7.455652	43.345780	
19000	7.743230	2	7.224497	7.224497	7.224497	44.462026	7.224497	7.224497	7.224497	7.224497	44.462026	
20000	7.099749	2	7.222127	7.222127	7.222127	43.330878	7.222127	7.222127	7.222127	7.222127	43.330878	
21000	6.628739	2	7.107641	7.107641	7.107641	43.741349	7.107641	7.107641	7.107641	7.107641	43.741349	
22000	10.494442	2	7.255497	7.255497	7.255497	43.085329	7.255497	7.255497	7.255497	7.255497	43.085329	
23000	6.268185	2	6.546165	6.546165	6.546165	43.107433	6.546165	6.546165	6.546165	6.546165	43.107433	
24000	7.469295	2	7.447635	7.447635	7.447635	40.612249	7.447635	7.447635	7.447635	7.447635	40.612249	
25000	9.280317	2	6.589441	6.589441	6.589441	43.547928	6.589441	6.589441	6.589441	6.589441	43.547928	
26000	5.784660	2	6.162977	6.162977	6.162977	42.568117	6.162977	6.162977	6.162977	6.162977	42.568117	
27000	7.295656	2	6.783023	6.783023	6.783023	41.330943	6.783023	6.783023	6.783023	6.783023	41.330943	
28000	7.202759	2	6.489072	6.489072	6.489072	42.764762	6.489072	6.489072	6.489072	6.489072	42.764762	
29000	7.637795	2	6.895041	6.895041	6.895041	43.931720	6.895041	6.895041	6.895041	6.895041	43.931720	
30000	6.976229	2	6.825921	6.825921	6.825921	42.012892	6.825921	6.825921	6.825921	6.825921	42.012892	
31000	7.613186	2	7.128182	7.128182	7.128182	43.629862	7.128182	7.128182	7.128182	7.128182	43.629862	
32000	4.562937	2	7.277117	7.277117	7.277117	44.787577	7.277117	7.277117	7.277117	7.277117	44.787577	
33000	8.762378	2	7.212515	7.212515	7.212515	44.730510	7.212515	7.212515	7.212515	7.212515	44.730510	
34000	8.917967	2	7.438508	7.438508	7.438508	45.442754	7.438508	7.438508	7.438508	7.438508	45.442754	
35000	7.612413	2	7.244826	7.244826	7.244826	44.456029	7.244826	7.244826	7.244826	7.244826	44.456029	
36000	10.147543	2	7.236188	7.236188	7.236188	44.220069	7.236188	7.236188	7.236188	7.236188	44.220069	
37000	7.865132	2	6.811584	6.811584	6.811584	44.823475	6.811584	6.811584	6.811584	6.811584	44.823475	
38000	6.583788	2	7.084157	7.084157	7.084157	43.449008	7.084157	7.084157	7.084157	7.084157	43.449008	
39000	6.636996	2	6.464790	6.464790	6.464790	46.162462	6.464790	6.464790	6.464790	6.464790	46.162462	
40000	7.921059	2	7.355163	7.355163	7.355163	44.557472	7.355163	7.355163	7.355163	7.355163	44.557472	
41000	7.471829	2	6.798138	6.798138	6.798138	44.358869	6.798138	6.798138	6.798138	6.798138	44.358869	
42000	8.223973	2	6.655370	6.655370	6.655370	44.680974	6.655370	6.655370	6.655370	6.655370	44.680974	
