Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	
1000	9.309306	4	0.347310	0.372290	0.116251	0.164149	0.347310	0.372290	0.116251	0.164149	0.252599	0.347047	0.145404	0.254950	0.381980	0.388545	0.079064	0.150412	0.100371	0.292504	0.288977	0.318148	0.252599	0.347047	0.145404	0.254950	0.381980	0.388545	0.079064	0.150412	0.252599	0.347047	0.145404	0.254950	0.381980	0.388545	0.079064	0.150412	
2000	5.994154	2	0.427950	0.382878	0.060668	0.128504	0.427950	0.382878	0.060668	0.128504	0.205002	0.290663	0.196788	0.307547	0.427950	0.382878	0.060668	0.128504	0.205002	0.290663	0.196788	0.307547	0.205002	0.290663	0.196788	0.307547	0.427950	0.382878	0.060668	0.128504	0.205002	0.290663	0.196788	0.307547	0.427950	0.382878	0.060668	0.128504	
3000	7.720106	3	0.427950	0.382878	0.060668	0.128504	0.427950	0.382878	0.060668	0.128504	0.236627	0.437649	0.139108	0.186615	0.427950	0.382878	0.060668	0.128504	0.234539	0.288235	0.196613	0.280613	0.234539	0.288235	0.196613	0.280613	0.427950	0.382878	0.060668	0.128504	0.234539	0.288235	0.196613	0.280613	0.427950	0.382878	0.060668	0.128504	
4000	7.600852	3	0.440889	0.337274	0.071167	0.150671	0.440889	0.337274	0.071167	0.150671	0.233332	0.308813	0.168836	0.289019	0.427015	0.374393	0.061021	0.137571	0.233332	0.308813	0.168836	0.289019	0.233332	0.308813	0.168836	0.289019	0.427015	0.374393	0.061021	0.137571	0.233332	0.308813	0.168836	0.289019	0.427015	0.374393	0.061021	0.137571	
5000	9.276391	3	0.404767	0.386116	0.062086	0.147030	0.404767	0.386116	0.062086	0.147030	0.191860	0.320644	0.159191	0.328306	0.404767	0.386116	0.062086	0.147030	0.247060	0.256175	0.196504	0.300261	0.247060	0.256175	0.196504	0.300261	0.404767	0.386116	0.062086	0.147030	0.191860	0.320644	0.159191	0.328306	0.404767	0.386116	0.062086	0.147030	
6000	6.463173	2	0.404767	0.386116	0.062086	0.147030	0.404767	0.386116	0.062086	0.147030	0.201180	0.299114	0.180980	0.318726	0.404767	0.386116	0.062086	0.147030	0.201180	0.299114	0.180980	0.318726	0.201180	0.299114	0.180980	0.318726	0.404767	0.386116	0.062086	0.147030	0.201180	0.299114	0.180980	0.318726	0.404767	0.386116	0.062086	0.147030	
7000	5.896982	4	0.422235	0.336164	0.078116	0.163485	0.422235	0.336164	0.078116	0.163485	0.195772	0.301160	0.132420	0.370647	0.408366	0.395629	0.057305	0.138700	0.231086	0.251380	0.227396	0.290138	0.231086	0.251380	0.227396	0.290138	0.408366	0.395629	0.057305	0.138700	0.195772	0.301160	0.132420	0.370647	0.408366	0.395629	0.057305	0.138700	
8000	4.782171	3	0.420897	0.311843	0.080989	0.186271	0.420897	0.311843	0.080989	0.186271	0.237664	0.283742	0.191334	0.287260	0.408366	0.395629	0.057305	0.138700	0.237664	0.283742	0.191334	0.287260	0.237664	0.283742	0.191334	0.287260	0.408366	0.395629	0.057305	0.138700	0.237664	0.283742	0.191334	0.287260	0.408366	0.395629	0.057305	0.138700	
9000	5.100460	3	0.408194	0.311973	0.086252	0.193581	0.408194	0.311973	0.086252	0.193581	0.242095	0.278220	0.183947	0.295738	0.408366	0.395629	0.057305	0.138700	0.242095	0.278220	0.183947	0.295738	0.242095	0.278220	0.183947	0.295738	0.408366	0.395629	0.057305	0.138700	0.242095	0.278220	0.183947	0.295738	0.408366	0.395629	0.057305	0.138700	
10000	9.174613	3	0.376214	0.344769	0.071361	0.207656	0.376214	0.344769	0.071361	0.207656	0.244627	0.290355	0.198835	0.266183	0.389698	0.408678	0.054344	0.147280	0.244627	0.290355	0.198835	0.266183	0.244627	0.290355	0.198835	0.266183	0.389698	0.408678	0.054344	0.147280	0.244627	0.290355	0.198835	0.266183	0.389698	0.408678	0.054344	0.147280	
