Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	
1000	1.438333	3	0.446377	0.348880	0.068734	0.136008	0.446377	0.348880	0.068734	0.136008	0.171737	0.277952	0.274417	0.275894	0.446377	0.348880	0.068734	0.136008	0.171737	0.277952	0.274417	0.275894	0.201340	0.322030	0.179869	0.296760	0.446377	0.348880	0.068734	0.136008	0.201340	0.322030	0.179869	0.296760	0.446377	0.348880	0.068734	0.136008	
2000	1.439851	2	0.439223	0.371806	0.069487	0.119483	0.439223	0.371806	0.069487	0.119483	0.233169	0.314901	0.167083	0.284847	0.439223	0.371806	0.069487	0.119483	0.233169	0.314901	0.167083	0.284847	0.233169	0.314901	0.167083	0.284847	0.439223	0.371806	0.069487	0.119483	0.233169	0.314901	0.167083	0.284847	0.439223	0.371806	0.069487	0.119483	
3000	0.532216	3	0.446327	0.365318	0.062630	0.125725	0.446327	0.365318	0.062630	0.125725	0.150785	0.352169	0.152216	0.344830	0.446327	0.365318	0.062630	0.125725	0.289589	0.238960	0.202281	0.269171	0.289589	0.238960	0.202281	0.269171	0.446327	0.365318	0.062630	0.125725	0.150785	0.352169	0.152216	0.344830	0.446327	0.365318	0.062630	0.125725	
4000	1.834337	2	0.446327	0.365318	0.062630	0.125725	0.446327	0.365318	0.062630	0.125725	0.233013	0.268525	0.198679	0.299782	0.446327	0.365318	0.062630	0.125725	0.233013	0.268525	0.198679	0.299782	0.233013	0.268525	0.198679	0.299782	0.446327	0.365318	0.062630	0.125725	0.233013	0.268525	0.198679	0.299782	0.446327	0.365318	0.062630	0.125725	
5000	3.823529	3	0.425463	0.380556	0.062058	0.131923	0.425463	0.380556	0.062058	0.131923	0.140376	0.347090	0.139893	0.372642	0.425463	0.380556	0.062058	0.131923	0.290222	0.276828	0.234145	0.198805	0.290222	0.276828	0.234145	0.198805	0.425463	0.380556	0.062058	0.131923	0.140376	0.347090	0.139893	0.372642	0.425463	0.380556	0.062058	0.131923	
6000	2.998668	2	0.425463	0.380556	0.062058	0.131923	0.425463	0.380556	0.062058	0.131923	0.242146	0.257045	0.196452	0.304357	0.425463	0.380556	0.062058	0.131923	0.242146	0.257045	0.196452	0.304357	0.242146	0.257045	0.196452	0.304357	0.425463	0.380556	0.062058	0.131923	0.242146	0.257045	0.196452	0.304357	0.425463	0.380556	0.062058	0.131923	
7000	0.821326	3	0.425463	0.380556	0.062058	0.131923	0.425463	0.380556	0.062058	0.131923	0.193029	0.471646	0.047347	0.287977	0.425463	0.380556	0.062058	0.131923	0.232335	0.250508	0.212543	0.304614	0.232335	0.250508	0.212543	0.304614	0.425463	0.380556	0.062058	0.131923	0.232335	0.250508	0.212543	0.304614	0.425463	0.380556	0.062058	0.131923	
8000	0.834916	2	0.425463	0.380556	0.062058	0.131923	0.425463	0.380556	0.062058	0.131923	0.259270	0.256724	0.173287	0.310719	0.425463	0.380556	0.062058	0.131923	0.259270	0.256724	0.173287	0.310719	0.259270	0.256724	0.173287	0.310719	0.425463	0.380556	0.062058	0.131923	0.259270	0.256724	0.173287	0.310719	0.425463	0.380556	0.062058	0.131923	
9000	2.005895	2	0.425463	0.380556	0.062058	0.131923	0.425463	0.380556	0.062058	0.131923	0.248290	0.263916	0.176575	0.311219	0.425463	0.380556	0.062058	0.131923	0.248290	0.263916	0.176575	0.311219	0.248290	0.263916	0.176575	0.311219	0.425463	0.380556	0.062058	0.131923	0.248290	0.263916	0.176575	0.311219	0.425463	0.380556	0.062058	0.131923	
10000	1.483787	2	0.425463	0.380556	0.062058	0.131923	0.425463	0.380556	0.062058	0.131923	0.232519	0.291306	0.173705	0.302470	0.425463	0.380556	0.062058	0.131923	0.232519	0.291306	0.173705	0.302470	0.232519	0.291306	0.173705	0.302470	0.425463	0.380556	0.062058	0.131923	0.232519	0.291306	0.173705	0.302470	0.425463	0.380556	0.062058	0.131923	
11000	1.810991	3	0.425463	0.380556	0.062058	0.131923	0.425463	0.380556	0.062058	0.131923	0.266225	0.268814	0.167525	0.297437	0.425463	0.380556	0.062058	0.131923	0.266225	0.268814	0.167525	0.297437	0.286470	0.224603	0.203145	0.285782	0.425463	0.380556	0.062058	0.131923	0.266225	0.268814	0.167525	0.297437	0.425463	0.380556	0.062058	0.131923	
12000	1.148796	3	0.433163	0.330101	0.072455	0.164282	0.433163	0.330101	0.072455	0.164282	0.269286	0.254843	0.178907	0.296964	0.425463	0.380556	0.062058	0.131923	0.269286	0.254843	0.178907	0.296964	0.269286	0.254843	0.178907	0.296964	0.425463	0.380556	0.062058	0.131923	0.269286	0.254843	0.178907	0.296964	0.425463	0.380556	0.062058	0.131923	
13000	0.621232	2	0.425463	0.380556	0.062058	0.131923	0.425463	0.380556	0.062058	0.131923	0.248200	0.238133	0.188686	0.324981	0.425463	0.380556	0.062058	0.131923	0.248200	0.238133	0.188686	0.324981	0.248200	0.238133	0.188686	0.324981	0.425463	0.380556	0.062058	0.131923	0.248200	0.238133	0.188686	0.324981	0.425463	0.380556	0.062058	0.131923	
