Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	TL[8]	TL[9]	
1000	0.759244	3	10.259217	29.803070	10.259217	54.924499	10.259217	10.259217	10.259217	10.259217	54.924499	
2000	0.545882	3	7.022855	34.389589	7.022855	54.908968	7.022855	7.022855	7.022855	7.022855	54.908968	
3000	0.190159	2	7.246598	7.246598	7.246598	50.271309	7.246598	7.246598	7.246598	7.246598	50.271309	
4000	0.239619	2	7.918993	7.918993	7.918993	49.420681	7.918993	7.918993	7.918993	7.918993	49.420681	
5000	0.597222	2	7.430224	7.430224	7.430224	45.946797	7.430224	7.430224	7.430224	7.430224	45.946797	
6000	0.105793	2	7.362263	7.362263	7.362263	44.345169	7.362263	7.362263	7.362263	7.362263	44.345169	
7000	0.397169	2	7.415764	7.415764	7.415764	44.502051	7.415764	7.415764	7.415764	7.415764	44.502051	
8000	0.373303	2	7.023365	7.023365	7.023365	43.517842	7.023365	7.023365	7.023365	7.023365	43.517842	
9000	0.366402	2	7.222524	7.222524	7.222524	44.429257	7.222524	7.222524	7.222524	7.222524	44.429257	
10000	0.864786	2	7.682030	7.682030	7.682030	44.431326	7.682030	7.682030	7.682030	7.682030	44.431326	
11000	0.625752	2	7.256912	7.256912	7.256912	44.277316	7.256912	7.256912	7.256912	7.256912	44.277316	
12000	0.136859	2	7.213467	7.213467	7.213467	43.215697	7.213467	7.213467	7.213467	7.213467	43.215697	
13000	0.390050	2	7.149577	7.149577	7.149577	44.369624	7.149577	7.149577	7.149577	7.149577	44.369624	
14000	0.864246	2	7.587085	7.587085	7.587085	43.780138	7.587085	7.587085	7.587085	7.587085	43.780138	
15000	0.549128	2	7.370538	7.370538	7.370538	43.601395	7.370538	7.370538	7.370538	7.370538	43.601395	
16000	0.172536	2	6.861923	6.861923	6.861923	43.652608	6.861923	6.861923	6.861923	6.861923	43.652608	
17000	0.053339	2	7.088572	7.088572	7.088572	41.742966	7.088572	7.088572	7.088572	7.088572	41.742966	
18000	2.043946	2	7.231115	7.231115	7.231115	44.524698	7.231115	7.231115	7.231115	7.231115	44.524698	
19000	0.292393	2	7.267368	7.267368	7.267368	45.449054	7.267368	7.267368	7.267368	7.267368	45.449054	
20000	2.024905	2	7.209932	7.209932	7.209932	44.320170	7.209932	7.209932	7.209932	7.209932	44.320170	
21000	0.181929	2	7.136169	7.136169	7.136169	45.508460	7.136169	7.136169	7.136169	7.136169	45.508460	
22000	0.958074	2	7.590046	7.590046	7.590046	44.736065	7.590046	7.590046	7.590046	7.590046	44.736065	
23000	0.601080	2	7.287113	7.287113	7.287113	46.710653	7.287113	7.287113	7.287113	7.287113	46.710653	
24000	0.271795	2	7.326455	7.326455	7.326455	44.516082	7.326455	7.326455	7.326455	7.326455	44.516082	
25000	0.196899	2	6.200306	6.200306	6.200306	46.621046	6.200306	6.200306	6.200306	6.200306	46.621046	
26000	0.074602	2	7.012997	7.012997	7.012997	45.640199	7.012997	7.012997	7.012997	7.012997	45.640199	
27000	0.740371	2	6.794570	6.794570	6.794570	43.849605	6.794570	6.794570	6.794570	6.794570	43.849605	
28000	0.150935	2	6.789380	6.789380	6.789380	44.974257	6.789380	6.789380	6.789380	6.789380	44.974257	
29000	0.111648	2	7.119428	7.119428	7.119428	43.503666	7.119428	7.119428	7.119428	7.119428	43.503666	
30000	0.859271	2	6.987294	6.987294	6.987294	45.792466	6.987294	6.987294	6.987294	6.987294	45.792466	
31000	0.065670	2	6.865959	6.865959	6.865959	47.352686	6.865959	6.865959	6.865959	6.865959	47.352686	
32000	0.812619	2	7.323711	7.323711	7.323711	45.973327	7.323711	7.323711	7.323711	7.323711	45.973327	
33000	0.608090	2	7.029789	7.029789	7.029789	46.839288	7.029789	7.029789	7.029789	7.029789	46.839288	
34000	2.794797	2	7.119598	7.119598	7.119598	45.505367	7.119598	7.119598	7.119598	7.119598	45.505367	
35000	0.034731	2	7.463590	7.463590	7.463590	44.108558	7.463590	7.463590	7.463590	7.463590	44.108558	
36000	0.655688	2	6.746803	6.746803	6.746803	44.132480	6.746803	6.746803	6.746803	6.746803	44.132480	
37000	0.141618	2	7.606900	7.606900	7.606900	44.040999	7.606900	7.606900	7.606900	7.606900	44.040999	
38000	0.441748	2	7.584747	7.584747	7.584747	47.334219	7.584747	7.584747	7.584747	7.584747	47.334219	
39000	0.223177	2	7.259612	7.259612	7.259612	45.149309	7.259612	7.259612	7.259612	7.259612	45.149309	
40000	0.092871	2	7.318718	7.318718	7.318718	47.166972	7.318718	7.318718	7.318718	7.318718	47.166972	
41000	0.950715	2	7.123354	7.123354	7.123354	46.358646	7.123354	7.123354	7.123354	7.123354	46.358646	
42000	0.259381	2	6.820468	6.820468	6.820468	46.734584	6.820468	6.820468	6.820468	6.820468	46.734584	
43000	0.680478	2	7.023134	7.023134	7.023134	43.893908	7.023134	7.023134	7.023134	7.023134	43.893908	
44000	2.778357	2	7.036311	7.036311	7.036311	45.805092	7.036311	7.036311	7.036311	7.036311	45.805092	
45000	0.587122	2	7.282061	7.282061	7.282061	45.899774	7.282061	7.282061	7.282061	7.282061	45.899774	
46000	0.323732	2	7.291858	7.291858	7.291858	45.232232	7.291858	7.291858	7.291858	7.291858	45.232232	
47000	0.844737	2	7.495759	7.495759	7.495759	47.138797	7.495759	7.495759	7.495759	7.495759	47.138797	
48000	0.199030	2	7.267135	7.267135	7.267135	46.271018	7.267135	7.267135	7.267135	7.267135	46.271018	
49000	0.191033	2	7.645704	7.645704	7.645704	46.688662	7.645704	7.645704	7.645704	7.645704	46.688662	
50000	0.683324	2	7.643089	7.643089	7.643089	44.094479	7.643089	7.643089	7.643089	7.643089	44.094479	
51000	0.105548	2	7.807793	7.807793	7.807793	45.874574	7.807793	7.807793	7.807793	7.807793	45.874574	
52000	0.241094	2	7.987420	7.987420	7.987420	44.609541	7.987420	7.987420	7.987420	7.987420	44.609541	
53000	0.323130	2	7.563145	7.563145	7.563145	45.569594	7.563145	7.563145	7.563145	7.563145	45.569594	
54000	0.923318	2	7.221569	7.221569	7.221569	44.930547	7.221569	7.221569	7.221569	7.221569	44.930547	
55000	0.572544	2	7.419879	7.419879	7.419879	47.421258	7.419879	7.419879	7.419879	7.419879	47.421258	
56000	1.160906	2	7.328632	7.328632	7.328632	45.971083	7.328632	7.328632	7.328632	7.328632	45.971083	
57000	0.238390	2	7.918714	7.918714	7.918714	45.273017	7.918714	7.918714	7.918714	7.918714	45.273017	
58000	1.134141	2	7.941580	7.941580	7.941580	45.818340	7.941580	7.941580	7.941580	7.941580	45.818340	
59000	1.049428	2	7.295554	7.295554	7.295554	45.100553	7.295554	7.295554	7.295554	7.295554	45.100553	
60000	1.099706	2	7.396185	7.396185	7.396185	44.250404	7.396185	7.396185	7.396185	7.396185	44.250404	
61000	0.292530	2	7.203156	7.203156	7.203156	46.386437	7.203156	7.203156	7.203156	7.203156	46.386437	
62000	1.391630	2	7.557890	7.557890	7.557890	46.127219	7.557890	7.557890	7.557890	7.557890	46.127219	
63000	1.348474	2	7.998014	7.998014	7.998014	46.634493	7.998014	7.998014	7.998014	7.998014	46.634493	
64000	0.392783	2	7.409572	7.409572	7.409572	45.167744	7.409572	7.409572	7.409572	7.409572	45.167744	
65000	0.801791	2	7.309628	7.309628	7.309628	46.044298	7.309628	7.309628	7.309628	7.309628	46.044298	
66000	0.799634	2	7.620171	7.620171	7.620171	46.293117	7.620171	7.620171	7.620171	7.620171	46.293117	
67000	1.048297	2	7.764966	7.764966	7.764966	47.506821	7.764966	7.764966	7.764966	7.764966	47.506821	
68000	2.419848	2	7.283067	7.283067	7.283067	49.914300	7.283067	7.283067	7.283067	7.283067	49.914300	
69000	0.712544	2	7.855505	7.855505	7.855505	47.562660	7.855505	7.855505	7.855505	7.855505	47.562660	
70000	0.737969	2	7.668042	7.668042	7.668042	46.465031	7.668042	7.668042	7.668042	7.668042	46.465031	
71000	1.224570	2	7.167465	7.167465	7.167465	46.222000	7.167465	7.167465	7.167465	7.167465	46.222000	
72000	0.473920	2	7.153220	7.153220	7.153220	47.243968	7.153220	7.153220	7.153220	7.153220	47.243968	
73000	1.126896	2	7.543089	7.543089	7.543089	46.138002	7.543089	7.543089	7.543089	7.543089	46.138002	
74000	0.655556	2	7.042972	7.042972	7.042972	46.095079	7.042972	7.042972	7.042972	7.042972	46.095079	
75000	1.816344	2	7.717003	7.717003	7.717003	49.478147	7.717003	7.717003	7.717003	7.717003	49.478147	
76000	0.219097	2	7.624138	7.624138	7.624138	48.268310	7.624138	7.624138	7.624138	7.624138	48.268310	
77000	0.488751	2	6.872702	6.872702	6.872702	46.971492	6.872702	6.872702	6.872702	6.872702	46.971492	
78000	0.381843	2	7.330465	7.330465	7.330465	48.046483	7.330465	7.330465	7.330465	7.330465	48.046483	
79000	1.084329	2	7.199081	7.199081	7.199081	46.476496	7.199081	7.199081	7.199081	7.199081	46.476496	
80000	0.559354	2	7.211709	7.211709	7.211709	46.745570	7.211709	7.211709	7.211709	7.211709	46.745570	
81000	0.578397	2	6.914687	6.914687	6.914687	46.158673	6.914687	6.914687	6.914687	6.914687	46.158673	
82000	1.082623	2	7.212878	7.212878	7.212878	47.069286	7.212878	7.212878	7.212878	7.212878	47.069286	
83000	1.815759	2	6.774614	6.774614	6.774614	47.411128	6.774614	6.774614	6.774614	6.774614	47.411128	
84000	0.268842	2	7.534169	7.534169	7.534169	45.722885	7.534169	7.534169	7.534169	7.534169	45.722885	
85000	1.072933	2	7.198929	7.198929	7.198929	47.852584	7.198929	7.198929	7.198929	7.198929	47.852584	
86000	0.397211	2	6.811328	6.811328	6.811328	48.076938	6.811328	6.811328	6.811328	6.811328	48.076938	
87000	1.379407	2	7.234751	7.234751	7.234751	46.937559	7.234751	7.234751	7.234751	7.234751	46.937559	
88000	0.659346	2	6.820519	6.820519	6.820519	45.375637	6.820519	6.820519	6.820519	6.820519	45.375637	
89000	2.365173	2	7.382827	7.382827	7.382827	46.923717	7.382827	7.382827	7.382827	7.382827	46.923717	
90000	0.338155	2	7.429132	7.429132	7.429132	47.786976	7.429132	7.429132	7.429132	7.429132	47.786976	
91000	0.424932	2	7.237544	7.237544	7.237544	46.379505	7.237544	7.237544	7.237544	7.237544	46.379505	
92000	0.433945	2	7.682241	7.682241	7.682241	46.402930	7.682241	7.682241	7.682241	7.682241	46.402930	
93000	0.113822	2	7.535511	7.535511	7.535511	44.817528	7.535511	7.535511	7.535511	7.535511	44.817528	
94000	0.662900	2	7.141505	7.141505	7.141505	46.011362	7.141505	7.141505	7.141505	7.141505	46.011362	
95000	0.753745	2	7.956953	7.956953	7.956953	46.309924	7.956953	7.956953	7.956953	7.956953	46.309924	
96000	0.272832	2	7.880196	7.880196	7.880196	46.046614	7.880196	7.880196	7.880196	7.880196	46.046614	
97000	0.434435	2	6.887795	6.887795	6.887795	45.846438	6.887795	6.887795	6.887795	6.887795	45.846438	
98000	0.095214	2	7.955948	7.955948	7.955948	46.876113	7.955948	7.955948	7.955948	7.955948	46.876113	
99000	0.073889	2	7.497872	7.497872	7.497872	43.141376	7.497872	7.497872	7.497872	7.497872	43.141376	
100000	0.497142	2	7.635214	7.635214	7.635214	46.345707	7.635214	7.635214	7.635214	7.635214	46.345707	
101000	0.792802	2	7.310006	7.310006	7.310006	45.312993	7.310006	7.310006	7.310006	7.310006	45.312993	
102000	0.319991	2	7.355498	7.355498	7.355498	45.256350	7.355498	7.355498	7.355498	7.355498	45.256350	
103000	1.155232	2	7.201455	7.201455	7.201455	45.961166	7.201455	7.201455	7.201455	7.201455	45.961166	
104000	0.152603	2	7.411218	7.411218	7.411218	45.718433	7.411218	7.411218	7.411218	7.411218	45.718433	
105000	0.362550	2	7.270950	7.270950	7.270950	46.183355	7.270950	7.270950	7.270950	7.270950	46.183355	
106000	0.588903	2	6.970451	6.970451	6.970451	46.272113	6.970451	6.970451	6.970451	6.970451	46.272113	
107000	0.314841	2	7.746316	7.746316	7.746316	44.748155	7.746316	7.746316	7.746316	7.746316	44.748155	
108000	2.233598	2	7.054080	7.054080	7.054080	48.175483	7.054080	7.054080	7.054080	7.054080	48.175483	
109000	1.497921	2	7.374804	7.374804	7.374804	46.264900	7.374804	7.374804	7.374804	7.374804	46.264900	
110000	0.187161	2	7.911965	7.911965	7.911965	47.625454	7.911965	7.911965	7.911965	7.911965	47.625454	
111000	0.368229	2	7.364350	7.364350	7.364350	47.755779	7.364350	7.364350	7.364350	7.364350	47.755779	
112000	0.621992	2	7.528458	7.528458	7.528458	48.008229	7.528458	7.528458	7.528458	7.528458	48.008229	
113000	0.250889	2	7.696704	7.696704	7.696704	48.331404	7.696704	7.696704	7.696704	7.696704	48.331404	
114000	0.872340	2	6.839753	6.839753	6.839753	45.989655	6.839753	6.839753	6.839753	6.839753	45.989655	
115000	0.337657	2	6.960651	6.960651	6.960651	46.763148	6.960651	6.960651	6.960651	6.960651	46.763148	
116000	0.999442	2	7.161306	7.161306	7.161306	47.100511	7.161306	7.161306	7.161306	7.161306	47.100511	
117000	1.203031	2	7.154778	7.154778	7.154778	47.684109	7.154778	7.154778	7.154778	7.154778	47.684109	
118000	0.176811	2	6.490129	6.490129	6.490129	46.797149	6.490129	6.490129	6.490129	6.490129	46.797149	
119000	0.355585	2	7.152565	7.152565	7.152565	47.554005	7.152565	7.152565	7.152565	7.152565	47.554005	
120000	0.406432	2	7.813802	7.813802	7.813802	47.259052	7.813802	7.813802	7.813802	7.813802	47.259052	
121000	0.546327	2	7.892188	7.892188	7.892188	47.201552	7.892188	7.892188	7.892188	7.892188	47.201552	
122000	0.794978	2	7.990605	7.990605	7.990605	48.407147	7.990605	7.990605	7.990605	7.990605	48.407147	
123000	0.488570	2	7.906772	7.906772	7.906772	45.479150	7.906772	7.906772	7.906772	7.906772	45.479150	
124000	0.541889	2	8.291993	8.291993	8.291993	47.393889	8.291993	8.291993	8.291993	8.291993	47.393889	
125000	1.736188	2	7.669927	7.669927	7.669927	46.601900	7.669927	7.669927	7.669927	7.669927	46.601900	
126000	0.404526	2	7.389051	7.389051	7.389051	46.670265	7.389051	7.389051	7.389051	7.389051	46.670265	
127000	1.305910	2	7.251184	7.251184	7.251184	46.480091	7.251184	7.251184	7.251184	7.251184	46.480091	
128000	0.699323	2	7.011364	7.011364	7.011364	47.776775	7.011364	7.011364	7.011364	7.011364	47.776775	
129000	0.821786	2	7.255426	7.255426	7.255426	49.002357	7.255426	7.255426	7.255426	7.255426	49.002357	
