Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	
1000	0.776938	2	0.491884	0.310107	0.098335	0.099674	0.491884	0.310107	0.098335	0.099674	0.238191	0.318766	0.200371	0.242672	0.491884	0.310107	0.098335	0.099674	0.238191	0.318766	0.200371	0.242672	0.238191	0.318766	0.200371	0.242672	0.491884	0.310107	0.098335	0.099674	0.238191	0.318766	0.200371	0.242672	0.491884	0.310107	0.098335	0.099674	
2000	0.418467	3	0.514094	0.287540	0.090600	0.107766	0.514094	0.287540	0.090600	0.107766	0.096268	0.391212	0.171761	0.340759	0.514094	0.287540	0.090600	0.107766	0.226610	0.270096	0.192947	0.310347	0.226610	0.270096	0.192947	0.310347	0.514094	0.287540	0.090600	0.107766	0.226610	0.270096	0.192947	0.310347	0.514094	0.287540	0.090600	0.107766	
3000	1.154326	2	0.537317	0.282858	0.077227	0.102598	0.537317	0.282858	0.077227	0.102598	0.170464	0.352719	0.140782	0.336035	0.537317	0.282858	0.077227	0.102598	0.170464	0.352719	0.140782	0.336035	0.170464	0.352719	0.140782	0.336035	0.537317	0.282858	0.077227	0.102598	0.170464	0.352719	0.140782	0.336035	0.537317	0.282858	0.077227	0.102598	
4000	2.221158	2	0.478126	0.320327	0.078971	0.122576	0.478126	0.320327	0.078971	0.122576	0.225987	0.288687	0.172946	0.312380	0.478126	0.320327	0.078971	0.122576	0.225987	0.288687	0.172946	0.312380	0.225987	0.288687	0.172946	0.312380	0.478126	0.320327	0.078971	0.122576	0.225987	0.288687	0.172946	0.312380	0.478126	0.320327	0.078971	0.122576	
5000	1.689459	3	0.484156	0.319404	0.072789	0.123651	0.484156	0.319404	0.072789	0.123651	0.177409	0.337351	0.141513	0.343727	0.484156	0.319404	0.072789	0.123651	0.269490	0.272304	0.195844	0.262362	0.269490	0.272304	0.195844	0.262362	0.484156	0.319404	0.072789	0.123651	0.177409	0.337351	0.141513	0.343727	0.484156	0.319404	0.072789	0.123651	
6000	1.666830	3	0.484156	0.319404	0.072789	0.123651	0.484156	0.319404	0.072789	0.123651	0.175950	0.363892	0.136367	0.323791	0.484156	0.319404	0.072789	0.123651	0.265430	0.249800	0.206091	0.278679	0.265430	0.249800	0.206091	0.278679	0.484156	0.319404	0.072789	0.123651	0.175950	0.363892	0.136367	0.323791	0.484156	0.319404	0.072789	0.123651	
7000	3.337880	3	0.428853	0.371979	0.071287	0.127881	0.428853	0.371979	0.071287	0.127881	0.245475	0.299071	0.173623	0.281831	0.428853	0.371979	0.071287	0.127881	0.245475	0.299071	0.173623	0.281831	0.245475	0.299071	0.173623	0.281831	0.415262	0.405307	0.057238	0.122193	0.245475	0.299071	0.173623	0.281831	0.415262	0.405307	0.057238	0.122193	
8000	2.464320	3	0.407506	0.397030	0.054730	0.140734	0.407506	0.397030	0.054730	0.140734	0.179849	0.367316	0.114091	0.338744	0.407506	0.397030	0.054730	0.140734	0.246892	0.233523	0.244888	0.274697	0.246892	0.233523	0.244888	0.274697	0.407506	0.397030	0.054730	0.140734	0.179849	0.367316	0.114091	0.338744	0.407506	0.397030	0.054730	0.140734	
9000	0.542911	3	0.407506	0.397030	0.054730	0.140734	0.371844	0.440781	0.060386	0.126989	0.251878	0.281849	0.168189	0.298084	0.407506	0.397030	0.054730	0.140734	0.251878	0.281849	0.168189	0.298084	0.251878	0.281849	0.168189	0.298084	0.371844	0.440781	0.060386	0.126989	0.251878	0.281849	0.168189	0.298084	0.407506	0.397030	0.054730	0.140734	
10000	0.655404	2	0.414350	0.384732	0.059693	0.141225	0.414350	0.384732	0.059693	0.141225	0.252287	0.307161	0.164471	0.276081	0.414350	0.384732	0.059693	0.141225	0.252287	0.307161	0.164471	0.276081	0.252287	0.307161	0.164471	0.276081	0.414350	0.384732	0.059693	0.141225	0.252287	0.307161	0.164471	0.276081	0.414350	0.384732	0.059693	0.141225	
