Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	Alpha[7]	Alpha[8]	Alpha[9]	
1000	1.137478	5	0.244682	0.290759	0.290759	1.398524	0.405167	0.405167	0.290759	0.178373	1.398524	
2000	1.137478	4	0.271780	0.271780	0.271780	2.061726	0.436468	0.436468	0.271780	0.202174	2.061726	
3000	1.137478	3	0.263051	0.263051	0.263051	1.953380	0.500864	0.500864	0.263051	0.263051	1.953380	
4000	1.137478	4	0.284570	0.284570	0.284570	2.213729	0.483820	0.483820	0.284570	0.227367	2.213729	
5000	1.137478	3	0.253347	0.253347	0.253347	2.304010	0.512300	0.512300	0.253347	0.253347	2.304010	
6000	1.137478	4	0.257312	0.257312	0.257312	2.353108	0.402732	0.455227	0.257312	0.257312	2.353108	
7000	1.137478	4	0.250345	0.250345	0.250345	2.550258	0.400155	0.400155	0.250345	0.210220	2.550258	
8000	1.137478	4	0.252444	0.252444	0.252444	2.876833	0.501224	0.501224	0.229018	0.229018	2.876833	
9000	1.137478	3	0.247465	0.247465	0.247465	2.878683	0.568834	0.568834	0.247465	0.247465	2.878683	
10000	1.137478	3	0.273049	0.273049	0.273049	2.537801	0.491821	0.491821	0.273049	0.273049	2.537801	
11000	1.137478	4	0.254135	0.254135	0.254135	2.424708	0.387283	0.560431	0.254135	0.254135	2.424708	
12000	1.137478	4	0.259601	0.259601	0.259601	2.570735	0.399867	0.399867	0.252627	0.252627	2.570735	
13000	1.137478	4	0.279587	0.279587	0.246714	2.467264	0.526253	0.526253	0.246714	0.246714	2.467264	
14000	1.137478	3	0.265030	0.265030	0.265030	2.716580	0.460470	0.460470	0.265030	0.265030	2.716580	
15000	1.137478	4	0.278850	0.278850	0.278850	2.593722	0.422554	0.422554	0.278850	0.144832	2.593722	
16000	1.137478	3	0.251799	0.251799	0.251799	2.873995	0.469288	0.469288	0.251799	0.251799	2.873995	
17000	1.137478	5	0.263262	0.263262	0.263262	2.345509	0.366769	0.524146	0.263262	0.154304	2.345509	
18000	1.137478	4	0.259423	0.259423	0.259423	2.482012	0.509958	0.509958	0.217844	0.217844	2.482012	
19000	1.137478	3	0.258813	0.258813	0.258813	2.403006	0.423977	0.423977	0.258813	0.258813	2.403006	
20000	1.137478	4	0.245101	0.293440	0.245101	2.943371	0.459204	0.459204	0.245101	0.245101	2.943371	
21000	1.137478	4	0.255552	0.255552	0.255552	2.967455	0.429916	0.429916	0.255552	0.184891	2.967455	
22000	1.137478	3	0.252796	0.252796	0.252796	2.877996	0.502003	0.502003	0.252796	0.252796	2.877996	
23000	1.137478	4	0.258457	0.258457	0.258457	3.016419	0.497734	0.497734	0.258457	0.182552	3.016419	
24000	1.137478	3	0.253423	0.253423	0.253423	1.765434	0.500564	0.500564	0.253423	0.253423	1.765434	
