Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	TL[8]	TL[9]	
1000	1.137478	2	13.743638	13.743638	13.743638	57.010347	13.743638	13.743638	13.743638	13.743638	57.010347	
2000	1.137478	2	8.990591	8.990591	8.990591	56.317768	8.990591	8.990591	8.990591	8.990591	56.317768	
3000	1.137478	2	7.583043	7.583043	7.583043	50.801369	7.583043	7.583043	7.583043	7.583043	50.801369	
4000	1.137478	2	8.627236	8.627236	8.627236	51.101080	8.627236	8.627236	8.627236	8.627236	51.101080	
5000	1.137478	2	7.736777	7.736777	7.736777	45.833758	7.736777	7.736777	7.736777	7.736777	45.833758	
6000	1.137478	2	7.747544	7.747544	7.747544	46.339182	7.747544	7.747544	7.747544	7.747544	46.339182	
7000	1.137478	2	7.443761	7.443761	7.443761	44.607396	7.443761	7.443761	7.443761	7.443761	44.607396	
8000	1.137478	2	7.779604	7.779604	7.779604	47.965807	7.779604	7.779604	7.779604	7.779604	47.965807	
9000	1.137478	2	7.465770	7.465770	7.465770	43.313977	7.465770	7.465770	7.465770	7.465770	43.313977	
10000	1.137478	2	7.162411	7.162411	7.162411	44.573453	7.162411	7.162411	7.162411	7.162411	44.573453	
11000	1.137478	2	7.415134	7.415134	7.415134	44.597779	7.415134	7.415134	7.415134	7.415134	44.597779	
12000	1.137478	2	6.966829	6.966829	6.966829	43.553671	6.966829	6.966829	6.966829	6.966829	43.553671	
13000	1.137478	2	7.008252	7.008252	7.008252	43.317063	7.008252	7.008252	7.008252	7.008252	43.317063	
14000	1.137478	2	7.256952	7.256952	7.256952	46.614501	7.256952	7.256952	7.256952	7.256952	46.614501	
15000	1.137478	2	7.484529	7.484529	7.484529	47.013533	7.484529	7.484529	7.484529	7.484529	47.013533	
16000	1.137478	2	7.503259	7.503259	7.503259	45.013794	7.503259	7.503259	7.503259	7.503259	45.013794	
17000	1.137478	2	6.723296	6.723296	6.723296	44.276690	6.723296	6.723296	6.723296	6.723296	44.276690	
18000	1.137478	2	7.267097	7.267097	7.267097	44.632011	7.267097	7.267097	7.267097	7.267097	44.632011	
19000	1.137478	2	7.380468	7.380468	7.380468	45.630384	7.380468	7.380468	7.380468	7.380468	45.630384	
20000	1.137478	2	7.620723	7.620723	7.620723	44.698509	7.620723	7.620723	7.620723	7.620723	44.698509	
21000	1.137478	2	7.093977	7.093977	7.093977	44.947467	7.093977	7.093977	7.093977	7.093977	44.947467	
22000	1.137478	2	7.242695	7.242695	7.242695	45.319040	7.242695	7.242695	7.242695	7.242695	45.319040	
23000	1.137478	2	7.530619	7.530619	7.530619	45.089319	7.530619	7.530619	7.530619	7.530619	45.089319	
24000	1.137478	2	7.638302	7.638302	7.638302	45.214193	7.638302	7.638302	7.638302	7.638302	45.214193	
25000	1.137478	2	7.553870	7.553870	7.553870	45.006033	7.553870	7.553870	7.553870	7.553870	45.006033	
26000	1.137478	2	7.061217	7.061217	7.061217	44.783869	7.061217	7.061217	7.061217	7.061217	44.783869	
27000	1.137478	2	7.270601	7.270601	7.270601	45.973163	7.270601	7.270601	7.270601	7.270601	45.973163	
28000	1.137478	2	7.254585	7.254585	7.254585	46.353444	7.254585	7.254585	7.254585	7.254585	46.353444	
29000	1.137478	2	6.997609	6.997609	6.997609	46.585947	6.997609	6.997609	6.997609	6.997609	46.585947	
30000	1.137478	2	7.715608	7.715608	7.715608	47.696214	7.715608	7.715608	7.715608	7.715608	47.696214	
31000	1.137478	2	7.185057	7.185057	7.185057	45.007816	7.185057	7.185057	7.185057	7.185057	45.007816	
32000	1.137478	2	7.029357	7.029357	7.029357	44.072917	7.029357	7.029357	7.029357	7.029357	44.072917	
33000	1.137478	2	7.024596	7.024596	7.024596	45.453625	7.024596	7.024596	7.024596	7.024596	45.453625	
34000	1.137478	2	6.979921	6.979921	6.979921	45.711192	6.979921	6.979921	6.979921	6.979921	45.711192	
35000	1.137478	2	7.065997	7.065997	7.065997	45.662789	7.065997	7.065997	7.065997	7.065997	45.662789	
36000	1.137478	2	7.601366	7.601366	7.601366	47.290092	7.601366	7.601366	7.601366	7.601366	47.290092	
37000	1.137478	2	7.013138	7.013138	7.013138	46.384965	7.013138	7.013138	7.013138	7.013138	46.384965	
38000	1.137478	2	7.150371	7.150371	7.150371	44.267317	7.150371	7.150371	7.150371	7.150371	44.267317	
39000	1.137478	2	7.638364	7.638364	7.638364	44.315043	7.638364	7.638364	7.638364	7.638364	44.315043	
40000	1.137478	2	7.257717	7.257717	7.257717	44.163348	7.257717	7.257717	7.257717	7.257717	44.163348	
41000	1.137478	2	7.238186	7.238186	7.238186	45.556128	7.238186	7.238186	7.238186	7.238186	45.556128	
42000	1.137478	2	6.999853	6.999853	6.999853	44.156050	6.999853	6.999853	6.999853	6.999853	44.156050	
43000	1.137478	2	7.214759	7.214759	7.214759	46.546784	7.214759	7.214759	7.214759	7.214759	46.546784	
44000	1.137478	2	7.046369	7.046369	7.046369	43.943815	7.046369	7.046369	7.046369	7.046369	43.943815	
45000	1.137478	2	7.188296	7.188296	7.188296	45.783843	7.188296	7.188296	7.188296	7.188296	45.783843	
46000	1.137478	2	7.161963	7.161963	7.161963	47.369731	7.161963	7.161963	7.161963	7.161963	47.369731	
47000	1.137478	2	7.067310	7.067310	7.067310	45.113604	7.067310	7.067310	7.067310	7.067310	45.113604	
48000	1.137478	2	7.082401	7.082401	7.082401	47.122865	7.082401	7.082401	7.082401	7.082401	47.122865	
49000	1.137478	2	7.081671	7.081671	7.081671	44.906733	7.081671	7.081671	7.081671	7.081671	44.906733	
