Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	TL[8]	TL[9]	
1000	1.137478	2	13.699766	13.699766	13.699766	60.930776	13.699766	13.699766	13.699766	13.699766	60.930776	
2000	1.137478	2	8.466883	8.466883	8.466883	55.712984	8.466883	8.466883	8.466883	8.466883	55.712984	
3000	1.137478	2	8.133416	8.133416	8.133416	50.363625	8.133416	8.133416	8.133416	8.133416	50.363625	
4000	1.137478	2	7.705448	7.705448	7.705448	47.325831	7.705448	7.705448	7.705448	7.705448	47.325831	
5000	1.137478	2	7.271216	7.271216	7.271216	46.391428	7.271216	7.271216	7.271216	7.271216	46.391428	
6000	1.137478	2	7.090360	7.090360	7.090360	48.262157	7.090360	7.090360	7.090360	7.090360	48.262157	
7000	1.137478	2	6.745143	6.745143	6.745143	45.305998	6.745143	6.745143	6.745143	6.745143	45.305998	
8000	1.137478	2	6.962482	6.962482	6.962482	45.127869	6.962482	6.962482	6.962482	6.962482	45.127869	
9000	1.137478	2	6.866838	6.866838	6.866838	43.349167	6.866838	6.866838	6.866838	6.866838	43.349167	
10000	1.137478	2	6.563403	6.563403	6.563403	44.100588	6.563403	6.563403	6.563403	6.563403	44.100588	
11000	1.137478	2	6.900612	6.900612	6.900612	43.320917	6.900612	6.900612	6.900612	6.900612	43.320917	
12000	1.137478	2	7.127191	7.127191	7.127191	45.561274	7.127191	7.127191	7.127191	7.127191	45.561274	
13000	1.137478	2	7.062173	7.062173	7.062173	43.290887	7.062173	7.062173	7.062173	7.062173	43.290887	
14000	1.137478	2	6.814317	6.814317	6.814317	43.021997	6.814317	6.814317	6.814317	6.814317	43.021997	
15000	1.137478	2	6.697557	6.697557	6.697557	45.109606	6.697557	6.697557	6.697557	6.697557	45.109606	
16000	1.137478	2	7.216964	7.216964	7.216964	44.485444	7.216964	7.216964	7.216964	7.216964	44.485444	
17000	1.137478	2	7.159664	7.159664	7.159664	43.567132	7.159664	7.159664	7.159664	7.159664	43.567132	
18000	1.137478	2	7.162978	7.162978	7.162978	43.649231	7.162978	7.162978	7.162978	7.162978	43.649231	
19000	1.137478	2	6.864806	6.864806	6.864806	43.187659	6.864806	6.864806	6.864806	6.864806	43.187659	
20000	1.137478	2	7.083338	7.083338	7.083338	41.874387	7.083338	7.083338	7.083338	7.083338	41.874387	
21000	1.137478	2	6.982753	6.982753	6.982753	42.966589	6.982753	6.982753	6.982753	6.982753	42.966589	
22000	1.137478	2	7.254337	7.254337	7.254337	44.291258	7.254337	7.254337	7.254337	7.254337	44.291258	
23000	1.137478	2	7.391763	7.391763	7.391763	41.891111	7.391763	7.391763	7.391763	7.391763	41.891111	
24000	1.137478	2	7.425667	7.425667	7.425667	43.275795	7.425667	7.425667	7.425667	7.425667	43.275795	
25000	1.137478	2	6.890673	6.890673	6.890673	41.782174	6.890673	6.890673	6.890673	6.890673	41.782174	
26000	1.137478	2	7.195120	7.195120	7.195120	44.419942	7.195120	7.195120	7.195120	7.195120	44.419942	
27000	1.137478	2	7.437775	7.437775	7.437775	44.264644	7.437775	7.437775	7.437775	7.437775	44.264644	
28000	1.137478	2	7.316498	7.316498	7.316498	43.516800	7.316498	7.316498	7.316498	7.316498	43.516800	
29000	1.137478	2	7.658065	7.658065	7.658065	42.866374	7.658065	7.658065	7.658065	7.658065	42.866374	
30000	1.137478	2	7.045304	7.045304	7.045304	42.926814	7.045304	7.045304	7.045304	7.045304	42.926814	
31000	1.137478	2	7.021065	7.021065	7.021065	43.047297	7.021065	7.021065	7.021065	7.021065	43.047297	
32000	1.137478	2	7.038467	7.038467	7.038467	41.158505	7.038467	7.038467	7.038467	7.038467	41.158505	
33000	1.137478	2	7.581487	7.581487	7.581487	43.310070	7.581487	7.581487	7.581487	7.581487	43.310070	
34000	1.137478	2	7.490016	7.490016	7.490016	43.049764	7.490016	7.490016	7.490016	7.490016	43.049764	
35000	1.137478	2	7.350521	7.350521	7.350521	43.810675	7.350521	7.350521	7.350521	7.350521	43.810675	
36000	1.137478	2	7.250339	7.250339	7.250339	43.078133	7.250339	7.250339	7.250339	7.250339	43.078133	
37000	1.137478	2	6.963670	6.963670	6.963670	43.990033	6.963670	6.963670	6.963670	6.963670	43.990033	
38000	1.137478	2	6.776578	6.776578	6.776578	42.492515	6.776578	6.776578	6.776578	6.776578	42.492515	
39000	1.137478	2	6.808879	6.808879	6.808879	44.339654	6.808879	6.808879	6.808879	6.808879	44.339654	
