Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	TL[8]	TL[9]	
1000	1.137478	2	17.405970	17.405970	17.405970	56.881051	17.405970	17.405970	17.405970	17.405970	56.881051	
2000	1.137478	2	8.397332	8.397332	8.397332	57.480011	8.397332	8.397332	8.397332	8.397332	57.480011	
3000	1.137478	2	7.556815	7.556815	7.556815	51.491076	7.556815	7.556815	7.556815	7.556815	51.491076	
4000	1.137478	2	7.093661	7.093661	7.093661	47.416368	7.093661	7.093661	7.093661	7.093661	47.416368	
5000	1.137478	2	7.234017	7.234017	7.234017	46.825288	7.234017	7.234017	7.234017	7.234017	46.825288	
6000	1.137478	2	7.754503	7.754503	7.754503	47.036174	7.754503	7.754503	7.754503	7.754503	47.036174	
7000	1.137478	2	7.331931	7.331931	7.331931	46.672568	7.331931	7.331931	7.331931	7.331931	46.672568	
8000	1.137478	2	7.188040	7.188040	7.188040	46.162656	7.188040	7.188040	7.188040	7.188040	46.162656	
9000	1.137478	2	7.160806	7.160806	7.160806	45.584066	7.160806	7.160806	7.160806	7.160806	45.584066	
10000	1.137478	2	7.554254	7.554254	7.554254	46.641337	7.554254	7.554254	7.554254	7.554254	46.641337	
11000	1.137478	2	7.310493	7.310493	7.310493	45.829129	7.310493	7.310493	7.310493	7.310493	45.829129	
12000	1.137478	2	7.028007	7.028007	7.028007	44.592144	7.028007	7.028007	7.028007	7.028007	44.592144	
13000	1.137478	2	7.172040	7.172040	7.172040	44.583821	7.172040	7.172040	7.172040	7.172040	44.583821	
14000	1.137478	2	7.619835	7.619835	7.619835	45.654689	7.619835	7.619835	7.619835	7.619835	45.654689	
15000	1.137478	2	7.269672	7.269672	7.269672	46.001404	7.269672	7.269672	7.269672	7.269672	46.001404	
16000	1.137478	2	7.457978	7.457978	7.457978	45.698884	7.457978	7.457978	7.457978	7.457978	45.698884	
17000	1.137478	2	7.247011	7.247011	7.247011	45.811278	7.247011	7.247011	7.247011	7.247011	45.811278	
18000	1.137478	2	8.213519	8.213519	8.213519	45.039132	8.213519	8.213519	8.213519	8.213519	45.039132	
19000	1.137478	2	7.890986	7.890986	7.890986	43.994874	7.890986	7.890986	7.890986	7.890986	43.994874	
20000	1.137478	2	6.887592	6.887592	6.887592	43.986580	6.887592	6.887592	6.887592	6.887592	43.986580	
21000	1.137478	2	7.210823	7.210823	7.210823	48.146324	7.210823	7.210823	7.210823	7.210823	48.146324	
22000	1.137478	2	7.124097	7.124097	7.124097	45.713910	7.124097	7.124097	7.124097	7.124097	45.713910	
23000	1.137478	2	7.229227	7.229227	7.229227	45.993160	7.229227	7.229227	7.229227	7.229227	45.993160	
24000	1.137478	2	7.324778	7.324778	7.324778	45.580000	7.324778	7.324778	7.324778	7.324778	45.580000	
25000	1.137478	2	6.934205	6.934205	6.934205	45.250926	6.934205	6.934205	6.934205	6.934205	45.250926	
26000	1.137478	2	7.107793	7.107793	7.107793	46.861206	7.107793	7.107793	7.107793	7.107793	46.861206	
27000	1.137478	2	7.020130	7.020130	7.020130	46.329080	7.020130	7.020130	7.020130	7.020130	46.329080	
28000	1.137478	2	7.093019	7.093019	7.093019	45.140409	7.093019	7.093019	7.093019	7.093019	45.140409	
29000	1.137478	2	7.609023	7.609023	7.609023	47.424221	7.609023	7.609023	7.609023	7.609023	47.424221	
30000	1.137478	2	7.017578	7.017578	7.017578	46.464958	7.017578	7.017578	7.017578	7.017578	46.464958	
31000	1.137478	2	7.616422	7.616422	7.616422	45.018021	7.616422	7.616422	7.616422	7.616422	45.018021	
32000	1.137478	2	6.920712	6.920712	6.920712	45.899898	6.920712	6.920712	6.920712	6.920712	45.899898	
33000	1.137478	2	7.036699	7.036699	7.036699	44.670983	7.036699	7.036699	7.036699	7.036699	44.670983	
