Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	
1000	1.137478	2	0.367734	0.418471	0.066911	0.146884	0.367734	0.418471	0.066911	0.146884	0.205359	0.369681	0.163732	0.261228	0.367734	0.418471	0.066911	0.146884	0.205359	0.369681	0.163732	0.261228	0.205359	0.369681	0.163732	0.261228	0.367734	0.418471	0.066911	0.146884	0.205359	0.369681	0.163732	0.261228	0.367734	0.418471	0.066911	0.146884	
2000	1.137478	3	0.371873	0.375074	0.076017	0.177035	0.371873	0.375074	0.076017	0.177035	0.175883	0.343706	0.145187	0.335223	0.371508	0.425391	0.057848	0.145253	0.175883	0.343706	0.145187	0.335223	0.175883	0.343706	0.145187	0.335223	0.371508	0.425391	0.057848	0.145253	0.175883	0.343706	0.145187	0.335223	0.371508	0.425391	0.057848	0.145253	
3000	1.137478	3	0.371873	0.375074	0.076017	0.177035	0.371873	0.375074	0.076017	0.177035	0.235715	0.313974	0.178739	0.271572	0.383677	0.416371	0.056074	0.143878	0.235715	0.313974	0.178739	0.271572	0.235715	0.313974	0.178739	0.271572	0.383677	0.416371	0.056074	0.143878	0.235715	0.313974	0.178739	0.271572	0.383677	0.416371	0.056074	0.143878	
4000	1.137478	4	0.371407	0.382776	0.072239	0.173578	0.371407	0.382776	0.072239	0.173578	0.132025	0.345258	0.079534	0.443183	0.383677	0.416371	0.056074	0.143878	0.247855	0.263249	0.185021	0.303875	0.247855	0.263249	0.185021	0.303875	0.383677	0.416371	0.056074	0.143878	0.247855	0.263249	0.185021	0.303875	0.383677	0.416371	0.056074	0.143878	
5000	1.137478	2	0.383677	0.416371	0.056074	0.143878	0.383677	0.416371	0.056074	0.143878	0.247855	0.263249	0.185021	0.303875	0.383677	0.416371	0.056074	0.143878	0.247855	0.263249	0.185021	0.303875	0.247855	0.263249	0.185021	0.303875	0.383677	0.416371	0.056074	0.143878	0.247855	0.263249	0.185021	0.303875	0.383677	0.416371	0.056074	0.143878	
6000	1.137478	3	0.383677	0.416371	0.056074	0.143878	0.383677	0.416371	0.056074	0.143878	0.160437	0.323872	0.143374	0.372318	0.383677	0.416371	0.056074	0.143878	0.267721	0.230208	0.271102	0.230970	0.267721	0.230208	0.271102	0.230970	0.383677	0.416371	0.056074	0.143878	0.160437	0.323872	0.143374	0.372318	0.383677	0.416371	0.056074	0.143878	
7000	1.137478	4	0.380041	0.356439	0.080332	0.183189	0.380041	0.356439	0.080332	0.183189	0.192524	0.224338	0.218377	0.364761	0.383677	0.416371	0.056074	0.143878	0.232023	0.305729	0.236856	0.225392	0.192524	0.224338	0.218377	0.364761	0.383677	0.416371	0.056074	0.143878	0.192524	0.224338	0.218377	0.364761	0.383677	0.416371	0.056074	0.143878	
8000	1.137478	3	0.393278	0.343741	0.076338	0.186643	0.393278	0.343741	0.076338	0.186643	0.251735	0.266816	0.191423	0.290026	0.383677	0.416371	0.056074	0.143878	0.251735	0.266816	0.191423	0.290026	0.251735	0.266816	0.191423	0.290026	0.383677	0.416371	0.056074	0.143878	0.251735	0.266816	0.191423	0.290026	0.383677	0.416371	0.056074	0.143878	
9000	1.137478	3	0.386460	0.350475	0.076450	0.186615	0.386460	0.350475	0.076450	0.186615	0.252833	0.259317	0.181425	0.306425	0.383677	0.416371	0.056074	0.143878	0.252833	0.259317	0.181425	0.306425	0.252833	0.259317	0.181425	0.306425	0.383677	0.416371	0.056074	0.143878	0.252833	0.259317	0.181425	0.306425	0.383677	0.416371	0.056074	0.143878	
10000	1.137478	2	0.383677	0.416371	0.056074	0.143878	0.383677	0.416371	0.056074	0.143878	0.255508	0.271319	0.198236	0.274938	0.383677	0.416371	0.056074	0.143878	0.255508	0.271319	0.198236	0.274938	0.255508	0.271319	0.198236	0.274938	0.383677	0.416371	0.056074	0.143878	0.255508	0.271319	0.198236	0.274938	0.383677	0.416371	0.056074	0.143878	
11000	1.137478	4	0.388970	0.342958	0.087250	0.180822	0.388970	0.342958	0.087250	0.180822	0.180364	0.372652	0.125021	0.321963	0.383677	0.416371	0.056074	0.143878	0.255508	0.271319	0.198236	0.274938	0.255508	0.271319	0.198236	0.274938	0.383677	0.416371	0.056074	0.143878	0.180364	0.372652	0.125021	0.321963	0.383677	0.416371	0.056074	0.143878	
12000	1.137478	4	0.375922	0.347628	0.080314	0.196136	0.375922	0.347628	0.080314	0.196136	0.168489	0.367245	0.130827	0.333439	0.383677	0.416371	0.056074	0.143878	0.251437	0.248138	0.227489	0.272936	0.251437	0.248138	0.227489	0.272936	0.383677	0.416371	0.056074	0.143878	0.168489	0.367245	0.130827	0.333439	0.383677	0.416371	0.056074	0.143878	
13000	1.137478	4	0.375922	0.347628	0.080314	0.196136	0.375922	0.347628	0.080314	0.196136	0.125503	0.418632	0.169083	0.286782	0.383677	0.416371	0.056074	0.143878	0.245902	0.225969	0.171404	0.356725	0.245902	0.225969	0.171404	0.356725	0.383677	0.416371	0.056074	0.143878	0.125503	0.418632	0.169083	0.286782	0.383677	0.416371	0.056074	0.143878	
14000	1.137478	4	0.368402	0.359448	0.085533	0.186617	0.368402	0.359448	0.085533	0.186617	0.161266	0.384365	0.132460	0.321909	0.383677	0.416371	0.056074	0.143878	0.273235	0.255136	0.190176	0.281454	0.273235	0.255136	0.190176	0.281454	0.383677	0.416371	0.056074	0.143878	0.161266	0.384365	0.132460	0.321909	0.383677	0.416371	0.056074	0.143878	
15000	1.137478	4	0.368402	0.359448	0.085533	0.186617	0.368402	0.359448	0.085533	0.186617	0.120112	0.340855	0.092119	0.446914	0.383677	0.416371	0.056074	0.143878	0.225251	0.250318	0.203390	0.321041	0.225251	0.250318	0.203390	0.321041	0.383677	0.416371	0.056074	0.143878	0.225251	0.250318	0.203390	0.321041	0.383677	0.416371	0.056074	0.143878	
16000	1.137478	3	0.373154	0.318055	0.076969	0.231822	0.373154	0.318055	0.076969	0.231822	0.246900	0.293488	0.174453	0.285158	0.383677	0.416371	0.056074	0.143878	0.246900	0.293488	0.174453	0.285158	0.246900	0.293488	0.174453	0.285158	0.383677	0.416371	0.056074	0.143878	0.246900	0.293488	0.174453	0.285158	0.383677	0.416371	0.056074	0.143878	
17000	1.137478	4	0.398663	0.333406	0.082780	0.185151	0.398663	0.333406	0.082780	0.185151	0.159701	0.312852	0.156669	0.370778	0.383677	0.416371	0.056074	0.143878	0.270449	0.252108	0.185350	0.292093	0.270449	0.252108	0.185350	0.292093	0.383677	0.416371	0.056074	0.143878	0.159701	0.312852	0.156669	0.370778	0.383677	0.416371	0.056074	0.143878	
18000	1.137478	3	0.399072	0.333584	0.076313	0.191031	0.399072	0.333584	0.076313	0.191031	0.216056	0.286017	0.181546	0.316381	0.383677	0.416371	0.056074	0.143878	0.216056	0.286017	0.181546	0.316381	0.216056	0.286017	0.181546	0.316381	0.383677	0.416371	0.056074	0.143878	0.216056	0.286017	0.181546	0.316381	0.383677	0.416371	0.056074	0.143878	
19000	1.137478	4	0.399072	0.333584	0.076313	0.191031	0.399072	0.333584	0.076313	0.191031	0.196489	0.373139	0.122957	0.307416	0.383677	0.416371	0.056074	0.143878	0.256567	0.258094	0.220575	0.264763	0.256567	0.258094	0.220575	0.264763	0.383677	0.416371	0.056074	0.143878	0.196489	0.373139	0.122957	0.307416	0.383677	0.416371	0.056074	0.143878	
20000	1.137478	4	0.347792	0.356245	0.072942	0.223021	0.347792	0.356245	0.072942	0.223021	0.187408	0.345211	0.130615	0.336766	0.383677	0.416371	0.056074	0.143878	0.254204	0.270686	0.188027	0.287084	0.254204	0.270686	0.188027	0.287084	0.383677	0.416371	0.056074	0.143878	0.187408	0.345211	0.130615	0.336766	0.383677	0.416371	0.056074	0.143878	
21000	1.137478	3	0.381928	0.359823	0.071408	0.186841	0.381928	0.359823	0.071408	0.186841	0.254204	0.270686	0.188027	0.287084	0.387301	0.413047	0.055440	0.144211	0.254204	0.270686	0.188027	0.287084	0.254204	0.270686	0.188027	0.287084	0.387301	0.413047	0.055440	0.144211	0.254204	0.270686	0.188027	0.287084	0.387301	0.413047	0.055440	0.144211	
22000	1.137478	3	0.387182	0.354287	0.068058	0.190474	0.387182	0.354287	0.068058	0.190474	0.251345	0.289501	0.165359	0.293795	0.387301	0.413047	0.055440	0.144211	0.251345	0.289501	0.165359	0.293795	0.251345	0.289501	0.165359	0.293795	0.387301	0.413047	0.055440	0.144211	0.251345	0.289501	0.165359	0.293795	0.387301	0.413047	0.055440	0.144211	
23000	1.137478	4	0.381124	0.364896	0.074216	0.179764	0.381124	0.364896	0.074216	0.179764	0.173001	0.367143	0.126632	0.333224	0.387301	0.413047	0.055440	0.144211	0.307186	0.271973	0.192223	0.228618	0.307186	0.271973	0.192223	0.228618	0.387301	0.413047	0.055440	0.144211	0.173001	0.367143	0.126632	0.333224	0.387301	0.413047	0.055440	0.144211	
24000	1.137478	4	0.385477	0.337848	0.081392	0.195283	0.385477	0.337848	0.081392	0.195283	0.168080	0.319668	0.148148	0.364105	0.387301	0.413047	0.055440	0.144211	0.294595	0.239422	0.183544	0.282440	0.294595	0.239422	0.183544	0.282440	0.387301	0.413047	0.055440	0.144211	0.168080	0.319668	0.148148	0.364105	0.387301	0.413047	0.055440	0.144211	
25000	1.137478	3	0.392492	0.323070	0.089794	0.194644	0.392492	0.323070	0.089794	0.194644	0.248522	0.275205	0.176987	0.299286	0.387301	0.413047	0.055440	0.144211	0.248522	0.275205	0.176987	0.299286	0.248522	0.275205	0.176987	0.299286	0.387301	0.413047	0.055440	0.144211	0.248522	0.275205	0.176987	0.299286	0.387301	0.413047	0.055440	0.144211	
26000	1.137478	2	0.393314	0.401167	0.059954	0.145565	0.393314	0.401167	0.059954	0.145565	0.233034	0.265465	0.179117	0.322384	0.393314	0.401167	0.059954	0.145565	0.233034	0.265465	0.179117	0.322384	0.233034	0.265465	0.179117	0.322384	0.393314	0.401167	0.059954	0.145565	0.233034	0.265465	0.179117	0.322384	0.393314	0.401167	0.059954	0.145565	
27000	1.137478	4	0.416784	0.312086	0.075829	0.195301	0.416784	0.312086	0.075829	0.195301	0.145463	0.337492	0.150636	0.366408	0.393314	0.401167	0.059954	0.145565	0.230375	0.249876	0.263918	0.255831	0.230375	0.249876	0.263918	0.255831	0.393314	0.401167	0.059954	0.145565	0.145463	0.337492	0.150636	0.366408	0.393314	0.401167	0.059954	0.145565	
28000	1.137478	3	0.416784	0.312086	0.075829	0.195301	0.416784	0.312086	0.075829	0.195301	0.248927	0.292745	0.141990	0.316339	0.393314	0.401167	0.059954	0.145565	0.248927	0.292745	0.141990	0.316339	0.248927	0.292745	0.141990	0.316339	0.393314	0.401167	0.059954	0.145565	0.248927	0.292745	0.141990	0.316339	0.393314	0.401167	0.059954	0.145565	
29000	1.137478	3	0.416784	0.312086	0.075829	0.195301	0.416784	0.312086	0.075829	0.195301	0.250166	0.282056	0.173073	0.294705	0.393314	0.401167	0.059954	0.145565	0.250166	0.282056	0.173073	0.294705	0.250166	0.282056	0.173073	0.294705	0.393314	0.401167	0.059954	0.145565	0.250166	0.282056	0.173073	0.294705	0.393314	0.401167	0.059954	0.145565	
30000	1.137478	4	0.353672	0.378332	0.080107	0.187888	0.353672	0.378332	0.080107	0.187888	0.172930	0.295502	0.148652	0.382915	0.393314	0.401167	0.059954	0.145565	0.242922	0.256149	0.188943	0.311986	0.242922	0.256149	0.188943	0.311986	0.393314	0.401167	0.059954	0.145565	0.172930	0.295502	0.148652	0.382915	0.393314	0.401167	0.059954	0.145565	
31000	1.137478	3	0.398489	0.337324	0.076498	0.187690	0.398489	0.337324	0.076498	0.187690	0.242922	0.256149	0.188943	0.311986	0.393314	0.401167	0.059954	0.145565	0.242922	0.256149	0.188943	0.311986	0.242922	0.256149	0.188943	0.311986	0.393314	0.401167	0.059954	0.145565	0.242922	0.256149	0.188943	0.311986	0.393314	0.401167	0.059954	0.145565	
32000	1.137478	3	0.383833	0.354874	0.076992	0.184301	0.383833	0.354874	0.076992	0.184301	0.249032	0.264638	0.188483	0.297847	0.382890	0.409891	0.058724	0.148495	0.249032	0.264638	0.188483	0.297847	0.249032	0.264638	0.188483	0.297847	0.382890	0.409891	0.058724	0.148495	0.249032	0.264638	0.188483	0.297847	0.382890	0.409891	0.058724	0.148495	
33000	1.137478	4	0.389668	0.343718	0.087415	0.179199	0.389668	0.343718	0.087415	0.179199	0.221780	0.335641	0.128115	0.314464	0.382890	0.409891	0.058724	0.148495	0.226081	0.285997	0.182495	0.305427	0.226081	0.285997	0.182495	0.305427	0.382890	0.409891	0.058724	0.148495	0.226081	0.285997	0.182495	0.305427	0.382890	0.409891	0.058724	0.148495	
34000	1.137478	3	0.396952	0.326798	0.082626	0.193625	0.396952	0.326798	0.082626	0.193625	0.254223	0.271365	0.167747	0.306664	0.382890	0.409891	0.058724	0.148495	0.254223	0.271365	0.167747	0.306664	0.254223	0.271365	0.167747	0.306664	0.382890	0.409891	0.058724	0.148495	0.254223	0.271365	0.167747	0.306664	0.382890	0.409891	0.058724	0.148495	
35000	1.137478	4	0.395362	0.337858	0.077900	0.188881	0.395362	0.337858	0.077900	0.188881	0.187500	0.299336	0.127250	0.385914	0.403935	0.390711	0.057602	0.147752	0.261343	0.275947	0.176435	0.286276	0.261343	0.275947	0.176435	0.286276	0.403935	0.390711	0.057602	0.147752	0.261343	0.275947	0.176435	0.286276	0.403935	0.390711	0.057602	0.147752	
36000	1.137478	3	0.385977	0.351940	0.080142	0.181942	0.385977	0.351940	0.080142	0.181942	0.263649	0.276247	0.185738	0.274365	0.403935	0.390711	0.057602	0.147752	0.263649	0.276247	0.185738	0.274365	0.263649	0.276247	0.185738	0.274365	0.403935	0.390711	0.057602	0.147752	0.263649	0.276247	0.185738	0.274365	0.403935	0.390711	0.057602	0.147752	
37000	1.137478	3	0.400736	0.334883	0.077266	0.187115	0.400736	0.334883	0.077266	0.187115	0.258865	0.269506	0.193790	0.277839	0.403935	0.390711	0.057602	0.147752	0.258865	0.269506	0.193790	0.277839	0.258865	0.269506	0.193790	0.277839	0.403935	0.390711	0.057602	0.147752	0.258865	0.269506	0.193790	0.277839	0.403935	0.390711	0.057602	0.147752	
