Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	TL[8]	TL[9]	
1000	1.137478	2	13.901727	13.901727	13.901727	64.315202	13.901727	13.901727	13.901727	13.901727	64.315202	
2000	1.137478	2	8.304699	8.304699	8.304699	57.774651	8.304699	8.304699	8.304699	8.304699	57.774651	
3000	1.137478	2	8.164203	8.164203	8.164203	53.088966	8.164203	8.164203	8.164203	8.164203	53.088966	
4000	1.137478	2	7.821467	7.821467	7.821467	48.864458	7.821467	7.821467	7.821467	7.821467	48.864458	
5000	1.137478	2	7.425621	7.425621	7.425621	50.671101	7.425621	7.425621	7.425621	7.425621	50.671101	
6000	1.137478	2	7.347356	7.347356	7.347356	49.011281	7.347356	7.347356	7.347356	7.347356	49.011281	
7000	1.137478	2	6.677325	6.677325	6.677325	46.537528	6.677325	6.677325	6.677325	6.677325	46.537528	
8000	1.137478	2	7.525371	7.525371	7.525371	47.158566	7.525371	7.525371	7.525371	7.525371	47.158566	
9000	1.137478	2	6.361711	6.361711	6.361711	44.525863	6.361711	6.361711	6.361711	6.361711	44.525863	
10000	1.137478	2	7.148718	7.148718	7.148718	45.039767	7.148718	7.148718	7.148718	7.148718	45.039767	
11000	1.137478	2	7.815455	7.815455	7.815455	44.766090	7.815455	7.815455	7.815455	7.815455	44.766090	
12000	1.137478	2	6.919317	6.919317	6.919317	43.568584	6.919317	6.919317	6.919317	6.919317	43.568584	
13000	1.137478	2	7.405013	7.405013	7.405013	45.947024	7.405013	7.405013	7.405013	7.405013	45.947024	
14000	1.137478	2	6.633282	6.633282	6.633282	44.174752	6.633282	6.633282	6.633282	6.633282	44.174752	
15000	1.137478	2	6.587560	6.587560	6.587560	44.150567	6.587560	6.587560	6.587560	6.587560	44.150567	
16000	1.137478	2	7.022239	7.022239	7.022239	44.517139	7.022239	7.022239	7.022239	7.022239	44.517139	
17000	1.137478	2	7.004429	7.004429	7.004429	43.393559	7.004429	7.004429	7.004429	7.004429	43.393559	
18000	1.137478	2	7.010660	7.010660	7.010660	43.905083	7.010660	7.010660	7.010660	7.010660	43.905083	
19000	1.137478	2	7.194289	7.194289	7.194289	44.273997	7.194289	7.194289	7.194289	7.194289	44.273997	
20000	1.137478	2	6.378541	6.378541	6.378541	43.946373	6.378541	6.378541	6.378541	6.378541	43.946373	
21000	1.137478	2	6.957264	6.957264	6.957264	43.034117	6.957264	6.957264	6.957264	6.957264	43.034117	
22000	1.137478	2	6.714538	6.714538	6.714538	43.969547	6.714538	6.714538	6.714538	6.714538	43.969547	
23000	1.137478	2	6.862858	6.862858	6.862858	43.455743	6.862858	6.862858	6.862858	6.862858	43.455743	
24000	1.137478	2	7.026888	7.026888	7.026888	45.247312	7.026888	7.026888	7.026888	7.026888	45.247312	
25000	1.137478	2	7.314436	7.314436	7.314436	43.878069	7.314436	7.314436	7.314436	7.314436	43.878069	
26000	1.137478	2	6.611529	6.611529	6.611529	43.287805	6.611529	6.611529	6.611529	6.611529	43.287805	
27000	1.137478	2	6.791210	6.791210	6.791210	44.456820	6.791210	6.791210	6.791210	6.791210	44.456820	
28000	1.137478	2	6.627609	6.627609	6.627609	44.785869	6.627609	6.627609	6.627609	6.627609	44.785869	
29000	1.137478	2	7.151731	7.151731	7.151731	43.595966	7.151731	7.151731	7.151731	7.151731	43.595966	
30000	1.137478	2	6.930958	6.930958	6.930958	45.499767	6.930958	6.930958	6.930958	6.930958	45.499767	
31000	1.137478	2	7.371843	7.371843	7.371843	42.661162	7.371843	7.371843	7.371843	7.371843	42.661162	
32000	1.137478	2	7.307757	7.307757	7.307757	46.243472	7.307757	7.307757	7.307757	7.307757	46.243472	
33000	1.137478	2	6.799221	6.799221	6.799221	46.340412	6.799221	6.799221	6.799221	6.799221	46.340412	
34000	1.137478	2	7.184275	7.184275	7.184275	47.058261	7.184275	7.184275	7.184275	7.184275	47.058261	
35000	1.137478	2	7.897425	7.897425	7.897425	47.451367	7.897425	7.897425	7.897425	7.897425	47.451367	
36000	1.137478	2	7.479173	7.479173	7.479173	46.249911	7.479173	7.479173	7.479173	7.479173	46.249911	
37000	1.137478	2	7.848052	7.848052	7.848052	45.025526	7.848052	7.848052	7.848052	7.848052	45.025526	
38000	1.137478	2	7.393411	7.393411	7.393411	46.250264	7.393411	7.393411	7.393411	7.393411	46.250264	
39000	1.137478	2	8.199309	8.199309	8.199309	46.077695	8.199309	8.199309	8.199309	8.199309	46.077695	
40000	1.137478	2	7.597525	7.597525	7.597525	45.513435	7.597525	7.597525	7.597525	7.597525	45.513435	
41000	1.137478	2	7.333702	7.333702	7.333702	44.368036	7.333702	7.333702	7.333702	7.333702	44.368036	
42000	1.137478	2	7.095667	7.095667	7.095667	46.893824	7.095667	7.095667	7.095667	7.095667	46.893824	
43000	1.137478	2	7.225266	7.225266	7.225266	46.011704	7.225266	7.225266	7.225266	7.225266	46.011704	
44000	1.137478	2	7.317061	7.317061	7.317061	44.796057	7.317061	7.317061	7.317061	7.317061	44.796057	
45000	1.137478	2	7.916888	7.916888	7.916888	46.092606	7.916888	7.916888	7.916888	7.916888	46.092606	
46000	1.137478	2	7.489984	7.489984	7.489984	46.307830	7.489984	7.489984	7.489984	7.489984	46.307830	
47000	1.137478	2	7.573545	7.573545	7.573545	46.581625	7.573545	7.573545	7.573545	7.573545	46.581625	
48000	1.137478	2	7.548533	7.548533	7.548533	44.153390	7.548533	7.548533	7.548533	7.548533	44.153390	
49000	1.137478	2	7.675502	7.675502	7.675502	46.348879	7.675502	7.675502	7.675502	7.675502	46.348879	
50000	1.137478	2	7.381276	7.381276	7.381276	45.652797	7.381276	7.381276	7.381276	7.381276	45.652797	
51000	1.137478	2	7.248613	7.248613	7.248613	45.180030	7.248613	7.248613	7.248613	7.248613	45.180030	
