Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	TL[8]	TL[9]	
1000	1.137478	2	15.426371	15.426371	15.426371	79.492477	15.426371	15.426371	15.426371	15.426371	79.492477	
2000	1.137478	3	9.378598	30.308097	9.378598	60.040988	9.378598	9.378598	9.378598	9.378598	60.040988	
3000	1.137478	2	8.252223	8.252223	8.252223	54.215183	8.252223	8.252223	8.252223	8.252223	54.215183	
4000	1.137478	2	8.733950	8.733950	8.733950	54.099164	8.733950	8.733950	8.733950	8.733950	54.099164	
5000	1.137478	2	9.065984	9.065984	9.065984	50.054649	9.065984	9.065984	9.065984	9.065984	50.054649	
6000	1.137478	2	8.132619	8.132619	8.132619	49.201401	8.132619	8.132619	8.132619	8.132619	49.201401	
7000	1.137478	2	8.297876	8.297876	8.297876	48.089956	8.297876	8.297876	8.297876	8.297876	48.089956	
8000	1.137478	2	8.449985	8.449985	8.449985	50.902542	8.449985	8.449985	8.449985	8.449985	50.902542	
9000	1.137478	2	8.056537	8.056537	8.056537	48.785615	8.056537	8.056537	8.056537	8.056537	48.785615	
10000	1.137478	2	8.133018	8.133018	8.133018	48.071307	8.133018	8.133018	8.133018	8.133018	48.071307	
11000	1.137478	2	8.007240	8.007240	8.007240	47.466333	8.007240	8.007240	8.007240	8.007240	47.466333	
12000	1.137478	2	8.241490	8.241490	8.241490	47.483103	8.241490	8.241490	8.241490	8.241490	47.483103	
13000	1.137478	2	8.356279	8.356279	8.356279	49.318235	8.356279	8.356279	8.356279	8.356279	49.318235	
14000	1.137478	2	8.886846	8.886846	8.886846	48.620654	8.886846	8.886846	8.886846	8.886846	48.620654	
15000	1.137478	2	8.447121	8.447121	8.447121	48.268266	8.447121	8.447121	8.447121	8.447121	48.268266	
16000	1.137478	2	8.161086	8.161086	8.161086	47.036772	8.161086	8.161086	8.161086	8.161086	47.036772	
17000	1.137478	2	7.686402	7.686402	7.686402	46.856930	7.686402	7.686402	7.686402	7.686402	46.856930	
18000	1.137478	2	8.655936	8.655936	8.655936	48.388072	8.655936	8.655936	8.655936	8.655936	48.388072	
19000	1.137478	2	8.315200	8.315200	8.315200	49.836248	8.315200	8.315200	8.315200	8.315200	49.836248	
20000	1.137478	2	8.047978	8.047978	8.047978	46.649308	8.047978	8.047978	8.047978	8.047978	46.649308	
21000	1.137478	2	7.855475	7.855475	7.855475	46.926339	7.855475	7.855475	7.855475	7.855475	46.926339	
22000	1.137478	2	8.289552	8.289552	8.289552	47.340563	8.289552	8.289552	8.289552	8.289552	47.340563	
23000	1.137478	2	7.926855	7.926855	7.926855	47.498339	7.926855	7.926855	7.926855	7.926855	47.498339	
24000	1.137478	2	8.005479	8.005479	8.005479	48.473975	8.005479	8.005479	8.005479	8.005479	48.473975	
