Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	TL[8]	TL[9]	
1000	1.137478	2	15.749683	15.749683	15.749683	62.836890	15.749683	15.749683	15.749683	15.749683	62.836890	
2000	1.137478	2	8.508240	8.508240	8.508240	53.750198	8.508240	8.508240	8.508240	8.508240	53.750198	
3000	1.137478	2	7.833916	7.833916	7.833916	54.602294	7.833916	7.833916	7.833916	7.833916	54.602294	
4000	1.137478	2	8.290562	8.290562	8.290562	48.335932	8.290562	8.290562	8.290562	8.290562	48.335932	
5000	1.137478	2	7.449146	7.449146	7.449146	44.766152	7.449146	7.449146	7.449146	7.449146	44.766152	
6000	1.137478	2	7.613754	7.613754	7.613754	48.658106	7.613754	7.613754	7.613754	7.613754	48.658106	
7000	1.137478	2	7.417613	7.417613	7.417613	46.488663	7.417613	7.417613	7.417613	7.417613	46.488663	
8000	1.137478	2	7.628896	7.628896	7.628896	43.956774	7.628896	7.628896	7.628896	7.628896	43.956774	
9000	1.137478	2	7.867855	7.867855	7.867855	46.050270	7.867855	7.867855	7.867855	7.867855	46.050270	
10000	1.137478	2	7.240581	7.240581	7.240581	43.391451	7.240581	7.240581	7.240581	7.240581	43.391451	
11000	1.137478	2	7.094510	7.094510	7.094510	45.147873	7.094510	7.094510	7.094510	7.094510	45.147873	
12000	1.137478	2	7.092789	7.092789	7.092789	43.217660	7.092789	7.092789	7.092789	7.092789	43.217660	
13000	1.137478	2	7.045912	7.045912	7.045912	43.597423	7.045912	7.045912	7.045912	7.045912	43.597423	
14000	1.137478	2	7.353715	7.353715	7.353715	44.363273	7.353715	7.353715	7.353715	7.353715	44.363273	
15000	1.137478	2	7.084394	7.084394	7.084394	43.363498	7.084394	7.084394	7.084394	7.084394	43.363498	
16000	1.137478	2	7.160638	7.160638	7.160638	44.107855	7.160638	7.160638	7.160638	7.160638	44.107855	
17000	1.137478	2	7.391265	7.391265	7.391265	43.184911	7.391265	7.391265	7.391265	7.391265	43.184911	
18000	1.137478	2	7.255563	7.255563	7.255563	45.478606	7.255563	7.255563	7.255563	7.255563	45.478606	
19000	1.137478	2	7.274262	7.274262	7.274262	44.348302	7.274262	7.274262	7.274262	7.274262	44.348302	
20000	1.137478	2	7.385083	7.385083	7.385083	43.124698	7.385083	7.385083	7.385083	7.385083	43.124698	
21000	1.137478	2	6.769379	6.769379	6.769379	44.231239	6.769379	6.769379	6.769379	6.769379	44.231239	
22000	1.137478	2	6.678080	6.678080	6.678080	44.814130	6.678080	6.678080	6.678080	6.678080	44.814130	
23000	1.137478	2	6.654588	6.654588	6.654588	45.640190	6.654588	6.654588	6.654588	6.654588	45.640190	
24000	1.137478	2	7.096056	7.096056	7.096056	43.181022	7.096056	7.096056	7.096056	7.096056	43.181022	
25000	1.137478	2	7.178119	7.178119	7.178119	43.104696	7.178119	7.178119	7.178119	7.178119	43.104696	
26000	1.137478	2	7.129056	7.129056	7.129056	41.962650	7.129056	7.129056	7.129056	7.129056	41.962650	
27000	1.137478	2	7.114894	7.114894	7.114894	42.738936	7.114894	7.114894	7.114894	7.114894	42.738936	
28000	1.137478	2	7.164900	7.164900	7.164900	45.141628	7.164900	7.164900	7.164900	7.164900	45.141628	
29000	1.137478	2	6.919679	6.919679	6.919679	44.122786	6.919679	6.919679	6.919679	6.919679	44.122786	
30000	1.137478	2	7.409773	7.409773	7.409773	44.432510	7.409773	7.409773	7.409773	7.409773	44.432510	
31000	1.137478	2	7.329884	7.329884	7.329884	45.453506	7.329884	7.329884	7.329884	7.329884	45.453506	
32000	1.137478	2	6.494690	6.494690	6.494690	44.038491	6.494690	6.494690	6.494690	6.494690	44.038491	
33000	1.137478	2	6.539097	6.539097	6.539097	44.101484	6.539097	6.539097	6.539097	6.539097	44.101484	
