Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	
11000	1.137478	3	0.393334	0.407139	0.062552	0.136976	0.393334	0.407139	0.062552	0.136976	0.175288	0.362712	0.150324	0.311675	0.393334	0.407139	0.062552	0.136976	0.276086	0.269333	0.188114	0.266466	0.276086	0.269333	0.188114	0.266466	0.393334	0.407139	0.062552	0.136976	0.175288	0.362712	0.150324	0.311675	0.393334	0.407139	0.062552	0.136976	
12000	1.137478	3	0.393334	0.407139	0.062552	0.136976	0.393334	0.407139	0.062552	0.136976	0.220031	0.315244	0.154508	0.310217	0.393334	0.407139	0.062552	0.136976	0.265376	0.262175	0.195014	0.277435	0.265376	0.262175	0.195014	0.277435	0.393334	0.407139	0.062552	0.136976	0.220031	0.315244	0.154508	0.310217	0.393334	0.407139	0.062552	0.136976	
13000	1.137478	2	0.393334	0.407139	0.062552	0.136976	0.393334	0.407139	0.062552	0.136976	0.219795	0.291038	0.213261	0.275906	0.393334	0.407139	0.062552	0.136976	0.219795	0.291038	0.213261	0.275906	0.219795	0.291038	0.213261	0.275906	0.393334	0.407139	0.062552	0.136976	0.219795	0.291038	0.213261	0.275906	0.393334	0.407139	0.062552	0.136976	
14000	1.137478	2	0.389880	0.398379	0.060618	0.151123	0.389880	0.398379	0.060618	0.151123	0.250473	0.283411	0.153256	0.312860	0.389880	0.398379	0.060618	0.151123	0.250473	0.283411	0.153256	0.312860	0.250473	0.283411	0.153256	0.312860	0.389880	0.398379	0.060618	0.151123	0.250473	0.283411	0.153256	0.312860	0.389880	0.398379	0.060618	0.151123	
15000	1.137478	3	0.374396	0.412581	0.063039	0.149984	0.374396	0.412581	0.063039	0.149984	0.182921	0.351132	0.129933	0.336014	0.374396	0.412581	0.063039	0.149984	0.256833	0.262709	0.199204	0.281253	0.256833	0.262709	0.199204	0.281253	0.374396	0.412581	0.063039	0.149984	0.182921	0.351132	0.129933	0.336014	0.374396	0.412581	0.063039	0.149984	
16000	1.137478	4	0.387769	0.340106	0.082076	0.190049	0.387769	0.340106	0.082076	0.190049	0.188967	0.336380	0.126052	0.348601	0.394118	0.395110	0.056103	0.154669	0.325529	0.190717	0.270607	0.213147	0.325529	0.190717	0.270607	0.213147	0.394118	0.395110	0.056103	0.154669	0.188967	0.336380	0.126052	0.348601	0.394118	0.395110	0.056103	0.154669	
17000	1.137478	3	0.330976	0.292998	0.105492	0.270534	0.387445	0.417100	0.054404	0.141052	0.330976	0.292998	0.105492	0.270534	0.387445	0.417100	0.054404	0.141052	0.260049	0.238634	0.197676	0.303641	0.260049	0.238634	0.197676	0.303641	0.387445	0.417100	0.054404	0.141052	0.260049	0.238634	0.197676	0.303641	0.387445	0.417100	0.054404	0.141052	
18000	1.137478	4	0.438108	0.317236	0.073142	0.171514	0.438108	0.317236	0.073142	0.171514	0.189241	0.357185	0.139562	0.314013	0.387445	0.417100	0.054404	0.141052	0.296408	0.281579	0.213793	0.208220	0.296408	0.281579	0.213793	0.208220	0.387445	0.417100	0.054404	0.141052	0.189241	0.357185	0.139562	0.314013	0.387445	0.417100	0.054404	0.141052	
19000	1.137478	4	0.420207	0.321362	0.085609	0.172822	0.420207	0.321362	0.085609	0.172822	0.169436	0.359295	0.140927	0.330342	0.387445	0.417100	0.054404	0.141052	0.256468	0.301029	0.204720	0.237782	0.256468	0.301029	0.204720	0.237782	0.387445	0.417100	0.054404	0.141052	0.169436	0.359295	0.140927	0.330342	0.387445	0.417100	0.054404	0.141052	
20000	1.137478	4	0.314667	0.418849	0.093193	0.173291	0.314667	0.418849	0.093193	0.173291	0.142384	0.435490	0.144017	0.278109	0.387445	0.417100	0.054404	0.141052	0.258831	0.284118	0.180069	0.276981	0.258831	0.284118	0.180069	0.276981	0.387445	0.417100	0.054404	0.141052	0.142384	0.435490	0.144017	0.278109	0.387445	0.417100	0.054404	0.141052	
21000	1.137478	3	0.381897	0.355018	0.072792	0.190293	0.381897	0.355018	0.072792	0.190293	0.234850	0.304144	0.186745	0.274261	0.387445	0.417100	0.054404	0.141052	0.234850	0.304144	0.186745	0.274261	0.234850	0.304144	0.186745	0.274261	0.387445	0.417100	0.054404	0.141052	0.234850	0.304144	0.186745	0.274261	0.387445	0.417100	0.054404	0.141052	
22000	1.137478	3	0.400035	0.336347	0.079740	0.183879	0.400035	0.336347	0.079740	0.183879	0.259613	0.252925	0.195919	0.291543	0.387445	0.417100	0.054404	0.141052	0.259613	0.252925	0.195919	0.291543	0.259613	0.252925	0.195919	0.291543	0.387445	0.417100	0.054404	0.141052	0.259613	0.252925	0.195919	0.291543	0.387445	0.417100	0.054404	0.141052	
23000	1.137478	4	0.395183	0.323765	0.087126	0.193926	0.395183	0.323765	0.087126	0.193926	0.116894	0.329042	0.155395	0.398670	0.387445	0.417100	0.054404	0.141052	0.282465	0.281925	0.166280	0.269330	0.282465	0.281925	0.166280	0.269330	0.387445	0.417100	0.054404	0.141052	0.282465	0.281925	0.166280	0.269330	0.387445	0.417100	0.054404	0.141052	
24000	1.137478	3	0.392763	0.358316	0.083809	0.165111	0.392763	0.358316	0.083809	0.165111	0.268612	0.249954	0.170291	0.311143	0.387445	0.417100	0.054404	0.141052	0.268612	0.249954	0.170291	0.311143	0.268612	0.249954	0.170291	0.311143	0.387445	0.417100	0.054404	0.141052	0.268612	0.249954	0.170291	0.311143	0.387445	0.417100	0.054404	0.141052	
25000	1.137478	4	0.405196	0.346417	0.078438	0.169948	0.405196	0.346417	0.078438	0.169948	0.231292	0.423845	0.055674	0.289189	0.387445	0.417100	0.054404	0.141052	0.255235	0.275373	0.173509	0.295883	0.255235	0.275373	0.173509	0.295883	0.387445	0.417100	0.054404	0.141052	0.255235	0.275373	0.173509	0.295883	0.387445	0.417100	0.054404	0.141052	
26000	1.137478	4	0.405196	0.346417	0.078438	0.169948	0.405196	0.346417	0.078438	0.169948	0.216893	0.405547	0.116221	0.261339	0.387445	0.417100	0.054404	0.141052	0.260499	0.265707	0.175823	0.297972	0.260499	0.265707	0.175823	0.297972	0.387445	0.417100	0.054404	0.141052	0.260499	0.265707	0.175823	0.297972	0.387445	0.417100	0.054404	0.141052	
27000	1.137478	3	0.440148	0.321345	0.076305	0.162201	0.440148	0.321345	0.076305	0.162201	0.260270	0.274263	0.171629	0.293837	0.387445	0.417100	0.054404	0.141052	0.260270	0.274263	0.171629	0.293837	0.260270	0.274263	0.171629	0.293837	0.387445	0.417100	0.054404	0.141052	0.260270	0.274263	0.171629	0.293837	0.387445	0.417100	0.054404	0.141052	
28000	1.137478	4	0.438723	0.301730	0.084623	0.174924	0.438723	0.301730	0.084623	0.174924	0.250464	0.262296	0.155897	0.331343	0.387445	0.417100	0.054404	0.141052	0.267867	0.245720	0.191854	0.294559	0.267867	0.245720	0.191854	0.294559	0.387445	0.417100	0.054404	0.141052	0.250464	0.262296	0.155897	0.331343	0.387445	0.417100	0.054404	0.141052	
29000	1.137478	3	0.437084	0.311685	0.074137	0.177094	0.437084	0.311685	0.074137	0.177094	0.280113	0.245606	0.189114	0.285167	0.387445	0.417100	0.054404	0.141052	0.280113	0.245606	0.189114	0.285167	0.280113	0.245606	0.189114	0.285167	0.387445	0.417100	0.054404	0.141052	0.280113	0.245606	0.189114	0.285167	0.387445	0.417100	0.054404	0.141052	
30000	1.137478	3	0.397375	0.353333	0.072260	0.177032	0.397375	0.353333	0.072260	0.177032	0.271591	0.257751	0.171378	0.299280	0.387445	0.417100	0.054404	0.141052	0.271591	0.257751	0.171378	0.299280	0.271591	0.257751	0.171378	0.299280	0.387445	0.417100	0.054404	0.141052	0.271591	0.257751	0.171378	0.299280	0.387445	0.417100	0.054404	0.141052	
31000	1.137478	3	0.390469	0.345970	0.073190	0.190372	0.390469	0.345970	0.073190	0.190372	0.241335	0.265121	0.174396	0.319148	0.387445	0.417100	0.054404	0.141052	0.241335	0.265121	0.174396	0.319148	0.241335	0.265121	0.174396	0.319148	0.387445	0.417100	0.054404	0.141052	0.241335	0.265121	0.174396	0.319148	0.387445	0.417100	0.054404	0.141052	
32000	1.137478	3	0.387943	0.353679	0.074286	0.184092	0.387943	0.353679	0.074286	0.184092	0.265328	0.266950	0.175324	0.292398	0.375530	0.425833	0.053539	0.145098	0.265328	0.266950	0.175324	0.292398	0.265328	0.266950	0.175324	0.292398	0.375530	0.425833	0.053539	0.145098	0.265328	0.266950	0.175324	0.292398	0.375530	0.425833	0.053539	0.145098	
33000	1.137478	3	0.344530	0.326147	0.055111	0.274212	0.367822	0.425514	0.054777	0.151886	0.264857	0.270729	0.178654	0.285760	0.367822	0.425514	0.054777	0.151886	0.264857	0.270729	0.178654	0.285760	0.264857	0.270729	0.178654	0.285760	0.367822	0.425514	0.054777	0.151886	0.264857	0.270729	0.178654	0.285760	0.367822	0.425514	0.054777	0.151886	
34000	1.137478	3	0.368832	0.426241	0.055705	0.149222	0.368832	0.426241	0.055705	0.149222	0.150982	0.279173	0.155924	0.413920	0.368832	0.426241	0.055705	0.149222	0.281167	0.240826	0.192253	0.285755	0.281167	0.240826	0.192253	0.285755	0.368832	0.426241	0.055705	0.149222	0.281167	0.240826	0.192253	0.285755	0.368832	0.426241	0.055705	0.149222	
35000	1.137478	3	0.331990	0.263255	0.092439	0.312315	0.374099	0.422209	0.054050	0.149642	0.331990	0.263255	0.092439	0.312315	0.374099	0.422209	0.054050	0.149642	0.283077	0.225562	0.182793	0.308567	0.283077	0.225562	0.182793	0.308567	0.374099	0.422209	0.054050	0.149642	0.283077	0.225562	0.182793	0.308567	0.374099	0.422209	0.054050	0.149642	
36000	1.137478	3	0.391783	0.349621	0.074917	0.183678	0.391783	0.349621	0.074917	0.183678	0.201442	0.392560	0.183198	0.222800	0.374099	0.422209	0.054050	0.149642	0.201442	0.392560	0.183198	0.222800	0.201442	0.392560	0.183198	0.222800	0.374099	0.422209	0.054050	0.149642	0.201442	0.392560	0.183198	0.222800	0.374099	0.422209	0.054050	0.149642	
37000	1.137478	3	0.401964	0.347505	0.068046	0.182485	0.401964	0.347505	0.068046	0.182485	0.242912	0.283020	0.173439	0.300628	0.374099	0.422209	0.054050	0.149642	0.242912	0.283020	0.173439	0.300628	0.242912	0.283020	0.173439	0.300628	0.374099	0.422209	0.054050	0.149642	0.242912	0.283020	0.173439	0.300628	0.374099	0.422209	0.054050	0.149642	
38000	1.137478	3	0.401964	0.347505	0.068046	0.182485	0.401964	0.347505	0.068046	0.182485	0.237464	0.301031	0.122600	0.338905	0.372582	0.424137	0.052902	0.150379	0.237464	0.301031	0.122600	0.338905	0.237464	0.301031	0.122600	0.338905	0.372582	0.424137	0.052902	0.150379	0.237464	0.301031	0.122600	0.338905	0.372582	0.424137	0.052902	0.150379	
39000	1.137478	4	0.393813	0.322962	0.078353	0.204872	0.393813	0.322962	0.078353	0.204872	0.206879	0.327752	0.145592	0.319777	0.372582	0.424137	0.052902	0.150379	0.311456	0.248593	0.156141	0.283810	0.311456	0.248593	0.156141	0.283810	0.372582	0.424137	0.052902	0.150379	0.206879	0.327752	0.145592	0.319777	0.372582	0.424137	0.052902	0.150379	
40000	1.137478	4	0.391394	0.342439	0.073894	0.192273	0.391394	0.342439	0.073894	0.192273	0.208139	0.342817	0.158822	0.290222	0.372582	0.424137	0.052902	0.150379	0.270114	0.251130	0.198454	0.280302	0.270114	0.251130	0.198454	0.280302	0.372582	0.424137	0.052902	0.150379	0.208139	0.342817	0.158822	0.290222	0.372582	0.424137	0.052902	0.150379	
41000	1.137478	4	0.403126	0.333507	0.071022	0.192345	0.403126	0.333507	0.071022	0.192345	0.198080	0.312725	0.120428	0.368767	0.379802	0.412160	0.054629	0.153410	0.297895	0.243116	0.200454	0.258536	0.297895	0.243116	0.200454	0.258536	0.379802	0.412160	0.054629	0.153410	0.198080	0.312725	0.120428	0.368767	0.379802	0.412160	0.054629	0.153410	
42000	1.137478	3	0.396439	0.396884	0.057035	0.149643	0.396439	0.396884	0.057035	0.149643	0.218414	0.309572	0.115731	0.356283	0.396439	0.396884	0.057035	0.149643	0.297895	0.243116	0.200454	0.258536	0.297895	0.243116	0.200454	0.258536	0.396439	0.396884	0.057035	0.149643	0.218414	0.309572	0.115731	0.356283	0.396439	0.396884	0.057035	0.149643	
43000	1.137478	3	0.396439	0.396884	0.057035	0.149643	0.396439	0.396884	0.057035	0.149643	0.240463	0.290717	0.133020	0.335800	0.396439	0.396884	0.057035	0.149643	0.177778	0.300970	0.190049	0.331202	0.240463	0.290717	0.133020	0.335800	0.396439	0.396884	0.057035	0.149643	0.177778	0.300970	0.190049	0.331202	0.396439	0.396884	0.057035	0.149643	
44000	1.137478	3	0.396439	0.396884	0.057035	0.149643	0.396439	0.396884	0.057035	0.149643	0.216588	0.352571	0.134431	0.296410	0.396439	0.396884	0.057035	0.149643	0.273377	0.272279	0.221486	0.232858	0.273377	0.272279	0.221486	0.232858	0.396439	0.396884	0.057035	0.149643	0.216588	0.352571	0.134431	0.296410	0.396439	0.396884	0.057035	0.149643	
45000	1.137478	4	0.415930	0.355550	0.066457	0.162063	0.415930	0.355550	0.066457	0.162063	0.206098	0.330249	0.141275	0.322377	0.396439	0.396884	0.057035	0.149643	0.283617	0.251738	0.198173	0.266472	0.283617	0.251738	0.198173	0.266472	0.396439	0.396884	0.057035	0.149643	0.206098	0.330249	0.141275	0.322377	0.396439	0.396884	0.057035	0.149643	
46000	1.137478	3	0.406930	0.334549	0.071445	0.187077	0.406930	0.334549	0.071445	0.187077	0.242703	0.294977	0.182312	0.280008	0.396439	0.396884	0.057035	0.149643	0.242703	0.294977	0.182312	0.280008	0.242703	0.294977	0.182312	0.280008	0.396439	0.396884	0.057035	0.149643	0.242703	0.294977	0.182312	0.280008	0.396439	0.396884	0.057035	0.149643	
47000	1.137478	3	0.396439	0.396884	0.057035	0.149643	0.396439	0.396884	0.057035	0.149643	0.177390	0.334815	0.134880	0.352915	0.396439	0.396884	0.057035	0.149643	0.253485	0.258205	0.209093	0.279217	0.253485	0.258205	0.209093	0.279217	0.396439	0.396884	0.057035	0.149643	0.177390	0.334815	0.134880	0.352915	0.396439	0.396884	0.057035	0.149643	
48000	1.137478	3	0.401954	0.392698	0.056945	0.148403	0.401954	0.392698	0.056945	0.148403	0.167260	0.262164	0.083505	0.487071	0.401954	0.392698	0.056945	0.148403	0.250108	0.259666	0.181339	0.308887	0.250108	0.259666	0.181339	0.308887	0.401954	0.392698	0.056945	0.148403	0.250108	0.259666	0.181339	0.308887	0.401954	0.392698	0.056945	0.148403	
49000	1.137478	3	0.443899	0.305300	0.078547	0.172254	0.443899	0.305300	0.078547	0.172254	0.244771	0.257498	0.195792	0.301939	0.403913	0.393055	0.057361	0.145672	0.244771	0.257498	0.195792	0.301939	0.244771	0.257498	0.195792	0.301939	0.403913	0.393055	0.057361	0.145672	0.244771	0.257498	0.195792	0.301939	0.403913	0.393055	0.057361	0.145672	
50000	1.137478	3	0.408922	0.340410	0.081127	0.169542	0.408922	0.340410	0.081127	0.169542	0.260837	0.261825	0.185739	0.291599	0.400971	0.396719	0.058311	0.143999	0.260837	0.261825	0.185739	0.291599	0.260837	0.261825	0.185739	0.291599	0.400971	0.396719	0.058311	0.143999	0.260837	0.261825	0.185739	0.291599	0.400971	0.396719	0.058311	0.143999	
51000	1.137478	2	0.397813	0.395734	0.057502	0.148951	0.397813	0.395734	0.057502	0.148951	0.266212	0.255184	0.185739	0.292865	0.397813	0.395734	0.057502	0.148951	0.266212	0.255184	0.185739	0.292865	0.266212	0.255184	0.185739	0.292865	0.397813	0.395734	0.057502	0.148951	0.266212	0.255184	0.185739	0.292865	0.397813	0.395734	0.057502	0.148951	
52000	1.137478	3	0.397813	0.395734	0.057502	0.148951	0.397813	0.395734	0.057502	0.148951	0.188951	0.359062	0.060804	0.391183	0.397813	0.395734	0.057502	0.148951	0.266212	0.255184	0.185739	0.292865	0.266212	0.255184	0.185739	0.292865	0.397813	0.395734	0.057502	0.148951	0.266212	0.255184	0.185739	0.292865	0.397813	0.395734	0.057502	0.148951	
53000	1.137478	2	0.397813	0.395734	0.057502	0.148951	0.397813	0.395734	0.057502	0.148951	0.262563	0.232435	0.187110	0.317891	0.397813	0.395734	0.057502	0.148951	0.262563	0.232435	0.187110	0.317891	0.262563	0.232435	0.187110	0.317891	0.397813	0.395734	0.057502	0.148951	0.262563	0.232435	0.187110	0.317891	0.397813	0.395734	0.057502	0.148951	
54000	1.137478	3	0.397813	0.395734	0.057502	0.148951	0.397813	0.395734	0.057502	0.148951	0.251293	0.262835	0.173374	0.312498	0.397813	0.395734	0.057502	0.148951	0.219247	0.270380	0.250701	0.259672	0.251293	0.262835	0.173374	0.312498	0.397813	0.395734	0.057502	0.148951	0.251293	0.262835	0.173374	0.312498	0.397813	0.395734	0.057502	0.148951	
55000	1.137478	2	0.397813	0.395734	0.057502	0.148951	0.397813	0.395734	0.057502	0.148951	0.246197	0.263185	0.206275	0.284343	0.397813	0.395734	0.057502	0.148951	0.246197	0.263185	0.206275	0.284343	0.246197	0.263185	0.206275	0.284343	0.397813	0.395734	0.057502	0.148951	0.246197	0.263185	0.206275	0.284343	0.397813	0.395734	0.057502	0.148951	
56000	1.137478	2	0.397813	0.395734	0.057502	0.148951	0.397813	0.395734	0.057502	0.148951	0.251062	0.264536	0.195187	0.289215	0.397813	0.395734	0.057502	0.148951	0.251062	0.264536	0.195187	0.289215	0.251062	0.264536	0.195187	0.289215	0.397813	0.395734	0.057502	0.148951	0.251062	0.264536	0.195187	0.289215	0.397813	0.395734	0.057502	0.148951	
57000	1.137478	3	0.397813	0.395734	0.057502	0.148951	0.397813	0.395734	0.057502	0.148951	0.194250	0.310397	0.140218	0.355136	0.397813	0.395734	0.057502	0.148951	0.247157	0.233763	0.202889	0.316192	0.247157	0.233763	0.202889	0.316192	0.397813	0.395734	0.057502	0.148951	0.194250	0.310397	0.140218	0.355136	0.397813	0.395734	0.057502	0.148951	
58000	1.137478	2	0.397813	0.395734	0.057502	0.148951	0.397813	0.395734	0.057502	0.148951	0.270094	0.229544	0.191329	0.309033	0.397813	0.395734	0.057502	0.148951	0.270094	0.229544	0.191329	0.309033	0.270094	0.229544	0.191329	0.309033	0.397813	0.395734	0.057502	0.148951	0.270094	0.229544	0.191329	0.309033	0.397813	0.395734	0.057502	0.148951	
59000	1.137478	2	0.397813	0.395734	0.057502	0.148951	0.397813	0.395734	0.057502	0.148951	0.240153	0.250912	0.190453	0.318482	0.397813	0.395734	0.057502	0.148951	0.240153	0.250912	0.190453	0.318482	0.240153	0.250912	0.190453	0.318482	0.397813	0.395734	0.057502	0.148951	0.240153	0.250912	0.190453	0.318482	0.397813	0.395734	0.057502	0.148951	
60000	1.137478	3	0.397813	0.395734	0.057502	0.148951	0.397813	0.395734	0.057502	0.148951	0.205258	0.354232	0.171240	0.269269	0.397813	0.395734	0.057502	0.148951	0.203159	0.256481	0.309618	0.230743	0.205258	0.354232	0.171240	0.269269	0.397813	0.395734	0.057502	0.148951	0.205258	0.354232	0.171240	0.269269	0.397813	0.395734	0.057502	0.148951	
61000	1.137478	3	0.397813	0.395734	0.057502	0.148951	0.397813	0.395734	0.057502	0.148951	0.180564	0.389651	0.144203	0.285582	0.397813	0.395734	0.057502	0.148951	0.204465	0.240082	0.284313	0.271140	0.204465	0.240082	0.284313	0.271140	0.397813	0.395734	0.057502	0.148951	0.180564	0.389651	0.144203	0.285582	0.397813	0.395734	0.057502	0.148951	
62000	1.137478	4	0.398606	0.340784	0.080118	0.180492	0.398606	0.340784	0.080118	0.180492	0.188995	0.358986	0.130365	0.321654	0.397813	0.395734	0.057502	0.148951	0.293800	0.216245	0.187286	0.302669	0.293800	0.216245	0.187286	0.302669	0.397813	0.395734	0.057502	0.148951	0.188995	0.358986	0.130365	0.321654	0.397813	0.395734	0.057502	0.148951	
63000	1.137478	2	0.397813	0.395734	0.057502	0.148951	0.397813	0.395734	0.057502	0.148951	0.238146	0.256783	0.200346	0.304725	0.397813	0.395734	0.057502	0.148951	0.238146	0.256783	0.200346	0.304725	0.238146	0.256783	0.200346	0.304725	0.397813	0.395734	0.057502	0.148951	0.238146	0.256783	0.200346	0.304725	0.397813	0.395734	0.057502	0.148951	
64000	1.137478	3	0.409827	0.388656	0.056653	0.144863	0.409827	0.388656	0.056653	0.144863	0.190922	0.300239	0.158371	0.350469	0.409827	0.388656	0.056653	0.144863	0.251972	0.234526	0.210299	0.303203	0.251972	0.234526	0.210299	0.303203	0.409827	0.388656	0.056653	0.144863	0.190922	0.300239	0.158371	0.350469	0.409827	0.388656	0.056653	0.144863	
65000	1.137478	3	0.418491	0.320555	0.080871	0.180083	0.418491	0.320555	0.080871	0.180083	0.213690	0.280359	0.179112	0.326840	0.409827	0.388656	0.056653	0.144863	0.213690	0.280359	0.179112	0.326840	0.213690	0.280359	0.179112	0.326840	0.409827	0.388656	0.056653	0.144863	0.213690	0.280359	0.179112	0.326840	0.409827	0.388656	0.056653	0.144863	
66000	1.137478	4	0.409148	0.335075	0.079664	0.176113	0.409148	0.335075	0.079664	0.176113	0.135066	0.516126	0.101629	0.247180	0.409827	0.388656	0.056653	0.144863	0.252781	0.267808	0.200401	0.279009	0.252781	0.267808	0.200401	0.279009	0.409827	0.388656	0.056653	0.144863	0.252781	0.267808	0.200401	0.279009	0.409827	0.388656	0.056653	0.144863	
67000	1.137478	3	0.409827	0.388656	0.056653	0.144863	0.409827	0.388656	0.056653	0.144863	0.190487	0.325433	0.131301	0.352779	0.409827	0.388656	0.056653	0.144863	0.283865	0.265766	0.203889	0.246480	0.283865	0.265766	0.203889	0.246480	0.409827	0.388656	0.056653	0.144863	0.190487	0.325433	0.131301	0.352779	0.409827	0.388656	0.056653	0.144863	
68000	1.137478	2	0.409827	0.388656	0.056653	0.144863	0.409827	0.388656	0.056653	0.144863	0.187055	0.353752	0.155606	0.303587	0.409827	0.388656	0.056653	0.144863	0.187055	0.353752	0.155606	0.303587	0.187055	0.353752	0.155606	0.303587	0.409827	0.388656	0.056653	0.144863	0.187055	0.353752	0.155606	0.303587	0.409827	0.388656	0.056653	0.144863	
69000	1.137478	4	0.459569	0.283160	0.081669	0.175602	0.459569	0.283160	0.081669	0.175602	0.188800	0.378841	0.107598	0.324760	0.409827	0.388656	0.056653	0.144863	0.267077	0.258431	0.200068	0.274424	0.267077	0.258431	0.200068	0.274424	0.409827	0.388656	0.056653	0.144863	0.188800	0.378841	0.107598	0.324760	0.409827	0.388656	0.056653	0.144863	
