Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	Alpha[7]	Alpha[8]	Alpha[9]	
1000	1.137478	4	0.256865	0.256865	0.256865	1.127608	0.335662	0.378575	0.256865	0.256865	1.127608	
2000	1.137478	3	0.248899	0.248899	0.248899	1.935876	0.525605	0.525605	0.248899	0.248899	1.935876	
3000	1.137478	4	0.245740	0.245740	0.245740	1.758439	0.455393	0.502227	0.245740	0.245740	1.758439	
4000	1.137478	3	0.255878	0.255878	0.255878	2.292019	0.452855	0.452855	0.255878	0.255878	2.292019	
5000	1.137478	4	0.245923	0.256887	0.245923	2.151555	0.478503	0.478503	0.256887	0.245923	2.151555	
6000	1.137478	4	0.274677	0.274677	0.274677	2.470142	0.385707	0.385707	0.274677	0.141890	2.470142	
7000	1.137478	5	0.254595	0.254595	0.254595	2.349693	0.342457	0.539710	0.254595	0.127540	2.349693	
8000	1.137478	3	0.274386	0.274386	0.274386	2.216129	0.517580	0.517580	0.274386	0.274386	2.216129	
9000	1.137478	4	0.244596	0.244596	0.244596	2.644840	0.472147	0.472147	0.244596	0.214589	2.644840	
10000	1.137478	3	0.271914	0.271914	0.271914	2.796933	0.361132	0.361132	0.271914	0.271914	2.796933	
11000	1.137478	3	0.244736	0.244736	0.244736	2.596741	0.537341	0.537341	0.244736	0.244736	2.596741	
12000	1.137478	5	0.251883	0.251883	0.251883	2.722948	0.347120	0.356604	0.251883	0.182456	2.722948	
13000	1.137478	4	0.245359	0.245359	0.245359	2.423108	0.457509	0.457509	0.245359	0.226609	2.423108	
14000	1.137478	4	0.251675	0.251675	0.251675	2.846959	0.415762	0.415762	0.251675	0.241632	2.846959	
15000	1.137478	3	0.268576	0.268576	0.268576	2.721129	0.537800	0.537800	0.268576	0.268576	2.721129	
16000	1.137478	5	0.225459	0.261259	0.261259	2.946277	0.432376	0.505361	0.225459	0.225459	2.946277	
17000	1.137478	3	0.255178	0.255178	0.255178	2.855895	0.577188	0.577188	0.255178	0.255178	2.855895	
18000	1.137478	3	0.268813	0.268813	0.268813	2.576703	0.527957	0.527957	0.268813	0.268813	2.576703	
19000	1.137478	4	0.249403	0.249403	0.249403	2.251882	0.462857	0.462857	0.249403	0.239587	2.251882	
20000	1.137478	4	0.275924	0.275924	0.275924	2.589861	0.526088	0.526088	0.275924	0.158710	2.589861	
21000	1.137478	4	0.247226	0.247226	0.247226	2.916031	0.368620	0.376276	0.247226	0.247226	2.916031	
22000	1.137478	5	0.279003	0.279003	0.279003	2.473461	0.379671	0.457293	0.279003	0.199077	2.473461	
23000	1.137478	3	0.265394	0.265394	0.265394	2.969340	0.448888	0.448888	0.265394	0.265394	2.969340	
24000	1.137478	3	0.239558	0.239558	0.239558	2.910910	0.527333	0.527333	0.239558	0.239558	2.910910	
25000	1.137478	3	0.262342	0.262342	0.262342	2.868342	0.474559	0.474559	0.262342	0.262342	2.868342	
26000	1.137478	4	0.250250	0.250250	0.250250	2.590955	0.492720	0.492720	0.250250	0.149152	2.590955	
27000	1.137478	5	0.247520	0.247520	0.247520	2.640911	0.449424	0.496442	0.219200	0.219200	2.640911	
28000	1.137478	4	0.254250	0.254250	0.254250	2.678734	0.461265	0.601799	0.254250	0.254250	2.678734	
29000	1.137478	3	0.254536	0.254536	0.254536	2.212706	0.505243	0.505243	0.254536	0.254536	2.212706	
30000	1.137478	3	0.250392	0.250392	0.250392	2.310347	0.497613	0.497613	0.250392	0.250392	2.310347	
31000	1.137478	4	0.246132	0.246132	0.246132	2.315708	0.425504	0.558601	0.246132	0.246132	2.315708	
32000	1.137478	3	0.233865	0.233865	0.233865	2.724766	0.339500	0.339500	0.233865	0.233865	2.724766	
33000	1.137478	4	0.246417	0.246417	0.246417	2.849299	0.506571	0.506571	0.246417	0.186280	2.849299	
34000	1.137478	3	0.250955	0.250955	0.250955	2.789214	0.462810	0.462810	0.250955	0.250955	2.789214	
35000	1.137478	4	0.279580	0.265608	0.265608	2.231879	0.513217	0.513217	0.265608	0.265608	2.231879	
36000	1.137478	3	0.244935	0.244935	0.244935	2.661262	0.489385	0.489385	0.244935	0.244935	2.661262	
37000	1.137478	4	0.251746	0.251746	0.181812	2.189869	0.535761	0.535761	0.251746	0.181812	2.189869	
38000	1.137478	4	0.248243	0.248243	0.248243	3.059595	0.479813	0.479813	0.248243	0.118479	3.059595	
39000	1.137478	4	0.226144	0.226144	0.226144	2.751265	0.474148	0.583656	0.226144	0.226144	2.751265	
40000	1.137478	4	0.248333	0.248333	0.248333	2.699283	0.369454	0.536189	0.248333	0.248333	2.699283	
41000	1.137478	4	0.237738	0.237738	0.237738	2.648815	0.514408	0.514408	0.237738	0.145047	2.648815	
42000	1.137478	4	0.242949	0.242949	0.242949	2.539060	0.462877	0.462877	0.242949	0.220050	2.539060	
43000	1.137478	4	0.246692	0.246692	0.246692	2.456633	0.513025	0.513025	0.246692	0.217253	2.456633	
44000	1.137478	5	0.238936	0.240973	0.240973	2.762467	0.433816	0.433816	0.240973	0.156745	2.762467	
45000	1.137478	4	0.242026	0.242026	0.270550	2.311539	0.528451	0.528451	0.242026	0.242026	2.311539	
46000	1.137478	5	0.247219	0.247219	0.247219	3.051086	0.405479	0.362405	0.247219	0.173401	3.051086	
47000	1.137478	3	0.251380	0.251380	0.251380	2.360127	0.481449	0.481449	0.251380	0.251380	2.360127	
48000	1.137478	4	0.247779	0.247779	0.247779	2.755634	0.429664	0.429664	0.247779	0.160390	2.755634	
49000	1.137478	4	0.228389	0.232285	0.228389	2.643206	0.442323	0.442323	0.232285	0.228389	2.643206	
50000	1.137478	4	0.254297	0.254297	0.254297	2.385403	0.532317	0.532317	0.254297	0.206779	2.385403	
51000	1.137478	3	0.252062	0.252062	0.252062	2.710066	0.570213	0.570213	0.252062	0.252062	2.710066	
