Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	TL[8]	TL[9]	
1000	1.137478	2	13.011099	13.011099	13.011099	51.788793	13.011099	13.011099	13.011099	13.011099	51.788793	
2000	1.137478	2	8.826603	8.826603	8.826603	58.101569	8.826603	8.826603	8.826603	8.826603	58.101569	
3000	1.137478	2	8.075264	8.075264	8.075264	53.486982	8.075264	8.075264	8.075264	8.075264	53.486982	
4000	1.137478	2	8.432357	8.432357	8.432357	51.545849	8.432357	8.432357	8.432357	8.432357	51.545849	
5000	1.137478	2	7.630024	7.630024	7.630024	51.503153	7.630024	7.630024	7.630024	7.630024	51.503153	
6000	1.137478	2	8.148222	8.148222	8.148222	49.863001	8.148222	8.148222	8.148222	8.148222	49.863001	
7000	1.137478	2	7.234132	7.234132	7.234132	48.680524	7.234132	7.234132	7.234132	7.234132	48.680524	
8000	1.137478	2	7.970024	7.970024	7.970024	47.898346	7.970024	7.970024	7.970024	7.970024	47.898346	
9000	1.137478	2	7.731491	7.731491	7.731491	48.413778	7.731491	7.731491	7.731491	7.731491	48.413778	
10000	1.137478	2	7.249719	7.249719	7.249719	48.891419	7.249719	7.249719	7.249719	7.249719	48.891419	
11000	1.137478	2	7.660707	7.660707	7.660707	47.616617	7.660707	7.660707	7.660707	7.660707	47.616617	
12000	1.137478	2	7.294751	7.294751	7.294751	45.584709	7.294751	7.294751	7.294751	7.294751	45.584709	
13000	1.137478	2	7.555098	7.555098	7.555098	46.355715	7.555098	7.555098	7.555098	7.555098	46.355715	
14000	1.137478	2	7.454592	7.454592	7.454592	45.345993	7.454592	7.454592	7.454592	7.454592	45.345993	
15000	1.137478	2	7.666014	7.666014	7.666014	46.113698	7.666014	7.666014	7.666014	7.666014	46.113698	
16000	1.137478	2	7.455037	7.455037	7.455037	46.640705	7.455037	7.455037	7.455037	7.455037	46.640705	
17000	1.137478	2	7.152668	7.152668	7.152668	45.729935	7.152668	7.152668	7.152668	7.152668	45.729935	
18000	1.137478	2	7.053906	7.053906	7.053906	45.673823	7.053906	7.053906	7.053906	7.053906	45.673823	
19000	1.137478	2	7.516000	7.516000	7.516000	45.619578	7.516000	7.516000	7.516000	7.516000	45.619578	
20000	1.137478	2	7.696870	7.696870	7.696870	44.450898	7.696870	7.696870	7.696870	7.696870	44.450898	
21000	1.137478	2	7.916148	7.916148	7.916148	44.957658	7.916148	7.916148	7.916148	7.916148	44.957658	
22000	1.137478	2	7.400818	7.400818	7.400818	45.501148	7.400818	7.400818	7.400818	7.400818	45.501148	
23000	1.137478	2	8.144880	8.144880	8.144880	44.436763	8.144880	8.144880	8.144880	8.144880	44.436763	
24000	1.137478	2	6.836281	6.836281	6.836281	46.504944	6.836281	6.836281	6.836281	6.836281	46.504944	
25000	1.137478	2	7.127412	7.127412	7.127412	44.024115	7.127412	7.127412	7.127412	7.127412	44.024115	
26000	1.137478	2	7.377508	7.377508	7.377508	45.458528	7.377508	7.377508	7.377508	7.377508	45.458528	
27000	1.137478	2	7.153717	7.153717	7.153717	47.224948	7.153717	7.153717	7.153717	7.153717	47.224948	
28000	1.137478	2	7.152566	7.152566	7.152566	46.743844	7.152566	7.152566	7.152566	7.152566	46.743844	
29000	1.137478	2	6.854441	6.854441	6.854441	48.921743	6.854441	6.854441	6.854441	6.854441	48.921743	
30000	1.137478	2	6.774207	6.774207	6.774207	45.760338	6.774207	6.774207	6.774207	6.774207	45.760338	
31000	1.137478	2	7.176501	7.176501	7.176501	47.000477	7.176501	7.176501	7.176501	7.176501	47.000477	
32000	1.137478	2	6.955064	6.955064	6.955064	45.634829	6.955064	6.955064	6.955064	6.955064	45.634829	
33000	1.137478	2	7.040106	7.040106	7.040106	45.769280	7.040106	7.040106	7.040106	7.040106	45.769280	
34000	1.137478	2	7.404003	7.404003	7.404003	45.425087	7.404003	7.404003	7.404003	7.404003	45.425087	
35000	1.137478	2	7.190061	7.190061	7.190061	46.336351	7.190061	7.190061	7.190061	7.190061	46.336351	
36000	1.137478	2	6.814020	6.814020	6.814020	45.269985	6.814020	6.814020	6.814020	6.814020	45.269985	
37000	1.137478	2	7.077400	7.077400	7.077400	47.844725	7.077400	7.077400	7.077400	7.077400	47.844725	
38000	1.137478	2	7.344042	7.344042	7.344042	45.124362	7.344042	7.344042	7.344042	7.344042	45.124362	
39000	1.137478	2	7.193253	7.193253	7.193253	45.082311	7.193253	7.193253	7.193253	7.193253	45.082311	
40000	1.137478	2	6.849368	6.849368	6.849368	45.125421	6.849368	6.849368	6.849368	6.849368	45.125421	
41000	1.137478	2	6.884062	6.884062	6.884062	45.013196	6.884062	6.884062	6.884062	6.884062	45.013196	
42000	1.137478	2	7.065101	7.065101	7.065101	44.491683	7.065101	7.065101	7.065101	7.065101	44.491683	
43000	1.137478	2	7.031600	7.031600	7.031600	45.815172	7.031600	7.031600	7.031600	7.031600	45.815172	
44000	1.137478	2	7.175221	7.175221	7.175221	45.821617	7.175221	7.175221	7.175221	7.175221	45.821617	
45000	1.137478	2	6.942950	6.942950	6.942950	47.288050	6.942950	6.942950	6.942950	6.942950	47.288050	
46000	1.137478	2	6.916422	6.916422	6.916422	44.462079	6.916422	6.916422	6.916422	6.916422	44.462079	
47000	1.137478	2	6.909617	6.909617	6.909617	46.110053	6.909617	6.909617	6.909617	6.909617	46.110053	
48000	1.137478	2	7.357901	7.357901	7.357901	46.402457	7.357901	7.357901	7.357901	7.357901	46.402457	
49000	1.137478	2	7.057342	7.057342	7.057342	46.427478	7.057342	7.057342	7.057342	7.057342	46.427478	
50000	1.137478	2	6.825149	6.825149	6.825149	44.252509	6.825149	6.825149	6.825149	6.825149	44.252509	
51000	1.137478	2	7.369358	7.369358	7.369358	44.334341	7.369358	7.369358	7.369358	7.369358	44.334341	
52000	1.137478	2	7.176961	7.176961	7.176961	46.253391	7.176961	7.176961	7.176961	7.176961	46.253391	
