Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	
1000	1.137478	3	0.242219	0.442808	0.062830	0.252142	0.421965	0.386257	0.050530	0.141248	0.242219	0.442808	0.062830	0.252142	0.421965	0.386257	0.050530	0.141248	0.304579	0.218156	0.217990	0.259275	0.304579	0.218156	0.217990	0.259275	0.421965	0.386257	0.050530	0.141248	0.304579	0.218156	0.217990	0.259275	0.421965	0.386257	0.050530	0.141248	
2000	1.137478	2	0.382656	0.416082	0.053673	0.147589	0.382656	0.416082	0.053673	0.147589	0.230500	0.244125	0.188574	0.336802	0.382656	0.416082	0.053673	0.147589	0.230500	0.244125	0.188574	0.336802	0.230500	0.244125	0.188574	0.336802	0.382656	0.416082	0.053673	0.147589	0.230500	0.244125	0.188574	0.336802	0.382656	0.416082	0.053673	0.147589	
3000	1.137478	2	0.368388	0.431550	0.054821	0.145241	0.368388	0.431550	0.054821	0.145241	0.254386	0.270987	0.175638	0.298989	0.368388	0.431550	0.054821	0.145241	0.254386	0.270987	0.175638	0.298989	0.254386	0.270987	0.175638	0.298989	0.368388	0.431550	0.054821	0.145241	0.254386	0.270987	0.175638	0.298989	0.368388	0.431550	0.054821	0.145241	
4000	1.137478	3	0.368388	0.431550	0.054821	0.145241	0.368388	0.431550	0.054821	0.145241	0.156604	0.418650	0.133989	0.290756	0.368388	0.431550	0.054821	0.145241	0.239619	0.282160	0.213231	0.264990	0.239619	0.282160	0.213231	0.264990	0.368388	0.431550	0.054821	0.145241	0.239619	0.282160	0.213231	0.264990	0.368388	0.431550	0.054821	0.145241	
5000	1.137478	2	0.368388	0.431550	0.054821	0.145241	0.368388	0.431550	0.054821	0.145241	0.241768	0.333043	0.176956	0.248234	0.368388	0.431550	0.054821	0.145241	0.241768	0.333043	0.176956	0.248234	0.241768	0.333043	0.176956	0.248234	0.368388	0.431550	0.054821	0.145241	0.241768	0.333043	0.176956	0.248234	0.368388	0.431550	0.054821	0.145241	
6000	1.137478	2	0.388095	0.409682	0.053707	0.148516	0.388095	0.409682	0.053707	0.148516	0.233649	0.318738	0.174352	0.273261	0.388095	0.409682	0.053707	0.148516	0.233649	0.318738	0.174352	0.273261	0.233649	0.318738	0.174352	0.273261	0.388095	0.409682	0.053707	0.148516	0.233649	0.318738	0.174352	0.273261	0.388095	0.409682	0.053707	0.148516	
7000	1.137478	4	0.344358	0.322526	0.068034	0.265082	0.388095	0.409682	0.053707	0.148516	0.344358	0.322526	0.068034	0.265082	0.388095	0.409682	0.053707	0.148516	0.250649	0.267599	0.188372	0.293380	0.250649	0.267599	0.188372	0.293380	0.388095	0.409682	0.053707	0.148516	0.218093	0.245120	0.175588	0.361200	0.388095	0.409682	0.053707	0.148516	
8000	1.137478	4	0.386799	0.352356	0.075814	0.185030	0.386799	0.352356	0.075814	0.185030	0.257809	0.305024	0.103484	0.333683	0.402422	0.391906	0.055300	0.150373	0.292762	0.223589	0.217098	0.266552	0.292762	0.223589	0.217098	0.266552	0.402422	0.391906	0.055300	0.150373	0.257809	0.305024	0.103484	0.333683	0.402422	0.391906	0.055300	0.150373	
9000	1.137478	3	0.402422	0.391906	0.055300	0.150373	0.402422	0.391906	0.055300	0.150373	0.229369	0.479248	0.109285	0.182097	0.402422	0.391906	0.055300	0.150373	0.246295	0.244644	0.203611	0.305450	0.246295	0.244644	0.203611	0.305450	0.402422	0.391906	0.055300	0.150373	0.246295	0.244644	0.203611	0.305450	0.402422	0.391906	0.055300	0.150373	
10000	1.137478	3	0.422874	0.344736	0.070600	0.161790	0.422874	0.344736	0.070600	0.161790	0.258214	0.301543	0.153175	0.287067	0.402422	0.391906	0.055300	0.150373	0.258214	0.301543	0.153175	0.287067	0.258214	0.301543	0.153175	0.287067	0.402422	0.391906	0.055300	0.150373	0.258214	0.301543	0.153175	0.287067	0.402422	0.391906	0.055300	0.150373	
