Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	TL[8]	TL[9]	
1000	1.137478	3	13.259859	29.859463	13.259859	67.357277	13.259859	13.259859	13.259859	13.259859	67.357277	
2000	1.137478	3	8.375780	27.897936	8.375780	57.648275	8.375780	8.375780	8.375780	8.375780	57.648275	
3000	1.137478	3	7.127737	31.710667	7.127737	54.683087	7.127737	7.127737	7.127737	7.127737	54.683087	
4000	1.137478	3	7.010452	30.314286	7.010452	50.585673	7.010452	7.010452	7.010452	7.010452	50.585673	
5000	1.137478	3	7.266053	31.936348	7.266053	51.184929	7.266053	7.266053	7.266053	7.266053	51.184929	
6000	1.137478	3	5.847163	31.320473	5.847163	47.204721	5.847163	5.847163	5.847163	5.847163	47.204721	
7000	1.137478	2	8.285040	8.285040	8.285040	49.292094	8.285040	8.285040	8.285040	8.285040	49.292094	
8000	1.137478	2	8.130159	8.130159	8.130159	47.067295	8.130159	8.130159	8.130159	8.130159	47.067295	
9000	1.137478	2	7.750607	7.750607	7.750607	47.498931	7.750607	7.750607	7.750607	7.750607	47.498931	
10000	1.137478	2	7.509807	7.509807	7.509807	47.980815	7.509807	7.509807	7.509807	7.509807	47.980815	
11000	1.137478	2	6.997404	6.997404	6.997404	47.099041	6.997404	6.997404	6.997404	6.997404	47.099041	
12000	1.137478	2	7.804059	7.804059	7.804059	47.799038	7.804059	7.804059	7.804059	7.804059	47.799038	
13000	1.137478	2	7.706848	7.706848	7.706848	47.187264	7.706848	7.706848	7.706848	7.706848	47.187264	
14000	1.137478	2	7.364995	7.364995	7.364995	47.601815	7.364995	7.364995	7.364995	7.364995	47.601815	
15000	1.137478	2	7.735654	7.735654	7.735654	48.537660	7.735654	7.735654	7.735654	7.735654	48.537660	
16000	1.137478	2	7.357778	7.357778	7.357778	49.397280	7.357778	7.357778	7.357778	7.357778	49.397280	
17000	1.137478	2	7.551902	7.551902	7.551902	50.855476	7.551902	7.551902	7.551902	7.551902	50.855476	
18000	1.137478	2	8.492863	8.492863	8.492863	45.827839	8.492863	8.492863	8.492863	8.492863	45.827839	
19000	1.137478	2	7.592001	7.592001	7.592001	48.299761	7.592001	7.592001	7.592001	7.592001	48.299761	
20000	1.137478	2	8.365917	8.365917	8.365917	49.051299	8.365917	8.365917	8.365917	8.365917	49.051299	
21000	1.137478	2	7.705944	7.705944	7.705944	45.944999	7.705944	7.705944	7.705944	7.705944	45.944999	
22000	1.137478	2	8.044712	8.044712	8.044712	49.728484	8.044712	8.044712	8.044712	8.044712	49.728484	
23000	1.137478	2	7.635326	7.635326	7.635326	47.058111	7.635326	7.635326	7.635326	7.635326	47.058111	
24000	1.137478	2	8.009428	8.009428	8.009428	48.365224	8.009428	8.009428	8.009428	8.009428	48.365224	
25000	1.137478	2	8.160818	8.160818	8.160818	50.010425	8.160818	8.160818	8.160818	8.160818	50.010425	
26000	1.137478	2	7.420523	7.420523	7.420523	48.288007	7.420523	7.420523	7.420523	7.420523	48.288007	
27000	1.137478	2	7.797716	7.797716	7.797716	50.055855	7.797716	7.797716	7.797716	7.797716	50.055855	
28000	1.137478	2	8.000682	8.000682	8.000682	48.549996	8.000682	8.000682	8.000682	8.000682	48.549996	
29000	1.137478	2	7.782704	7.782704	7.782704	47.983696	7.782704	7.782704	7.782704	7.782704	47.983696	
30000	1.137478	2	8.063345	8.063345	8.063345	47.451493	8.063345	8.063345	8.063345	8.063345	47.451493	
31000	1.137478	2	7.541156	7.541156	7.541156	49.211438	7.541156	7.541156	7.541156	7.541156	49.211438	
32000	1.137478	2	8.124692	8.124692	8.124692	49.232747	8.124692	8.124692	8.124692	8.124692	49.232747	
33000	1.137478	2	7.547593	7.547593	7.547593	49.582084	7.547593	7.547593	7.547593	7.547593	49.582084	
34000	1.137478	2	7.792196	7.792196	7.792196	47.239982	7.792196	7.792196	7.792196	7.792196	47.239982	
35000	1.137478	2	7.836926	7.836926	7.836926	49.066139	7.836926	7.836926	7.836926	7.836926	49.066139	
36000	1.137478	2	7.594359	7.594359	7.594359	47.472066	7.594359	7.594359	7.594359	7.594359	47.472066	
37000	1.137478	2	7.753610	7.753610	7.753610	47.469935	7.753610	7.753610	7.753610	7.753610	47.469935	
38000	1.137478	2	7.761527	7.761527	7.761527	47.872367	7.761527	7.761527	7.761527	7.761527	47.872367	
39000	1.137478	2	7.559888	7.559888	7.559888	48.756053	7.559888	7.559888	7.559888	7.559888	48.756053	
40000	1.137478	2	7.522847	7.522847	7.522847	47.516253	7.522847	7.522847	7.522847	7.522847	47.516253	
41000	1.137478	2	7.427004	7.427004	7.427004	46.571172	7.427004	7.427004	7.427004	7.427004	46.571172	
42000	1.137478	2	7.569284	7.569284	7.569284	46.344934	7.569284	7.569284	7.569284	7.569284	46.344934	
43000	1.137478	2	7.485221	7.485221	7.485221	49.831398	7.485221	7.485221	7.485221	7.485221	49.831398	
44000	1.137478	2	7.419559	7.419559	7.419559	49.506939	7.419559	7.419559	7.419559	7.419559	49.506939	
45000	1.137478	2	7.735424	7.735424	7.735424	47.620588	7.735424	7.735424	7.735424	7.735424	47.620588	
46000	1.137478	2	7.371873	7.371873	7.371873	49.393096	7.371873	7.371873	7.371873	7.371873	49.393096	
47000	1.137478	2	7.767263	7.767263	7.767263	48.985646	7.767263	7.767263	7.767263	7.767263	48.985646	
48000	1.137478	2	7.585588	7.585588	7.585588	48.469112	7.585588	7.585588	7.585588	7.585588	48.469112	
49000	1.137478	2	7.189774	7.189774	7.189774	48.321420	7.189774	7.189774	7.189774	7.189774	48.321420	
50000	1.137478	2	7.351643	7.351643	7.351643	48.253474	7.351643	7.351643	7.351643	7.351643	48.253474	
51000	1.137478	2	7.944200	7.944200	7.944200	48.419217	7.944200	7.944200	7.944200	7.944200	48.419217	
52000	1.137478	2	7.281365	7.281365	7.281365	49.893034	7.281365	7.281365	7.281365	7.281365	49.893034	
53000	1.137478	2	7.458641	7.458641	7.458641	49.802156	7.458641	7.458641	7.458641	7.458641	49.802156	
54000	1.137478	2	7.177726	7.177726	7.177726	50.020243	7.177726	7.177726	7.177726	7.177726	50.020243	
55000	1.137478	2	7.771872	7.771872	7.771872	47.044661	7.771872	7.771872	7.771872	7.771872	47.044661	
56000	1.137478	2	7.583929	7.583929	7.583929	49.380451	7.583929	7.583929	7.583929	7.583929	49.380451	
57000	1.137478	2	7.687885	7.687885	7.687885	48.758203	7.687885	7.687885	7.687885	7.687885	48.758203	
58000	1.137478	2	8.151129	8.151129	8.151129	45.997211	8.151129	8.151129	8.151129	8.151129	45.997211	
59000	1.137478	2	8.131619	8.131619	8.131619	48.157634	8.131619	8.131619	8.131619	8.131619	48.157634	
60000	1.137478	2	7.698893	7.698893	7.698893	49.446168	7.698893	7.698893	7.698893	7.698893	49.446168	
61000	1.137478	2	7.599649	7.599649	7.599649	50.160742	7.599649	7.599649	7.599649	7.599649	50.160742	
62000	1.137478	2	7.905371	7.905371	7.905371	49.735105	7.905371	7.905371	7.905371	7.905371	49.735105	
63000	1.137478	2	7.530210	7.530210	7.530210	49.899621	7.530210	7.530210	7.530210	7.530210	49.899621	
64000	1.137478	2	7.821985	7.821985	7.821985	49.875668	7.821985	7.821985	7.821985	7.821985	49.875668	
65000	1.137478	2	8.223188	8.223188	8.223188	48.314441	8.223188	8.223188	8.223188	8.223188	48.314441	
66000	1.137478	2	8.023364	8.023364	8.023364	49.323858	8.023364	8.023364	8.023364	8.023364	49.323858	
67000	1.137478	2	7.932763	7.932763	7.932763	46.639287	7.932763	7.932763	7.932763	7.932763	46.639287	
68000	1.137478	2	8.491480	8.491480	8.491480	48.875158	8.491480	8.491480	8.491480	8.491480	48.875158	
69000	1.137478	2	7.346744	7.346744	7.346744	48.896553	7.346744	7.346744	7.346744	7.346744	48.896553	
70000	1.137478	2	7.851116	7.851116	7.851116	48.873276	7.851116	7.851116	7.851116	7.851116	48.873276	
71000	1.137478	2	8.255837	8.255837	8.255837	50.012114	8.255837	8.255837	8.255837	8.255837	50.012114	
72000	1.137478	2	7.899087	7.899087	7.899087	48.965918	7.899087	7.899087	7.899087	7.899087	48.965918	
73000	1.137478	2	7.454404	7.454404	7.454404	49.552264	7.454404	7.454404	7.454404	7.454404	49.552264	
74000	1.137478	2	7.705366	7.705366	7.705366	49.988601	7.705366	7.705366	7.705366	7.705366	49.988601	
75000	1.137478	2	7.754498	7.754498	7.754498	48.985662	7.754498	7.754498	7.754498	7.754498	48.985662	
76000	1.137478	2	8.585459	8.585459	8.585459	47.854757	8.585459	8.585459	8.585459	8.585459	47.854757	
77000	1.137478	2	8.221387	8.221387	8.221387	48.035836	8.221387	8.221387	8.221387	8.221387	48.035836	
78000	1.137478	2	8.275248	8.275248	8.275248	49.792704	8.275248	8.275248	8.275248	8.275248	49.792704	
79000	1.137478	2	8.388317	8.388317	8.388317	49.311573	8.388317	8.388317	8.388317	8.388317	49.311573	
80000	1.137478	2	8.400651	8.400651	8.400651	49.589158	8.400651	8.400651	8.400651	8.400651	49.589158	
81000	1.137478	2	7.416535	7.416535	7.416535	48.739619	7.416535	7.416535	7.416535	7.416535	48.739619	
82000	1.137478	2	8.483576	8.483576	8.483576	48.696422	8.483576	8.483576	8.483576	8.483576	48.696422	
83000	1.137478	2	7.387141	7.387141	7.387141	49.003227	7.387141	7.387141	7.387141	7.387141	49.003227	
84000	1.137478	2	8.461645	8.461645	8.461645	48.529037	8.461645	8.461645	8.461645	8.461645	48.529037	
85000	1.137478	2	7.606345	7.606345	7.606345	48.618797	7.606345	7.606345	7.606345	7.606345	48.618797	
86000	1.137478	2	8.358858	8.358858	8.358858	48.899063	8.358858	8.358858	8.358858	8.358858	48.899063	
87000	1.137478	2	7.821098	7.821098	7.821098	50.276616	7.821098	7.821098	7.821098	7.821098	50.276616	
88000	1.137478	2	7.803601	7.803601	7.803601	48.053739	7.803601	7.803601	7.803601	7.803601	48.053739	
89000	1.137478	2	7.537475	7.537475	7.537475	47.674745	7.537475	7.537475	7.537475	7.537475	47.674745	
90000	1.137478	2	7.450792	7.450792	7.450792	48.125722	7.450792	7.450792	7.450792	7.450792	48.125722	
91000	1.137478	2	7.643006	7.643006	7.643006	49.748231	7.643006	7.643006	7.643006	7.643006	49.748231	
92000	1.137478	2	7.709875	7.709875	7.709875	47.946260	7.709875	7.709875	7.709875	7.709875	47.946260	
93000	1.137478	2	8.302016	8.302016	8.302016	49.196288	8.302016	8.302016	8.302016	8.302016	49.196288	
94000	1.137478	2	7.708403	7.708403	7.708403	48.516074	7.708403	7.708403	7.708403	7.708403	48.516074	
95000	1.137478	2	7.474033	7.474033	7.474033	47.125095	7.474033	7.474033	7.474033	7.474033	47.125095	
96000	1.137478	2	7.727879	7.727879	7.727879	48.056635	7.727879	7.727879	7.727879	7.727879	48.056635	
97000	1.137478	2	7.681955	7.681955	7.681955	49.745684	7.681955	7.681955	7.681955	7.681955	49.745684	
98000	1.137478	2	7.692602	7.692602	7.692602	51.440741	7.692602	7.692602	7.692602	7.692602	51.440741	
99000	1.137478	2	7.378993	7.378993	7.378993	49.431453	7.378993	7.378993	7.378993	7.378993	49.431453	
100000	1.137478	2	7.456836	7.456836	7.456836	48.742367	7.456836	7.456836	7.456836	7.456836	48.742367	
101000	1.137478	2	7.748770	7.748770	7.748770	49.209058	7.748770	7.748770	7.748770	7.748770	49.209058	
102000	1.137478	2	7.375353	7.375353	7.375353	49.550246	7.375353	7.375353	7.375353	7.375353	49.550246	
103000	1.137478	2	7.277958	7.277958	7.277958	49.103534	7.277958	7.277958	7.277958	7.277958	49.103534	
104000	1.137478	2	7.501570	7.501570	7.501570	48.630563	7.501570	7.501570	7.501570	7.501570	48.630563	
105000	1.137478	2	7.682133	7.682133	7.682133	49.785911	7.682133	7.682133	7.682133	7.682133	49.785911	
106000	1.137478	2	7.482293	7.482293	7.482293	49.346370	7.482293	7.482293	7.482293	7.482293	49.346370	
107000	1.137478	2	7.656346	7.656346	7.656346	48.777908	7.656346	7.656346	7.656346	7.656346	48.777908	
108000	1.137478	2	7.869914	7.869914	7.869914	49.351849	7.869914	7.869914	7.869914	7.869914	49.351849	
109000	1.137478	2	7.643762	7.643762	7.643762	51.334491	7.643762	7.643762	7.643762	7.643762	51.334491	
110000	1.137478	2	8.018525	8.018525	8.018525	48.749451	8.018525	8.018525	8.018525	8.018525	48.749451	
111000	1.137478	2	7.861219	7.861219	7.861219	50.025101	7.861219	7.861219	7.861219	7.861219	50.025101	
112000	1.137478	2	8.053573	8.053573	8.053573	50.878261	8.053573	8.053573	8.053573	8.053573	50.878261	
113000	1.137478	2	7.643086	7.643086	7.643086	48.734583	7.643086	7.643086	7.643086	7.643086	48.734583	
114000	1.137478	2	7.709197	7.709197	7.709197	48.101862	7.709197	7.709197	7.709197	7.709197	48.101862	
115000	1.137478	2	7.913600	7.913600	7.913600	47.488088	7.913600	7.913600	7.913600	7.913600	47.488088	
116000	1.137478	2	8.010515	8.010515	8.010515	49.653920	8.010515	8.010515	8.010515	8.010515	49.653920	
117000	1.137478	2	8.052374	8.052374	8.052374	49.625624	8.052374	8.052374	8.052374	8.052374	49.625624	
118000	1.137478	2	7.595900	7.595900	7.595900	47.237363	7.595900	7.595900	7.595900	7.595900	47.237363	
119000	1.137478	2	8.027339	8.027339	8.027339	48.213522	8.027339	8.027339	8.027339	8.027339	48.213522	
120000	1.137478	2	7.516846	7.516846	7.516846	47.492857	7.516846	7.516846	7.516846	7.516846	47.492857	
121000	1.137478	2	7.907539	7.907539	7.907539	47.299244	7.907539	7.907539	7.907539	7.907539	47.299244	
122000	1.137478	2	7.905199	7.905199	7.905199	49.122838	7.905199	7.905199	7.905199	7.905199	49.122838	
123000	1.137478	2	7.954608	7.954608	7.954608	48.665268	7.954608	7.954608	7.954608	7.954608	48.665268	
124000	1.137478	2	8.018168	8.018168	8.018168	47.342237	8.018168	8.018168	8.018168	8.018168	47.342237	
125000	1.137478	2	8.011693	8.011693	8.011693	47.976969	8.011693	8.011693	8.011693	8.011693	47.976969	
126000	1.137478	2	7.736665	7.736665	7.736665	49.614970	7.736665	7.736665	7.736665	7.736665	49.614970	
127000	1.137478	2	7.909856	7.909856	7.909856	48.302970	7.909856	7.909856	7.909856	7.909856	48.302970	
128000	1.137478	2	8.060842	8.060842	8.060842	47.221998	8.060842	8.060842	8.060842	8.060842	47.221998	
129000	1.137478	2	7.599851	7.599851	7.599851	48.873680	7.599851	7.599851	7.599851	7.599851	48.873680	
130000	1.137478	2	7.747754	7.747754	7.747754	48.858480	7.747754	7.747754	7.747754	7.747754	48.858480	
131000	1.137478	2	7.460174	7.460174	7.460174	51.292193	7.460174	7.460174	7.460174	7.460174	51.292193	
132000	1.137478	2	7.684686	7.684686	7.684686	47.220104	7.684686	7.684686	7.684686	7.684686	47.220104	
133000	1.137478	2	6.971909	6.971909	6.971909	47.917094	6.971909	6.971909	6.971909	6.971909	47.917094	
134000	1.137478	2	7.282871	7.282871	7.282871	47.674377	7.282871	7.282871	7.282871	7.282871	47.674377	
135000	1.137478	2	7.309194	7.309194	7.309194	49.997097	7.309194	7.309194	7.309194	7.309194	49.997097	
136000	1.137478	2	7.510951	7.510951	7.510951	49.253594	7.510951	7.510951	7.510951	7.510951	49.253594	
137000	1.137478	2	9.040228	9.040228	9.040228	49.270309	9.040228	9.040228	9.040228	9.040228	49.270309	
138000	1.137478	2	7.695849	7.695849	7.695849	47.269111	7.695849	7.695849	7.695849	7.695849	47.269111	
139000	1.137478	2	7.810582	7.810582	7.810582	49.186232	7.810582	7.810582	7.810582	7.810582	49.186232	
140000	1.137478	2	7.535517	7.535517	7.535517	49.711644	7.535517	7.535517	7.535517	7.535517	49.711644	
141000	1.137478	2	7.496414	7.496414	7.496414	47.222408	7.496414	7.496414	7.496414	7.496414	47.222408	
142000	1.137478	2	7.830012	7.830012	7.830012	48.930231	7.830012	7.830012	7.830012	7.830012	48.930231	
143000	1.137478	2	7.753051	7.753051	7.753051	49.416810	7.753051	7.753051	7.753051	7.753051	49.416810	
144000	1.137478	2	7.744829	7.744829	7.744829	48.614628	7.744829	7.744829	7.744829	7.744829	48.614628	
145000	1.137478	2	7.383365	7.383365	7.383365	49.613102	7.383365	7.383365	7.383365	7.383365	49.613102	
146000	1.137478	2	7.592910	7.592910	7.592910	49.619722	7.592910	7.592910	7.592910	7.592910	49.619722	
147000	1.137478	2	7.638350	7.638350	7.638350	51.070831	7.638350	7.638350	7.638350	7.638350	51.070831	
148000	1.137478	2	7.189451	7.189451	7.189451	48.550675	7.189451	7.189451	7.189451	7.189451	48.550675	
149000	1.137478	2	8.003579	8.003579	8.003579	49.244206	8.003579	8.003579	8.003579	8.003579	49.244206	
150000	1.137478	2	7.976457	7.976457	7.976457	47.964081	7.976457	7.976457	7.976457	7.976457	47.964081	
151000	1.137478	2	7.389421	7.389421	7.389421	46.580929	7.389421	7.389421	7.389421	7.389421	46.580929	
152000	1.137478	2	7.822935	7.822935	7.822935	47.745178	7.822935	7.822935	7.822935	7.822935	47.745178	
153000	1.137478	2	7.830763	7.830763	7.830763	49.153488	7.830763	7.830763	7.830763	7.830763	49.153488	
154000	1.137478	2	7.871334	7.871334	7.871334	48.158829	7.871334	7.871334	7.871334	7.871334	48.158829	
155000	1.137478	2	7.544372	7.544372	7.544372	50.669555	7.544372	7.544372	7.544372	7.544372	50.669555	
156000	1.137478	2	7.890530	7.890530	7.890530	48.244052	7.890530	7.890530	7.890530	7.890530	48.244052	
157000	1.137478	2	7.189832	7.189832	7.189832	47.466522	7.189832	7.189832	7.189832	7.189832	47.466522	
158000	1.137478	2	7.925906	7.925906	7.925906	47.677217	7.925906	7.925906	7.925906	7.925906	47.677217	
159000	1.137478	2	7.648277	7.648277	7.648277	50.466638	7.648277	7.648277	7.648277	7.648277	50.466638	
160000	1.137478	2	7.524761	7.524761	7.524761	50.177055	7.524761	7.524761	7.524761	7.524761	50.177055	
161000	1.137478	2	7.379941	7.379941	7.379941	49.076077	7.379941	7.379941	7.379941	7.379941	49.076077	
162000	1.137478	2	7.373737	7.373737	7.373737	47.272008	7.373737	7.373737	7.373737	7.373737	47.272008	
163000	1.137478	2	7.884815	7.884815	7.884815	48.216770	7.884815	7.884815	7.884815	7.884815	48.216770	
164000	1.137478	2	7.538915	7.538915	7.538915	48.899097	7.538915	7.538915	7.538915	7.538915	48.899097	
165000	1.137478	2	7.242839	7.242839	7.242839	49.588832	7.242839	7.242839	7.242839	7.242839	49.588832	
166000	1.137478	2	7.677408	7.677408	7.677408	48.202269	7.677408	7.677408	7.677408	7.677408	48.202269	
167000	1.137478	2	7.929293	7.929293	7.929293	48.024136	7.929293	7.929293	7.929293	7.929293	48.024136	
168000	1.137478	2	7.561847	7.561847	7.561847	48.745725	7.561847	7.561847	7.561847	7.561847	48.745725	
169000	1.137478	2	7.231490	7.231490	7.231490	50.453684	7.231490	7.231490	7.231490	7.231490	50.453684	
170000	1.137478	2	7.593980	7.593980	7.593980	48.504912	7.593980	7.593980	7.593980	7.593980	48.504912	
171000	1.137478	2	7.554206	7.554206	7.554206	48.774681	7.554206	7.554206	7.554206	7.554206	48.774681	
172000	1.137478	2	8.128268	8.128268	8.128268	49.834739	8.128268	8.128268	8.128268	8.128268	49.834739	
173000	1.137478	2	7.801792	7.801792	7.801792	48.771946	7.801792	7.801792	7.801792	7.801792	48.771946	
174000	1.137478	2	7.304561	7.304561	7.304561	48.443370	7.304561	7.304561	7.304561	7.304561	48.443370	
175000	1.137478	2	7.811781	7.811781	7.811781	48.434399	7.811781	7.811781	7.811781	7.811781	48.434399	
176000	1.137478	2	7.859454	7.859454	7.859454	49.582716	7.859454	7.859454	7.859454	7.859454	49.582716	
177000	1.137478	2	7.245926	7.245926	7.245926	50.911867	7.245926	7.245926	7.245926	7.245926	50.911867	
178000	1.137478	2	8.133241	8.133241	8.133241	49.263279	8.133241	8.133241	8.133241	8.133241	49.263279	
179000	1.137478	2	7.965235	7.965235	7.965235	49.185905	7.965235	7.965235	7.965235	7.965235	49.185905	
180000	1.137478	2	7.534680	7.534680	7.534680	48.293979	7.534680	7.534680	7.534680	7.534680	48.293979	
181000	1.137478	2	7.477708	7.477708	7.477708	48.548175	7.477708	7.477708	7.477708	7.477708	48.548175	
182000	1.137478	2	7.326999	7.326999	7.326999	48.355700	7.326999	7.326999	7.326999	7.326999	48.355700	
183000	1.137478	2	6.971730	6.971730	6.971730	45.975493	6.971730	6.971730	6.971730	6.971730	45.975493	
184000	1.137478	2	7.615903	7.615903	7.615903	49.353506	7.615903	7.615903	7.615903	7.615903	49.353506	
185000	1.137478	2	7.185472	7.185472	7.185472	51.596628	7.185472	7.185472	7.185472	7.185472	51.596628	
186000	1.137478	2	7.816051	7.816051	7.816051	48.784708	7.816051	7.816051	7.816051	7.816051	48.784708	
187000	1.137478	2	7.711890	7.711890	7.711890	49.021428	7.711890	7.711890	7.711890	7.711890	49.021428	
188000	1.137478	2	7.584807	7.584807	7.584807	49.591945	7.584807	7.584807	7.584807	7.584807	49.591945	
