Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	
1000	1.137478	3	0.359054	0.446263	0.055132	0.139551	0.359054	0.446263	0.055132	0.139551	0.040168	0.437110	0.103838	0.418883	0.359054	0.446263	0.055132	0.139551	0.285302	0.322315	0.177214	0.215169	0.285302	0.322315	0.177214	0.215169	0.359054	0.446263	0.055132	0.139551	0.285302	0.322315	0.177214	0.215169	0.359054	0.446263	0.055132	0.139551	
2000	1.137478	4	0.367908	0.356484	0.095809	0.179799	0.367908	0.356484	0.095809	0.179799	0.187906	0.399795	0.074196	0.338104	0.359054	0.446263	0.055132	0.139551	0.202372	0.339777	0.168988	0.288863	0.202372	0.339777	0.168988	0.288863	0.359054	0.446263	0.055132	0.139551	0.202372	0.339777	0.168988	0.288863	0.359054	0.446263	0.055132	0.139551	
3000	1.137478	3	0.383961	0.414157	0.061213	0.140669	0.383961	0.414157	0.061213	0.140669	0.181133	0.446151	0.084014	0.288702	0.383961	0.414157	0.061213	0.140669	0.268568	0.277318	0.170473	0.283641	0.268568	0.277318	0.170473	0.283641	0.383961	0.414157	0.061213	0.140669	0.268568	0.277318	0.170473	0.283641	0.383961	0.414157	0.061213	0.140669	
4000	1.137478	3	0.408925	0.323443	0.084030	0.183602	0.408925	0.323443	0.084030	0.183602	0.274194	0.266608	0.169980	0.289219	0.400094	0.405368	0.059358	0.135181	0.274194	0.266608	0.169980	0.289219	0.274194	0.266608	0.169980	0.289219	0.400094	0.405368	0.059358	0.135181	0.274194	0.266608	0.169980	0.289219	0.400094	0.405368	0.059358	0.135181	
5000	1.137478	3	0.381897	0.353504	0.081088	0.183511	0.381897	0.353504	0.081088	0.183511	0.245390	0.338627	0.146682	0.269301	0.400094	0.405368	0.059358	0.135181	0.245390	0.338627	0.146682	0.269301	0.245390	0.338627	0.146682	0.269301	0.400094	0.405368	0.059358	0.135181	0.245390	0.338627	0.146682	0.269301	0.400094	0.405368	0.059358	0.135181	
6000	1.137478	3	0.390582	0.356674	0.077776	0.174968	0.390582	0.356674	0.077776	0.174968	0.239668	0.305197	0.169330	0.285806	0.400413	0.401758	0.056271	0.141558	0.239668	0.305197	0.169330	0.285806	0.239668	0.305197	0.169330	0.285806	0.400413	0.401758	0.056271	0.141558	0.239668	0.305197	0.169330	0.285806	0.400413	0.401758	0.056271	0.141558	
7000	1.137478	4	0.417206	0.335065	0.078191	0.169538	0.417206	0.335065	0.078191	0.169538	0.124651	0.356613	0.196652	0.322084	0.400413	0.401758	0.056271	0.141558	0.182094	0.299127	0.227280	0.291499	0.182094	0.299127	0.227280	0.291499	0.400413	0.401758	0.056271	0.141558	0.182094	0.299127	0.227280	0.291499	0.400413	0.401758	0.056271	0.141558	
8000	1.137478	3	0.430914	0.304874	0.074095	0.190117	0.430914	0.304874	0.074095	0.190117	0.257502	0.289565	0.191172	0.261760	0.400413	0.401758	0.056271	0.141558	0.257502	0.289565	0.191172	0.261760	0.257502	0.289565	0.191172	0.261760	0.400413	0.401758	0.056271	0.141558	0.257502	0.289565	0.191172	0.261760	0.400413	0.401758	0.056271	0.141558	
9000	1.137478	3	0.398645	0.318101	0.073373	0.209881	0.398645	0.318101	0.073373	0.209881	0.240626	0.315253	0.135674	0.308447	0.400413	0.401758	0.056271	0.141558	0.240626	0.315253	0.135674	0.308447	0.240626	0.315253	0.135674	0.308447	0.400413	0.401758	0.056271	0.141558	0.240626	0.315253	0.135674	0.308447	0.400413	0.401758	0.056271	0.141558	
10000	1.137478	4	0.394035	0.342592	0.070162	0.193212	0.394035	0.342592	0.070162	0.193212	0.169027	0.362377	0.127812	0.340784	0.384660	0.416280	0.054101	0.144959	0.286097	0.254702	0.211336	0.247866	0.286097	0.254702	0.211336	0.247866	0.384660	0.416280	0.054101	0.144959	0.169027	0.362377	0.127812	0.340784	0.384660	0.416280	0.054101	0.144959	
11000	1.137478	4	0.397017	0.329412	0.071287	0.202283	0.397017	0.329412	0.071287	0.202283	0.187029	0.315810	0.199981	0.297180	0.384660	0.416280	0.054101	0.144959	0.187029	0.315810	0.199981	0.297180	0.258927	0.214849	0.237975	0.288249	0.384660	0.416280	0.054101	0.144959	0.187029	0.315810	0.199981	0.297180	0.384660	0.416280	0.054101	0.144959	
12000	1.137478	3	0.409803	0.303429	0.076854	0.209914	0.409803	0.303429	0.076854	0.209914	0.270361	0.273435	0.183981	0.272224	0.384660	0.416280	0.054101	0.144959	0.270361	0.273435	0.183981	0.272224	0.270361	0.273435	0.183981	0.272224	0.384660	0.416280	0.054101	0.144959	0.270361	0.273435	0.183981	0.272224	0.384660	0.416280	0.054101	0.144959	
13000	1.137478	4	0.402123	0.317255	0.083492	0.197130	0.402123	0.317255	0.083492	0.197130	0.200044	0.334104	0.122338	0.343514	0.384660	0.416280	0.054101	0.144959	0.272744	0.243654	0.218440	0.265162	0.272744	0.243654	0.218440	0.265162	0.384660	0.416280	0.054101	0.144959	0.200044	0.334104	0.122338	0.343514	0.384660	0.416280	0.054101	0.144959	
14000	1.137478	4	0.426510	0.306425	0.076263	0.190801	0.426510	0.306425	0.076263	0.190801	0.194427	0.371134	0.148799	0.285639	0.384660	0.416280	0.054101	0.144959	0.279275	0.247110	0.214309	0.259307	0.279275	0.247110	0.214309	0.259307	0.384660	0.416280	0.054101	0.144959	0.194427	0.371134	0.148799	0.285639	0.384660	0.416280	0.054101	0.144959	
15000	1.137478	3	0.411421	0.325807	0.069292	0.193480	0.411421	0.325807	0.069292	0.193480	0.233786	0.259906	0.155368	0.350940	0.384660	0.416280	0.054101	0.144959	0.233786	0.259906	0.155368	0.350940	0.233786	0.259906	0.155368	0.350940	0.384660	0.416280	0.054101	0.144959	0.233786	0.259906	0.155368	0.350940	0.384660	0.416280	0.054101	0.144959	
16000	1.137478	4	0.399177	0.323423	0.074435	0.202965	0.399177	0.323423	0.074435	0.202965	0.218554	0.332249	0.133413	0.315784	0.384660	0.416280	0.054101	0.144959	0.267185	0.279626	0.228034	0.225155	0.267185	0.279626	0.228034	0.225155	0.384660	0.416280	0.054101	0.144959	0.218554	0.332249	0.133413	0.315784	0.384660	0.416280	0.054101	0.144959	
17000	1.137478	4	0.382023	0.350534	0.076312	0.191131	0.382023	0.350534	0.076312	0.191131	0.165680	0.379684	0.134933	0.319703	0.384660	0.416280	0.054101	0.144959	0.293125	0.297906	0.202510	0.206459	0.293125	0.297906	0.202510	0.206459	0.384660	0.416280	0.054101	0.144959	0.165680	0.379684	0.134933	0.319703	0.384660	0.416280	0.054101	0.144959	
18000	1.137478	4	0.441492	0.267665	0.079617	0.211226	0.441492	0.267665	0.079617	0.211226	0.160627	0.370920	0.134621	0.333832	0.384660	0.416280	0.054101	0.144959	0.277184	0.266798	0.203225	0.252793	0.277184	0.266798	0.203225	0.252793	0.384660	0.416280	0.054101	0.144959	0.160627	0.370920	0.134621	0.333832	0.384660	0.416280	0.054101	0.144959	
19000	1.137478	3	0.384891	0.320037	0.080207	0.214864	0.384891	0.320037	0.080207	0.214864	0.236654	0.288430	0.184516	0.290399	0.384660	0.416280	0.054101	0.144959	0.236654	0.288430	0.184516	0.290399	0.236654	0.288430	0.184516	0.290399	0.384660	0.416280	0.054101	0.144959	0.236654	0.288430	0.184516	0.290399	0.384660	0.416280	0.054101	0.144959	
20000	1.137478	3	0.385231	0.321470	0.081657	0.211643	0.385231	0.321470	0.081657	0.211643	0.175200	0.286811	0.235123	0.302866	0.384660	0.416280	0.054101	0.144959	0.175200	0.286811	0.235123	0.302866	0.175200	0.286811	0.235123	0.302866	0.384660	0.416280	0.054101	0.144959	0.175200	0.286811	0.235123	0.302866	0.384660	0.416280	0.054101	0.144959	
21000	1.137478	3	0.396269	0.324482	0.076914	0.202335	0.396269	0.324482	0.076914	0.202335	0.246848	0.279211	0.185835	0.288106	0.384660	0.416280	0.054101	0.144959	0.246848	0.279211	0.185835	0.288106	0.246848	0.279211	0.185835	0.288106	0.384660	0.416280	0.054101	0.144959	0.246848	0.279211	0.185835	0.288106	0.384660	0.416280	0.054101	0.144959	
