Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	TL[7]	TL[8]	TL[9]	
1000	1.137478	2	10.723884	10.723884	10.723884	64.508811	10.723884	10.723884	10.723884	10.723884	64.508811	
2000	1.137478	2	8.838455	8.838455	8.838455	55.939237	8.838455	8.838455	8.838455	8.838455	55.939237	
3000	1.137478	2	8.388535	8.388535	8.388535	53.668468	8.388535	8.388535	8.388535	8.388535	53.668468	
4000	1.137478	2	7.631384	7.631384	7.631384	47.875635	7.631384	7.631384	7.631384	7.631384	47.875635	
5000	1.137478	2	7.072416	7.072416	7.072416	47.813189	7.072416	7.072416	7.072416	7.072416	47.813189	
6000	1.137478	2	7.502085	7.502085	7.502085	47.610613	7.502085	7.502085	7.502085	7.502085	47.610613	
7000	1.137478	2	6.915229	6.915229	6.915229	44.956565	6.915229	6.915229	6.915229	6.915229	44.956565	
8000	1.137478	2	7.199672	7.199672	7.199672	45.068519	7.199672	7.199672	7.199672	7.199672	45.068519	
9000	1.137478	2	7.112248	7.112248	7.112248	44.186566	7.112248	7.112248	7.112248	7.112248	44.186566	
10000	1.137478	2	7.056562	7.056562	7.056562	45.871892	7.056562	7.056562	7.056562	7.056562	45.871892	
11000	1.137478	2	7.720627	7.720627	7.720627	46.865196	7.720627	7.720627	7.720627	7.720627	46.865196	
12000	1.137478	2	6.839952	6.839952	6.839952	45.178254	6.839952	6.839952	6.839952	6.839952	45.178254	
13000	1.137478	2	7.505705	7.505705	7.505705	44.062157	7.505705	7.505705	7.505705	7.505705	44.062157	
14000	1.137478	2	7.436126	7.436126	7.436126	46.867958	7.436126	7.436126	7.436126	7.436126	46.867958	
15000	1.137478	2	7.506383	7.506383	7.506383	46.478274	7.506383	7.506383	7.506383	7.506383	46.478274	
16000	1.137478	2	7.237060	7.237060	7.237060	46.151286	7.237060	7.237060	7.237060	7.237060	46.151286	
17000	1.137478	2	7.460074	7.460074	7.460074	45.120505	7.460074	7.460074	7.460074	7.460074	45.120505	
18000	1.137478	2	6.862133	6.862133	6.862133	42.865693	6.862133	6.862133	6.862133	6.862133	42.865693	
19000	1.137478	2	7.297975	7.297975	7.297975	43.122803	7.297975	7.297975	7.297975	7.297975	43.122803	
20000	1.137478	2	7.085893	7.085893	7.085893	44.095428	7.085893	7.085893	7.085893	7.085893	44.095428	
21000	1.137478	2	7.138838	7.138838	7.138838	44.225190	7.138838	7.138838	7.138838	7.138838	44.225190	
22000	1.137478	2	7.185536	7.185536	7.185536	43.102446	7.185536	7.185536	7.185536	7.185536	43.102446	
23000	1.137478	2	7.012584	7.012584	7.012584	45.348776	7.012584	7.012584	7.012584	7.012584	45.348776	
24000	1.137478	2	7.000078	7.000078	7.000078	43.728347	7.000078	7.000078	7.000078	7.000078	43.728347	
25000	1.137478	2	7.450154	7.450154	7.450154	42.762538	7.450154	7.450154	7.450154	7.450154	42.762538	
26000	1.137478	2	6.918564	6.918564	6.918564	44.124868	6.918564	6.918564	6.918564	6.918564	44.124868	
27000	1.137478	2	7.324281	7.324281	7.324281	42.141634	7.324281	7.324281	7.324281	7.324281	42.141634	
28000	1.137478	2	7.202158	7.202158	7.202158	45.395941	7.202158	7.202158	7.202158	7.202158	45.395941	
29000	1.137478	2	7.081770	7.081770	7.081770	42.806752	7.081770	7.081770	7.081770	7.081770	42.806752	
30000	1.137478	2	7.457015	7.457015	7.457015	43.789963	7.457015	7.457015	7.457015	7.457015	43.789963	
31000	1.137478	2	7.411531	7.411531	7.411531	44.722433	7.411531	7.411531	7.411531	7.411531	44.722433	
32000	1.137478	2	7.107561	7.107561	7.107561	41.331902	7.107561	7.107561	7.107561	7.107561	41.331902	
33000	1.137478	2	7.511743	7.511743	7.511743	44.059622	7.511743	7.511743	7.511743	7.511743	44.059622	
34000	1.137478	2	7.158381	7.158381	7.158381	44.544444	7.158381	7.158381	7.158381	7.158381	44.544444	
35000	1.137478	2	7.045169	7.045169	7.045169	45.331896	7.045169	7.045169	7.045169	7.045169	45.331896	
36000	1.137478	2	7.125135	7.125135	7.125135	44.677751	7.125135	7.125135	7.125135	7.125135	44.677751	
37000	1.137478	2	7.279937	7.279937	7.279937	41.988118	7.279937	7.279937	7.279937	7.279937	41.988118	
38000	1.137478	2	6.592777	6.592777	6.592777	44.183485	6.592777	6.592777	6.592777	6.592777	44.183485	
39000	1.137478	2	6.965253	6.965253	6.965253	43.854756	6.965253	6.965253	6.965253	6.965253	43.854756	
40000	1.137478	2	6.337454	6.337454	6.337454	44.140998	6.337454	6.337454	6.337454	6.337454	44.140998	
41000	1.137478	2	7.103272	7.103272	7.103272	43.533165	7.103272	7.103272	7.103272	7.103272	43.533165	
42000	1.137478	2	7.400835	7.400835	7.400835	45.190056	7.400835	7.400835	7.400835	7.400835	45.190056	
43000	1.137478	2	7.226385	7.226385	7.226385	44.421598	7.226385	7.226385	7.226385	7.226385	44.421598	
44000	1.137478	2	7.236334	7.236334	7.236334	44.558883	7.236334	7.236334	7.236334	7.236334	44.558883	
