Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	Pi[A,7]	Pi[C,7]	Pi[G,7]	Pi[T,7]	Pi[A,8]	Pi[C,8]	Pi[G,8]	Pi[T,8]	Pi[A,9]	Pi[C,9]	Pi[G,9]	Pi[T,9]	
1000	1.137478	3	0.472745	0.331504	0.087524	0.108228	0.472745	0.331504	0.087524	0.108228	0.211470	0.424959	0.131433	0.232138	0.472745	0.331504	0.087524	0.108228	0.235023	0.244849	0.295574	0.224555	0.235023	0.244849	0.295574	0.224555	0.472745	0.331504	0.087524	0.108228	0.211470	0.424959	0.131433	0.232138	0.472745	0.331504	0.087524	0.108228	
2000	1.137478	3	0.453676	0.366140	0.065517	0.114667	0.453676	0.366140	0.065517	0.114667	0.231304	0.376989	0.161888	0.229819	0.453676	0.366140	0.065517	0.114667	0.262736	0.280134	0.254679	0.202452	0.262736	0.280134	0.254679	0.202452	0.453676	0.366140	0.065517	0.114667	0.231304	0.376989	0.161888	0.229819	0.453676	0.366140	0.065517	0.114667	
3000	1.137478	2	0.449660	0.356663	0.065352	0.128325	0.449660	0.356663	0.065352	0.128325	0.193116	0.293303	0.194959	0.318623	0.449660	0.356663	0.065352	0.128325	0.193116	0.293303	0.194959	0.318623	0.193116	0.293303	0.194959	0.318623	0.449660	0.356663	0.065352	0.128325	0.193116	0.293303	0.194959	0.318623	0.449660	0.356663	0.065352	0.128325	
4000	1.137478	2	0.449660	0.356663	0.065352	0.128325	0.449660	0.356663	0.065352	0.128325	0.235840	0.278164	0.186093	0.299902	0.449660	0.356663	0.065352	0.128325	0.235840	0.278164	0.186093	0.299902	0.235840	0.278164	0.186093	0.299902	0.449660	0.356663	0.065352	0.128325	0.235840	0.278164	0.186093	0.299902	0.449660	0.356663	0.065352	0.128325	
5000	1.137478	2	0.431109	0.366367	0.068423	0.134101	0.431109	0.366367	0.068423	0.134101	0.245567	0.233438	0.164633	0.356361	0.431109	0.366367	0.068423	0.134101	0.245567	0.233438	0.164633	0.356361	0.245567	0.233438	0.164633	0.356361	0.431109	0.366367	0.068423	0.134101	0.245567	0.233438	0.164633	0.356361	0.431109	0.366367	0.068423	0.134101	
6000	1.137478	2	0.431109	0.366367	0.068423	0.134101	0.431109	0.366367	0.068423	0.134101	0.256139	0.230937	0.199982	0.312943	0.431109	0.366367	0.068423	0.134101	0.256139	0.230937	0.199982	0.312943	0.256139	0.230937	0.199982	0.312943	0.431109	0.366367	0.068423	0.134101	0.256139	0.230937	0.199982	0.312943	0.431109	0.366367	0.068423	0.134101	
7000	1.137478	2	0.421320	0.387315	0.062339	0.129026	0.421320	0.387315	0.062339	0.129026	0.286938	0.236682	0.187897	0.288482	0.421320	0.387315	0.062339	0.129026	0.286938	0.236682	0.187897	0.288482	0.286938	0.236682	0.187897	0.288482	0.421320	0.387315	0.062339	0.129026	0.286938	0.236682	0.187897	0.288482	0.421320	0.387315	0.062339	0.129026	
8000	1.137478	3	0.420152	0.352618	0.079597	0.147633	0.420152	0.352618	0.079597	0.147633	0.263835	0.248254	0.181445	0.306465	0.419379	0.377303	0.061653	0.141665	0.263835	0.248254	0.181445	0.306465	0.263835	0.248254	0.181445	0.306465	0.419379	0.377303	0.061653	0.141665	0.263835	0.248254	0.181445	0.306465	0.419379	0.377303	0.061653	0.141665	
9000	1.137478	3	0.408713	0.337284	0.080105	0.173899	0.408713	0.337284	0.080105	0.173899	0.295512	0.218868	0.175832	0.309787	0.419258	0.393731	0.054982	0.132029	0.295512	0.218868	0.175832	0.309787	0.295512	0.218868	0.175832	0.309787	0.419258	0.393731	0.054982	0.132029	0.295512	0.218868	0.175832	0.309787	0.419258	0.393731	0.054982	0.132029	
10000	1.137478	3	0.413808	0.330757	0.081130	0.174305	0.413808	0.330757	0.081130	0.174305	0.253363	0.265485	0.178745	0.302406	0.419258	0.393731	0.054982	0.132029	0.253363	0.265485	0.178745	0.302406	0.253363	0.265485	0.178745	0.302406	0.419258	0.393731	0.054982	0.132029	0.253363	0.265485	0.178745	0.302406	0.419258	0.393731	0.054982	0.132029	
11000	1.137478	3	0.425913	0.313374	0.088577	0.172136	0.425913	0.313374	0.088577	0.172136	0.256387	0.267723	0.170276	0.305613	0.414522	0.386094	0.063666	0.135718	0.256387	0.267723	0.170276	0.305613	0.256387	0.267723	0.170276	0.305613	0.414522	0.386094	0.063666	0.135718	0.256387	0.267723	0.170276	0.305613	0.414522	0.386094	0.063666	0.135718	
12000	1.137478	3	0.429185	0.325565	0.080691	0.164558	0.429185	0.325565	0.080691	0.164558	0.244495	0.271034	0.187707	0.296764	0.414522	0.386094	0.063666	0.135718	0.244495	0.271034	0.187707	0.296764	0.244495	0.271034	0.187707	0.296764	0.414522	0.386094	0.063666	0.135718	0.244495	0.271034	0.187707	0.296764	0.414522	0.386094	0.063666	0.135718	
13000	1.137478	3	0.429185	0.325565	0.080691	0.164558	0.429185	0.325565	0.080691	0.164558	0.252804	0.243194	0.200534	0.303469	0.417042	0.384882	0.063805	0.134271	0.252804	0.243194	0.200534	0.303469	0.252804	0.243194	0.200534	0.303469	0.417042	0.384882	0.063805	0.134271	0.252804	0.243194	0.200534	0.303469	0.417042	0.384882	0.063805	0.134271	
14000	1.137478	3	0.429185	0.325565	0.080691	0.164558	0.429185	0.325565	0.080691	0.164558	0.259581	0.265190	0.189912	0.285317	0.417042	0.384882	0.063805	0.134271	0.259581	0.265190	0.189912	0.285317	0.259581	0.265190	0.189912	0.285317	0.417042	0.384882	0.063805	0.134271	0.259581	0.265190	0.189912	0.285317	0.417042	0.384882	0.063805	0.134271	
15000	1.137478	4	0.397385	0.322115	0.087642	0.192857	0.397385	0.322115	0.087642	0.192857	0.141229	0.418343	0.132616	0.307812	0.417509	0.382118	0.061733	0.138641	0.253723	0.263795	0.178383	0.304099	0.253723	0.263795	0.178383	0.304099	0.417509	0.382118	0.061733	0.138641	0.253723	0.263795	0.178383	0.304099	0.417509	0.382118	0.061733	0.138641	
16000	1.137478	3	0.420504	0.328954	0.073078	0.177464	0.420504	0.328954	0.073078	0.177464	0.251289	0.271242	0.187510	0.289958	0.408168	0.404042	0.055852	0.131939	0.251289	0.271242	0.187510	0.289958	0.251289	0.271242	0.187510	0.289958	0.408168	0.404042	0.055852	0.131939	0.251289	0.271242	0.187510	0.289958	0.408168	0.404042	0.055852	0.131939	
