Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	Alpha[7]	Alpha[8]	Alpha[9]	
1000	1.137478	3	0.236850	0.236850	0.236850	1.101096	0.387168	0.387168	0.236850	0.236850	1.101096	
2000	1.137478	3	0.237189	0.237189	0.237189	1.768688	0.411655	0.411655	0.237189	0.237189	1.768688	
3000	1.137478	4	0.233177	0.233177	0.233177	2.085071	0.439578	0.487907	0.233177	0.233177	2.085071	
4000	1.137478	4	0.255504	0.255504	0.255504	2.149397	0.469635	0.469635	0.255504	0.221391	2.149397	
5000	1.137478	3	0.244201	0.244201	0.244201	2.068934	0.537927	0.537927	0.244201	0.244201	2.068934	
6000	1.137478	3	0.258562	0.258562	0.258562	2.517727	0.454855	0.454855	0.258562	0.258562	2.517727	
7000	1.137478	5	0.251794	0.251794	0.251794	2.526138	0.481674	0.553178	0.251794	0.251794	2.337725	
8000	1.137478	5	0.279729	0.279729	0.253817	2.728461	0.426712	0.426712	0.253817	0.253817	2.264410	
9000	1.137478	4	0.263397	0.263397	0.263397	3.025841	0.501845	0.520793	0.263397	0.263397	3.025841	
10000	1.137478	5	0.259772	0.259772	0.259772	2.609607	0.513001	0.513001	0.242948	0.149927	2.609607	
11000	1.137478	4	0.257553	0.257553	0.257553	2.651653	0.409464	0.409464	0.257553	0.186452	2.651653	
12000	1.137478	5	0.283261	0.283261	0.283261	2.586680	0.503042	0.503042	0.242307	0.186548	2.586680	
13000	1.137478	5	0.266791	0.266791	0.266791	3.199877	0.445980	0.479644	0.266791	0.189342	3.199877	
14000	1.137478	3	0.262952	0.262952	0.262952	2.782449	0.494036	0.494036	0.262952	0.262952	2.782449	
15000	1.137478	4	0.271491	0.271491	0.271491	2.693691	0.467650	0.467650	0.271491	0.171555	2.693691	
16000	1.137478	3	0.253241	0.253241	0.253241	2.914870	0.518518	0.518518	0.253241	0.253241	2.914870	
17000	1.137478	4	0.275692	0.275692	0.275692	2.708229	0.407077	0.407077	0.275692	0.165252	2.708229	
18000	1.137478	3	0.264304	0.264304	0.264304	1.935792	0.490254	0.490254	0.264304	0.264304	1.935792	
19000	1.137478	5	0.245092	0.279718	0.245092	2.868758	0.450001	0.607524	0.245092	0.245092	2.868758	
20000	1.137478	5	0.278382	0.278382	0.278382	2.043164	0.343596	0.510125	0.221732	0.221732	2.043164	
21000	1.137478	3	0.258066	0.258066	0.258066	2.556746	0.493342	0.493342	0.258066	0.258066	2.556746	
22000	1.137478	3	0.258451	0.258451	0.258451	2.730493	0.458124	0.458124	0.258451	0.258451	2.730493	
23000	1.137478	4	0.261064	0.261064	0.261064	3.071585	0.477751	0.477751	0.261064	0.196740	3.071585	
24000	1.137478	3	0.242430	0.242430	0.242430	3.315509	0.525940	0.525940	0.242430	0.242430	3.315509	
25000	1.137478	4	0.234259	0.276424	0.234259	3.029769	0.435077	0.435077	0.276424	0.234259	3.029769	
26000	1.137478	4	0.237498	0.237498	0.237498	2.774788	0.527225	0.527225	0.237498	0.237498	2.411565	
27000	1.137478	3	0.262807	0.262807	0.262807	2.635728	0.496559	0.496559	0.262807	0.262807	2.635728	
28000	1.137478	3	0.261891	0.261891	0.261891	2.855860	0.540469	0.540469	0.261891	0.261891	2.855860	
29000	1.137478	4	0.284759	0.284759	0.284759	2.566238	0.524843	0.524843	0.284759	0.284759	2.210419	
30000	1.137478	5	0.278064	0.296083	0.278064	2.293042	0.405415	0.405415	0.278064	0.167245	2.293042	
31000	1.137478	4	0.246261	0.246261	0.252702	2.730217	0.361717	0.361717	0.246261	0.246261	2.730217	
32000	1.137478	4	0.263849	0.263849	0.263849	2.567281	0.406656	0.406656	0.263849	0.150385	2.567281	
33000	1.137478	5	0.288684	0.288684	0.273127	3.780727	0.534144	0.534144	0.273127	0.143464	3.780727	
34000	1.137478	5	0.290318	0.290318	0.281783	2.932892	0.479226	0.479226	0.290318	0.228804	2.932892	
35000	1.137478	4	0.264692	0.264692	0.264692	2.783653	0.427145	0.427145	0.264692	0.257830	2.783653	
36000	1.137478	3	0.267810	0.267810	0.267810	2.248069	0.452275	0.452275	0.267810	0.267810	2.248069	
37000	1.137478	4	0.256143	0.256143	0.256143	1.916439	0.452767	0.452767	0.256143	0.172101	1.916439	
38000	1.137478	5	0.261962	0.261962	0.261962	2.806308	0.573904	0.591294	0.261962	0.200693	2.806308	
39000	1.137478	3	0.248482	0.248482	0.248482	2.622053	0.622887	0.622887	0.248482	0.248482	2.622053	
40000	1.137478	4	0.247607	0.247607	0.247607	3.031405	0.565798	0.565798	0.247607	0.176046	3.031405	
41000	1.137478	3	0.251463	0.251463	0.251463	3.091741	0.534126	0.534126	0.251463	0.251463	3.091741	
42000	1.137478	4	0.270563	0.270563	0.270563	2.873123	0.483984	0.483984	0.270563	0.190640	2.873123	
43000	1.137478	4	0.241007	0.241007	0.241007	2.807000	0.494014	0.494014	0.241007	0.175078	2.807000	
44000	1.137478	5	0.241234	0.271851	0.241234	2.605011	0.446011	0.611186	0.241234	0.241234	2.605011	
45000	1.137478	6	0.256191	0.256191	0.277832	3.347202	0.412088	0.600863	0.256191	0.256191	2.111144	
46000	1.137478	4	0.258903	0.258903	0.258903	2.251945	0.456540	0.456540	0.258903	0.165694	2.251945	
47000	1.137478	4	0.277091	0.277091	0.277091	2.560037	0.486714	0.486714	0.277091	0.176488	2.560037	
48000	1.137478	4	0.256980	0.256980	0.256980	2.707287	0.526673	0.526673	0.256980	0.152323	2.707287	
49000	1.137478	3	0.236266	0.236266	0.236266	2.983464	0.475219	0.475219	0.236266	0.236266	2.983464	
50000	1.137478	4	0.243259	0.243259	0.243259	2.777461	0.389136	0.562603	0.243259	0.243259	2.777461	
51000	1.137478	5	0.249819	0.249819	0.249819	3.074003	0.522715	0.557577	0.249819	0.162842	3.074003	
52000	1.137478	4	0.252317	0.252317	0.252317	2.352245	0.505288	0.505288	0.252317	0.235893	2.352245	
53000	1.137478	3	0.275494	0.275494	0.275494	2.393426	0.569030	0.569030	0.275494	0.275494	2.393426	
54000	1.137478	4	0.248399	0.248399	0.248399	2.890878	0.543287	0.541995	0.248399	0.248399	2.890878	
55000	1.137478	3	0.253216	0.253216	0.253216	2.259526	0.445676	0.445676	0.253216	0.253216	2.259526	
56000	1.137478	4	0.254418	0.254418	0.254418	2.899271	0.387141	0.387141	0.254418	0.211862	2.899271	
57000	1.137478	5	0.273925	0.273925	0.243624	2.943787	0.465402	0.465402	0.243624	0.139996	2.943787	
58000	1.137478	4	0.241667	0.269040	0.241667	3.010879	0.526871	0.526871	0.241667	0.241667	3.010879	
59000	1.137478	5	0.239819	0.239819	0.239819	2.644038	0.518158	0.518158	0.239819	0.201696	2.510785	
60000	1.137478	3	0.254593	0.254593	0.254593	2.374708	0.384031	0.384031	0.254593	0.254593	2.374708	
61000	1.137478	4	0.250703	0.250703	0.250703	2.240435	0.719939	0.719939	0.250703	0.227560	2.240435	
62000	1.137478	3	0.242592	0.242592	0.242592	2.727285	0.496513	0.496513	0.242592	0.242592	2.727285	
63000	1.137478	3	0.242516	0.242516	0.242516	2.580936	0.438383	0.438383	0.242516	0.242516	2.580936	
64000	1.137478	3	0.249060	0.249060	0.249060	2.914662	0.522177	0.522177	0.249060	0.249060	2.914662	
65000	1.137478	4	0.259021	0.259021	0.259021	2.604153	0.366497	0.366497	0.259021	0.142855	2.604153	
66000	1.137478	5	0.235922	0.258885	0.235922	2.827613	0.512386	0.512386	0.235922	0.204153	2.827613	
67000	1.137478	6	0.274757	0.274757	0.224953	2.662899	0.470282	0.470282	0.224953	0.187744	2.787192	
68000	1.137478	4	0.236467	0.262257	0.262257	2.104411	0.484049	0.484049	0.236467	0.236467	2.104411	
69000	1.137478	4	0.251978	0.251978	0.251978	2.829550	0.493762	0.493762	0.251978	0.138859	2.829550	
70000	1.137478	4	0.255823	0.255823	0.255823	2.878615	0.474720	0.474720	0.255823	0.139173	2.878615	
71000	1.137478	5	0.245787	0.245787	0.245787	2.572112	0.395508	0.459100	0.245787	0.199620	2.572112	
72000	1.137478	3	0.245914	0.245914	0.245914	2.733730	0.506537	0.506537	0.245914	0.245914	2.733730	
73000	1.137478	5	0.254594	0.280100	0.254594	2.856623	0.388855	0.388855	0.254594	0.180262	2.856623	
74000	1.137478	4	0.264786	0.264786	0.264786	2.462870	0.507399	0.507399	0.264786	0.180704	2.462870	
75000	1.137478	3	0.268263	0.268263	0.268263	2.743482	0.450285	0.450285	0.268263	0.268263	2.743482	
76000	1.137478	3	0.240383	0.240383	0.240383	2.748506	0.456030	0.456030	0.240383	0.240383	2.748506	
77000	1.137478	4	0.223133	0.273974	0.273974	2.761285	0.456774	0.456774	0.223133	0.223133	2.761285	
78000	1.137478	5	0.235294	0.235294	0.235294	3.034898	0.444934	0.523618	0.235294	0.149940	3.034898	
79000	1.137478	4	0.262942	0.262942	0.262942	3.023580	0.447996	0.502325	0.262942	0.262942	3.023580	
80000	1.137478	5	0.253348	0.253348	0.253348	2.009940	0.628135	0.506563	0.253348	0.163949	2.009940	
81000	1.137478	3	0.247528	0.247528	0.247528	2.902661	0.500258	0.500258	0.247528	0.247528	2.902661	
82000	1.137478	4	0.229041	0.229041	0.229041	2.593884	0.353345	0.441846	0.229041	0.229041	2.593884	
83000	1.137478	3	0.247242	0.247242	0.247242	2.244657	0.554460	0.554460	0.247242	0.247242	2.244657	
84000	1.137478	4	0.239885	0.239885	0.239885	2.690055	0.501981	0.556041	0.239885	0.239885	2.690055	
85000	1.137478	5	0.244638	0.271161	0.244638	1.649836	0.480343	0.480343	0.271161	0.141992	1.649836	
86000	1.137478	3	0.249983	0.249983	0.249983	3.025726	0.447642	0.447642	0.249983	0.249983	3.025726	
87000	1.137478	5	0.272375	0.272375	0.272375	2.504558	0.528373	0.576668	0.272375	0.162717	2.504558	
88000	1.137478	4	0.255464	0.255464	0.255464	2.881187	0.459792	0.555601	0.255464	0.255464	2.881187	
89000	1.137478	3	0.253237	0.253237	0.253237	2.450400	0.466235	0.466235	0.253237	0.253237	2.450400	
90000	1.137478	5	0.273224	0.273224	0.244617	1.965878	0.479452	0.479452	0.244617	0.226606	1.965878	
91000	1.137478	3	0.256277	0.256277	0.256277	3.068238	0.531004	0.531004	0.256277	0.256277	3.068238	
92000	1.137478	5	0.239795	0.239795	0.239795	3.030045	0.389701	0.503437	0.239795	0.172319	3.030045	
93000	1.137478	3	0.254121	0.254121	0.254121	2.698394	0.468910	0.468910	0.254121	0.254121	2.698394	
94000	1.137478	4	0.263439	0.263439	0.263439	2.597235	0.455197	0.455197	0.263439	0.165972	2.597235	
95000	1.137478	3	0.237997	0.237997	0.237997	2.963820	0.479066	0.479066	0.237997	0.237997	2.963820	
96000	1.137478	4	0.255754	0.255754	0.255754	3.053792	0.433668	0.433668	0.255754	0.185729	3.053792	
97000	1.137478	4	0.262465	0.262465	0.262465	2.913468	0.503429	0.503429	0.262465	0.156336	2.913468	
98000	1.137478	3	0.239272	0.239272	0.239272	2.471978	0.481548	0.481548	0.239272	0.239272	2.471978	
99000	1.137478	3	0.250379	0.250379	0.250379	2.831114	0.486338	0.486338	0.250379	0.250379	2.831114	
