Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	
493000	0.879386	2	0.383751	0.233065	0.175867	0.207317	0.335275	0.158840	0.180256	0.325629	0.335275	0.158840	0.180256	0.325629	0.335275	0.158840	0.180256	0.325629	
494000	0.879386	1	0.293010	0.216812	0.190222	0.299956	0.293010	0.216812	0.190222	0.299956	0.293010	0.216812	0.190222	0.299956	0.293010	0.216812	0.190222	0.299956	
495000	0.879386	2	0.165422	0.302662	0.317935	0.213980	0.316046	0.182579	0.136448	0.364928	0.316046	0.182579	0.136448	0.364928	0.316046	0.182579	0.136448	0.364928	
496000	0.879386	1	0.299106	0.212761	0.156850	0.331283	0.299106	0.212761	0.156850	0.331283	0.299106	0.212761	0.156850	0.331283	0.299106	0.212761	0.156850	0.331283	
497000	0.879386	1	0.307011	0.205480	0.197528	0.289980	0.307011	0.205480	0.197528	0.289980	0.307011	0.205480	0.197528	0.289980	0.307011	0.205480	0.197528	0.289980	
498000	0.879386	1	0.324024	0.182508	0.193754	0.299714	0.324024	0.182508	0.193754	0.299714	0.324024	0.182508	0.193754	0.299714	0.324024	0.182508	0.193754	0.299714	
499000	0.879386	1	0.287218	0.199044	0.189698	0.324039	0.287218	0.199044	0.189698	0.324039	0.287218	0.199044	0.189698	0.324039	0.287218	0.199044	0.189698	0.324039	
500000	0.879386	1	0.290875	0.188419	0.189989	0.330718	0.290875	0.188419	0.189989	0.330718	0.290875	0.188419	0.189989	0.330718	0.290875	0.188419	0.189989	0.330718	
501000	0.879386	1	0.290139	0.207049	0.188981	0.313831	0.290139	0.207049	0.188981	0.313831	0.290139	0.207049	0.188981	0.313831	0.290139	0.207049	0.188981	0.313831	
502000	0.879386	1	0.307213	0.215494	0.188937	0.288356	0.307213	0.215494	0.188937	0.288356	0.307213	0.215494	0.188937	0.288356	0.307213	0.215494	0.188937	0.288356	
503000	0.879386	1	0.299875	0.214234	0.185308	0.300583	0.299875	0.214234	0.185308	0.300583	0.299875	0.214234	0.185308	0.300583	0.299875	0.214234	0.185308	0.300583	
504000	0.879386	1	0.283923	0.210597	0.192290	0.313190	0.283923	0.210597	0.192290	0.313190	0.283923	0.210597	0.192290	0.313190	0.283923	0.210597	0.192290	0.313190	
505000	0.879386	1	0.309968	0.204246	0.178553	0.307233	0.309968	0.204246	0.178553	0.307233	0.309968	0.204246	0.178553	0.307233	0.309968	0.204246	0.178553	0.307233	
506000	0.879386	1	0.307146	0.196015	0.195256	0.301583	0.307146	0.196015	0.195256	0.301583	0.307146	0.196015	0.195256	0.301583	0.307146	0.196015	0.195256	0.301583	
507000	0.879386	1	0.311135	0.194375	0.184041	0.310449	0.311135	0.194375	0.184041	0.310449	0.311135	0.194375	0.184041	0.310449	0.311135	0.194375	0.184041	0.310449	
508000	0.879386	1	0.293498	0.211595	0.192711	0.302196	0.293498	0.211595	0.192711	0.302196	0.293498	0.211595	0.192711	0.302196	0.293498	0.211595	0.192711	0.302196	
509000	0.879386	1	0.291414	0.218513	0.171415	0.318658	0.291414	0.218513	0.171415	0.318658	0.291414	0.218513	0.171415	0.318658	0.291414	0.218513	0.171415	0.318658	
510000	0.879386	2	0.259362	0.245563	0.287457	0.207618	0.298658	0.198797	0.183719	0.318826	0.298658	0.198797	0.183719	0.318826	0.298658	0.198797	0.183719	0.318826	
511000	0.879386	1	0.318386	0.195712	0.168768	0.317134	0.318386	0.195712	0.168768	0.317134	0.318386	0.195712	0.168768	0.317134	0.318386	0.195712	0.168768	0.317134	
512000	0.879386	1	0.309355	0.196500	0.183939	0.310206	0.309355	0.196500	0.183939	0.310206	0.309355	0.196500	0.183939	0.310206	0.309355	0.196500	0.183939	0.310206	
513000	0.879386	2	0.262588	0.205435	0.200203	0.331774	0.262588	0.205435	0.200203	0.331774	0.362095	0.176998	0.139851	0.321056	0.362095	0.176998	0.139851	0.321056	
514000	0.879386	1	0.282551	0.202456	0.190131	0.324862	0.282551	0.202456	0.190131	0.324862	0.282551	0.202456	0.190131	0.324862	0.282551	0.202456	0.190131	0.324862	
515000	0.879386	1	0.295537	0.212873	0.174793	0.316798	0.295537	0.212873	0.174793	0.316798	0.295537	0.212873	0.174793	0.316798	0.295537	0.212873	0.174793	0.316798	
516000	0.879386	1	0.297954	0.211606	0.182449	0.307991	0.297954	0.211606	0.182449	0.307991	0.297954	0.211606	0.182449	0.307991	0.297954	0.211606	0.182449	0.307991	
517000	0.879386	2	0.278860	0.210003	0.199950	0.311187	0.278860	0.210003	0.199950	0.311187	0.342708	0.151393	0.150125	0.355774	0.342708	0.151393	0.150125	0.355774	
518000	0.879386	1	0.285797	0.190302	0.204499	0.319402	0.285797	0.190302	0.204499	0.319402	0.285797	0.190302	0.204499	0.319402	0.285797	0.190302	0.204499	0.319402	
519000	0.879386	1	0.291981	0.204984	0.189496	0.313540	0.291981	0.204984	0.189496	0.313540	0.291981	0.204984	0.189496	0.313540	0.291981	0.204984	0.189496	0.313540	
520000	0.879386	1	0.275530	0.225295	0.204958	0.294217	0.275530	0.225295	0.204958	0.294217	0.275530	0.225295	0.204958	0.294217	0.275530	0.225295	0.204958	0.294217	
521000	0.879386	1	0.291463	0.206761	0.201318	0.300458	0.291463	0.206761	0.201318	0.300458	0.291463	0.206761	0.201318	0.300458	0.291463	0.206761	0.201318	0.300458	
522000	0.879386	1	0.281612	0.184085	0.222640	0.311663	0.281612	0.184085	0.222640	0.311663	0.281612	0.184085	0.222640	0.311663	0.281612	0.184085	0.222640	0.311663	
523000	0.879386	1	0.287943	0.214925	0.190703	0.306430	0.287943	0.214925	0.190703	0.306430	0.287943	0.214925	0.190703	0.306430	0.287943	0.214925	0.190703	0.306430	
524000	0.879386	1	0.316738	0.192881	0.187295	0.303086	0.316738	0.192881	0.187295	0.303086	0.316738	0.192881	0.187295	0.303086	0.316738	0.192881	0.187295	0.303086	
525000	0.879386	1	0.305536	0.214688	0.173259	0.306517	0.305536	0.214688	0.173259	0.306517	0.305536	0.214688	0.173259	0.306517	0.305536	0.214688	0.173259	0.306517	
526000	0.879386	1	0.281309	0.204325	0.179845	0.334521	0.281309	0.204325	0.179845	0.334521	0.281309	0.204325	0.179845	0.334521	0.281309	0.204325	0.179845	0.334521	
527000	0.879386	2	0.288396	0.204493	0.189870	0.317242	0.288396	0.204493	0.189870	0.317242	0.277825	0.180471	0.182452	0.359251	0.277825	0.180471	0.182452	0.359251	
528000	0.879386	1	0.287879	0.197805	0.197848	0.316468	0.287879	0.197805	0.197848	0.316468	0.287879	0.197805	0.197848	0.316468	0.287879	0.197805	0.197848	0.316468	
529000	0.879386	1	0.286540	0.202661	0.200776	0.310024	0.286540	0.202661	0.200776	0.310024	0.286540	0.202661	0.200776	0.310024	0.286540	0.202661	0.200776	0.310024	
530000	0.879386	1	0.281823	0.176034	0.193968	0.348175	0.281823	0.176034	0.193968	0.348175	0.281823	0.176034	0.193968	0.348175	0.281823	0.176034	0.193968	0.348175	
531000	0.879386	1	0.271872	0.214829	0.191974	0.321325	0.271872	0.214829	0.191974	0.321325	0.271872	0.214829	0.191974	0.321325	0.271872	0.214829	0.191974	0.321325	
532000	0.879386	2	0.308468	0.208614	0.164647	0.318272	0.308468	0.208614	0.164647	0.318272	0.308468	0.208614	0.164647	0.318272	0.313872	0.141901	0.177168	0.367059	
533000	0.879386	1	0.289782	0.217166	0.189709	0.303344	0.289782	0.217166	0.189709	0.303344	0.289782	0.217166	0.189709	0.303344	0.289782	0.217166	0.189709	0.303344	
534000	0.879386	1	0.277259	0.213811	0.198721	0.310210	0.277259	0.213811	0.198721	0.310210	0.277259	0.213811	0.198721	0.310210	0.277259	0.213811	0.198721	0.310210	
535000	0.879386	1	0.293971	0.206844	0.205955	0.293230	0.293971	0.206844	0.205955	0.293230	0.293971	0.206844	0.205955	0.293230	0.293971	0.206844	0.205955	0.293230	
536000	0.879386	1	0.279916	0.209963	0.187478	0.322643	0.279916	0.209963	0.187478	0.322643	0.279916	0.209963	0.187478	0.322643	0.279916	0.209963	0.187478	0.322643	
537000	0.879386	1	0.289130	0.197517	0.195229	0.318124	0.289130	0.197517	0.195229	0.318124	0.289130	0.197517	0.195229	0.318124	0.289130	0.197517	0.195229	0.318124	
538000	0.879386	1	0.296620	0.199141	0.177462	0.326777	0.296620	0.199141	0.177462	0.326777	0.296620	0.199141	0.177462	0.326777	0.296620	0.199141	0.177462	0.326777	
539000	0.879386	1	0.282696	0.227637	0.189583	0.300084	0.282696	0.227637	0.189583	0.300084	0.282696	0.227637	0.189583	0.300084	0.282696	0.227637	0.189583	0.300084	
540000	0.879386	1	0.295798	0.218233	0.184672	0.301297	0.295798	0.218233	0.184672	0.301297	0.295798	0.218233	0.184672	0.301297	0.295798	0.218233	0.184672	0.301297	
541000	0.879386	1	0.289797	0.199515	0.181832	0.328856	0.289797	0.199515	0.181832	0.328856	0.289797	0.199515	0.181832	0.328856	0.289797	0.199515	0.181832	0.328856	
542000	0.879386	1	0.304268	0.191644	0.158305	0.345784	0.304268	0.191644	0.158305	0.345784	0.304268	0.191644	0.158305	0.345784	0.304268	0.191644	0.158305	0.345784	
543000	0.879386	1	0.298729	0.194554	0.196018	0.310698	0.298729	0.194554	0.196018	0.310698	0.298729	0.194554	0.196018	0.310698	0.298729	0.194554	0.196018	0.310698	
544000	0.879386	1	0.288118	0.215665	0.178001	0.318216	0.288118	0.215665	0.178001	0.318216	0.288118	0.215665	0.178001	0.318216	0.288118	0.215665	0.178001	0.318216	
545000	0.879386	1	0.281801	0.206729	0.174122	0.337348	0.281801	0.206729	0.174122	0.337348	0.281801	0.206729	0.174122	0.337348	0.281801	0.206729	0.174122	0.337348	
546000	0.879386	1	0.276908	0.198212	0.170097	0.354782	0.276908	0.198212	0.170097	0.354782	0.276908	0.198212	0.170097	0.354782	0.276908	0.198212	0.170097	0.354782	
547000	0.879386	2	0.283524	0.206782	0.203615	0.306079	0.283524	0.206782	0.203615	0.306079	0.283524	0.206782	0.203615	0.306079	0.322957	0.191477	0.146530	0.339036	
548000	0.879386	1	0.295429	0.208341	0.190899	0.305332	0.295429	0.208341	0.190899	0.305332	0.295429	0.208341	0.190899	0.305332	0.295429	0.208341	0.190899	0.305332	
549000	0.879386	2	0.270784	0.204733	0.195255	0.329227	0.270784	0.204733	0.195255	0.329227	0.340559	0.172468	0.156028	0.330945	0.340559	0.172468	0.156028	0.330945	
550000	0.879386	2	0.295740	0.204941	0.186057	0.313263	0.295740	0.204941	0.186057	0.313263	0.295740	0.204941	0.186057	0.313263	0.314821	0.134864	0.179625	0.370689	
551000	0.879386	1	0.291522	0.179709	0.189209	0.339560	0.291522	0.179709	0.189209	0.339560	0.291522	0.179709	0.189209	0.339560	0.291522	0.179709	0.189209	0.339560	
552000	0.879386	1	0.273016	0.192403	0.204459	0.330122	0.273016	0.192403	0.204459	0.330122	0.273016	0.192403	0.204459	0.330122	0.273016	0.192403	0.204459	0.330122	
553000	0.879386	1	0.288210	0.200501	0.199452	0.311837	0.288210	0.200501	0.199452	0.311837	0.288210	0.200501	0.199452	0.311837	0.288210	0.200501	0.199452	0.311837	
554000	0.879386	1	0.281404	0.218350	0.180737	0.319509	0.281404	0.218350	0.180737	0.319509	0.281404	0.218350	0.180737	0.319509	0.281404	0.218350	0.180737	0.319509	
555000	0.879386	1	0.303412	0.198458	0.183680	0.314450	0.303412	0.198458	0.183680	0.314450	0.303412	0.198458	0.183680	0.314450	0.303412	0.198458	0.183680	0.314450	
556000	0.879386	1	0.300094	0.201387	0.187366	0.311153	0.300094	0.201387	0.187366	0.311153	0.300094	0.201387	0.187366	0.311153	0.300094	0.201387	0.187366	0.311153	
557000	0.879386	1	0.276961	0.206009	0.183428	0.333603	0.276961	0.206009	0.183428	0.333603	0.276961	0.206009	0.183428	0.333603	0.276961	0.206009	0.183428	0.333603	
558000	0.879386	1	0.312638	0.191184	0.202541	0.293637	0.312638	0.191184	0.202541	0.293637	0.312638	0.191184	0.202541	0.293637	0.312638	0.191184	0.202541	0.293637	
559000	0.879386	2	0.281642	0.229213	0.216920	0.272225	0.281642	0.229213	0.216920	0.272225	0.330099	0.148464	0.153435	0.368003	0.330099	0.148464	0.153435	0.368003	
560000	0.879386	1	0.295129	0.217807	0.192313	0.294751	0.295129	0.217807	0.192313	0.294751	0.295129	0.217807	0.192313	0.294751	0.295129	0.217807	0.192313	0.294751	
561000	0.879386	1	0.307584	0.192058	0.196743	0.303615	0.307584	0.192058	0.196743	0.303615	0.307584	0.192058	0.196743	0.303615	0.307584	0.192058	0.196743	0.303615	
562000	0.879386	2	0.280828	0.233172	0.195575	0.290425	0.280828	0.233172	0.195575	0.290425	0.336741	0.156693	0.143586	0.362980	0.336741	0.156693	0.143586	0.362980	
563000	0.879386	1	0.292149	0.190533	0.187799	0.329519	0.292149	0.190533	0.187799	0.329519	0.292149	0.190533	0.187799	0.329519	0.292149	0.190533	0.187799	0.329519	
564000	0.879386	1	0.334134	0.209695	0.163782	0.292389	0.334134	0.209695	0.163782	0.292389	0.334134	0.209695	0.163782	0.292389	0.334134	0.209695	0.163782	0.292389	
565000	0.879386	1	0.295050	0.196002	0.205442	0.303505	0.295050	0.196002	0.205442	0.303505	0.295050	0.196002	0.205442	0.303505	0.295050	0.196002	0.205442	0.303505	
566000	0.879386	1	0.275821	0.192298	0.202188	0.329693	0.275821	0.192298	0.202188	0.329693	0.275821	0.192298	0.202188	0.329693	0.275821	0.192298	0.202188	0.329693	
567000	0.879386	1	0.284904	0.217027	0.180173	0.317895	0.284904	0.217027	0.180173	0.317895	0.284904	0.217027	0.180173	0.317895	0.284904	0.217027	0.180173	0.317895	
568000	0.879386	1	0.274003	0.218627	0.205716	0.301654	0.274003	0.218627	0.205716	0.301654	0.274003	0.218627	0.205716	0.301654	0.274003	0.218627	0.205716	0.301654	
569000	0.879386	1	0.278128	0.206210	0.197024	0.318638	0.278128	0.206210	0.197024	0.318638	0.278128	0.206210	0.197024	0.318638	0.278128	0.206210	0.197024	0.318638	
570000	0.879386	1	0.290566	0.191854	0.172993	0.344587	0.290566	0.191854	0.172993	0.344587	0.290566	0.191854	0.172993	0.344587	0.290566	0.191854	0.172993	0.344587	
571000	0.879386	2	0.282473	0.209132	0.197557	0.310838	0.282473	0.209132	0.197557	0.310838	0.345939	0.149467	0.162323	0.342271	0.345939	0.149467	0.162323	0.342271	
572000	0.879386	1	0.291021	0.195087	0.201445	0.312447	0.291021	0.195087	0.201445	0.312447	0.291021	0.195087	0.201445	0.312447	0.291021	0.195087	0.201445	0.312447	
573000	0.879386	1	0.307673	0.201167	0.189824	0.301336	0.307673	0.201167	0.189824	0.301336	0.307673	0.201167	0.189824	0.301336	0.307673	0.201167	0.189824	0.301336	
574000	0.879386	2	0.196870	0.282882	0.377260	0.142988	0.345591	0.168224	0.154399	0.331786	0.345591	0.168224	0.154399	0.331786	0.345591	0.168224	0.154399	0.331786	
575000	0.879386	1	0.290374	0.185478	0.198711	0.325437	0.290374	0.185478	0.198711	0.325437	0.290374	0.185478	0.198711	0.325437	0.290374	0.185478	0.198711	0.325437	
576000	0.879386	1	0.293389	0.183185	0.189581	0.333845	0.293389	0.183185	0.189581	0.333845	0.293389	0.183185	0.189581	0.333845	0.293389	0.183185	0.189581	0.333845	
577000	0.879386	1	0.285940	0.200396	0.186308	0.327356	0.285940	0.200396	0.186308	0.327356	0.285940	0.200396	0.186308	0.327356	0.285940	0.200396	0.186308	0.327356	
578000	0.879386	1	0.293102	0.187715	0.199957	0.319227	0.293102	0.187715	0.199957	0.319227	0.293102	0.187715	0.199957	0.319227	0.293102	0.187715	0.199957	0.319227	
579000	0.879386	1	0.288711	0.212944	0.197869	0.300476	0.288711	0.212944	0.197869	0.300476	0.288711	0.212944	0.197869	0.300476	0.288711	0.212944	0.197869	0.300476	
580000	0.879386	1	0.285920	0.213684	0.186579	0.313818	0.285920	0.213684	0.186579	0.313818	0.285920	0.213684	0.186579	0.313818	0.285920	0.213684	0.186579	0.313818	
581000	0.879386	1	0.301453	0.215332	0.181760	0.301455	0.301453	0.215332	0.181760	0.301455	0.301453	0.215332	0.181760	0.301455	0.301453	0.215332	0.181760	0.301455	
582000	0.879386	2	0.257190	0.255173	0.257006	0.230630	0.313351	0.185460	0.176221	0.324967	0.313351	0.185460	0.176221	0.324967	0.313351	0.185460	0.176221	0.324967	
583000	0.879386	1	0.293002	0.221110	0.177858	0.308030	0.293002	0.221110	0.177858	0.308030	0.293002	0.221110	0.177858	0.308030	0.293002	0.221110	0.177858	0.308030	
584000	0.879386	1	0.307702	0.217633	0.192587	0.282078	0.307702	0.217633	0.192587	0.282078	0.307702	0.217633	0.192587	0.282078	0.307702	0.217633	0.192587	0.282078	
585000	0.879386	1	0.289035	0.242689	0.175159	0.293118	0.289035	0.242689	0.175159	0.293118	0.289035	0.242689	0.175159	0.293118	0.289035	0.242689	0.175159	0.293118	
586000	0.879386	1	0.297066	0.196562	0.195051	0.311320	0.297066	0.196562	0.195051	0.311320	0.297066	0.196562	0.195051	0.311320	0.297066	0.196562	0.195051	0.311320	
587000	0.879386	1	0.283106	0.206439	0.185163	0.325293	0.283106	0.206439	0.185163	0.325293	0.283106	0.206439	0.185163	0.325293	0.283106	0.206439	0.185163	0.325293	
588000	0.879386	1	0.283106	0.206439	0.185163	0.325293	0.283106	0.206439	0.185163	0.325293	0.283106	0.206439	0.185163	0.325293	0.283106	0.206439	0.185163	0.325293	
589000	0.879386	1	0.295370	0.205169	0.185575	0.313887	0.295370	0.205169	0.185575	0.313887	0.295370	0.205169	0.185575	0.313887	0.295370	0.205169	0.185575	0.313887	
590000	0.879386	1	0.296744	0.199408	0.201227	0.302621	0.296744	0.199408	0.201227	0.302621	0.296744	0.199408	0.201227	0.302621	0.296744	0.199408	0.201227	0.302621	
591000	0.879386	2	0.267182	0.207576	0.217873	0.307369	0.267182	0.207576	0.217873	0.307369	0.304605	0.159850	0.146428	0.389116	0.304605	0.159850	0.146428	0.389116	
592000	0.879386	1	0.306994	0.203306	0.174803	0.314897	0.306994	0.203306	0.174803	0.314897	0.306994	0.203306	0.174803	0.314897	0.306994	0.203306	0.174803	0.314897	
593000	0.879386	1	0.296935	0.214190	0.196141	0.292734	0.296935	0.214190	0.196141	0.292734	0.296935	0.214190	0.196141	0.292734	0.296935	0.214190	0.196141	0.292734	
594000	0.879386	1	0.286991	0.209018	0.181365	0.322626	0.286991	0.209018	0.181365	0.322626	0.286991	0.209018	0.181365	0.322626	0.286991	0.209018	0.181365	0.322626	
595000	0.879386	2	0.286573	0.208631	0.190371	0.314425	0.286573	0.208631	0.190371	0.314425	0.289729	0.190908	0.135003	0.384361	0.289729	0.190908	0.135003	0.384361	
596000	0.879386	2	0.274574	0.236323	0.197316	0.291786	0.274574	0.236323	0.197316	0.291786	0.324323	0.160071	0.137903	0.377703	0.324323	0.160071	0.137903	0.377703	
597000	0.879386	1	0.287658	0.219023	0.180606	0.312712	0.287658	0.219023	0.180606	0.312712	0.287658	0.219023	0.180606	0.312712	0.287658	0.219023	0.180606	0.312712	
598000	0.879386	2	0.285793	0.210679	0.205732	0.297796	0.285793	0.210679	0.205732	0.297796	0.285793	0.210679	0.205732	0.297796	0.277291	0.191562	0.211655	0.319492	
599000	0.879386	1	0.301739	0.223915	0.177814	0.296532	0.301739	0.223915	0.177814	0.296532	0.301739	0.223915	0.177814	0.296532	0.301739	0.223915	0.177814	0.296532	
600000	0.879386	1	0.283134	0.209076	0.179838	0.327953	0.283134	0.209076	0.179838	0.327953	0.283134	0.209076	0.179838	0.327953	0.283134	0.209076	0.179838	0.327953	
601000	0.879386	1	0.296818	0.206535	0.183043	0.313604	0.296818	0.206535	0.183043	0.313604	0.296818	0.206535	0.183043	0.313604	0.296818	0.206535	0.183043	0.313604	
602000	0.879386	1	0.296759	0.192970	0.195099	0.315173	0.296759	0.192970	0.195099	0.315173	0.296759	0.192970	0.195099	0.315173	0.296759	0.192970	0.195099	0.315173	
603000	0.879386	2	0.298101	0.212418	0.199762	0.289719	0.298101	0.212418	0.199762	0.289719	0.298101	0.212418	0.199762	0.289719	0.358467	0.126502	0.127593	0.387438	
604000	0.879386	1	0.289031	0.217260	0.191393	0.302315	0.289031	0.217260	0.191393	0.302315	0.289031	0.217260	0.191393	0.302315	0.289031	0.217260	0.191393	0.302315	
605000	0.879386	1	0.286976	0.213332	0.197684	0.302008	0.286976	0.213332	0.197684	0.302008	0.286976	0.213332	0.197684	0.302008	0.286976	0.213332	0.197684	0.302008	
606000	0.879386	3	0.311566	0.202768	0.226255	0.259411	0.311566	0.202768	0.226255	0.259411	0.352265	0.176017	0.122574	0.349144	0.352770	0.155147	0.123677	0.368406	
607000	0.879386	1	0.277673	0.209499	0.194960	0.317868	0.277673	0.209499	0.194960	0.317868	0.277673	0.209499	0.194960	0.317868	0.277673	0.209499	0.194960	0.317868	
608000	0.879386	1	0.281707	0.218187	0.183653	0.316453	0.281707	0.218187	0.183653	0.316453	0.281707	0.218187	0.183653	0.316453	0.281707	0.218187	0.183653	0.316453	
609000	0.879386	1	0.291877	0.219547	0.187584	0.300992	0.291877	0.219547	0.187584	0.300992	0.291877	0.219547	0.187584	0.300992	0.291877	0.219547	0.187584	0.300992	
610000	0.879386	2	0.267025	0.233765	0.212350	0.286859	0.267025	0.233765	0.212350	0.286859	0.343989	0.172536	0.134221	0.349253	0.343989	0.172536	0.134221	0.349253	
611000	0.879386	1	0.292776	0.207917	0.179175	0.320132	0.292776	0.207917	0.179175	0.320132	0.292776	0.207917	0.179175	0.320132	0.292776	0.207917	0.179175	0.320132	
612000	0.879386	2	0.250198	0.197358	0.276042	0.276402	0.295539	0.208530	0.190525	0.305406	0.295539	0.208530	0.190525	0.305406	0.295539	0.208530	0.190525	0.305406	
613000	0.879386	2	0.290680	0.201909	0.189615	0.317796	0.290680	0.201909	0.189615	0.317796	0.336327	0.194482	0.123996	0.345195	0.336327	0.194482	0.123996	0.345195	
614000	0.879386	1	0.335335	0.204776	0.175709	0.284180	0.335335	0.204776	0.175709	0.284180	0.335335	0.204776	0.175709	0.284180	0.335335	0.204776	0.175709	0.284180	
615000	0.879386	1	0.295141	0.196954	0.187873	0.320031	0.295141	0.196954	0.187873	0.320031	0.295141	0.196954	0.187873	0.320031	0.295141	0.196954	0.187873	0.320031	
616000	0.879386	1	0.270470	0.213796	0.180490	0.335245	0.270470	0.213796	0.180490	0.335245	0.270470	0.213796	0.180490	0.335245	0.270470	0.213796	0.180490	0.335245	
617000	0.879386	2	0.285067	0.214422	0.182217	0.318294	0.330274	0.173037	0.177937	0.318751	0.330274	0.173037	0.177937	0.318751	0.330274	0.173037	0.177937	0.318751	
618000	0.879386	1	0.287629	0.212215	0.200366	0.299790	0.287629	0.212215	0.200366	0.299790	0.287629	0.212215	0.200366	0.299790	0.287629	0.212215	0.200366	0.299790	
619000	0.879386	1	0.281395	0.223419	0.197811	0.297376	0.281395	0.223419	0.197811	0.297376	0.281395	0.223419	0.197811	0.297376	0.281395	0.223419	0.197811	0.297376	
620000	0.879386	1	0.324021	0.187936	0.190850	0.297193	0.324021	0.187936	0.190850	0.297193	0.324021	0.187936	0.190850	0.297193	0.324021	0.187936	0.190850	0.297193	
621000	0.879386	1	0.300155	0.221576	0.197429	0.280841	0.300155	0.221576	0.197429	0.280841	0.300155	0.221576	0.197429	0.280841	0.300155	0.221576	0.197429	0.280841	
622000	0.879386	1	0.290091	0.209383	0.211334	0.289192	0.290091	0.209383	0.211334	0.289192	0.290091	0.209383	0.211334	0.289192	0.290091	0.209383	0.211334	0.289192	
623000	0.879386	1	0.309313	0.202169	0.171797	0.316721	0.309313	0.202169	0.171797	0.316721	0.309313	0.202169	0.171797	0.316721	0.309313	0.202169	0.171797	0.316721	
624000	0.879386	1	0.286986	0.219961	0.187210	0.305843	0.286986	0.219961	0.187210	0.305843	0.286986	0.219961	0.187210	0.305843	0.286986	0.219961	0.187210	0.305843	
625000	0.879386	2	0.292878	0.220428	0.181867	0.304827	0.292878	0.220428	0.181867	0.304827	0.323267	0.179879	0.149594	0.347261	0.323267	0.179879	0.149594	0.347261	
626000	0.879386	1	0.288041	0.205935	0.192442	0.313582	0.288041	0.205935	0.192442	0.313582	0.288041	0.205935	0.192442	0.313582	0.288041	0.205935	0.192442	0.313582	
627000	0.879386	1	0.300239	0.211277	0.189269	0.299215	0.300239	0.211277	0.189269	0.299215	0.300239	0.211277	0.189269	0.299215	0.300239	0.211277	0.189269	0.299215	
628000	0.879386	1	0.340581	0.207829	0.195909	0.255681	0.340581	0.207829	0.195909	0.255681	0.340581	0.207829	0.195909	0.255681	0.340581	0.207829	0.195909	0.255681	
629000	0.879386	1	0.280229	0.237855	0.173415	0.308501	0.280229	0.237855	0.173415	0.308501	0.280229	0.237855	0.173415	0.308501	0.280229	0.237855	0.173415	0.308501	
630000	0.879386	2	0.297350	0.195228	0.187519	0.319903	0.297350	0.195228	0.187519	0.319903	0.297350	0.195228	0.187519	0.319903	0.322574	0.119016	0.170360	0.388050	
631000	0.879386	1	0.295894	0.215250	0.181230	0.307626	0.295894	0.215250	0.181230	0.307626	0.295894	0.215250	0.181230	0.307626	0.295894	0.215250	0.181230	0.307626	
632000	0.879386	1	0.296662	0.205792	0.184594	0.312951	0.296662	0.205792	0.184594	0.312951	0.296662	0.205792	0.184594	0.312951	0.296662	0.205792	0.184594	0.312951	
633000	0.879386	1	0.281820	0.206459	0.198778	0.312943	0.281820	0.206459	0.198778	0.312943	0.281820	0.206459	0.198778	0.312943	0.281820	0.206459	0.198778	0.312943	
634000	0.879386	1	0.286804	0.219848	0.181070	0.312278	0.286804	0.219848	0.181070	0.312278	0.286804	0.219848	0.181070	0.312278	0.286804	0.219848	0.181070	0.312278	
635000	0.879386	1	0.285448	0.217076	0.175767	0.321710	0.285448	0.217076	0.175767	0.321710	0.285448	0.217076	0.175767	0.321710	0.285448	0.217076	0.175767	0.321710	
636000	0.879386	1	0.281244	0.195412	0.165977	0.357366	0.281244	0.195412	0.165977	0.357366	0.281244	0.195412	0.165977	0.357366	0.281244	0.195412	0.165977	0.357366	
637000	0.879386	1	0.293601	0.200377	0.196091	0.309931	0.293601	0.200377	0.196091	0.309931	0.293601	0.200377	0.196091	0.309931	0.293601	0.200377	0.196091	0.309931	
638000	0.879386	2	0.256186	0.240485	0.208723	0.294606	0.256186	0.240485	0.208723	0.294606	0.317444	0.154012	0.153850	0.374694	0.317444	0.154012	0.153850	0.374694	
639000	0.879386	1	0.274264	0.223652	0.189150	0.312933	0.274264	0.223652	0.189150	0.312933	0.274264	0.223652	0.189150	0.312933	0.274264	0.223652	0.189150	0.312933	
640000	0.879386	1	0.295392	0.201007	0.195927	0.307674	0.295392	0.201007	0.195927	0.307674	0.295392	0.201007	0.195927	0.307674	0.295392	0.201007	0.195927	0.307674	
641000	0.879386	1	0.315064	0.183002	0.193899	0.308035	0.315064	0.183002	0.193899	0.308035	0.315064	0.183002	0.193899	0.308035	0.315064	0.183002	0.193899	0.308035	
642000	0.879386	1	0.275296	0.212343	0.181425	0.330936	0.275296	0.212343	0.181425	0.330936	0.275296	0.212343	0.181425	0.330936	0.275296	0.212343	0.181425	0.330936	
643000	0.879386	2	0.252055	0.310571	0.253073	0.184300	0.287631	0.199495	0.197066	0.315809	0.287631	0.199495	0.197066	0.315809	0.287631	0.199495	0.197066	0.315809	
644000	0.879386	1	0.284319	0.211167	0.186614	0.317900	0.284319	0.211167	0.186614	0.317900	0.284319	0.211167	0.186614	0.317900	0.284319	0.211167	0.186614	0.317900	
