Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	71.353907	3	0.104522	0.435124	0.372082	0.088272	0.265298	0.220266	0.265125	0.249312	0.407553	0.099579	0.097491	0.395377	0.104522	0.435124	0.372082	0.088272	0.265298	0.220266	0.265125	0.249312	0.407553	0.099579	0.097491	0.395377	
2000	71.353907	3	0.105688	0.431683	0.370461	0.092168	0.242206	0.246644	0.249479	0.261671	0.407285	0.105088	0.094289	0.393338	0.105688	0.431683	0.370461	0.092168	0.242206	0.246644	0.249479	0.261671	0.407285	0.105088	0.094289	0.393338	
3000	71.353907	3	0.103833	0.413167	0.391087	0.091914	0.255955	0.232132	0.245943	0.265970	0.407886	0.102675	0.093300	0.396139	0.103833	0.413167	0.391087	0.091914	0.255955	0.232132	0.245943	0.265970	0.407886	0.102675	0.093300	0.396139	
4000	71.353907	3	0.114126	0.406377	0.384381	0.095116	0.251031	0.236508	0.253915	0.258547	0.407886	0.102675	0.093300	0.396139	0.114126	0.406377	0.384381	0.095116	0.251031	0.236508	0.253915	0.258547	0.407886	0.102675	0.093300	0.396139	
5000	71.353907	3	0.105035	0.409586	0.386371	0.099009	0.248418	0.227311	0.258577	0.265694	0.397217	0.095745	0.094864	0.412175	0.105035	0.409586	0.386371	0.099009	0.248418	0.227311	0.258577	0.265694	0.397217	0.095745	0.094864	0.412175	
6000	71.353907	3	0.109057	0.414643	0.375031	0.101269	0.261324	0.226272	0.260394	0.252011	0.401941	0.100209	0.092196	0.405654	0.109057	0.414643	0.375031	0.101269	0.261324	0.226272	0.260394	0.252011	0.401941	0.100209	0.092196	0.405654	
7000	71.353907	3	0.109057	0.414643	0.375031	0.101269	0.259481	0.229015	0.243630	0.267873	0.405195	0.105255	0.094737	0.394813	0.109057	0.414643	0.375031	0.101269	0.259481	0.229015	0.243630	0.267873	0.405195	0.105255	0.094737	0.394813	
8000	71.353907	3	0.109057	0.414643	0.375031	0.101269	0.249217	0.234038	0.256049	0.260697	0.405195	0.105255	0.094737	0.394813	0.109057	0.414643	0.375031	0.101269	0.249217	0.234038	0.256049	0.260697	0.405195	0.105255	0.094737	0.394813	
9000	71.353907	3	0.104118	0.402509	0.395070	0.098303	0.249217	0.234038	0.256049	0.260697	0.405195	0.105255	0.094737	0.394813	0.104118	0.402509	0.395070	0.098303	0.249217	0.234038	0.256049	0.260697	0.405195	0.105255	0.094737	0.394813	
10000	71.353907	3	0.104118	0.402509	0.395070	0.098303	0.256238	0.240211	0.249006	0.254545	0.389070	0.099228	0.103452	0.408249	0.104118	0.402509	0.395070	0.098303	0.256238	0.240211	0.249006	0.254545	0.389070	0.099228	0.103452	0.408249	
11000	71.353907	3	0.092661	0.395565	0.405547	0.106227	0.248235	0.239461	0.253331	0.258973	0.390026	0.107050	0.099448	0.403476	0.092661	0.395565	0.405547	0.106227	0.248235	0.239461	0.253331	0.258973	0.390026	0.107050	0.099448	0.403476	
12000	71.353907	3	0.099653	0.399267	0.406456	0.094624	0.240051	0.223450	0.260393	0.276106	0.389479	0.099692	0.097931	0.412898	0.099653	0.399267	0.406456	0.094624	0.240051	0.223450	0.260393	0.276106	0.389479	0.099692	0.097931	0.412898	
13000	71.353907	3	0.096159	0.398597	0.409295	0.095949	0.253637	0.231208	0.247240	0.267916	0.395254	0.105596	0.094500	0.404649	0.096159	0.398597	0.409295	0.095949	0.253637	0.231208	0.247240	0.267916	0.395254	0.105596	0.094500	0.404649	
14000	71.353907	3	0.101549	0.407858	0.393304	0.097289	0.251278	0.245726	0.243213	0.259783	0.404938	0.095343	0.099462	0.400257	0.101549	0.407858	0.393304	0.097289	0.251278	0.245726	0.243213	0.259783	0.404938	0.095343	0.099462	0.400257	
15000	71.353907	3	0.101549	0.407858	0.393304	0.097289	0.263620	0.241149	0.245244	0.249987	0.403701	0.096644	0.100361	0.399294	0.101549	0.407858	0.393304	0.097289	0.263620	0.241149	0.245244	0.249987	0.403701	0.096644	0.100361	0.399294	
16000	71.353907	3	0.099494	0.403555	0.400298	0.096653	0.251962	0.236759	0.250277	0.261002	0.403701	0.096644	0.100361	0.399294	0.099494	0.403555	0.400298	0.096653	0.251962	0.236759	0.250277	0.261002	0.403701	0.096644	0.100361	0.399294	
