Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	71.353907	3	0.095856	0.427637	0.376357	0.100150	0.239741	0.246840	0.253852	0.259567	0.406448	0.095164	0.107389	0.390998	0.095856	0.427637	0.376357	0.100150	0.239741	0.246840	0.253852	0.259567	0.406448	0.095164	0.107389	0.390998	
2000	71.353907	3	0.095659	0.420285	0.385185	0.098872	0.246423	0.244634	0.253309	0.255634	0.405773	0.096610	0.105743	0.391875	0.095659	0.420285	0.385185	0.098872	0.246423	0.244634	0.253309	0.255634	0.405773	0.096610	0.105743	0.391875	
3000	71.353907	3	0.095659	0.420285	0.385185	0.098872	0.271397	0.244587	0.238377	0.245640	0.399049	0.100367	0.104481	0.396103	0.095659	0.420285	0.385185	0.098872	0.271397	0.244587	0.238377	0.245640	0.399049	0.100367	0.104481	0.396103	
4000	71.353907	3	0.099020	0.414727	0.385859	0.100394	0.251873	0.249957	0.247386	0.250785	0.398858	0.102854	0.101736	0.396551	0.099020	0.414727	0.385859	0.100394	0.251873	0.249957	0.247386	0.250785	0.398858	0.102854	0.101736	0.396551	
5000	71.353907	4	0.099245	0.418170	0.383134	0.099451	0.257642	0.231731	0.242068	0.268559	0.398858	0.102854	0.101736	0.396551	0.099245	0.418170	0.383134	0.099451	0.279449	0.243357	0.253790	0.223404	0.398858	0.102854	0.101736	0.396551	
6000	71.353907	3	0.101047	0.420741	0.382198	0.096014	0.252941	0.265625	0.246867	0.234568	0.398858	0.102854	0.101736	0.396551	0.101047	0.420741	0.382198	0.096014	0.252941	0.265625	0.246867	0.234568	0.398858	0.102854	0.101736	0.396551	
7000	71.353907	3	0.101047	0.420741	0.382198	0.096014	0.253717	0.237200	0.250503	0.258581	0.408635	0.097776	0.104243	0.389346	0.101047	0.420741	0.382198	0.096014	0.253717	0.237200	0.250503	0.258581	0.408635	0.097776	0.104243	0.389346	
8000	71.353907	3	0.097644	0.427421	0.379209	0.095727	0.244456	0.274321	0.232780	0.248442	0.402297	0.104786	0.097994	0.394923	0.097644	0.427421	0.379209	0.095727	0.244456	0.274321	0.232780	0.248442	0.402297	0.104786	0.097994	0.394923	
9000	71.353907	3	0.097077	0.420257	0.383808	0.098858	0.252492	0.244770	0.250464	0.252274	0.402297	0.104786	0.097994	0.394923	0.097077	0.420257	0.383808	0.098858	0.252492	0.244770	0.250464	0.252274	0.402297	0.104786	0.097994	0.394923	
10000	71.353907	3	0.097077	0.420257	0.383808	0.098858	0.246578	0.248175	0.243879	0.261368	0.405688	0.104774	0.100992	0.388546	0.097077	0.420257	0.383808	0.098858	0.246578	0.248175	0.243879	0.261368	0.405688	0.104774	0.100992	0.388546	
11000	71.353907	3	0.099350	0.431871	0.369392	0.099387	0.259611	0.254943	0.239941	0.245505	0.405688	0.104774	0.100992	0.388546	0.099350	0.431871	0.369392	0.099387	0.259611	0.254943	0.239941	0.245505	0.405688	0.104774	0.100992	0.388546	
12000	71.353907	3	0.099631	0.419842	0.378683	0.101844	0.235889	0.277532	0.231245	0.255334	0.405688	0.104774	0.100992	0.388546	0.099631	0.419842	0.378683	0.101844	0.235889	0.277532	0.231245	0.255334	0.405688	0.104774	0.100992	0.388546	
13000	71.353907	3	0.098802	0.420085	0.379356	0.101758	0.257051	0.240414	0.247709	0.254827	0.410550	0.101647	0.097433	0.390371	0.098802	0.420085	0.379356	0.101758	0.257051	0.240414	0.247709	0.254827	0.410550	0.101647	0.097433	0.390371	
14000	71.353907	3	0.100586	0.430930	0.374401	0.094083	0.253939	0.247243	0.252067	0.246751	0.396954	0.103900	0.100671	0.398475	0.100586	0.430930	0.374401	0.094083	0.253939	0.247243	0.252067	0.246751	0.396954	0.103900	0.100671	0.398475	
15000	71.353907	3	0.095661	0.420265	0.383948	0.100126	0.239631	0.252208	0.258894	0.249267	0.396954	0.103900	0.100671	0.398475	0.095661	0.420265	0.383948	0.100126	0.239631	0.252208	0.258894	0.249267	0.396954	0.103900	0.100671	0.398475	
16000	71.353907	3	0.095661	0.420265	0.383948	0.100126	0.242489	0.249839	0.249678	0.257994	0.396796	0.099190	0.104518	0.399496	0.095661	0.420265	0.383948	0.100126	0.242489	0.249839	0.249678	0.257994	0.396796	0.099190	0.104518	0.399496	
17000	71.353907	3	0.095661	0.420265	0.383948	0.100126	0.254474	0.237127	0.252191	0.256208	0.396796	0.099190	0.104518	0.399496	0.095661	0.420265	0.383948	0.100126	0.254474	0.237127	0.252191	0.256208	0.396796	0.099190	0.104518	0.399496	
18000	71.353907	3	0.096913	0.413680	0.387174	0.102234	0.241594	0.242283	0.257218	0.258906	0.404014	0.100632	0.101329	0.394026	0.096913	0.413680	0.387174	0.102234	0.241594	0.242283	0.257218	0.258906	0.404014	0.100632	0.101329	0.394026	
19000	71.353907	3	0.096913	0.413680	0.387174	0.102234	0.231638	0.245183	0.258712	0.264467	0.404014	0.100632	0.101329	0.394026	0.096913	0.413680	0.387174	0.102234	0.231638	0.245183	0.258712	0.264467	0.404014	0.100632	0.101329	0.394026	
20000	71.353907	4	0.093763	0.420371	0.386531	0.099336	0.247887	0.250245	0.251655	0.250213	0.404014	0.100632	0.101329	0.394026	0.093763	0.420371	0.386531	0.099336	0.230504	0.271398	0.246266	0.251831	0.404014	0.100632	0.101329	0.394026	
21000	71.353907	3	0.097524	0.432410	0.367719	0.102346	0.233937	0.245010	0.251467	0.269587	0.404014	0.100632	0.101329	0.394026	0.097524	0.432410	0.367719	0.102346	0.233937	0.245010	0.251467	0.269587	0.404014	0.100632	0.101329	0.394026	
22000	71.353907	3	0.101796	0.411314	0.391665	0.095226	0.238212	0.242978	0.258412	0.260399	0.404014	0.100632	0.101329	0.394026	0.101796	0.411314	0.391665	0.095226	0.238212	0.242978	0.258412	0.260399	0.404014	0.100632	0.101329	0.394026	
23000	71.353907	3	0.096310	0.419995	0.389754	0.093942	0.259291	0.251173	0.234030	0.255506	0.404014	0.100632	0.101329	0.394026	0.096310	0.419995	0.389754	0.093942	0.259291	0.251173	0.234030	0.255506	0.404014	0.100632	0.101329	0.394026	
24000	71.353907	3	0.096251	0.418646	0.378480	0.106622	0.250641	0.245037	0.246921	0.257400	0.404014	0.100632	0.101329	0.394026	0.096251	0.418646	0.378480	0.106622	0.250641	0.245037	0.246921	0.257400	0.404014	0.100632	0.101329	0.394026	
25000	71.353907	3	0.092268	0.419540	0.386644	0.101548	0.248577	0.253322	0.256064	0.242037	0.404014	0.100632	0.101329	0.394026	0.092268	0.419540	0.386644	0.101548	0.248577	0.253322	0.256064	0.242037	0.404014	0.100632	0.101329	0.394026	
26000	71.353907	3	0.096058	0.418867	0.376533	0.108543	0.255673	0.251917	0.248597	0.243813	0.404014	0.100632	0.101329	0.394026	0.096058	0.418867	0.376533	0.108543	0.255673	0.251917	0.248597	0.243813	0.404014	0.100632	0.101329	0.394026	
27000	71.353907	3	0.095846	0.426657	0.378046	0.099452	0.241339	0.242861	0.250199	0.265601	0.404014	0.100632	0.101329	0.394026	0.095846	0.426657	0.378046	0.099452	0.241339	0.242861	0.250199	0.265601	0.404014	0.100632	0.101329	0.394026	
28000	71.353907	3	0.097313	0.415985	0.383438	0.103264	0.239081	0.265387	0.250418	0.245113	0.404014	0.100632	0.101329	0.394026	0.097313	0.415985	0.383438	0.103264	0.239081	0.265387	0.250418	0.245113	0.404014	0.100632	0.101329	0.394026	
29000	71.353907	3	0.100601	0.415948	0.376806	0.106645	0.251379	0.250056	0.241556	0.257009	0.398465	0.104120	0.100292	0.397123	0.100601	0.415948	0.376806	0.106645	0.251379	0.250056	0.241556	0.257009	0.398465	0.104120	0.100292	0.397123	
