Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	71.353907	3	0.096547	0.398024	0.408009	0.097420	0.272881	0.230275	0.245966	0.250878	0.396133	0.101311	0.095661	0.406895	0.096547	0.398024	0.408009	0.097420	0.272881	0.230275	0.245966	0.250878	0.396133	0.101311	0.095661	0.406895	
2000	71.353907	3	0.106040	0.393793	0.395061	0.105106	0.262639	0.229498	0.243799	0.264064	0.396133	0.101311	0.095661	0.406895	0.106040	0.393793	0.395061	0.105106	0.262639	0.229498	0.243799	0.264064	0.396133	0.101311	0.095661	0.406895	
3000	71.353907	3	0.098175	0.402284	0.394927	0.104614	0.265511	0.239727	0.233199	0.261562	0.396133	0.101311	0.095661	0.406895	0.098175	0.402284	0.394927	0.104614	0.265511	0.239727	0.233199	0.261562	0.396133	0.101311	0.095661	0.406895	
4000	71.353907	3	0.104322	0.378844	0.406672	0.110162	0.259556	0.242329	0.236292	0.261823	0.396133	0.101311	0.095661	0.406895	0.104322	0.378844	0.406672	0.110162	0.259556	0.242329	0.236292	0.261823	0.396133	0.101311	0.095661	0.406895	
5000	71.353907	3	0.100835	0.393862	0.399941	0.105362	0.266828	0.246536	0.230780	0.255857	0.396133	0.101311	0.095661	0.406895	0.100835	0.393862	0.399941	0.105362	0.266828	0.246536	0.230780	0.255857	0.396133	0.101311	0.095661	0.406895	
6000	71.353907	3	0.100835	0.393862	0.399941	0.105362	0.259789	0.241127	0.240148	0.258935	0.401219	0.103062	0.093763	0.401957	0.100835	0.393862	0.399941	0.105362	0.259789	0.241127	0.240148	0.258935	0.401219	0.103062	0.093763	0.401957	
7000	71.353907	3	0.102499	0.385686	0.411131	0.100684	0.270806	0.233978	0.241080	0.254137	0.401219	0.103062	0.093763	0.401957	0.102499	0.385686	0.411131	0.100684	0.270806	0.233978	0.241080	0.254137	0.401219	0.103062	0.093763	0.401957	
8000	71.353907	3	0.106336	0.381664	0.400038	0.111961	0.266971	0.255728	0.226115	0.251186	0.394275	0.101132	0.094698	0.409895	0.106336	0.381664	0.400038	0.111961	0.266971	0.255728	0.226115	0.251186	0.394275	0.101132	0.094698	0.409895	
9000	71.353907	3	0.104145	0.395299	0.398337	0.102219	0.247788	0.248851	0.252948	0.250413	0.394275	0.101132	0.094698	0.409895	0.104145	0.395299	0.398337	0.102219	0.247788	0.248851	0.252948	0.250413	0.394275	0.101132	0.094698	0.409895	
10000	71.353907	3	0.104145	0.395299	0.398337	0.102219	0.253219	0.247335	0.231625	0.267821	0.394275	0.101132	0.094698	0.409895	0.104145	0.395299	0.398337	0.102219	0.253219	0.247335	0.231625	0.267821	0.394275	0.101132	0.094698	0.409895	
11000	71.353907	3	0.104145	0.395299	0.398337	0.102219	0.260778	0.241850	0.241757	0.255614	0.402342	0.098105	0.094201	0.405352	0.104145	0.395299	0.398337	0.102219	0.260778	0.241850	0.241757	0.255614	0.402342	0.098105	0.094201	0.405352	
12000	71.353907	3	0.104145	0.395299	0.398337	0.102219	0.254228	0.247218	0.237648	0.260906	0.402342	0.098105	0.094201	0.405352	0.104145	0.395299	0.398337	0.102219	0.254228	0.247218	0.237648	0.260906	0.402342	0.098105	0.094201	0.405352	
13000	71.353907	3	0.104145	0.395299	0.398337	0.102219	0.259353	0.232255	0.228542	0.279850	0.402342	0.098105	0.094201	0.405352	0.104145	0.395299	0.398337	0.102219	0.259353	0.232255	0.228542	0.279850	0.402342	0.098105	0.094201	0.405352	
14000	71.353907	3	0.101582	0.391674	0.400280	0.106465	0.258979	0.236318	0.253128	0.251576	0.402342	0.098105	0.094201	0.405352	0.101582	0.391674	0.400280	0.106465	0.258979	0.236318	0.253128	0.251576	0.402342	0.098105	0.094201	0.405352	
15000	71.353907	3	0.107378	0.393399	0.390902	0.108321	0.258415	0.238767	0.231089	0.271728	0.402342	0.098105	0.094201	0.405352	0.107378	0.393399	0.390902	0.108321	0.258415	0.238767	0.231089	0.271728	0.402342	0.098105	0.094201	0.405352	
16000	71.353907	3	0.107378	0.393399	0.390902	0.108321	0.268998	0.236881	0.238310	0.255811	0.402342	0.098105	0.094201	0.405352	0.107378	0.393399	0.390902	0.108321	0.268998	0.236881	0.238310	0.255811	0.402342	0.098105	0.094201	0.405352	
17000	71.353907	3	0.107378	0.393399	0.390902	0.108321	0.272668	0.249534	0.214441	0.263357	0.398976	0.096869	0.090496	0.413658	0.107378	0.393399	0.390902	0.108321	0.272668	0.249534	0.214441	0.263357	0.398976	0.096869	0.090496	0.413658	
18000	71.353907	3	0.108387	0.399041	0.384943	0.107629	0.268923	0.242320	0.233372	0.255385	0.398104	0.097829	0.090508	0.413559	0.108387	0.399041	0.384943	0.107629	0.268923	0.242320	0.233372	0.255385	0.398104	0.097829	0.090508	0.413559	
19000	71.353907	4	0.108716	0.385462	0.397629	0.108193	0.286424	0.234282	0.203487	0.275807	0.400709	0.106465	0.091567	0.401260	0.108716	0.385462	0.397629	0.108193	0.298388	0.210084	0.248033	0.243495	0.400709	0.106465	0.091567	0.401260	
20000	71.353907	3	0.108716	0.385462	0.397629	0.108193	0.276895	0.238880	0.239484	0.244741	0.399759	0.096364	0.092547	0.411330	0.108716	0.385462	0.397629	0.108193	0.276895	0.238880	0.239484	0.244741	0.399759	0.096364	0.092547	0.411330	
21000	71.353907	3	0.109650	0.397462	0.387190	0.105698	0.275610	0.250318	0.246009	0.228063	0.406628	0.099745	0.092121	0.401506	0.109650	0.397462	0.387190	0.105698	0.275610	0.250318	0.246009	0.228063	0.406628	0.099745	0.092121	0.401506	
22000	71.353907	3	0.099940	0.390715	0.405318	0.104027	0.283583	0.231014	0.243794	0.241609	0.406628	0.099745	0.092121	0.401506	0.099940	0.390715	0.405318	0.104027	0.283583	0.231014	0.243794	0.241609	0.406628	0.099745	0.092121	0.401506	
23000	71.353907	3	0.099940	0.390715	0.405318	0.104027	0.252120	0.252428	0.235361	0.260092	0.406628	0.099745	0.092121	0.401506	0.099940	0.390715	0.405318	0.104027	0.252120	0.252428	0.235361	0.260092	0.406628	0.099745	0.092121	0.401506	
24000	71.353907	3	0.100421	0.387819	0.402907	0.108853	0.256629	0.228887	0.229748	0.284736	0.406628	0.099745	0.092121	0.401506	0.100421	0.387819	0.402907	0.108853	0.256629	0.228887	0.229748	0.284736	0.406628	0.099745	0.092121	0.401506	
