Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	71.353907	3	0.098484	0.422513	0.372155	0.106848	0.233412	0.249689	0.252699	0.264200	0.390791	0.097206	0.105101	0.406902	0.098484	0.422513	0.372155	0.106848	0.233412	0.249689	0.252699	0.264200	0.390791	0.097206	0.105101	0.406902	
2000	71.353907	3	0.092647	0.401508	0.396085	0.109760	0.237155	0.250525	0.250404	0.261917	0.401531	0.092888	0.100148	0.405433	0.092647	0.401508	0.396085	0.109760	0.237155	0.250525	0.250404	0.261917	0.401531	0.092888	0.100148	0.405433	
3000	71.353907	3	0.093259	0.400655	0.401477	0.104609	0.231412	0.252239	0.255921	0.260427	0.390517	0.098285	0.098613	0.412584	0.093259	0.400655	0.401477	0.104609	0.231412	0.252239	0.255921	0.260427	0.390517	0.098285	0.098613	0.412584	
4000	71.353907	3	0.090046	0.406188	0.401916	0.101850	0.255480	0.248363	0.243383	0.252774	0.390517	0.098285	0.098613	0.412584	0.090046	0.406188	0.401916	0.101850	0.255480	0.248363	0.243383	0.252774	0.390517	0.098285	0.098613	0.412584	
5000	71.353907	3	0.103146	0.411990	0.376667	0.108196	0.241531	0.248857	0.264180	0.245432	0.390517	0.098285	0.098613	0.412584	0.103146	0.411990	0.376667	0.108196	0.241531	0.248857	0.264180	0.245432	0.390517	0.098285	0.098613	0.412584	
6000	71.353907	3	0.099158	0.407360	0.395628	0.097853	0.261044	0.242142	0.247124	0.249690	0.390517	0.098285	0.098613	0.412584	0.099158	0.407360	0.395628	0.097853	0.261044	0.242142	0.247124	0.249690	0.390517	0.098285	0.098613	0.412584	
7000	71.353907	3	0.097273	0.400810	0.396259	0.105658	0.232903	0.248942	0.264154	0.254001	0.393979	0.097548	0.102510	0.405963	0.097273	0.400810	0.396259	0.105658	0.232903	0.248942	0.264154	0.254001	0.393979	0.097548	0.102510	0.405963	
8000	71.353907	3	0.098716	0.402100	0.389315	0.109869	0.246232	0.250169	0.257222	0.246378	0.392677	0.100198	0.094740	0.412385	0.098716	0.402100	0.389315	0.109869	0.246232	0.250169	0.257222	0.246378	0.392677	0.100198	0.094740	0.412385	
9000	71.353907	3	0.093187	0.409129	0.390713	0.106971	0.240217	0.241501	0.252441	0.265840	0.395608	0.101490	0.099280	0.403622	0.093187	0.409129	0.390713	0.106971	0.240217	0.241501	0.252441	0.265840	0.395608	0.101490	0.099280	0.403622	
10000	71.353907	3	0.093187	0.409129	0.390713	0.106971	0.247492	0.240056	0.254251	0.258202	0.395608	0.101490	0.099280	0.403622	0.093187	0.409129	0.390713	0.106971	0.247492	0.240056	0.254251	0.258202	0.395608	0.101490	0.099280	0.403622	
11000	71.353907	3	0.097085	0.407813	0.387538	0.107564	0.246944	0.246870	0.262996	0.243189	0.395608	0.101490	0.099280	0.403622	0.097085	0.407813	0.387538	0.107564	0.246944	0.246870	0.262996	0.243189	0.395608	0.101490	0.099280	0.403622	
12000	71.353907	3	0.096675	0.407565	0.389023	0.106737	0.246608	0.245058	0.244990	0.263345	0.395608	0.101490	0.099280	0.403622	0.096675	0.407565	0.389023	0.106737	0.246608	0.245058	0.244990	0.263345	0.395608	0.101490	0.099280	0.403622	
