Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	71.353907	3	0.087669	0.429432	0.382972	0.099927	0.242004	0.255330	0.267325	0.235341	0.409189	0.097036	0.108255	0.385519	0.087669	0.429432	0.382972	0.099927	0.242004	0.255330	0.267325	0.235341	0.409189	0.097036	0.108255	0.385519	
2000	71.353907	3	0.096269	0.402370	0.404531	0.096830	0.252516	0.257668	0.251510	0.238306	0.400279	0.100291	0.097126	0.402303	0.096269	0.402370	0.404531	0.096830	0.252516	0.257668	0.251510	0.238306	0.400279	0.100291	0.097126	0.402303	
3000	71.353907	3	0.096269	0.402370	0.404531	0.096830	0.240900	0.259961	0.242544	0.256595	0.391205	0.103569	0.105051	0.400174	0.096269	0.402370	0.404531	0.096830	0.240900	0.259961	0.242544	0.256595	0.391205	0.103569	0.105051	0.400174	
4000	71.353907	3	0.096269	0.402370	0.404531	0.096830	0.247865	0.253139	0.261810	0.237186	0.391205	0.103569	0.105051	0.400174	0.096269	0.402370	0.404531	0.096830	0.247865	0.253139	0.261810	0.237186	0.391205	0.103569	0.105051	0.400174	
5000	71.353907	3	0.096269	0.402370	0.404531	0.096830	0.238835	0.258459	0.249648	0.253058	0.391205	0.103569	0.105051	0.400174	0.096269	0.402370	0.404531	0.096830	0.238835	0.258459	0.249648	0.253058	0.391205	0.103569	0.105051	0.400174	
6000	71.353907	3	0.098252	0.403506	0.402103	0.096139	0.243463	0.263101	0.251010	0.242425	0.395848	0.102469	0.103744	0.397939	0.098252	0.403506	0.402103	0.096139	0.243463	0.263101	0.251010	0.242425	0.395848	0.102469	0.103744	0.397939	
7000	71.353907	3	0.098252	0.403506	0.402103	0.096139	0.246325	0.248896	0.250992	0.253787	0.395848	0.102469	0.103744	0.397939	0.098252	0.403506	0.402103	0.096139	0.246325	0.248896	0.250992	0.253787	0.395848	0.102469	0.103744	0.397939	
8000	71.353907	3	0.098252	0.403506	0.402103	0.096139	0.237090	0.261249	0.251267	0.250394	0.395848	0.102469	0.103744	0.397939	0.098252	0.403506	0.402103	0.096139	0.237090	0.261249	0.251267	0.250394	0.395848	0.102469	0.103744	0.397939	
9000	71.353907	3	0.098252	0.403506	0.402103	0.096139	0.244539	0.248222	0.253062	0.254178	0.398281	0.098128	0.104118	0.399473	0.098252	0.403506	0.402103	0.096139	0.244539	0.248222	0.253062	0.254178	0.398281	0.098128	0.104118	0.399473	
10000	71.353907	3	0.100888	0.404764	0.393460	0.100888	0.240374	0.268615	0.240659	0.250353	0.403659	0.097914	0.105636	0.392791	0.100888	0.404764	0.393460	0.100888	0.240374	0.268615	0.240659	0.250353	0.403659	0.097914	0.105636	0.392791	
11000	71.353907	3	0.097648	0.410223	0.392697	0.099432	0.242212	0.261798	0.253513	0.242478	0.403659	0.097914	0.105636	0.392791	0.097648	0.410223	0.392697	0.099432	0.242212	0.261798	0.253513	0.242478	0.403659	0.097914	0.105636	0.392791	
12000	71.353907	3	0.097648	0.410223	0.392697	0.099432	0.228813	0.259847	0.254150	0.257189	0.403659	0.097914	0.105636	0.392791	0.097648	0.410223	0.392697	0.099432	0.228813	0.259847	0.254150	0.257189	0.403659	0.097914	0.105636	0.392791	
13000	71.353907	3	0.092840	0.410363	0.396906	0.099892	0.241662	0.276002	0.236157	0.246179	0.403659	0.097914	0.105636	0.392791	0.092840	0.410363	0.396906	0.099892	0.241662	0.276002	0.236157	0.246179	0.403659	0.097914	0.105636	0.392791	
14000	71.353907	3	0.092840	0.410363	0.396906	0.099892	0.241017	0.262660	0.235718	0.260606	0.400996	0.098592	0.106157	0.394255	0.092840	0.410363	0.396906	0.099892	0.241017	0.262660	0.235718	0.260606	0.400996	0.098592	0.106157	0.394255	
15000	71.353907	3	0.097059	0.396259	0.404932	0.101750	0.246665	0.251872	0.243532	0.257931	0.400996	0.098592	0.106157	0.394255	0.097059	0.396259	0.404932	0.101750	0.246665	0.251872	0.243532	0.257931	0.400996	0.098592	0.106157	0.394255	
16000	71.353907	3	0.096797	0.401534	0.402798	0.098870	0.239966	0.264269	0.249415	0.246350	0.400996	0.098592	0.106157	0.394255	0.096797	0.401534	0.402798	0.098870	0.239966	0.264269	0.249415	0.246350	0.400996	0.098592	0.106157	0.394255	
17000	71.353907	3	0.095294	0.407750	0.393425	0.103530	0.244173	0.265070	0.252094	0.238664	0.400996	0.098592	0.106157	0.394255	0.095294	0.407750	0.393425	0.103530	0.244173	0.265070	0.252094	0.238664	0.400996	0.098592	0.106157	0.394255	
18000	71.353907	3	0.095294	0.407750	0.393425	0.103530	0.250948	0.268568	0.232101	0.248382	0.405222	0.100217	0.104283	0.390279	0.095294	0.407750	0.393425	0.103530	0.250948	0.268568	0.232101	0.248382	0.405222	0.100217	0.104283	0.390279	
19000	71.353907	3	0.098627	0.408334	0.393996	0.099043	0.238186	0.256198	0.250380	0.255235	0.391063	0.102547	0.101636	0.404754	0.098627	0.408334	0.393996	0.099043	0.238186	0.256198	0.250380	0.255235	0.391063	0.102547	0.101636	0.404754	
20000	71.353907	3	0.096305	0.409376	0.397392	0.096927	0.230507	0.257615	0.258268	0.253609	0.405385	0.100393	0.104222	0.390000	0.096305	0.409376	0.397392	0.096927	0.230507	0.257615	0.258268	0.253609	0.405385	0.100393	0.104222	0.390000	
21000	71.353907	3	0.096305	0.409376	0.397392	0.096927	0.236152	0.249060	0.255514	0.259274	0.397361	0.096432	0.101224	0.404983	0.096305	0.409376	0.397392	0.096927	0.236152	0.249060	0.255514	0.259274	0.397361	0.096432	0.101224	0.404983	
22000	71.353907	3	0.096305	0.409376	0.397392	0.096927	0.236280	0.262553	0.249971	0.251196	0.399359	0.098829	0.103742	0.398070	0.096305	0.409376	0.397392	0.096927	0.236280	0.262553	0.249971	0.251196	0.399359	0.098829	0.103742	0.398070	
23000	71.353907	3	0.096754	0.402599	0.400295	0.100353	0.232229	0.265694	0.252184	0.249893	0.399359	0.098829	0.103742	0.398070	0.096754	0.402599	0.400295	0.100353	0.232229	0.265694	0.252184	0.249893	0.399359	0.098829	0.103742	0.398070	
24000	71.353907	3	0.096754	0.402599	0.400295	0.100353	0.236181	0.262899	0.256592	0.244328	0.399359	0.098829	0.103742	0.398070	0.096754	0.402599	0.400295	0.100353	0.236181	0.262899	0.256592	0.244328	0.399359	0.098829	0.103742	0.398070	
25000	71.353907	3	0.097217	0.405908	0.401734	0.095141	0.243050	0.275849	0.238108	0.242994	0.399359	0.098829	0.103742	0.398070	0.097217	0.405908	0.401734	0.095141	0.243050	0.275849	0.238108	0.242994	0.399359	0.098829	0.103742	0.398070	
26000	71.353907	3	0.097217	0.405908	0.401734	0.095141	0.255278	0.255555	0.246412	0.242756	0.399359	0.098829	0.103742	0.398070	0.097217	0.405908	0.401734	0.095141	0.255278	0.255555	0.246412	0.242756	0.399359	0.098829	0.103742	0.398070	
27000	71.353907	3	0.097217	0.405908	0.401734	0.095141	0.240144	0.262456	0.233782	0.263618	0.399359	0.098829	0.103742	0.398070	0.097217	0.405908	0.401734	0.095141	0.240144	0.262456	0.233782	0.263618	0.399359	0.098829	0.103742	0.398070	
28000	71.353907	3	0.097456	0.399111	0.401802	0.101631	0.233610	0.269651	0.251595	0.245144	0.399359	0.098829	0.103742	0.398070	0.097456	0.399111	0.401802	0.101631	0.233610	0.269651	0.251595	0.245144	0.399359	0.098829	0.103742	0.398070	
29000	71.353907	3	0.097456	0.399111	0.401802	0.101631	0.232189	0.263260	0.255492	0.249059	0.399359	0.098829	0.103742	0.398070	0.097456	0.399111	0.401802	0.101631	0.232189	0.263260	0.255492	0.249059	0.399359	0.098829	0.103742	0.398070	
30000	71.353907	3	0.095359	0.417859	0.387853	0.098929	0.231871	0.257170	0.250743	0.260216	0.399359	0.098829	0.103742	0.398070	0.095359	0.417859	0.387853	0.098929	0.231871	0.257170	0.250743	0.260216	0.399359	0.098829	0.103742	0.398070	
31000	71.353907	3	0.102800	0.411849	0.389447	0.095904	0.225905	0.255636	0.264602	0.253858	0.399359	0.098829	0.103742	0.398070	0.102800	0.411849	0.389447	0.095904	0.225905	0.255636	0.264602	0.253858	0.399359	0.098829	0.103742	0.398070	
32000	71.353907	3	0.102800	0.411849	0.389447	0.095904	0.243271	0.262976	0.247541	0.246211	0.399359	0.098829	0.103742	0.398070	0.102800	0.411849	0.389447	0.095904	0.243271	0.262976	0.247541	0.246211	0.399359	0.098829	0.103742	0.398070	
33000	71.353907	3	0.088689	0.417746	0.398757	0.094809	0.238164	0.268873	0.250764	0.242199	0.399359	0.098829	0.103742	0.398070	0.088689	0.417746	0.398757	0.094809	0.238164	0.268873	0.250764	0.242199	0.399359	0.098829	0.103742	0.398070	
34000	71.353907	3	0.100442	0.402919	0.401476	0.095163	0.245700	0.252630	0.251197	0.250472	0.399359	0.098829	0.103742	0.398070	0.100442	0.402919	0.401476	0.095163	0.245700	0.252630	0.251197	0.250472	0.399359	0.098829	0.103742	0.398070	
35000	71.353907	3	0.092546	0.400301	0.413433	0.093720	0.240441	0.256197	0.257374	0.245987	0.399359	0.098829	0.103742	0.398070	0.092546	0.400301	0.413433	0.093720	0.240441	0.256197	0.257374	0.245987	0.399359	0.098829	0.103742	0.398070	
36000	71.353907	3	0.099742	0.401728	0.404912	0.093619	0.247003	0.256830	0.252347	0.243821	0.399359	0.098829	0.103742	0.398070	0.099742	0.401728	0.404912	0.093619	0.247003	0.256830	0.252347	0.243821	0.399359	0.098829	0.103742	0.398070	
37000	71.353907	3	0.093082	0.417586	0.394713	0.094618	0.243894	0.255308	0.241389	0.259409	0.400633	0.099707	0.104501	0.395159	0.093082	0.417586	0.394713	0.094618	0.243894	0.255308	0.241389	0.259409	0.400633	0.099707	0.104501	0.395159	
38000	71.353907	3	0.091919	0.405888	0.404577	0.097616	0.240210	0.267633	0.247353	0.244804	0.400633	0.099707	0.104501	0.395159	0.091919	0.405888	0.404577	0.097616	0.240210	0.267633	0.247353	0.244804	0.400633	0.099707	0.104501	0.395159	
39000	71.353907	3	0.096254	0.402735	0.400550	0.100461	0.247403	0.237666	0.260428	0.254504	0.398572	0.100833	0.106538	0.394056	0.096254	0.402735	0.400550	0.100461	0.247403	0.237666	0.260428	0.254504	0.398572	0.100833	0.106538	0.394056	
40000	71.353907	3	0.098924	0.410791	0.395180	0.095105	0.230385	0.256970	0.260461	0.252184	0.398572	0.100833	0.106538	0.394056	0.098924	0.410791	0.395180	0.095105	0.230385	0.256970	0.260461	0.252184	0.398572	0.100833	0.106538	0.394056	
41000	71.353907	3	0.098924	0.410791	0.395180	0.095105	0.232316	0.260689	0.253693	0.253302	0.398572	0.100833	0.106538	0.394056	0.098924	0.410791	0.395180	0.095105	0.232316	0.260689	0.253693	0.253302	0.398572	0.100833	0.106538	0.394056	
42000	71.353907	3	0.093988	0.410261	0.399444	0.096307	0.250022	0.249048	0.248690	0.252240	0.398572	0.100833	0.106538	0.394056	0.093988	0.410261	0.399444	0.096307	0.250022	0.249048	0.248690	0.252240	0.398572	0.100833	0.106538	0.394056	
43000	71.353907	3	0.093988	0.410261	0.399444	0.096307	0.237224	0.255048	0.260935	0.246792	0.398572	0.100833	0.106538	0.394056	0.093988	0.410261	0.399444	0.096307	0.237224	0.255048	0.260935	0.246792	0.398572	0.100833	0.106538	0.394056	
44000	71.353907	3	0.093988	0.410261	0.399444	0.096307	0.237026	0.268981	0.243231	0.250762	0.398572	0.100833	0.106538	0.394056	0.093988	0.410261	0.399444	0.096307	0.237026	0.268981	0.243231	0.250762	0.398572	0.100833	0.106538	0.394056	
45000	71.353907	3	0.091802	0.397400	0.414969	0.095828	0.264526	0.233903	0.259789	0.241782	0.398572	0.100833	0.106538	0.394056	0.091802	0.397400	0.414969	0.095828	0.264526	0.233903	0.259789	0.241782	0.398572	0.100833	0.106538	0.394056	
46000	71.353907	3	0.092594	0.404713	0.406452	0.096241	0.241877	0.247230	0.270031	0.240862	0.398572	0.100833	0.106538	0.394056	0.092594	0.404713	0.406452	0.096241	0.241877	0.247230	0.270031	0.240862	0.398572	0.100833	0.106538	0.394056	
47000	71.353907	3	0.095001	0.402335	0.406658	0.096006	0.242063	0.262950	0.245406	0.249580	0.398572	0.100833	0.106538	0.394056	0.095001	0.402335	0.406658	0.096006	0.242063	0.262950	0.245406	0.249580	0.398572	0.100833	0.106538	0.394056	
48000	71.353907	3	0.095001	0.402335	0.406658	0.096006	0.261585	0.252096	0.241271	0.245048	0.398572	0.100833	0.106538	0.394056	0.095001	0.402335	0.406658	0.096006	0.261585	0.252096	0.241271	0.245048	0.398572	0.100833	0.106538	0.394056	
49000	71.353907	3	0.096913	0.400389	0.404824	0.097874	0.243233	0.269606	0.242685	0.244476	0.398572	0.100833	0.106538	0.394056	0.096913	0.400389	0.404824	0.097874	0.243233	0.269606	0.242685	0.244476	0.398572	0.100833	0.106538	0.394056	
50000	71.353907	3	0.093607	0.400216	0.412609	0.093568	0.236530	0.264285	0.254431	0.244753	0.398572	0.100833	0.106538	0.394056	0.093607	0.400216	0.412609	0.093568	0.236530	0.264285	0.254431	0.244753	0.398572	0.100833	0.106538	0.394056	
