Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	71.353907	3	0.102825	0.390340	0.415095	0.091740	0.274208	0.243301	0.247486	0.235005	0.388947	0.092223	0.097598	0.421232	0.102825	0.390340	0.415095	0.091740	0.274208	0.243301	0.247486	0.235005	0.388947	0.092223	0.097598	0.421232	
2000	71.353907	3	0.104985	0.395143	0.402172	0.097700	0.258153	0.248133	0.243265	0.250449	0.389052	0.098151	0.095389	0.417408	0.104985	0.395143	0.402172	0.097700	0.258153	0.248133	0.243265	0.250449	0.389052	0.098151	0.095389	0.417408	
3000	71.353907	3	0.102076	0.402602	0.393212	0.102110	0.283205	0.255477	0.227691	0.233628	0.397945	0.102227	0.094995	0.404833	0.102076	0.402602	0.393212	0.102110	0.283205	0.255477	0.227691	0.233628	0.397945	0.102227	0.094995	0.404833	
4000	71.353907	3	0.102076	0.402602	0.393212	0.102110	0.260316	0.259058	0.241964	0.238662	0.397945	0.102227	0.094995	0.404833	0.102076	0.402602	0.393212	0.102110	0.260316	0.259058	0.241964	0.238662	0.397945	0.102227	0.094995	0.404833	
5000	71.353907	3	0.093879	0.389667	0.413172	0.103282	0.274335	0.236444	0.248908	0.240313	0.404311	0.097653	0.094286	0.403750	0.093879	0.389667	0.413172	0.103282	0.274335	0.236444	0.248908	0.240313	0.404311	0.097653	0.094286	0.403750	
6000	71.353907	3	0.104493	0.392910	0.395242	0.107354	0.270713	0.235104	0.260499	0.233684	0.404311	0.097653	0.094286	0.403750	0.104493	0.392910	0.395242	0.107354	0.270713	0.235104	0.260499	0.233684	0.404311	0.097653	0.094286	0.403750	
7000	71.353907	3	0.103479	0.383564	0.410011	0.102946	0.258637	0.228802	0.254354	0.258207	0.404311	0.097653	0.094286	0.403750	0.103479	0.383564	0.410011	0.102946	0.258637	0.228802	0.254354	0.258207	0.404311	0.097653	0.094286	0.403750	
8000	71.353907	3	0.104291	0.388279	0.399153	0.108277	0.258440	0.270550	0.238247	0.232763	0.404311	0.097653	0.094286	0.403750	0.104291	0.388279	0.399153	0.108277	0.258440	0.270550	0.238247	0.232763	0.404311	0.097653	0.094286	0.403750	
9000	71.353907	3	0.101079	0.403551	0.395400	0.099970	0.267114	0.253096	0.244161	0.235629	0.404311	0.097653	0.094286	0.403750	0.101079	0.403551	0.395400	0.099970	0.267114	0.253096	0.244161	0.235629	0.404311	0.097653	0.094286	0.403750	
10000	71.353907	3	0.103529	0.393477	0.400562	0.102433	0.267114	0.253096	0.244161	0.235629	0.404311	0.097653	0.094286	0.403750	0.103529	0.393477	0.400562	0.102433	0.267114	0.253096	0.244161	0.235629	0.404311	0.097653	0.094286	0.403750	
11000	71.353907	3	0.103529	0.393477	0.400562	0.102433	0.262146	0.244761	0.247044	0.246049	0.404311	0.097653	0.094286	0.403750	0.103529	0.393477	0.400562	0.102433	0.262146	0.244761	0.247044	0.246049	0.404311	0.097653	0.094286	0.403750	
12000	71.353907	3	0.103529	0.393477	0.400562	0.102433	0.265408	0.250845	0.241876	0.241871	0.404311	0.097653	0.094286	0.403750	0.103529	0.393477	0.400562	0.102433	0.265408	0.250845	0.241876	0.241871	0.404311	0.097653	0.094286	0.403750	
