Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	
51000	0.879386	1	0.399999	0.399999	0.399999	0.399999	
52000	0.879386	1	0.324568	0.324568	0.324568	0.324568	
53000	0.879386	2	0.308677	0.308677	0.308677	0.459296	
54000	0.879386	1	0.369828	0.369828	0.369828	0.369828	
55000	0.879386	2	0.350506	0.350506	0.350506	0.784272	
56000	0.879386	1	0.374542	0.374542	0.374542	0.374542	
57000	0.879386	1	0.396285	0.396285	0.396285	0.396285	
58000	0.879386	2	0.324704	0.324704	0.324704	0.516682	
59000	0.879386	1	0.302453	0.302453	0.302453	0.302453	
60000	0.879386	1	0.359630	0.359630	0.359630	0.359630	
61000	0.879386	2	0.306209	0.306209	0.306209	0.698729	
62000	0.879386	1	0.363681	0.363681	0.363681	0.363681	
63000	0.879386	2	0.322175	0.322175	0.322175	0.581743	
64000	0.879386	2	0.397160	0.386849	0.386849	0.386849	
65000	0.879386	2	0.299393	0.299393	0.299393	0.493438	
66000	0.879386	2	0.375047	0.375047	0.375047	0.692438	
67000	0.879386	3	0.374121	0.374121	0.315315	0.961690	
68000	0.879386	2	0.407760	0.407760	0.407760	1.002975	
69000	0.879386	2	0.327150	0.327150	0.327150	0.549524	
70000	0.879386	1	0.356411	0.356411	0.356411	0.356411	
71000	0.879386	1	0.346221	0.346221	0.346221	0.346221	
72000	0.879386	1	0.377872	0.377872	0.377872	0.377872	
73000	0.879386	1	0.358128	0.358128	0.358128	0.358128	
74000	0.879386	1	0.410679	0.410679	0.410679	0.410679	
75000	0.879386	3	0.315300	0.333728	0.333728	0.440889	
76000	0.879386	3	0.292471	0.304269	0.330257	0.330257	
77000	0.879386	2	0.342324	0.342324	0.342324	0.519921	
78000	0.879386	2	0.361245	0.361245	0.361245	0.633601	
79000	0.879386	1	0.356761	0.356761	0.356761	0.356761	
80000	0.879386	2	0.408652	0.286866	0.286866	0.408652	
81000	0.879386	2	0.311569	0.311569	0.311569	0.475831	
82000	0.879386	1	0.345523	0.345523	0.345523	0.345523	
83000	0.879386	1	0.357528	0.357528	0.357528	0.357528	
84000	0.879386	3	0.330638	0.263922	0.330638	0.394245	
85000	0.879386	3	0.323616	0.313199	0.323616	0.347709	
86000	0.879386	1	0.296699	0.296699	0.296699	0.296699	
87000	0.879386	1	0.340047	0.340047	0.340047	0.340047	
88000	0.879386	3	0.350324	0.384164	0.350324	0.592127	
89000	0.879386	2	0.348334	0.348334	0.348334	0.383902	
90000	0.879386	1	0.356675	0.356675	0.356675	0.356675	
91000	0.879386	3	0.301165	0.358622	0.358622	0.750359	
92000	0.879386	2	0.353612	0.432920	0.353612	0.432920	
93000	0.879386	1	0.344802	0.344802	0.344802	0.344802	
94000	0.879386	1	0.343140	0.343140	0.343140	0.343140	
95000	0.879386	1	0.340751	0.340751	0.340751	0.340751	
96000	0.879386	1	0.385738	0.385738	0.385738	0.385738	
97000	0.879386	1	0.361264	0.361264	0.361264	0.361264	
98000	0.879386	3	0.375614	0.375614	0.389616	0.623527	
99000	0.879386	3	0.330805	0.361040	0.361040	0.694081	
100000	0.879386	1	0.357746	0.357746	0.357746	0.357746	
101000	0.879386	3	0.318558	0.373806	0.373806	0.588535	
102000	0.879386	1	0.344790	0.344790	0.344790	0.344790	
103000	0.879386	2	0.276826	0.361983	0.276826	0.361983	
104000	0.879386	2	0.365845	0.365845	0.365845	0.621115	
105000	0.879386	1	0.363504	0.363504	0.363504	0.363504	
106000	0.879386	1	0.357836	0.357836	0.357836	0.357836	
107000	0.879386	1	0.463686	0.463686	0.463686	0.463686	
108000	0.879386	2	0.308289	0.308289	0.308289	0.715088	
109000	0.879386	1	0.426751	0.426751	0.426751	0.426751	
110000	0.879386	2	0.332218	0.236998	0.236998	0.332218	
111000	0.879386	3	0.349945	0.281543	0.281543	0.540291	
112000	0.879386	2	0.325153	0.325153	0.325153	0.382913	
113000	0.879386	1	0.381059	0.381059	0.381059	0.381059	
114000	0.879386	1	0.348227	0.348227	0.348227	0.348227	
115000	0.879386	2	0.350274	0.350274	0.350274	0.501721	
116000	0.879386	1	0.369237	0.369237	0.369237	0.369237	
117000	0.879386	2	0.321122	0.321122	0.321122	0.529978	
118000	0.879386	2	0.318366	0.318366	0.428395	0.428395	
119000	0.879386	2	0.402471	0.353306	0.353306	0.402471	
120000	0.879386	2	0.313363	0.313363	0.313363	0.631921	
121000	0.879386	2	0.296209	0.296209	0.296209	0.690109	
122000	0.879386	2	0.328467	0.328467	0.328467	0.439001	
123000	0.879386	2	0.291177	0.291177	0.291177	0.533410	
124000	0.879386	1	0.306194	0.306194	0.306194	0.306194	
125000	0.879386	1	0.353659	0.353659	0.353659	0.353659	
126000	0.879386	2	0.348361	0.348361	0.348361	0.507197	
127000	0.879386	2	0.351979	0.378985	0.351979	0.378985	
128000	0.879386	1	0.338539	0.338539	0.338539	0.338539	
129000	0.879386	2	0.308436	0.308436	0.308436	0.597033	
130000	0.879386	1	0.349293	0.349293	0.349293	0.349293	
131000	0.879386	1	0.341485	0.341485	0.341485	0.341485	
132000	0.879386	1	0.357030	0.357030	0.357030	0.357030	
133000	0.879386	1	0.348079	0.348079	0.348079	0.348079	
134000	0.879386	1	0.384345	0.384345	0.384345	0.384345	
135000	0.879386	2	0.376825	0.376825	0.376825	0.453349	
136000	0.879386	2	0.338820	0.338820	0.338820	0.614070	
137000	0.879386	1	0.360254	0.360254	0.360254	0.360254	
138000	0.879386	2	0.433554	0.288325	0.288325	0.433554	
139000	0.879386	1	0.367956	0.367956	0.367956	0.367956	
140000	0.879386	1	0.412796	0.412796	0.412796	0.412796	
141000	0.879386	2	0.351051	0.351051	0.351051	0.710215	
142000	0.879386	1	0.343023	0.343023	0.343023	0.343023	
143000	0.879386	2	0.333641	0.344487	0.344487	0.344487	
144000	0.879386	1	0.358151	0.358151	0.358151	0.358151	
145000	0.879386	1	0.379238	0.379238	0.379238	0.379238	
146000	0.879386	3	0.336809	0.318574	0.336809	0.413372	
147000	0.879386	1	0.415916	0.415916	0.415916	0.415916	
148000	0.879386	2	0.322861	0.322861	0.322861	0.661166	
149000	0.879386	1	0.348333	0.348333	0.348333	0.348333	
150000	0.879386	2	0.436438	0.265494	0.265494	0.436438	
151000	0.879386	3	0.279040	0.336127	0.279040	0.577936	
152000	0.879386	1	0.316676	0.316676	0.316676	0.316676	
153000	0.879386	3	0.383698	0.306262	0.383698	0.505635	
154000	0.879386	2	0.327124	0.327124	0.327124	0.464217	
155000	0.879386	2	0.337506	0.337506	0.337506	0.803201	
156000	0.879386	2	0.351835	0.344115	0.351835	0.351835	
157000	0.879386	4	0.331814	0.372822	0.315068	0.482383	
158000	0.879386	1	0.319365	0.319365	0.319365	0.319365	
159000	0.879386	1	0.391248	0.391248	0.391248	0.391248	
160000	0.879386	1	0.328913	0.328913	0.328913	0.328913	
161000	0.879386	2	0.284783	0.363568	0.363568	0.363568	
162000	0.879386	1	0.396802	0.396802	0.396802	0.396802	
163000	0.879386	2	0.445820	0.445820	0.445820	0.489287	
164000	0.879386	1	0.405002	0.405002	0.405002	0.405002	
165000	0.879386	2	0.258185	0.258185	0.258185	0.981772	
166000	0.879386	1	0.371277	0.371277	0.371277	0.371277	
167000	0.879386	2	0.327703	0.327703	0.327703	0.541963	
168000	0.879386	2	0.341041	0.341041	0.341041	0.372680	
169000	0.879386	2	0.294384	0.294384	0.294384	0.521514	
170000	0.879386	2	0.422247	0.300603	0.300603	0.422247	
171000	0.879386	2	0.306197	0.306197	0.306197	0.504922	
172000	0.879386	3	0.337676	0.358279	0.337676	0.802081	
173000	0.879386	3	0.375177	0.312906	0.312906	0.579312	
174000	0.879386	1	0.333266	0.333266	0.333266	0.333266	
175000	0.879386	2	0.310068	0.310068	0.310068	0.572771	
176000	0.879386	1	0.413407	0.413407	0.413407	0.413407	
177000	0.879386	1	0.322711	0.322711	0.322711	0.322711	
178000	0.879386	2	0.280319	0.280319	0.280319	0.510958	
179000	0.879386	2	0.341798	0.416853	0.341798	0.341798	
180000	0.879386	1	0.361611	0.361611	0.361611	0.361611	
181000	0.879386	2	0.342862	0.342862	0.342862	0.398663	
182000	0.879386	1	0.330278	0.330278	0.330278	0.330278	
183000	0.879386	2	0.382295	0.382295	0.350632	0.382295	
184000	0.879386	2	0.295115	0.295115	0.295115	0.759444	
185000	0.879386	2	0.360721	0.360721	0.360721	0.719882	
186000	0.879386	2	0.344386	0.339679	0.344386	0.344386	
187000	0.879386	2	0.333548	0.333548	0.333548	0.569513	
188000	0.879386	2	0.382114	0.382114	0.382114	0.454197	
189000	0.879386	1	0.341167	0.341167	0.341167	0.341167	
190000	0.879386	2	0.356002	0.356002	0.356002	0.472966	
191000	0.879386	1	0.288366	0.288366	0.288366	0.288366	
192000	0.879386	1	0.350115	0.350115	0.350115	0.350115	
193000	0.879386	1	0.373677	0.373677	0.373677	0.373677	
194000	0.879386	2	0.318234	0.318234	0.318234	0.623439	
195000	0.879386	2	0.311488	0.311488	0.311488	0.969662	
196000	0.879386	2	0.318565	0.318565	0.318565	0.439439	
197000	0.879386	2	0.305368	0.305368	0.305368	0.464120	
198000	0.879386	1	0.339670	0.339670	0.339670	0.339670	
199000	0.879386	1	0.336081	0.336081	0.336081	0.336081	
200000	0.879386	2	0.387944	0.387944	0.387944	0.725670	
201000	0.879386	1	0.341116	0.341116	0.341116	0.341116	
202000	0.879386	1	0.341281	0.341281	0.341281	0.341281	
203000	0.879386	2	0.358164	0.358164	0.381307	0.358164	
204000	0.879386	2	0.417730	0.265660	0.265660	0.417730	
205000	0.879386	2	0.372973	0.372973	0.375266	0.372973	
206000	0.879386	1	0.301486	0.301486	0.301486	0.301486	
207000	0.879386	2	0.492675	0.305911	0.305911	0.492675	
208000	0.879386	1	0.364290	0.364290	0.364290	0.364290	
209000	0.879386	2	0.302844	0.302844	0.380333	0.380333	
210000	0.879386	2	0.235762	0.421148	0.235762	0.421148	
211000	0.879386	3	0.293512	0.226332	0.293512	0.483671	
212000	0.879386	1	0.324875	0.324875	0.324875	0.324875	
213000	0.879386	1	0.338006	0.338006	0.338006	0.338006	
214000	0.879386	1	0.314060	0.314060	0.314060	0.314060	
215000	0.879386	2	0.327548	0.327548	0.327548	0.546921	
216000	0.879386	1	0.334128	0.334128	0.334128	0.334128	
217000	0.879386	1	0.335150	0.335150	0.335150	0.335150	
218000	0.879386	3	0.305713	0.332452	0.511116	0.511116	
219000	0.879386	2	0.435403	0.289218	0.289218	0.435403	
220000	0.879386	2	0.359036	0.359036	0.362853	0.359036	
221000	0.879386	2	0.305218	0.411805	0.305218	0.411805	
222000	0.879386	2	0.363780	0.363780	0.363780	0.698948	
223000	0.879386	3	0.303206	0.303206	0.445246	0.531961	
224000	0.879386	2	0.284388	0.284388	0.284388	0.525378	
225000	0.879386	2	0.379051	0.267752	0.267752	0.379051	
226000	0.879386	1	0.353348	0.353348	0.353348	0.353348	
227000	0.879386	1	0.351054	0.351054	0.351054	0.351054	
228000	0.879386	1	0.410791	0.410791	0.410791	0.410791	
229000	0.879386	2	0.331051	0.331051	0.331051	0.803482	
230000	0.879386	2	0.351398	0.321271	0.351398	0.351398	
231000	0.879386	1	0.357285	0.357285	0.357285	0.357285	
232000	0.879386	2	0.319452	0.319452	0.319452	0.407318	
233000	0.879386	2	0.326559	0.326559	0.326559	0.462020	
234000	0.879386	1	0.359575	0.359575	0.359575	0.359575	
235000	0.879386	1	0.363545	0.363545	0.363545	0.363545	
236000	0.879386	2	0.332064	0.332064	0.332064	0.586302	
237000	0.879386	2	0.312105	0.312105	0.312105	0.525818	
238000	0.879386	2	0.356975	0.343567	0.343567	0.343567	
239000	0.879386	2	0.296124	0.302920	0.302920	0.296124	
240000	0.879386	1	0.384371	0.384371	0.384371	0.384371	
241000	0.879386	1	0.351928	0.351928	0.351928	0.351928	
242000	0.879386	2	0.299138	0.299138	0.299138	0.697897	
243000	0.879386	2	0.367325	0.367325	0.367325	0.958719	
244000	0.879386	2	0.339700	0.339700	0.311016	0.339700	
245000	0.879386	2	0.324628	0.324628	0.324628	0.713693	
246000	0.879386	1	0.373464	0.373464	0.373464	0.373464	
247000	0.879386	2	0.320089	0.320089	0.320089	0.814351	
248000	0.879386	1	0.391499	0.391499	0.391499	0.391499	
249000	0.879386	1	0.362003	0.362003	0.362003	0.362003	
250000	0.879386	2	0.399308	0.270760	0.270760	0.399308	
251000	0.879386	1	0.385472	0.385472	0.385472	0.385472	
252000	0.879386	1	0.310806	0.310806	0.310806	0.310806	
253000	0.879386	2	0.343025	0.343025	0.343025	0.743214	
254000	0.879386	1	0.351908	0.351908	0.351908	0.351908	
255000	0.879386	2	0.331855	0.331855	0.331855	0.738270	
256000	0.879386	2	0.392840	0.392840	0.392840	0.956582	
257000	0.879386	2	0.346081	0.346081	0.346081	0.403861	
258000	0.879386	2	0.396003	0.271608	0.271608	0.396003	
259000	0.879386	1	0.348651	0.348651	0.348651	0.348651	
260000	0.879386	1	0.356738	0.356738	0.356738	0.356738	
261000	0.879386	2	0.366137	0.366137	0.366137	0.508625	
262000	0.879386	1	0.360598	0.360598	0.360598	0.360598	
263000	0.879386	3	0.312303	0.242947	0.312303	0.816349	
264000	0.879386	2	0.376122	0.254612	0.254612	0.376122	
265000	0.879386	2	0.386073	0.341691	0.341691	0.341691	
266000	0.879386	1	0.363402	0.363402	0.363402	0.363402	
267000	0.879386	1	0.343506	0.343506	0.343506	0.343506	
268000	0.879386	2	0.341276	0.341276	0.341276	0.467569	
269000	0.879386	1	0.372690	0.372690	0.372690	0.372690	
270000	0.879386	3	0.388669	0.268667	0.268667	0.565247	
271000	0.879386	2	0.279347	0.279347	0.279347	0.877286	
272000	0.879386	1	0.352008	0.352008	0.352008	0.352008	
273000	0.879386	2	0.361837	0.333310	0.333310	0.361837	
274000	0.879386	1	0.376719	0.376719	0.376719	0.376719	
275000	0.879386	1	0.413245	0.413245	0.413245	0.413245	
276000	0.879386	1	0.331162	0.331162	0.331162	0.331162	
277000	0.879386	2	0.331485	0.386417	0.386417	0.386417	
278000	0.879386	1	0.361112	0.361112	0.361112	0.361112	
279000	0.879386	2	0.346644	0.346644	0.346644	0.555206	
280000	0.879386	2	0.301471	0.301471	0.301471	0.430852	
281000	0.879386	1	0.363443	0.363443	0.363443	0.363443	
282000	0.879386	1	0.317140	0.317140	0.317140	0.317140	
283000	0.879386	2	0.411843	0.306259	0.306259	0.411843	
284000	0.879386	1	0.345327	0.345327	0.345327	0.345327	
285000	0.879386	2	0.358586	0.360476	0.360476	0.358586	
286000	0.879386	1	0.364900	0.364900	0.364900	0.364900	
287000	0.879386	2	0.252123	0.448705	0.252123	0.448705	
288000	0.879386	2	0.343552	0.343552	0.343552	0.538998	
289000	0.879386	1	0.328468	0.328468	0.328468	0.328468	
290000	0.879386	1	0.342381	0.342381	0.342381	0.342381	
291000	0.879386	2	0.299048	0.299048	0.299048	0.851746	
292000	0.879386	1	0.320239	0.320239	0.320239	0.320239	
293000	0.879386	2	0.309149	0.309149	0.309149	0.390245	
294000	0.879386	2	0.291292	0.291292	0.291292	0.792210	
295000	0.879386	3	0.354384	0.299757	0.299757	0.371625	
296000	0.879386	1	0.342139	0.342139	0.342139	0.342139	
297000	0.879386	1	0.339625	0.339625	0.339625	0.339625	
298000	0.879386	3	0.310564	0.401367	0.401367	0.499149	
299000	0.879386	2	0.316165	0.316165	0.316165	0.478347	
300000	0.879386	2	0.370417	0.370417	0.370417	0.479124	
301000	0.879386	3	0.408424	0.333421	0.239229	0.408424	
302000	0.879386	2	0.311937	0.311937	0.311937	0.505892	
303000	0.879386	2	0.326855	0.326855	0.326855	0.801641	
304000	0.879386	1	0.376099	0.376099	0.376099	0.376099	
305000	0.879386	2	0.356755	0.356755	0.356755	0.541840	
306000	0.879386	2	0.343345	0.343345	0.343345	0.679263	
307000	0.879386	2	0.338600	0.338600	0.338600	0.923247	
308000	0.879386	2	0.364644	0.321759	0.364644	0.364644	
309000	0.879386	1	0.339998	0.339998	0.339998	0.339998	
310000	0.879386	2	0.380309	0.380309	0.369582	0.380309	
311000	0.879386	2	0.404712	0.404712	0.283683	0.404712	
312000	0.879386	2	0.315150	0.315150	0.315150	0.512786	
313000	0.879386	2	0.301013	0.301013	0.301013	1.276499	
314000	0.879386	2	0.345547	0.378434	0.345547	0.378434	
315000	0.879386	1	0.324283	0.324283	0.324283	0.324283	
316000	0.879386	2	0.401524	0.389859	0.389859	0.401524	
317000	0.879386	2	0.298936	0.298936	0.298936	0.405649	
318000	0.879386	2	0.361382	0.264877	0.361382	0.361382	
319000	0.879386	2	0.299370	0.435224	0.299370	0.435224	
320000	0.879386	2	0.309876	0.367761	0.367761	0.367761	
321000	0.879386	1	0.334458	0.334458	0.334458	0.334458	
322000	0.879386	2	0.355675	0.355675	0.355675	0.515076	
323000	0.879386	2	0.341177	0.341177	0.341177	0.455357	
324000	0.879386	1	0.325556	0.325556	0.325556	0.325556	
325000	0.879386	2	0.386406	0.386406	0.386406	0.573641	
326000	0.879386	1	0.368214	0.368214	0.368214	0.368214	
327000	0.879386	2	0.380857	0.380857	0.380857	0.714633	
328000	0.879386	2	0.306151	0.306151	0.306151	0.455623	
329000	0.879386	1	0.360321	0.360321	0.360321	0.360321	
330000	0.879386	1	0.332989	0.332989	0.332989	0.332989	
331000	0.879386	1	0.346572	0.346572	0.346572	0.346572	
332000	0.879386	1	0.364264	0.364264	0.364264	0.364264	
333000	0.879386	2	0.327520	0.327520	0.327520	0.355962	
334000	0.879386	2	0.345358	0.322613	0.345358	0.345358	
335000	0.879386	2	0.333291	0.333291	0.333291	0.583728	
336000	0.879386	2	0.410018	0.273906	0.273906	0.410018	
337000	0.879386	2	0.317305	0.317305	0.317305	0.441300	
338000	0.879386	3	0.360378	0.369708	0.369708	0.596269	
339000	0.879386	4	0.312726	0.242850	0.330404	0.381617	
340000	0.879386	1	0.347125	0.347125	0.347125	0.347125	
341000	0.879386	1	0.384347	0.384347	0.384347	0.384347	
342000	0.879386	2	0.296654	0.296654	0.296654	0.439635	
343000	0.879386	2	0.400625	0.400625	0.400625	0.553182	
344000	0.879386	1	0.391334	0.391334	0.391334	0.391334	
345000	0.879386	1	0.364989	0.364989	0.364989	0.364989	
346000	0.879386	3	0.288153	0.276939	0.288153	0.702138	
347000	0.879386	2	0.306862	0.306862	0.306862	0.684016	
348000	0.879386	2	0.325595	0.278382	0.325595	0.325595	
349000	0.879386	2	0.314494	0.314494	0.314494	1.006315	
350000	0.879386	2	0.322582	0.322582	0.322582	0.580178	
351000	0.879386	2	0.362513	0.372692	0.372692	0.372692	
352000	0.879386	1	0.332971	0.332971	0.332971	0.332971	
353000	0.879386	2	0.350337	0.359820	0.350337	0.350337	
354000	0.879386	2	0.334113	0.334113	0.334113	0.543673	
355000	0.879386	3	0.334216	0.300756	0.300756	0.439208	
356000	0.879386	3	0.338873	0.267647	0.338873	0.371283	
357000	0.879386	1	0.425889	0.425889	0.425889	0.425889	
358000	0.879386	1	0.380225	0.380225	0.380225	0.380225	
359000	0.879386	1	0.372272	0.372272	0.372272	0.372272	
360000	0.879386	1	0.318464	0.318464	0.318464	0.318464	
361000	0.879386	1	0.351554	0.351554	0.351554	0.351554	
362000	0.879386	1	0.349841	0.349841	0.349841	0.349841	
363000	0.879386	1	0.334631	0.334631	0.334631	0.334631	
364000	0.879386	2	0.392109	0.452988	0.392109	0.392109	
365000	0.879386	3	0.336345	0.336345	0.349421	0.625663	
366000	0.879386	1	0.312856	0.312856	0.312856	0.312856	
367000	0.879386	2	0.461063	0.396587	0.396587	0.461063	
368000	0.879386	3	0.376079	0.311325	0.311325	0.625908	
369000	0.879386	1	0.334620	0.334620	0.334620	0.334620	
370000	0.879386	2	0.331438	0.331438	0.331438	0.605724	
371000	0.879386	1	0.336110	0.336110	0.336110	0.336110	
372000	0.879386	1	0.397535	0.397535	0.397535	0.397535	
373000	0.879386	2	0.389701	0.389701	0.389701	0.683153	
374000	0.879386	2	0.366138	0.321254	0.321254	0.366138	
375000	0.879386	2	0.340683	0.340683	0.340683	0.450604	
376000	0.879386	3	0.375474	0.351111	0.351111	0.828747	
377000	0.879386	1	0.393946	0.393946	0.393946	0.393946	
378000	0.879386	2	0.325483	0.325483	0.325483	0.585927	
379000	0.879386	2	0.338906	0.338906	0.338906	0.454225	
380000	0.879386	1	0.322318	0.322318	0.322318	0.322318	
381000	0.879386	2	0.267882	0.348504	0.348504	0.348504	
382000	0.879386	2	0.351637	0.351637	0.351637	0.493268	
383000	0.879386	2	0.377992	0.377992	0.377992	0.502963	
384000	0.879386	2	0.343811	0.343811	0.343811	0.343792	
385000	0.879386	1	0.328487	0.328487	0.328487	0.328487	
386000	0.879386	3	0.262386	0.262386	0.292378	0.310526	
387000	0.879386	1	0.367283	0.367283	0.367283	0.367283	
388000	0.879386	1	0.373861	0.373861	0.373861	0.373861	
389000	0.879386	2	0.346149	0.346149	0.346149	0.633733	
390000	0.879386	1	0.333738	0.333738	0.333738	0.333738	
391000	0.879386	2	0.307854	0.307854	0.307854	0.446028	
392000	0.879386	1	0.302808	0.302808	0.302808	0.302808	
393000	0.879386	3	0.322219	0.322219	0.338395	0.550452	
394000	0.879386	2	0.346445	0.346445	0.346445	0.557483	
395000	0.879386	2	0.338826	0.383179	0.338826	0.383179	
396000	0.879386	2	0.334574	0.334574	0.334574	0.442873	
397000	0.879386	1	0.341262	0.341262	0.341262	0.341262	
398000	0.879386	1	0.327219	0.327219	0.327219	0.327219	
399000	0.879386	3	0.352213	0.352213	0.287984	0.390832	
400000	0.879386	1	0.348010	0.348010	0.348010	0.348010	
401000	0.879386	1	0.328805	0.328805	0.328805	0.328805	
402000	0.879386	2	0.335929	0.335929	0.335929	0.591130	
403000	0.879386	2	0.380820	0.398271	0.380820	0.380820	
404000	0.879386	2	0.377557	0.377557	0.342233	0.377557	
405000	0.879386	2	0.334446	0.334446	0.334446	0.624446	
406000	0.879386	2	0.298166	0.298166	0.298166	0.448420	
407000	0.879386	2	0.329318	0.329318	0.329318	0.583623	
408000	0.879386	2	0.380759	0.277059	0.277059	0.380759	
409000	0.879386	1	0.372087	0.372087	0.372087	0.372087	
410000	0.879386	2	0.335250	0.335250	0.335250	0.361218	
411000	0.879386	1	0.385830	0.385830	0.385830	0.385830	
412000	0.879386	2	0.343515	0.343515	0.343515	0.543181	
413000	0.879386	2	0.345082	0.345082	0.309731	0.309731	
414000	0.879386	1	0.326545	0.326545	0.326545	0.326545	
415000	0.879386	1	0.339962	0.339962	0.339962	0.339962	
416000	0.879386	2	0.326894	0.326894	0.326894	0.641929	
417000	0.879386	3	0.338614	0.338614	0.388978	0.576500	
418000	0.879386	1	0.403963	0.403963	0.403963	0.403963	
419000	0.879386	1	0.348411	0.348411	0.348411	0.348411	
420000	0.879386	2	0.325208	0.325208	0.325208	0.574615	
421000	0.879386	2	0.317934	0.317934	0.317934	0.464089	
422000	0.879386	2	0.388247	0.388247	0.248312	0.388247	
423000	0.879386	3	0.363217	0.310173	0.310173	0.552022	
424000	0.879386	1	0.331550	0.331550	0.331550	0.331550	
425000	0.879386	1	0.335296	0.335296	0.335296	0.335296	
426000	0.879386	2	0.358620	0.358620	0.294738	0.358620	
427000	0.879386	2	0.350527	0.350527	0.350527	0.645841	
428000	0.879386	1	0.388566	0.388566	0.388566	0.388566	
429000	0.879386	2	0.318791	0.318791	0.318791	0.560241	
430000	0.879386	1	0.396119	0.396119	0.396119	0.396119	
431000	0.879386	2	0.333278	0.333278	0.340506	0.333278	
432000	0.879386	2	0.341710	0.247689	0.247689	0.341710	
433000	0.879386	2	0.391691	0.363869	0.391691	0.391691	
434000	0.879386	2	0.362166	0.362166	0.362166	0.561769	
435000	0.879386	1	0.379726	0.379726	0.379726	0.379726	
436000	0.879386	2	0.314147	0.314147	0.314147	0.936902	
437000	0.879386	2	0.349185	0.349185	0.349185	0.519584	
438000	0.879386	2	0.299027	0.299027	0.299027	0.409469	
439000	0.879386	1	0.291413	0.291413	0.291413	0.291413	
440000	0.879386	2	0.343942	0.343942	0.343942	0.417919	
441000	0.879386	2	0.344745	0.362941	0.344745	0.344745	
442000	0.879386	1	0.352294	0.352294	0.352294	0.352294	
443000	0.879386	2	0.373223	0.373223	0.373223	0.622564	
444000	0.879386	3	0.337320	0.271793	0.337320	0.660300	
445000	0.879386	1	0.322448	0.322448	0.322448	0.322448	
446000	0.879386	1	0.351317	0.351317	0.351317	0.351317	
447000	0.879386	1	0.374572	0.374572	0.374572	0.374572	
448000	0.879386	2	0.316410	0.316410	0.316410	0.691325	
