Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	
1000	0.879386	2	0.275484	0.236444	0.219066	0.269006	0.275484	0.236444	0.219066	0.269006	0.281240	0.227977	0.136262	0.354521	0.281240	0.227977	0.136262	0.354521	
2000	0.879386	1	0.301043	0.209138	0.185597	0.304223	0.301043	0.209138	0.185597	0.304223	0.301043	0.209138	0.185597	0.304223	0.301043	0.209138	0.185597	0.304223	
3000	0.879386	1	0.293125	0.206204	0.189405	0.311266	0.293125	0.206204	0.189405	0.311266	0.293125	0.206204	0.189405	0.311266	0.293125	0.206204	0.189405	0.311266	
4000	0.879386	1	0.282119	0.213439	0.189316	0.315125	0.282119	0.213439	0.189316	0.315125	0.282119	0.213439	0.189316	0.315125	0.282119	0.213439	0.189316	0.315125	
5000	0.879386	2	0.251691	0.215717	0.226844	0.305749	0.251691	0.215717	0.226844	0.305749	0.330873	0.150088	0.149372	0.369667	0.330873	0.150088	0.149372	0.369667	
6000	0.879386	1	0.296246	0.199761	0.174941	0.329052	0.296246	0.199761	0.174941	0.329052	0.296246	0.199761	0.174941	0.329052	0.296246	0.199761	0.174941	0.329052	
7000	0.879386	1	0.301484	0.193772	0.192400	0.312343	0.301484	0.193772	0.192400	0.312343	0.301484	0.193772	0.192400	0.312343	0.301484	0.193772	0.192400	0.312343	
8000	0.879386	1	0.278480	0.208142	0.192543	0.320835	0.278480	0.208142	0.192543	0.320835	0.278480	0.208142	0.192543	0.320835	0.278480	0.208142	0.192543	0.320835	
9000	0.879386	1	0.308097	0.197085	0.202852	0.291966	0.308097	0.197085	0.202852	0.291966	0.308097	0.197085	0.202852	0.291966	0.308097	0.197085	0.202852	0.291966	
10000	0.879386	2	0.194576	0.319977	0.189637	0.295810	0.289637	0.197445	0.154839	0.358078	0.289637	0.197445	0.154839	0.358078	0.289637	0.197445	0.154839	0.358078	
11000	0.879386	1	0.291862	0.208403	0.193144	0.306591	0.291862	0.208403	0.193144	0.306591	0.291862	0.208403	0.193144	0.306591	0.291862	0.208403	0.193144	0.306591	
12000	0.879386	1	0.277839	0.210298	0.196971	0.314892	0.277839	0.210298	0.196971	0.314892	0.277839	0.210298	0.196971	0.314892	0.277839	0.210298	0.196971	0.314892	
13000	0.879386	1	0.292453	0.212358	0.182719	0.312470	0.292453	0.212358	0.182719	0.312470	0.292453	0.212358	0.182719	0.312470	0.292453	0.212358	0.182719	0.312470	
14000	0.879386	1	0.278949	0.217921	0.180061	0.323069	0.278949	0.217921	0.180061	0.323069	0.278949	0.217921	0.180061	0.323069	0.278949	0.217921	0.180061	0.323069	
15000	0.879386	1	0.295235	0.214950	0.192619	0.297196	0.295235	0.214950	0.192619	0.297196	0.295235	0.214950	0.192619	0.297196	0.295235	0.214950	0.192619	0.297196	
16000	0.879386	1	0.296681	0.217613	0.190710	0.294995	0.296681	0.217613	0.190710	0.294995	0.296681	0.217613	0.190710	0.294995	0.296681	0.217613	0.190710	0.294995	
17000	0.879386	1	0.290861	0.200062	0.194115	0.314962	0.290861	0.200062	0.194115	0.314962	0.290861	0.200062	0.194115	0.314962	0.290861	0.200062	0.194115	0.314962	
18000	0.879386	1	0.278790	0.231244	0.188234	0.301733	0.278790	0.231244	0.188234	0.301733	0.278790	0.231244	0.188234	0.301733	0.278790	0.231244	0.188234	0.301733	
19000	0.879386	1	0.273196	0.206960	0.179064	0.340780	0.273196	0.206960	0.179064	0.340780	0.273196	0.206960	0.179064	0.340780	0.273196	0.206960	0.179064	0.340780	
20000	0.879386	1	0.286911	0.208530	0.199915	0.304645	0.286911	0.208530	0.199915	0.304645	0.286911	0.208530	0.199915	0.304645	0.286911	0.208530	0.199915	0.304645	
21000	0.879386	1	0.292350	0.206056	0.183606	0.317988	0.292350	0.206056	0.183606	0.317988	0.292350	0.206056	0.183606	0.317988	0.292350	0.206056	0.183606	0.317988	
22000	0.879386	2	0.249848	0.212759	0.182659	0.354735	0.249848	0.212759	0.182659	0.354735	0.290285	0.179060	0.132229	0.398426	0.290285	0.179060	0.132229	0.398426	
23000	0.879386	1	0.304975	0.215284	0.175548	0.304193	0.304975	0.215284	0.175548	0.304193	0.304975	0.215284	0.175548	0.304193	0.304975	0.215284	0.175548	0.304193	
24000	0.879386	2	0.252616	0.255347	0.189308	0.302729	0.252616	0.255347	0.189308	0.302729	0.315641	0.163559	0.133112	0.387687	0.315641	0.163559	0.133112	0.387687	
25000	0.879386	1	0.262269	0.214941	0.206892	0.315898	0.262269	0.214941	0.206892	0.315898	0.262269	0.214941	0.206892	0.315898	0.262269	0.214941	0.206892	0.315898	
26000	0.879386	2	0.289871	0.240174	0.203366	0.266589	0.289871	0.240174	0.203366	0.266589	0.377318	0.136705	0.141994	0.343983	0.377318	0.136705	0.141994	0.343983	
27000	0.879386	1	0.313617	0.205695	0.186555	0.294133	0.313617	0.205695	0.186555	0.294133	0.313617	0.205695	0.186555	0.294133	0.313617	0.205695	0.186555	0.294133	
28000	0.879386	2	0.268178	0.226698	0.185473	0.319651	0.268178	0.226698	0.185473	0.319651	0.337124	0.197521	0.145366	0.319988	0.337124	0.197521	0.145366	0.319988	
29000	0.879386	1	0.284901	0.197059	0.201190	0.316850	0.284901	0.197059	0.201190	0.316850	0.284901	0.197059	0.201190	0.316850	0.284901	0.197059	0.201190	0.316850	
30000	0.879386	1	0.285612	0.197781	0.188648	0.327959	0.285612	0.197781	0.188648	0.327959	0.285612	0.197781	0.188648	0.327959	0.285612	0.197781	0.188648	0.327959	
31000	0.879386	2	0.291424	0.212318	0.199429	0.296828	0.291424	0.212318	0.199429	0.296828	0.291424	0.212318	0.199429	0.296828	0.390312	0.130666	0.160779	0.318243	
32000	0.879386	1	0.299673	0.192657	0.185466	0.322204	0.299673	0.192657	0.185466	0.322204	0.299673	0.192657	0.185466	0.322204	0.299673	0.192657	0.185466	0.322204	
33000	0.879386	1	0.277555	0.203006	0.196792	0.322646	0.277555	0.203006	0.196792	0.322646	0.277555	0.203006	0.196792	0.322646	0.277555	0.203006	0.196792	0.322646	
34000	0.879386	1	0.279431	0.198371	0.202854	0.319344	0.279431	0.198371	0.202854	0.319344	0.279431	0.198371	0.202854	0.319344	0.279431	0.198371	0.202854	0.319344	
35000	0.879386	2	0.308461	0.216110	0.194588	0.280841	0.298886	0.207446	0.184420	0.309248	0.298886	0.207446	0.184420	0.309248	0.298886	0.207446	0.184420	0.309248	
36000	0.879386	1	0.297306	0.188579	0.197393	0.316722	0.297306	0.188579	0.197393	0.316722	0.297306	0.188579	0.197393	0.316722	0.297306	0.188579	0.197393	0.316722	
37000	0.879386	1	0.280764	0.208081	0.192645	0.318509	0.280764	0.208081	0.192645	0.318509	0.280764	0.208081	0.192645	0.318509	0.280764	0.208081	0.192645	0.318509	
38000	0.879386	1	0.284546	0.203999	0.188735	0.322720	0.284546	0.203999	0.188735	0.322720	0.284546	0.203999	0.188735	0.322720	0.284546	0.203999	0.188735	0.322720	
39000	0.879386	1	0.269716	0.222122	0.197733	0.310429	0.269716	0.222122	0.197733	0.310429	0.269716	0.222122	0.197733	0.310429	0.269716	0.222122	0.197733	0.310429	
40000	0.879386	1	0.277241	0.214411	0.198308	0.310041	0.277241	0.214411	0.198308	0.310041	0.277241	0.214411	0.198308	0.310041	0.277241	0.214411	0.198308	0.310041	
41000	0.879386	1	0.300209	0.190868	0.159192	0.349731	0.300209	0.190868	0.159192	0.349731	0.300209	0.190868	0.159192	0.349731	0.300209	0.190868	0.159192	0.349731	
42000	0.879386	1	0.304824	0.189988	0.182416	0.322773	0.304824	0.189988	0.182416	0.322773	0.304824	0.189988	0.182416	0.322773	0.304824	0.189988	0.182416	0.322773	
43000	0.879386	1	0.280109	0.217502	0.183698	0.318691	0.280109	0.217502	0.183698	0.318691	0.280109	0.217502	0.183698	0.318691	0.280109	0.217502	0.183698	0.318691	
44000	0.879386	1	0.275494	0.208702	0.181289	0.334514	0.275494	0.208702	0.181289	0.334514	0.275494	0.208702	0.181289	0.334514	0.275494	0.208702	0.181289	0.334514	
45000	0.879386	2	0.272401	0.220206	0.190552	0.316841	0.272401	0.220206	0.190552	0.316841	0.300908	0.192081	0.146315	0.360695	0.300908	0.192081	0.146315	0.360695	
46000	0.879386	1	0.302574	0.214959	0.200555	0.281913	0.302574	0.214959	0.200555	0.281913	0.302574	0.214959	0.200555	0.281913	0.302574	0.214959	0.200555	0.281913	
47000	0.879386	1	0.283245	0.186736	0.195957	0.334062	0.283245	0.186736	0.195957	0.334062	0.283245	0.186736	0.195957	0.334062	0.283245	0.186736	0.195957	0.334062	
48000	0.879386	1	0.281097	0.200797	0.180345	0.337761	0.281097	0.200797	0.180345	0.337761	0.281097	0.200797	0.180345	0.337761	0.281097	0.200797	0.180345	0.337761	
49000	0.879386	1	0.269404	0.211610	0.204775	0.314211	0.269404	0.211610	0.204775	0.314211	0.269404	0.211610	0.204775	0.314211	0.269404	0.211610	0.204775	0.314211	
50000	0.879386	1	0.287374	0.214524	0.180012	0.318090	0.287374	0.214524	0.180012	0.318090	0.287374	0.214524	0.180012	0.318090	0.287374	0.214524	0.180012	0.318090	
51000	0.879386	1	0.293474	0.205372	0.203078	0.298076	0.293474	0.205372	0.203078	0.298076	0.293474	0.205372	0.203078	0.298076	0.293474	0.205372	0.203078	0.298076	
52000	0.879386	1	0.309379	0.204506	0.195168	0.290947	0.309379	0.204506	0.195168	0.290947	0.309379	0.204506	0.195168	0.290947	0.309379	0.204506	0.195168	0.290947	
53000	0.879386	2	0.232292	0.258949	0.268204	0.240556	0.293764	0.196729	0.174329	0.335178	0.293764	0.196729	0.174329	0.335178	0.293764	0.196729	0.174329	0.335178	
54000	0.879386	1	0.308064	0.196877	0.183910	0.311150	0.308064	0.196877	0.183910	0.311150	0.308064	0.196877	0.183910	0.311150	0.308064	0.196877	0.183910	0.311150	
55000	0.879386	1	0.298336	0.196194	0.203291	0.302179	0.298336	0.196194	0.203291	0.302179	0.298336	0.196194	0.203291	0.302179	0.298336	0.196194	0.203291	0.302179	
56000	0.879386	1	0.291367	0.198836	0.202593	0.307203	0.291367	0.198836	0.202593	0.307203	0.291367	0.198836	0.202593	0.307203	0.291367	0.198836	0.202593	0.307203	
57000	0.879386	1	0.284940	0.221862	0.180807	0.312391	0.284940	0.221862	0.180807	0.312391	0.284940	0.221862	0.180807	0.312391	0.284940	0.221862	0.180807	0.312391	
58000	0.879386	1	0.283961	0.218948	0.191958	0.305134	0.283961	0.218948	0.191958	0.305134	0.283961	0.218948	0.191958	0.305134	0.283961	0.218948	0.191958	0.305134	
59000	0.879386	1	0.292003	0.216095	0.195455	0.296447	0.292003	0.216095	0.195455	0.296447	0.292003	0.216095	0.195455	0.296447	0.292003	0.216095	0.195455	0.296447	
60000	0.879386	2	0.250874	0.206541	0.234703	0.307882	0.250874	0.206541	0.234703	0.307882	0.320908	0.176560	0.140355	0.362178	0.320908	0.176560	0.140355	0.362178	
61000	0.879386	1	0.290526	0.185623	0.191817	0.332033	0.290526	0.185623	0.191817	0.332033	0.290526	0.185623	0.191817	0.332033	0.290526	0.185623	0.191817	0.332033	
62000	0.879386	1	0.294273	0.205590	0.191953	0.308185	0.294273	0.205590	0.191953	0.308185	0.294273	0.205590	0.191953	0.308185	0.294273	0.205590	0.191953	0.308185	
63000	0.879386	1	0.286743	0.211792	0.194906	0.306560	0.286743	0.211792	0.194906	0.306560	0.286743	0.211792	0.194906	0.306560	0.286743	0.211792	0.194906	0.306560	
64000	0.879386	1	0.288569	0.213725	0.186335	0.311372	0.288569	0.213725	0.186335	0.311372	0.288569	0.213725	0.186335	0.311372	0.288569	0.213725	0.186335	0.311372	
65000	0.879386	1	0.297973	0.208159	0.200032	0.293836	0.297973	0.208159	0.200032	0.293836	0.297973	0.208159	0.200032	0.293836	0.297973	0.208159	0.200032	0.293836	
66000	0.879386	1	0.280427	0.198110	0.198086	0.323378	0.280427	0.198110	0.198086	0.323378	0.280427	0.198110	0.198086	0.323378	0.280427	0.198110	0.198086	0.323378	
67000	0.879386	1	0.284605	0.199518	0.195072	0.320805	0.284605	0.199518	0.195072	0.320805	0.284605	0.199518	0.195072	0.320805	0.284605	0.199518	0.195072	0.320805	
68000	0.879386	1	0.298737	0.199305	0.180388	0.321570	0.298737	0.199305	0.180388	0.321570	0.298737	0.199305	0.180388	0.321570	0.298737	0.199305	0.180388	0.321570	
69000	0.879386	1	0.282183	0.208811	0.197972	0.311034	0.282183	0.208811	0.197972	0.311034	0.282183	0.208811	0.197972	0.311034	0.282183	0.208811	0.197972	0.311034	
70000	0.879386	1	0.319507	0.208515	0.164427	0.307550	0.319507	0.208515	0.164427	0.307550	0.319507	0.208515	0.164427	0.307550	0.319507	0.208515	0.164427	0.307550	
71000	0.879386	2	0.281547	0.235744	0.192556	0.290153	0.281547	0.235744	0.192556	0.290153	0.281547	0.235744	0.192556	0.290153	0.267744	0.178995	0.137914	0.415348	
72000	0.879386	1	0.271896	0.212081	0.207166	0.308857	0.271896	0.212081	0.207166	0.308857	0.271896	0.212081	0.207166	0.308857	0.271896	0.212081	0.207166	0.308857	
73000	0.879386	2	0.266029	0.274796	0.259357	0.199818	0.301433	0.207744	0.175741	0.315082	0.301433	0.207744	0.175741	0.315082	0.301433	0.207744	0.175741	0.315082	
74000	0.879386	1	0.276573	0.208366	0.191639	0.323422	0.276573	0.208366	0.191639	0.323422	0.276573	0.208366	0.191639	0.323422	0.276573	0.208366	0.191639	0.323422	
75000	0.879386	2	0.218852	0.208252	0.280792	0.292103	0.278035	0.201198	0.201025	0.319743	0.278035	0.201198	0.201025	0.319743	0.278035	0.201198	0.201025	0.319743	
76000	0.879386	1	0.279744	0.216146	0.168081	0.336029	0.279744	0.216146	0.168081	0.336029	0.279744	0.216146	0.168081	0.336029	0.279744	0.216146	0.168081	0.336029	
77000	0.879386	1	0.269536	0.211297	0.201830	0.317336	0.269536	0.211297	0.201830	0.317336	0.269536	0.211297	0.201830	0.317336	0.269536	0.211297	0.201830	0.317336	
78000	0.879386	1	0.292673	0.184114	0.200708	0.322505	0.292673	0.184114	0.200708	0.322505	0.292673	0.184114	0.200708	0.322505	0.292673	0.184114	0.200708	0.322505	
79000	0.879386	1	0.297147	0.202404	0.200013	0.300436	0.297147	0.202404	0.200013	0.300436	0.297147	0.202404	0.200013	0.300436	0.297147	0.202404	0.200013	0.300436	
80000	0.879386	2	0.265408	0.261446	0.206327	0.266819	0.265408	0.261446	0.206327	0.266819	0.295438	0.171343	0.128713	0.404506	0.295438	0.171343	0.128713	0.404506	
81000	0.879386	2	0.274543	0.211818	0.201618	0.312021	0.274543	0.211818	0.201618	0.312021	0.331859	0.181999	0.154230	0.331911	0.331859	0.181999	0.154230	0.331911	
82000	0.879386	1	0.287800	0.196656	0.208269	0.307274	0.287800	0.196656	0.208269	0.307274	0.287800	0.196656	0.208269	0.307274	0.287800	0.196656	0.208269	0.307274	
83000	0.879386	1	0.277872	0.214714	0.201345	0.306070	0.277872	0.214714	0.201345	0.306070	0.277872	0.214714	0.201345	0.306070	0.277872	0.214714	0.201345	0.306070	
84000	0.879386	1	0.281128	0.222639	0.167322	0.328911	0.281128	0.222639	0.167322	0.328911	0.281128	0.222639	0.167322	0.328911	0.281128	0.222639	0.167322	0.328911	
85000	0.879386	1	0.305439	0.206087	0.196995	0.291478	0.305439	0.206087	0.196995	0.291478	0.305439	0.206087	0.196995	0.291478	0.305439	0.206087	0.196995	0.291478	
86000	0.879386	1	0.291413	0.194857	0.223306	0.290424	0.291413	0.194857	0.223306	0.290424	0.291413	0.194857	0.223306	0.290424	0.291413	0.194857	0.223306	0.290424	
87000	0.879386	1	0.303072	0.192513	0.206742	0.297673	0.303072	0.192513	0.206742	0.297673	0.303072	0.192513	0.206742	0.297673	0.303072	0.192513	0.206742	0.297673	
88000	0.879386	1	0.310247	0.228131	0.137260	0.324362	0.310247	0.228131	0.137260	0.324362	0.310247	0.228131	0.137260	0.324362	0.310247	0.228131	0.137260	0.324362	
89000	0.879386	1	0.298563	0.210415	0.182195	0.308827	0.298563	0.210415	0.182195	0.308827	0.298563	0.210415	0.182195	0.308827	0.298563	0.210415	0.182195	0.308827	
90000	0.879386	1	0.275954	0.216455	0.185778	0.321814	0.275954	0.216455	0.185778	0.321814	0.275954	0.216455	0.185778	0.321814	0.275954	0.216455	0.185778	0.321814	
91000	0.879386	1	0.279826	0.223992	0.197926	0.298256	0.279826	0.223992	0.197926	0.298256	0.279826	0.223992	0.197926	0.298256	0.279826	0.223992	0.197926	0.298256	
92000	0.879386	1	0.279808	0.211500	0.181399	0.327293	0.279808	0.211500	0.181399	0.327293	0.279808	0.211500	0.181399	0.327293	0.279808	0.211500	0.181399	0.327293	
93000	0.879386	1	0.272035	0.199212	0.201922	0.326831	0.272035	0.199212	0.201922	0.326831	0.272035	0.199212	0.201922	0.326831	0.272035	0.199212	0.201922	0.326831	
94000	0.879386	2	0.233656	0.275626	0.205612	0.285106	0.283980	0.199633	0.201844	0.314543	0.283980	0.199633	0.201844	0.314543	0.283980	0.199633	0.201844	0.314543	
95000	0.879386	1	0.317704	0.196777	0.187908	0.297612	0.317704	0.196777	0.187908	0.297612	0.317704	0.196777	0.187908	0.297612	0.317704	0.196777	0.187908	0.297612	
96000	0.879386	1	0.299132	0.202232	0.193546	0.305090	0.299132	0.202232	0.193546	0.305090	0.299132	0.202232	0.193546	0.305090	0.299132	0.202232	0.193546	0.305090	
97000	0.879386	1	0.280317	0.226299	0.196069	0.297316	0.280317	0.226299	0.196069	0.297316	0.280317	0.226299	0.196069	0.297316	0.280317	0.226299	0.196069	0.297316	
98000	0.879386	1	0.293109	0.214755	0.185171	0.306965	0.293109	0.214755	0.185171	0.306965	0.293109	0.214755	0.185171	0.306965	0.293109	0.214755	0.185171	0.306965	
99000	0.879386	1	0.298556	0.203490	0.189127	0.308827	0.298556	0.203490	0.189127	0.308827	0.298556	0.203490	0.189127	0.308827	0.298556	0.203490	0.189127	0.308827	
100000	0.879386	1	0.262332	0.193760	0.161741	0.382167	0.262332	0.193760	0.161741	0.382167	0.262332	0.193760	0.161741	0.382167	0.262332	0.193760	0.161741	0.382167	
101000	0.879386	1	0.274410	0.213618	0.193719	0.318253	0.274410	0.213618	0.193719	0.318253	0.274410	0.213618	0.193719	0.318253	0.274410	0.213618	0.193719	0.318253	
102000	0.879386	1	0.287301	0.212706	0.185652	0.314341	0.287301	0.212706	0.185652	0.314341	0.287301	0.212706	0.185652	0.314341	0.287301	0.212706	0.185652	0.314341	
103000	0.879386	1	0.287301	0.212706	0.185652	0.314341	0.287301	0.212706	0.185652	0.314341	0.287301	0.212706	0.185652	0.314341	0.287301	0.212706	0.185652	0.314341	
104000	0.879386	1	0.289424	0.188192	0.194621	0.327762	0.289424	0.188192	0.194621	0.327762	0.289424	0.188192	0.194621	0.327762	0.289424	0.188192	0.194621	0.327762	
105000	0.879386	2	0.302525	0.205183	0.194545	0.297747	0.302525	0.205183	0.194545	0.297747	0.330099	0.190587	0.132114	0.347200	0.330099	0.190587	0.132114	0.347200	
106000	0.879386	1	0.287569	0.210834	0.178695	0.322902	0.287569	0.210834	0.178695	0.322902	0.287569	0.210834	0.178695	0.322902	0.287569	0.210834	0.178695	0.322902	
107000	0.879386	1	0.293419	0.197811	0.182087	0.326683	0.293419	0.197811	0.182087	0.326683	0.293419	0.197811	0.182087	0.326683	0.293419	0.197811	0.182087	0.326683	
108000	0.879386	1	0.289161	0.208542	0.192811	0.309487	0.289161	0.208542	0.192811	0.309487	0.289161	0.208542	0.192811	0.309487	0.289161	0.208542	0.192811	0.309487	
109000	0.879386	1	0.317485	0.215550	0.163710	0.303255	0.317485	0.215550	0.163710	0.303255	0.317485	0.215550	0.163710	0.303255	0.317485	0.215550	0.163710	0.303255	
110000	0.879386	1	0.301223	0.196381	0.188141	0.314255	0.301223	0.196381	0.188141	0.314255	0.301223	0.196381	0.188141	0.314255	0.301223	0.196381	0.188141	0.314255	
111000	0.879386	1	0.295637	0.209851	0.196530	0.297982	0.295637	0.209851	0.196530	0.297982	0.295637	0.209851	0.196530	0.297982	0.295637	0.209851	0.196530	0.297982	
112000	0.879386	2	0.262749	0.215110	0.239080	0.283061	0.262749	0.215110	0.239080	0.283061	0.345891	0.154777	0.146288	0.353044	0.345891	0.154777	0.146288	0.353044	
113000	0.879386	1	0.301619	0.218709	0.165083	0.314590	0.301619	0.218709	0.165083	0.314590	0.301619	0.218709	0.165083	0.314590	0.301619	0.218709	0.165083	0.314590	
114000	0.879386	1	0.300711	0.208922	0.180758	0.309609	0.300711	0.208922	0.180758	0.309609	0.300711	0.208922	0.180758	0.309609	0.300711	0.208922	0.180758	0.309609	
115000	0.879386	1	0.300711	0.208922	0.180758	0.309609	0.300711	0.208922	0.180758	0.309609	0.300711	0.208922	0.180758	0.309609	0.300711	0.208922	0.180758	0.309609	
116000	0.879386	1	0.325972	0.201555	0.173518	0.298955	0.325972	0.201555	0.173518	0.298955	0.325972	0.201555	0.173518	0.298955	0.325972	0.201555	0.173518	0.298955	
117000	0.879386	1	0.309519	0.191719	0.151321	0.347442	0.309519	0.191719	0.151321	0.347442	0.309519	0.191719	0.151321	0.347442	0.309519	0.191719	0.151321	0.347442	
118000	0.879386	1	0.283278	0.206701	0.186373	0.323648	0.283278	0.206701	0.186373	0.323648	0.283278	0.206701	0.186373	0.323648	0.283278	0.206701	0.186373	0.323648	
119000	0.879386	1	0.289470	0.214290	0.184177	0.312062	0.289470	0.214290	0.184177	0.312062	0.289470	0.214290	0.184177	0.312062	0.289470	0.214290	0.184177	0.312062	
120000	0.879386	2	0.266899	0.205096	0.214754	0.313252	0.266899	0.205096	0.214754	0.313252	0.332772	0.194289	0.141805	0.331135	0.332772	0.194289	0.141805	0.331135	
121000	0.879386	1	0.299649	0.197954	0.182081	0.320316	0.299649	0.197954	0.182081	0.320316	0.299649	0.197954	0.182081	0.320316	0.299649	0.197954	0.182081	0.320316	
122000	0.879386	1	0.299494	0.208224	0.195997	0.296285	0.299494	0.208224	0.195997	0.296285	0.299494	0.208224	0.195997	0.296285	0.299494	0.208224	0.195997	0.296285	
123000	0.879386	2	0.254595	0.226103	0.220910	0.298391	0.254595	0.226103	0.220910	0.298391	0.301965	0.166704	0.152384	0.378947	0.301965	0.166704	0.152384	0.378947	
124000	0.879386	1	0.282507	0.195027	0.188300	0.334166	0.282507	0.195027	0.188300	0.334166	0.282507	0.195027	0.188300	0.334166	0.282507	0.195027	0.188300	0.334166	
125000	0.879386	2	0.261225	0.228441	0.182854	0.327480	0.261225	0.228441	0.182854	0.327480	0.325133	0.180853	0.164237	0.329778	0.325133	0.180853	0.164237	0.329778	
126000	0.879386	1	0.291559	0.211485	0.167174	0.329782	0.291559	0.211485	0.167174	0.329782	0.291559	0.211485	0.167174	0.329782	0.291559	0.211485	0.167174	0.329782	
127000	0.879386	1	0.303041	0.211920	0.175107	0.309932	0.303041	0.211920	0.175107	0.309932	0.303041	0.211920	0.175107	0.309932	0.303041	0.211920	0.175107	0.309932	
128000	0.879386	1	0.294264	0.207961	0.195689	0.302086	0.294264	0.207961	0.195689	0.302086	0.294264	0.207961	0.195689	0.302086	0.294264	0.207961	0.195689	0.302086	
129000	0.879386	1	0.282004	0.213584	0.190668	0.313745	0.282004	0.213584	0.190668	0.313745	0.282004	0.213584	0.190668	0.313745	0.282004	0.213584	0.190668	0.313745	
130000	0.879386	1	0.337123	0.153559	0.164016	0.345303	0.337123	0.153559	0.164016	0.345303	0.337123	0.153559	0.164016	0.345303	0.337123	0.153559	0.164016	0.345303	
131000	0.879386	1	0.298155	0.220608	0.178502	0.302735	0.298155	0.220608	0.178502	0.302735	0.298155	0.220608	0.178502	0.302735	0.298155	0.220608	0.178502	0.302735	
132000	0.879386	1	0.291945	0.212027	0.183422	0.312606	0.291945	0.212027	0.183422	0.312606	0.291945	0.212027	0.183422	0.312606	0.291945	0.212027	0.183422	0.312606	
133000	0.879386	1	0.296758	0.203498	0.188699	0.311045	0.296758	0.203498	0.188699	0.311045	0.296758	0.203498	0.188699	0.311045	0.296758	0.203498	0.188699	0.311045	
134000	0.879386	1	0.302564	0.207944	0.184343	0.305149	0.302564	0.207944	0.184343	0.305149	0.302564	0.207944	0.184343	0.305149	0.302564	0.207944	0.184343	0.305149	
135000	0.879386	1	0.314232	0.189997	0.171100	0.324672	0.314232	0.189997	0.171100	0.324672	0.314232	0.189997	0.171100	0.324672	0.314232	0.189997	0.171100	0.324672	
136000	0.879386	2	0.297229	0.211258	0.205518	0.285995	0.297229	0.211258	0.205518	0.285995	0.358884	0.193430	0.117932	0.329754	0.358884	0.193430	0.117932	0.329754	
137000	0.879386	1	0.319195	0.197255	0.198842	0.284707	0.319195	0.197255	0.198842	0.284707	0.319195	0.197255	0.198842	0.284707	0.319195	0.197255	0.198842	0.284707	
138000	0.879386	1	0.321298	0.184157	0.164092	0.330453	0.321298	0.184157	0.164092	0.330453	0.321298	0.184157	0.164092	0.330453	0.321298	0.184157	0.164092	0.330453	
139000	0.879386	2	0.279249	0.217262	0.198593	0.304896	0.279249	0.217262	0.198593	0.304896	0.279249	0.217262	0.198593	0.304896	0.316966	0.145945	0.174061	0.363028	
140000	0.879386	1	0.305545	0.189015	0.191206	0.314234	0.305545	0.189015	0.191206	0.314234	0.305545	0.189015	0.191206	0.314234	0.305545	0.189015	0.191206	0.314234	
141000	0.879386	1	0.275799	0.212337	0.190247	0.321617	0.275799	0.212337	0.190247	0.321617	0.275799	0.212337	0.190247	0.321617	0.275799	0.212337	0.190247	0.321617	
142000	0.879386	1	0.275625	0.218588	0.188499	0.317287	0.275625	0.218588	0.188499	0.317287	0.275625	0.218588	0.188499	0.317287	0.275625	0.218588	0.188499	0.317287	
143000	0.879386	1	0.292135	0.203162	0.193230	0.311472	0.292135	0.203162	0.193230	0.311472	0.292135	0.203162	0.193230	0.311472	0.292135	0.203162	0.193230	0.311472	
144000	0.879386	2	0.331347	0.275680	0.169986	0.222987	0.283698	0.212262	0.199950	0.304090	0.283698	0.212262	0.199950	0.304090	0.283698	0.212262	0.199950	0.304090	
145000	0.879386	1	0.291087	0.201633	0.193186	0.314095	0.291087	0.201633	0.193186	0.314095	0.291087	0.201633	0.193186	0.314095	0.291087	0.201633	0.193186	0.314095	
146000	0.879386	1	0.297085	0.210210	0.197067	0.295638	0.297085	0.210210	0.197067	0.295638	0.297085	0.210210	0.197067	0.295638	0.297085	0.210210	0.197067	0.295638	
147000	0.879386	1	0.285918	0.203411	0.192495	0.318176	0.285918	0.203411	0.192495	0.318176	0.285918	0.203411	0.192495	0.318176	0.285918	0.203411	0.192495	0.318176	
148000	0.879386	2	0.274146	0.301017	0.252092	0.172745	0.309070	0.168831	0.181766	0.340333	0.309070	0.168831	0.181766	0.340333	0.309070	0.168831	0.181766	0.340333	
149000	0.879386	1	0.290383	0.210658	0.186119	0.312840	0.290383	0.210658	0.186119	0.312840	0.290383	0.210658	0.186119	0.312840	0.290383	0.210658	0.186119	0.312840	
150000	0.879386	1	0.311135	0.184531	0.184937	0.319397	0.311135	0.184531	0.184937	0.319397	0.311135	0.184531	0.184937	0.319397	0.311135	0.184531	0.184937	0.319397	
151000	0.879386	1	0.300442	0.195045	0.185754	0.318759	0.300442	0.195045	0.185754	0.318759	0.300442	0.195045	0.185754	0.318759	0.300442	0.195045	0.185754	0.318759	
152000	0.879386	1	0.322709	0.211382	0.162443	0.303466	0.322709	0.211382	0.162443	0.303466	0.322709	0.211382	0.162443	0.303466	0.322709	0.211382	0.162443	0.303466	
