Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	0.092720	3	0.097995	0.406220	0.394213	0.101572	0.250065	0.252613	0.252273	0.245049	0.420068	0.098441	0.099887	0.381603	0.097995	0.406220	0.394213	0.101572	0.250065	0.252613	0.252273	0.245049	0.420068	0.098441	0.099887	0.381603	
2000	0.092720	3	0.097995	0.406220	0.394213	0.101572	0.237943	0.253540	0.247789	0.260728	0.412827	0.097382	0.099600	0.390192	0.097995	0.406220	0.394213	0.101572	0.237943	0.253540	0.247789	0.260728	0.412827	0.097382	0.099600	0.390192	
3000	0.092720	3	0.097995	0.406220	0.394213	0.101572	0.238377	0.260679	0.236529	0.264415	0.412827	0.097382	0.099600	0.390192	0.097995	0.406220	0.394213	0.101572	0.238377	0.260679	0.236529	0.264415	0.412827	0.097382	0.099600	0.390192	
4000	0.092720	3	0.096123	0.417530	0.392279	0.094067	0.249986	0.246164	0.228703	0.275147	0.412827	0.097382	0.099600	0.390192	0.096123	0.417530	0.392279	0.094067	0.249986	0.246164	0.228703	0.275147	0.412827	0.097382	0.099600	0.390192	
5000	0.092720	3	0.096607	0.408979	0.386093	0.108321	0.247518	0.247578	0.237589	0.267315	0.404310	0.103008	0.100100	0.392582	0.096607	0.408979	0.386093	0.108321	0.247518	0.247578	0.237589	0.267315	0.404310	0.103008	0.100100	0.392582	
6000	0.092720	3	0.103895	0.404312	0.388763	0.103030	0.229598	0.257882	0.247909	0.264610	0.399400	0.100211	0.100079	0.400310	0.103895	0.404312	0.388763	0.103030	0.229598	0.257882	0.247909	0.264610	0.399400	0.100211	0.100079	0.400310	
7000	0.092720	3	0.099187	0.406478	0.394714	0.099621	0.242694	0.261175	0.233965	0.262167	0.399400	0.100211	0.100079	0.400310	0.099187	0.406478	0.394714	0.099621	0.242694	0.261175	0.233965	0.262167	0.399400	0.100211	0.100079	0.400310	
8000	0.092720	3	0.097493	0.404897	0.400558	0.097052	0.242694	0.261175	0.233965	0.262167	0.399400	0.100211	0.100079	0.400310	0.097493	0.404897	0.400558	0.097052	0.242694	0.261175	0.233965	0.262167	0.399400	0.100211	0.100079	0.400310	
9000	0.092720	3	0.100245	0.402831	0.392940	0.103984	0.253055	0.251853	0.238582	0.256510	0.399400	0.100211	0.100079	0.400310	0.100245	0.402831	0.392940	0.103984	0.253055	0.251853	0.238582	0.256510	0.399400	0.100211	0.100079	0.400310	
10000	0.092720	3	0.100245	0.402831	0.392940	0.103984	0.256758	0.254896	0.236583	0.251763	0.399400	0.100211	0.100079	0.400310	0.100245	0.402831	0.392940	0.103984	0.256758	0.254896	0.236583	0.251763	0.399400	0.100211	0.100079	0.400310	
