Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	0.092720	3	0.108968	0.378630	0.399091	0.113310	0.225653	0.269448	0.241297	0.263602	0.394929	0.108717	0.095164	0.401189	0.108968	0.378630	0.399091	0.113310	0.225653	0.269448	0.241297	0.263602	0.394929	0.108717	0.095164	0.401189	
2000	0.092720	3	0.101717	0.403685	0.387923	0.106675	0.244949	0.253108	0.244674	0.257269	0.394929	0.108717	0.095164	0.401189	0.101717	0.403685	0.387923	0.106675	0.244949	0.253108	0.244674	0.257269	0.394929	0.108717	0.095164	0.401189	
3000	0.092720	3	0.101717	0.403685	0.387923	0.106675	0.247262	0.252873	0.243769	0.256097	0.394929	0.108717	0.095164	0.401189	0.101717	0.403685	0.387923	0.106675	0.247262	0.252873	0.243769	0.256097	0.394929	0.108717	0.095164	0.401189	
4000	0.092720	3	0.101717	0.403685	0.387923	0.106675	0.242804	0.259775	0.229545	0.267876	0.394929	0.108717	0.095164	0.401189	0.101717	0.403685	0.387923	0.106675	0.242804	0.259775	0.229545	0.267876	0.394929	0.108717	0.095164	0.401189	
5000	0.092720	3	0.101717	0.403685	0.387923	0.106675	0.251953	0.255830	0.235991	0.256226	0.394929	0.108717	0.095164	0.401189	0.101717	0.403685	0.387923	0.106675	0.251953	0.255830	0.235991	0.256226	0.394929	0.108717	0.095164	0.401189	
6000	0.092720	3	0.099916	0.390551	0.401856	0.107677	0.251953	0.255830	0.235991	0.256226	0.394929	0.108717	0.095164	0.401189	0.099916	0.390551	0.401856	0.107677	0.251953	0.255830	0.235991	0.256226	0.394929	0.108717	0.095164	0.401189	
7000	0.092720	3	0.099916	0.390551	0.401856	0.107677	0.234747	0.249402	0.257786	0.258065	0.392145	0.105058	0.094468	0.408329	0.099916	0.390551	0.401856	0.107677	0.234747	0.249402	0.257786	0.258065	0.392145	0.105058	0.094468	0.408329	
8000	0.092720	3	0.099916	0.390551	0.401856	0.107677	0.245680	0.247430	0.237920	0.268969	0.392145	0.105058	0.094468	0.408329	0.099916	0.390551	0.401856	0.107677	0.245680	0.247430	0.237920	0.268969	0.392145	0.105058	0.094468	0.408329	
9000	0.092720	3	0.099916	0.390551	0.401856	0.107677	0.254386	0.253577	0.247919	0.244118	0.392145	0.105058	0.094468	0.408329	0.099916	0.390551	0.401856	0.107677	0.254386	0.253577	0.247919	0.244118	0.392145	0.105058	0.094468	0.408329	
10000	0.092720	3	0.099916	0.390551	0.401856	0.107677	0.243235	0.262136	0.237714	0.256915	0.392145	0.105058	0.094468	0.408329	0.099916	0.390551	0.401856	0.107677	0.243235	0.262136	0.237714	0.256915	0.392145	0.105058	0.094468	0.408329	
11000	0.092720	3	0.101858	0.394169	0.396960	0.107013	0.252342	0.254295	0.242193	0.251170	0.392145	0.105058	0.094468	0.408329	0.101858	0.394169	0.396960	0.107013	0.252342	0.254295	0.242193	0.251170	0.392145	0.105058	0.094468	0.408329	
12000	0.092720	3	0.101540	0.385924	0.400810	0.111725	0.240665	0.256200	0.248832	0.254303	0.392145	0.105058	0.094468	0.408329	0.101540	0.385924	0.400810	0.111725	0.240665	0.256200	0.248832	0.254303	0.392145	0.105058	0.094468	0.408329	
13000	0.092720	3	0.096799	0.398737	0.400427	0.104036	0.240665	0.256200	0.248832	0.254303	0.392145	0.105058	0.094468	0.408329	0.096799	0.398737	0.400427	0.104036	0.240665	0.256200	0.248832	0.254303	0.392145	0.105058	0.094468	0.408329	
14000	0.092720	3	0.096799	0.398737	0.400427	0.104036	0.251391	0.259326	0.234326	0.254957	0.392593	0.106378	0.097789	0.403239	0.096799	0.398737	0.400427	0.104036	0.251391	0.259326	0.234326	0.254957	0.392593	0.106378	0.097789	0.403239	
15000	0.092720	3	0.100904	0.392036	0.405548	0.101513	0.244590	0.254600	0.250544	0.250266	0.392593	0.106378	0.097789	0.403239	0.100904	0.392036	0.405548	0.101513	0.244590	0.254600	0.250544	0.250266	0.392593	0.106378	0.097789	0.403239	
16000	0.092720	3	0.101442	0.386865	0.411162	0.100530	0.245709	0.260258	0.238154	0.255878	0.392593	0.106378	0.097789	0.403239	0.101442	0.386865	0.411162	0.100530	0.245709	0.260258	0.238154	0.255878	0.392593	0.106378	0.097789	0.403239	
17000	0.092720	3	0.102041	0.388589	0.402889	0.106480	0.243706	0.253487	0.244099	0.258708	0.392593	0.106378	0.097789	0.403239	0.102041	0.388589	0.402889	0.106480	0.243706	0.253487	0.244099	0.258708	0.392593	0.106378	0.097789	0.403239	
18000	0.092720	3	0.101643	0.389370	0.407427	0.101560	0.244742	0.252892	0.247829	0.254536	0.399809	0.100331	0.099954	0.399907	0.101643	0.389370	0.407427	0.101560	0.244742	0.252892	0.247829	0.254536	0.399809	0.100331	0.099954	0.399907	
19000	0.092720	3	0.100815	0.374085	0.426518	0.098583	0.244519	0.257067	0.239435	0.258979	0.399809	0.100331	0.099954	0.399907	0.100815	0.374085	0.426518	0.098583	0.244519	0.257067	0.239435	0.258979	0.399809	0.100331	0.099954	0.399907	
20000	0.092720	3	0.097261	0.383689	0.417480	0.101570	0.254625	0.241719	0.245528	0.258128	0.399809	0.100331	0.099954	0.399907	0.097261	0.383689	0.417480	0.101570	0.254625	0.241719	0.245528	0.258128	0.399809	0.100331	0.099954	0.399907	
21000	0.092720	3	0.098697	0.383144	0.412604	0.105555	0.264481	0.247695	0.238118	0.249707	0.395293	0.101590	0.098626	0.404491	0.098697	0.383144	0.412604	0.105555	0.264481	0.247695	0.238118	0.249707	0.395293	0.101590	0.098626	0.404491	
22000	0.092720	3	0.105451	0.397494	0.394180	0.102875	0.241562	0.256891	0.249684	0.251864	0.395293	0.101590	0.098626	0.404491	0.105451	0.397494	0.394180	0.102875	0.241562	0.256891	0.249684	0.251864	0.395293	0.101590	0.098626	0.404491	
23000	0.092720	3	0.100239	0.386065	0.407283	0.106413	0.239755	0.255712	0.249729	0.254804	0.395293	0.101590	0.098626	0.404491	0.100239	0.386065	0.407283	0.106413	0.239755	0.255712	0.249729	0.254804	0.395293	0.101590	0.098626	0.404491	
24000	0.092720	3	0.104225	0.379306	0.407413	0.109057	0.252629	0.250483	0.243431	0.253458	0.395293	0.101590	0.098626	0.404491	0.104225	0.379306	0.407413	0.109057	0.252629	0.250483	0.243431	0.253458	0.395293	0.101590	0.098626	0.404491	
