Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	0.092720	3	0.108828	0.390178	0.401231	0.099764	0.254511	0.252323	0.256724	0.236442	0.420897	0.091343	0.108236	0.379523	0.108828	0.390178	0.401231	0.099764	0.254511	0.252323	0.256724	0.236442	0.420897	0.091343	0.108236	0.379523	
2000	0.092720	3	0.103157	0.392329	0.405759	0.098755	0.237019	0.260157	0.257749	0.245075	0.408590	0.093629	0.097183	0.400598	0.103157	0.392329	0.405759	0.098755	0.237019	0.260157	0.257749	0.245075	0.408590	0.093629	0.097183	0.400598	
3000	0.092720	3	0.101433	0.386972	0.404062	0.107533	0.244286	0.255194	0.239130	0.261390	0.401825	0.090531	0.103590	0.404055	0.101433	0.386972	0.404062	0.107533	0.244286	0.255194	0.239130	0.261390	0.401825	0.090531	0.103590	0.404055	
4000	0.092720	3	0.102716	0.394453	0.400189	0.102643	0.243221	0.261312	0.243191	0.252276	0.401825	0.090531	0.103590	0.404055	0.102716	0.394453	0.400189	0.102643	0.243221	0.261312	0.243191	0.252276	0.401825	0.090531	0.103590	0.404055	
5000	0.092720	3	0.102716	0.394453	0.400189	0.102643	0.233946	0.258235	0.252212	0.255606	0.401825	0.090531	0.103590	0.404055	0.102716	0.394453	0.400189	0.102643	0.233946	0.258235	0.252212	0.255606	0.401825	0.090531	0.103590	0.404055	
6000	0.092720	3	0.109316	0.387749	0.403637	0.099298	0.237087	0.261305	0.246542	0.255066	0.401825	0.090531	0.103590	0.404055	0.109316	0.387749	0.403637	0.099298	0.237087	0.261305	0.246542	0.255066	0.401825	0.090531	0.103590	0.404055	
7000	0.092720	3	0.100221	0.395381	0.401255	0.103143	0.232865	0.261099	0.244222	0.261814	0.401825	0.090531	0.103590	0.404055	0.100221	0.395381	0.401255	0.103143	0.232865	0.261099	0.244222	0.261814	0.401825	0.090531	0.103590	0.404055	
8000	0.092720	3	0.099682	0.394178	0.404476	0.101664	0.239159	0.265865	0.248072	0.246904	0.408135	0.091527	0.105106	0.395231	0.099682	0.394178	0.404476	0.101664	0.239159	0.265865	0.248072	0.246904	0.408135	0.091527	0.105106	0.395231	
9000	0.092720	3	0.104666	0.387653	0.405825	0.101857	0.242733	0.251513	0.247157	0.258597	0.408135	0.091527	0.105106	0.395231	0.104666	0.387653	0.405825	0.101857	0.242733	0.251513	0.247157	0.258597	0.408135	0.091527	0.105106	0.395231	
10000	0.092720	3	0.104666	0.387653	0.405825	0.101857	0.243167	0.256504	0.240565	0.259764	0.408135	0.091527	0.105106	0.395231	0.104666	0.387653	0.405825	0.101857	0.243167	0.256504	0.240565	0.259764	0.408135	0.091527	0.105106	0.395231	
11000	0.092720	3	0.104658	0.397004	0.401902	0.096437	0.232370	0.256387	0.248956	0.262288	0.408135	0.091527	0.105106	0.395231	0.104658	0.397004	0.401902	0.096437	0.232370	0.256387	0.248956	0.262288	0.408135	0.091527	0.105106	0.395231	
12000	0.092720	3	0.104658	0.397004	0.401902	0.096437	0.241492	0.247131	0.244593	0.266784	0.411436	0.090052	0.103546	0.394967	0.104658	0.397004	0.401902	0.096437	0.241492	0.247131	0.244593	0.266784	0.411436	0.090052	0.103546	0.394967	
13000	0.092720	3	0.104658	0.397004	0.401902	0.096437	0.245362	0.259580	0.241553	0.253505	0.411436	0.090052	0.103546	0.394967	0.104658	0.397004	0.401902	0.096437	0.245362	0.259580	0.241553	0.253505	0.411436	0.090052	0.103546	0.394967	
14000	0.092720	3	0.105833	0.393469	0.402438	0.098260	0.236744	0.256046	0.252640	0.254569	0.408647	0.089382	0.101355	0.400616	0.105833	0.393469	0.402438	0.098260	0.236744	0.256046	0.252640	0.254569	0.408647	0.089382	0.101355	0.400616	
15000	0.092720	3	0.103976	0.391822	0.407353	0.096849	0.252897	0.255835	0.240431	0.250837	0.408647	0.089382	0.101355	0.400616	0.103976	0.391822	0.407353	0.096849	0.252897	0.255835	0.240431	0.250837	0.408647	0.089382	0.101355	0.400616	
16000	0.092720	3	0.105426	0.394965	0.401645	0.097963	0.239034	0.254446	0.249645	0.256876	0.414395	0.088299	0.104103	0.393204	0.105426	0.394965	0.401645	0.097963	0.239034	0.254446	0.249645	0.256876	0.414395	0.088299	0.104103	0.393204	
17000	0.092720	3	0.107436	0.389326	0.401699	0.101540	0.244144	0.267299	0.241103	0.247454	0.414395	0.088299	0.104103	0.393204	0.107436	0.389326	0.401699	0.101540	0.244144	0.267299	0.241103	0.247454	0.414395	0.088299	0.104103	0.393204	
18000	0.092720	3	0.099818	0.390404	0.408841	0.100937	0.262085	0.243357	0.244897	0.249660	0.401501	0.089747	0.102168	0.406584	0.099818	0.390404	0.408841	0.100937	0.262085	0.243357	0.244897	0.249660	0.401501	0.089747	0.102168	0.406584	
19000	0.092720	3	0.099818	0.390404	0.408841	0.100937	0.244793	0.261591	0.242817	0.250800	0.401501	0.089747	0.102168	0.406584	0.099818	0.390404	0.408841	0.100937	0.244793	0.261591	0.242817	0.250800	0.401501	0.089747	0.102168	0.406584	
20000	0.092720	3	0.099818	0.390404	0.408841	0.100937	0.235867	0.251056	0.241640	0.271437	0.401654	0.093195	0.102714	0.402437	0.099818	0.390404	0.408841	0.100937	0.235867	0.251056	0.241640	0.271437	0.401654	0.093195	0.102714	0.402437	
21000	0.092720	3	0.102757	0.392969	0.403266	0.101007	0.241377	0.263674	0.241147	0.253801	0.398484	0.093323	0.103199	0.404994	0.102757	0.392969	0.403266	0.101007	0.241377	0.263674	0.241147	0.253801	0.398484	0.093323	0.103199	0.404994	
22000	0.092720	3	0.102757	0.392969	0.403266	0.101007	0.239567	0.268586	0.241826	0.250021	0.405738	0.095622	0.100101	0.398540	0.102757	0.392969	0.403266	0.101007	0.239567	0.268586	0.241826	0.250021	0.405738	0.095622	0.100101	0.398540	
23000	0.092720	3	0.106687	0.400542	0.391222	0.101549	0.239567	0.268586	0.241826	0.250021	0.405738	0.095622	0.100101	0.398540	0.106687	0.400542	0.391222	0.101549	0.239567	0.268586	0.241826	0.250021	0.405738	0.095622	0.100101	0.398540	
24000	0.092720	3	0.099015	0.405540	0.393610	0.101836	0.242101	0.274647	0.242737	0.240515	0.405738	0.095622	0.100101	0.398540	0.099015	0.405540	0.393610	0.101836	0.242101	0.274647	0.242737	0.240515	0.405738	0.095622	0.100101	0.398540	
25000	0.092720	3	0.104811	0.411125	0.382853	0.101212	0.259051	0.259923	0.241735	0.239290	0.405738	0.095622	0.100101	0.398540	0.104811	0.411125	0.382853	0.101212	0.259051	0.259923	0.241735	0.239290	0.405738	0.095622	0.100101	0.398540	
26000	0.092720	3	0.103832	0.403688	0.394175	0.098306	0.236951	0.263881	0.240201	0.258968	0.405738	0.095622	0.100101	0.398540	0.103832	0.403688	0.394175	0.098306	0.236951	0.263881	0.240201	0.258968	0.405738	0.095622	0.100101	0.398540	
27000	0.092720	3	0.103870	0.393720	0.401567	0.100842	0.236951	0.263881	0.240201	0.258968	0.405738	0.095622	0.100101	0.398540	0.103870	0.393720	0.401567	0.100842	0.236951	0.263881	0.240201	0.258968	0.405738	0.095622	0.100101	0.398540	
28000	0.092720	3	0.103938	0.384568	0.406426	0.105068	0.242582	0.266389	0.238114	0.252916	0.405738	0.095622	0.100101	0.398540	0.103938	0.384568	0.406426	0.105068	0.242582	0.266389	0.238114	0.252916	0.405738	0.095622	0.100101	0.398540	
29000	0.092720	3	0.103402	0.393689	0.397906	0.105003	0.240332	0.266305	0.257227	0.236136	0.410822	0.088481	0.103421	0.397276	0.103402	0.393689	0.397906	0.105003	0.240332	0.266305	0.257227	0.236136	0.410822	0.088481	0.103421	0.397276	
30000	0.092720	3	0.108138	0.385862	0.405452	0.100548	0.234546	0.268796	0.234395	0.262264	0.416037	0.089862	0.104009	0.390093	0.108138	0.385862	0.405452	0.100548	0.234546	0.268796	0.234395	0.262264	0.416037	0.089862	0.104009	0.390093	
31000	0.092720	3	0.110049	0.399008	0.394662	0.096280	0.250026	0.263986	0.241898	0.244090	0.410635	0.090108	0.098668	0.400589	0.110049	0.399008	0.394662	0.096280	0.250026	0.263986	0.241898	0.244090	0.410635	0.090108	0.098668	0.400589	
32000	0.092720	3	0.102777	0.387303	0.415240	0.094681	0.250047	0.261025	0.243831	0.245097	0.406808	0.088267	0.105770	0.399156	0.102777	0.387303	0.415240	0.094681	0.250047	0.261025	0.243831	0.245097	0.406808	0.088267	0.105770	0.399156	
33000	0.092720	3	0.102777	0.387303	0.415240	0.094681	0.250756	0.260827	0.242908	0.245509	0.406808	0.088267	0.105770	0.399156	0.102777	0.387303	0.415240	0.094681	0.250756	0.260827	0.242908	0.245509	0.406808	0.088267	0.105770	0.399156	
34000	0.092720	3	0.102390	0.388388	0.408299	0.100924	0.243612	0.273423	0.245189	0.237776	0.400314	0.091038	0.104561	0.404087	0.102390	0.388388	0.408299	0.100924	0.243612	0.273423	0.245189	0.237776	0.400314	0.091038	0.104561	0.404087	
35000	0.092720	3	0.105907	0.382147	0.406830	0.105115	0.235504	0.263117	0.248834	0.252545	0.405282	0.089642	0.098411	0.406665	0.105907	0.382147	0.406830	0.105115	0.235504	0.263117	0.248834	0.252545	0.405282	0.089642	0.098411	0.406665	
36000	0.092720	3	0.107502	0.405661	0.390417	0.096420	0.251972	0.244772	0.246567	0.256689	0.401940	0.094100	0.099868	0.404093	0.107502	0.405661	0.390417	0.096420	0.251972	0.244772	0.246567	0.256689	0.401940	0.094100	0.099868	0.404093	
37000	0.092720	3	0.103055	0.399880	0.399024	0.098042	0.246422	0.254418	0.247764	0.251396	0.394290	0.094200	0.105807	0.405703	0.103055	0.399880	0.399024	0.098042	0.246422	0.254418	0.247764	0.251396	0.394290	0.094200	0.105807	0.405703	
38000	0.092720	3	0.103055	0.399880	0.399024	0.098042	0.243121	0.257923	0.235352	0.263604	0.393608	0.096961	0.101424	0.408008	0.103055	0.399880	0.399024	0.098042	0.243121	0.257923	0.235352	0.263604	0.393608	0.096961	0.101424	0.408008	
39000	0.092720	3	0.102811	0.388703	0.404834	0.103652	0.243121	0.257923	0.235352	0.263604	0.400192	0.096744	0.098388	0.404676	0.102811	0.388703	0.404834	0.103652	0.243121	0.257923	0.235352	0.263604	0.400192	0.096744	0.098388	0.404676	
40000	0.092720	3	0.102874	0.391355	0.407889	0.097881	0.247593	0.256363	0.248013	0.248031	0.400192	0.096744	0.098388	0.404676	0.102874	0.391355	0.407889	0.097881	0.247593	0.256363	0.248013	0.248031	0.400192	0.096744	0.098388	0.404676	
41000	0.092720	3	0.101753	0.400299	0.399299	0.098649	0.249144	0.261639	0.252161	0.237056	0.400192	0.096744	0.098388	0.404676	0.101753	0.400299	0.399299	0.098649	0.249144	0.261639	0.252161	0.237056	0.400192	0.096744	0.098388	0.404676	
