Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	0.092720	3	0.092459	0.380390	0.424266	0.102884	0.248684	0.237659	0.261132	0.252525	0.402544	0.098729	0.103318	0.395409	0.092459	0.380390	0.424266	0.102884	0.248684	0.237659	0.261132	0.252525	0.402544	0.098729	0.103318	0.395409	
2000	0.092720	3	0.098593	0.396274	0.403403	0.101730	0.264156	0.220220	0.253014	0.262610	0.400828	0.101445	0.102062	0.395666	0.098593	0.396274	0.403403	0.101730	0.264156	0.220220	0.253014	0.262610	0.400828	0.101445	0.102062	0.395666	
3000	0.092720	3	0.098593	0.396274	0.403403	0.101730	0.254423	0.232869	0.245131	0.267576	0.400828	0.101445	0.102062	0.395666	0.098593	0.396274	0.403403	0.101730	0.254423	0.232869	0.245131	0.267576	0.400828	0.101445	0.102062	0.395666	
4000	0.092720	3	0.101659	0.387939	0.407528	0.102873	0.252799	0.232477	0.255548	0.259176	0.400828	0.101445	0.102062	0.395666	0.101659	0.387939	0.407528	0.102873	0.252799	0.232477	0.255548	0.259176	0.400828	0.101445	0.102062	0.395666	
5000	0.092720	3	0.097462	0.389428	0.413668	0.099443	0.259195	0.235557	0.244101	0.261148	0.400828	0.101445	0.102062	0.395666	0.097462	0.389428	0.413668	0.099443	0.259195	0.235557	0.244101	0.261148	0.400828	0.101445	0.102062	0.395666	
6000	0.092720	3	0.097462	0.389428	0.413668	0.099443	0.255153	0.230462	0.256272	0.258113	0.411300	0.101493	0.104905	0.382301	0.097462	0.389428	0.413668	0.099443	0.255153	0.230462	0.256272	0.258113	0.411300	0.101493	0.104905	0.382301	
7000	0.092720	3	0.099718	0.391887	0.410463	0.097932	0.262858	0.226823	0.240134	0.270185	0.411300	0.101493	0.104905	0.382301	0.099718	0.391887	0.410463	0.097932	0.262858	0.226823	0.240134	0.270185	0.411300	0.101493	0.104905	0.382301	
8000	0.092720	3	0.102169	0.385423	0.409544	0.102864	0.252220	0.228033	0.255716	0.264031	0.403688	0.098146	0.103939	0.394227	0.102169	0.385423	0.409544	0.102864	0.252220	0.228033	0.255716	0.264031	0.403688	0.098146	0.103939	0.394227	
9000	0.092720	3	0.102169	0.385423	0.409544	0.102864	0.248597	0.230219	0.244799	0.276385	0.412211	0.098721	0.104166	0.384902	0.102169	0.385423	0.409544	0.102864	0.248597	0.230219	0.244799	0.276385	0.412211	0.098721	0.104166	0.384902	
10000	0.092720	3	0.103534	0.388697	0.412921	0.094847	0.247622	0.239879	0.249268	0.263231	0.412211	0.098721	0.104166	0.384902	0.103534	0.388697	0.412921	0.094847	0.247622	0.239879	0.249268	0.263231	0.412211	0.098721	0.104166	0.384902	
