Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	0.092720	3	0.091974	0.393872	0.404890	0.109263	0.263446	0.252427	0.215742	0.268385	0.414037	0.097184	0.094282	0.394497	0.091974	0.393872	0.404890	0.109263	0.263446	0.252427	0.215742	0.268385	0.414037	0.097184	0.094282	0.394497	
2000	0.092720	3	0.098774	0.392285	0.406403	0.102538	0.264865	0.250992	0.214249	0.269895	0.414037	0.097184	0.094282	0.394497	0.098774	0.392285	0.406403	0.102538	0.264865	0.250992	0.214249	0.269895	0.414037	0.097184	0.094282	0.394497	
3000	0.092720	3	0.091001	0.400871	0.406907	0.101221	0.252383	0.257364	0.229730	0.260523	0.414037	0.097184	0.094282	0.394497	0.091001	0.400871	0.406907	0.101221	0.252383	0.257364	0.229730	0.260523	0.414037	0.097184	0.094282	0.394497	
4000	0.092720	3	0.091001	0.400871	0.406907	0.101221	0.243946	0.257370	0.240890	0.257794	0.407674	0.095501	0.100979	0.395846	0.091001	0.400871	0.406907	0.101221	0.243946	0.257370	0.240890	0.257794	0.407674	0.095501	0.100979	0.395846	
5000	0.092720	3	0.091001	0.400871	0.406907	0.101221	0.247686	0.261349	0.237581	0.253383	0.403093	0.099415	0.094380	0.403112	0.091001	0.400871	0.406907	0.101221	0.247686	0.261349	0.237581	0.253383	0.403093	0.099415	0.094380	0.403112	
6000	0.092720	3	0.091001	0.400871	0.406907	0.101221	0.253999	0.255987	0.232587	0.257427	0.407240	0.098419	0.097131	0.397211	0.091001	0.400871	0.406907	0.101221	0.253999	0.255987	0.232587	0.257427	0.407240	0.098419	0.097131	0.397211	
7000	0.092720	3	0.089258	0.405913	0.397591	0.107238	0.253999	0.255987	0.232587	0.257427	0.398069	0.098635	0.098120	0.405176	0.089258	0.405913	0.397591	0.107238	0.253999	0.255987	0.232587	0.257427	0.398069	0.098635	0.098120	0.405176	
8000	0.092720	3	0.094241	0.399203	0.405657	0.100899	0.252456	0.261271	0.242746	0.243528	0.400951	0.102920	0.101683	0.394447	0.094241	0.399203	0.405657	0.100899	0.252456	0.261271	0.242746	0.243528	0.400951	0.102920	0.101683	0.394447	
9000	0.092720	3	0.094241	0.399203	0.405657	0.100899	0.251575	0.260152	0.223924	0.264349	0.401994	0.101628	0.102516	0.393862	0.094241	0.399203	0.405657	0.100899	0.251575	0.260152	0.223924	0.264349	0.401994	0.101628	0.102516	0.393862	
10000	0.092720	3	0.094241	0.399203	0.405657	0.100899	0.250248	0.253686	0.243773	0.252293	0.401994	0.101628	0.102516	0.393862	0.094241	0.399203	0.405657	0.100899	0.250248	0.253686	0.243773	0.252293	0.401994	0.101628	0.102516	0.393862	
11000	0.092720	3	0.093271	0.399882	0.403332	0.103516	0.245718	0.261511	0.224157	0.268615	0.401994	0.101628	0.102516	0.393862	0.093271	0.399882	0.403332	0.103516	0.245718	0.261511	0.224157	0.268615	0.401994	0.101628	0.102516	0.393862	
12000	0.092720	3	0.095515	0.395494	0.405109	0.103882	0.256966	0.257460	0.230342	0.255231	0.410752	0.102057	0.094400	0.392791	0.095515	0.395494	0.405109	0.103882	0.256966	0.257460	0.230342	0.255231	0.410752	0.102057	0.094400	0.392791	
13000	0.092720	3	0.092666	0.400659	0.399850	0.106825	0.244379	0.267553	0.229953	0.258115	0.398461	0.099765	0.097059	0.404715	0.092666	0.400659	0.399850	0.106825	0.244379	0.267553	0.229953	0.258115	0.398461	0.099765	0.097059	0.404715	
14000	0.092720	3	0.095660	0.395183	0.396660	0.112497	0.229441	0.268043	0.236277	0.266239	0.407535	0.096422	0.096841	0.399201	0.095660	0.395183	0.396660	0.112497	0.229441	0.268043	0.236277	0.266239	0.407535	0.096422	0.096841	0.399201	
15000	0.092720	3	0.103360	0.386635	0.406118	0.103888	0.238159	0.263533	0.240579	0.257729	0.400090	0.099101	0.097588	0.403221	0.103360	0.386635	0.406118	0.103888	0.238159	0.263533	0.240579	0.257729	0.400090	0.099101	0.097588	0.403221	
16000	0.092720	3	0.102501	0.385405	0.405538	0.106556	0.246512	0.268024	0.233960	0.251504	0.400090	0.099101	0.097588	0.403221	0.102501	0.385405	0.405538	0.106556	0.246512	0.268024	0.233960	0.251504	0.400090	0.099101	0.097588	0.403221	
17000	0.092720	3	0.096600	0.403421	0.393714	0.106265	0.258364	0.259150	0.222562	0.259925	0.400090	0.099101	0.097588	0.403221	0.096600	0.403421	0.393714	0.106265	0.258364	0.259150	0.222562	0.259925	0.400090	0.099101	0.097588	0.403221	
18000	0.092720	3	0.097614	0.390328	0.405415	0.106643	0.251866	0.258104	0.235069	0.254961	0.408612	0.101371	0.094207	0.395809	0.097614	0.390328	0.405415	0.106643	0.251866	0.258104	0.235069	0.254961	0.408612	0.101371	0.094207	0.395809	
19000	0.092720	3	0.090518	0.395476	0.408503	0.105502	0.250560	0.260412	0.228353	0.260675	0.394619	0.102246	0.095698	0.407437	0.090518	0.395476	0.408503	0.105502	0.250560	0.260412	0.228353	0.260675	0.394619	0.102246	0.095698	0.407437	
20000	0.092720	3	0.090518	0.395476	0.408503	0.105502	0.249794	0.256783	0.232281	0.261142	0.394619	0.102246	0.095698	0.407437	0.090518	0.395476	0.408503	0.105502	0.249794	0.256783	0.232281	0.261142	0.394619	0.102246	0.095698	0.407437	
21000	0.092720	3	0.093339	0.412085	0.392587	0.101989	0.249794	0.256783	0.232281	0.261142	0.394619	0.102246	0.095698	0.407437	0.093339	0.412085	0.392587	0.101989	0.249794	0.256783	0.232281	0.261142	0.394619	0.102246	0.095698	0.407437	
22000	0.092720	3	0.097232	0.395232	0.408262	0.099275	0.242378	0.252244	0.248453	0.256925	0.394619	0.102246	0.095698	0.407437	0.097232	0.395232	0.408262	0.099275	0.242378	0.252244	0.248453	0.256925	0.394619	0.102246	0.095698	0.407437	
23000	0.092720	3	0.094299	0.392721	0.402595	0.110385	0.257728	0.253033	0.235935	0.253304	0.394619	0.102246	0.095698	0.407437	0.094299	0.392721	0.402595	0.110385	0.257728	0.253033	0.235935	0.253304	0.394619	0.102246	0.095698	0.407437	
24000	0.092720	3	0.098722	0.404476	0.390022	0.106781	0.253027	0.254955	0.210360	0.281658	0.394619	0.102246	0.095698	0.407437	0.098722	0.404476	0.390022	0.106781	0.253027	0.254955	0.210360	0.281658	0.394619	0.102246	0.095698	0.407437	
25000	0.092720	3	0.095636	0.398636	0.403816	0.101912	0.246010	0.261666	0.232896	0.259428	0.394619	0.102246	0.095698	0.407437	0.095636	0.398636	0.403816	0.101912	0.246010	0.261666	0.232896	0.259428	0.394619	0.102246	0.095698	0.407437	
26000	0.092720	3	0.095636	0.398636	0.403816	0.101912	0.246010	0.261666	0.232896	0.259428	0.411536	0.100081	0.094133	0.394250	0.095636	0.398636	0.403816	0.101912	0.246010	0.261666	0.232896	0.259428	0.411536	0.100081	0.094133	0.394250	
27000	0.092720	3	0.095636	0.398636	0.403816	0.101912	0.260534	0.253163	0.225384	0.260920	0.403059	0.101574	0.096171	0.399196	0.095636	0.398636	0.403816	0.101912	0.260534	0.253163	0.225384	0.260920	0.403059	0.101574	0.096171	0.399196	
28000	0.092720	3	0.096088	0.392505	0.408554	0.102853	0.244634	0.255150	0.228959	0.271257	0.403059	0.101574	0.096171	0.399196	0.096088	0.392505	0.408554	0.102853	0.244634	0.255150	0.228959	0.271257	0.403059	0.101574	0.096171	0.399196	
29000	0.092720	3	0.096088	0.392505	0.408554	0.102853	0.251249	0.272049	0.236297	0.240405	0.403059	0.101574	0.096171	0.399196	0.096088	0.392505	0.408554	0.102853	0.251249	0.272049	0.236297	0.240405	0.403059	0.101574	0.096171	0.399196	
