Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	0.092720	3	0.101841	0.422675	0.367997	0.107487	0.249547	0.253884	0.254226	0.242343	0.396080	0.097148	0.100233	0.406540	0.101841	0.422675	0.367997	0.107487	0.249547	0.253884	0.254226	0.242343	0.396080	0.097148	0.100233	0.406540	
2000	0.092720	3	0.101713	0.421053	0.378154	0.099081	0.253264	0.240456	0.246519	0.259761	0.396302	0.106418	0.096735	0.400545	0.101713	0.421053	0.378154	0.099081	0.253264	0.240456	0.246519	0.259761	0.396302	0.106418	0.096735	0.400545	
3000	0.092720	3	0.095458	0.427760	0.375718	0.101064	0.247834	0.254686	0.249266	0.248215	0.396478	0.102502	0.101495	0.399526	0.095458	0.427760	0.375718	0.101064	0.247834	0.254686	0.249266	0.248215	0.396478	0.102502	0.101495	0.399526	
4000	0.092720	3	0.096130	0.430733	0.371094	0.102043	0.247888	0.245108	0.253547	0.253456	0.396478	0.102502	0.101495	0.399526	0.096130	0.430733	0.371094	0.102043	0.247888	0.245108	0.253547	0.253456	0.396478	0.102502	0.101495	0.399526	
5000	0.092720	3	0.100464	0.415327	0.382045	0.102164	0.257285	0.239382	0.255102	0.248231	0.396478	0.102502	0.101495	0.399526	0.100464	0.415327	0.382045	0.102164	0.257285	0.239382	0.255102	0.248231	0.396478	0.102502	0.101495	0.399526	
6000	0.092720	3	0.100464	0.415327	0.382045	0.102164	0.245594	0.244438	0.259641	0.250326	0.406558	0.102630	0.101022	0.389790	0.100464	0.415327	0.382045	0.102164	0.245594	0.244438	0.259641	0.250326	0.406558	0.102630	0.101022	0.389790	
7000	0.092720	3	0.100464	0.415327	0.382045	0.102164	0.265783	0.246158	0.244571	0.243488	0.402872	0.102604	0.103034	0.391490	0.100464	0.415327	0.382045	0.102164	0.265783	0.246158	0.244571	0.243488	0.402872	0.102604	0.103034	0.391490	
8000	0.092720	3	0.103249	0.419909	0.376680	0.100162	0.261991	0.248233	0.243368	0.246408	0.402620	0.102860	0.105897	0.388623	0.103249	0.419909	0.376680	0.100162	0.261991	0.248233	0.243368	0.246408	0.402620	0.102860	0.105897	0.388623	
9000	0.092720	3	0.103249	0.419909	0.376680	0.100162	0.242144	0.256667	0.248169	0.253019	0.402620	0.102860	0.105897	0.388623	0.103249	0.419909	0.376680	0.100162	0.242144	0.256667	0.248169	0.253019	0.402620	0.102860	0.105897	0.388623	
10000	0.092720	3	0.096708	0.424204	0.376503	0.102585	0.265106	0.239828	0.246771	0.248295	0.402620	0.102860	0.105897	0.388623	0.096708	0.424204	0.376503	0.102585	0.265106	0.239828	0.246771	0.248295	0.402620	0.102860	0.105897	0.388623	
11000	0.092720	3	0.096708	0.424204	0.376503	0.102585	0.241372	0.240739	0.259643	0.258246	0.404917	0.103854	0.101796	0.389434	0.096708	0.424204	0.376503	0.102585	0.241372	0.240739	0.259643	0.258246	0.404917	0.103854	0.101796	0.389434	
12000	0.092720	3	0.096708	0.424204	0.376503	0.102585	0.251238	0.234959	0.259228	0.254575	0.404917	0.103854	0.101796	0.389434	0.096708	0.424204	0.376503	0.102585	0.251238	0.234959	0.259228	0.254575	0.404917	0.103854	0.101796	0.389434	
13000	0.092720	3	0.099554	0.420790	0.376707	0.102949	0.253006	0.242225	0.252196	0.252573	0.404917	0.103854	0.101796	0.389434	0.099554	0.420790	0.376707	0.102949	0.253006	0.242225	0.252196	0.252573	0.404917	0.103854	0.101796	0.389434	
