Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	0.092720	3	0.102213	0.388229	0.414406	0.095153	0.232165	0.258124	0.245075	0.264637	0.395476	0.104820	0.098391	0.401313	0.102213	0.388229	0.414406	0.095153	0.232165	0.258124	0.245075	0.264637	0.395476	0.104820	0.098391	0.401313	
2000	0.092720	3	0.102213	0.388229	0.414406	0.095153	0.269629	0.236686	0.236176	0.257509	0.403831	0.103019	0.100147	0.393002	0.102213	0.388229	0.414406	0.095153	0.269629	0.236686	0.236176	0.257509	0.403831	0.103019	0.100147	0.393002	
3000	0.092720	3	0.096664	0.387162	0.415412	0.100761	0.252367	0.251144	0.253629	0.242860	0.403831	0.103019	0.100147	0.393002	0.096664	0.387162	0.415412	0.100761	0.252367	0.251144	0.253629	0.242860	0.403831	0.103019	0.100147	0.393002	
4000	0.092720	3	0.105220	0.392640	0.403000	0.099140	0.247950	0.239849	0.251399	0.260802	0.403831	0.103019	0.100147	0.393002	0.105220	0.392640	0.403000	0.099140	0.247950	0.239849	0.251399	0.260802	0.403831	0.103019	0.100147	0.393002	
5000	0.092720	3	0.100333	0.387651	0.406653	0.105363	0.254336	0.246299	0.237457	0.261908	0.403831	0.103019	0.100147	0.393002	0.100333	0.387651	0.406653	0.105363	0.254336	0.246299	0.237457	0.261908	0.403831	0.103019	0.100147	0.393002	
6000	0.092720	3	0.101976	0.399597	0.402212	0.096214	0.252369	0.238119	0.252496	0.257016	0.403831	0.103019	0.100147	0.393002	0.101976	0.399597	0.402212	0.096214	0.252369	0.238119	0.252496	0.257016	0.403831	0.103019	0.100147	0.393002	
7000	0.092720	3	0.099810	0.410681	0.393074	0.096435	0.256754	0.260102	0.233160	0.249984	0.403831	0.103019	0.100147	0.393002	0.099810	0.410681	0.393074	0.096435	0.256754	0.260102	0.233160	0.249984	0.403831	0.103019	0.100147	0.393002	
8000	0.092720	3	0.101421	0.398038	0.399775	0.100766	0.249147	0.241360	0.251335	0.258158	0.403831	0.103019	0.100147	0.393002	0.101421	0.398038	0.399775	0.100766	0.249147	0.241360	0.251335	0.258158	0.403831	0.103019	0.100147	0.393002	
9000	0.092720	3	0.104933	0.397232	0.401143	0.096691	0.254111	0.252343	0.241927	0.251619	0.409817	0.103067	0.099150	0.387966	0.104933	0.397232	0.401143	0.096691	0.254111	0.252343	0.241927	0.251619	0.409817	0.103067	0.099150	0.387966	
10000	0.092720	3	0.101685	0.399924	0.402320	0.096071	0.254258	0.251251	0.233185	0.261306	0.410476	0.105838	0.093305	0.390381	0.101685	0.399924	0.402320	0.096071	0.254258	0.251251	0.233185	0.261306	0.410476	0.105838	0.093305	0.390381	
11000	0.092720	3	0.103985	0.399892	0.399856	0.096267	0.257722	0.243837	0.246711	0.251731	0.410476	0.105838	0.093305	0.390381	0.103985	0.399892	0.399856	0.096267	0.257722	0.243837	0.246711	0.251731	0.410476	0.105838	0.093305	0.390381	
12000	0.092720	3	0.108520	0.387678	0.401345	0.102458	0.257739	0.239238	0.253110	0.249913	0.407202	0.105126	0.092380	0.395292	0.108520	0.387678	0.401345	0.102458	0.257739	0.239238	0.253110	0.249913	0.407202	0.105126	0.092380	0.395292	
13000	0.092720	3	0.108520	0.387678	0.401345	0.102458	0.252086	0.233951	0.256759	0.257203	0.408941	0.106818	0.097361	0.386880	0.108520	0.387678	0.401345	0.102458	0.252086	0.233951	0.256759	0.257203	0.408941	0.106818	0.097361	0.386880	
14000	0.092720	3	0.108520	0.387678	0.401345	0.102458	0.251591	0.265336	0.241262	0.241811	0.408941	0.106818	0.097361	0.386880	0.108520	0.387678	0.401345	0.102458	0.251591	0.265336	0.241262	0.241811	0.408941	0.106818	0.097361	0.386880	
15000	0.092720	3	0.105243	0.400219	0.393483	0.101054	0.248656	0.257304	0.242649	0.251392	0.402458	0.105472	0.104010	0.388060	0.105243	0.400219	0.393483	0.101054	0.248656	0.257304	0.242649	0.251392	0.402458	0.105472	0.104010	0.388060	
